Species_Code,DBH,Latitude,Longitude
PIST,2.90,41.98963,-72.12856
ACRU,34.20,41.98963,-72.12844
PIST,1.40,41.98963,-72.12838
TSCA,29.90,41.98963,-72.13057
PIST,2.10,41.98963,-72.12899
PIST,1.70,41.98963,-72.12888
PIST,2.60,41.98963,-72.12884
PIST,1.00,41.98963,-72.12837
PIST,1.00,41.98963,-72.12837
TSCA,13.30,41.98963,-72.13070
QURU,61.50,41.98963,-72.12939
PIST,1.60,41.98963,-72.12888
PIST,2.00,41.98963,-72.12884
PIST,1.60,41.98963,-72.12873
PIST,3.00,41.98963,-72.12866
PIST,1.10,41.98963,-72.12865
PIST,3.50,41.98963,-72.12862
PIST,3.00,41.98963,-72.12858
PIST,1.50,41.98963,-72.12839
PIST,1.40,41.98963,-72.12839
PIST,1.50,41.98963,-72.12838
PIST,1.20,41.98963,-72.12838
PIST,1.00,41.98963,-72.12838
PIST,1.00,41.98963,-72.12893
PIST,3.40,41.98963,-72.12878
PIST,1.70,41.98963,-72.12873
PIST,1.50,41.98963,-72.12869
PIST,2.50,41.98963,-72.12865
PIST,1.60,41.98963,-72.12859
PIST,2.30,41.98963,-72.12840
PIST,32.00,41.98963,-72.12986
PIST,1.70,41.98963,-72.12887
PIST,2.00,41.98963,-72.12882
PIST,1.60,41.98963,-72.12867
PIST,1.10,41.98963,-72.12867
PIST,3.00,41.98963,-72.12866
PIST,2.10,41.98963,-72.12863
PIST,2.30,41.98963,-72.12862
PIST,1.10,41.98963,-72.12842
PIST,1.50,41.98963,-72.12838
TSCA,22.50,41.98963,-72.13079
BELE,26.50,41.98963,-72.13023
ACRU,25.20,41.98963,-72.12948
ACRU,12.90,41.98963,-72.12914
PIST,1.80,41.98963,-72.12886
PIST,2.50,41.98963,-72.12878
PIST,1.60,41.98963,-72.12862
PIST,1.30,41.98963,-72.12839
PIST,1.20,41.98963,-72.12838
PIST,1.50,41.98963,-72.12887
PIST,1.50,41.98963,-72.12883
PIST,2.00,41.98963,-72.12882
PIST,1.40,41.98963,-72.12881
PIST,1.80,41.98963,-72.12880
PIST,2.40,41.98963,-72.12878
PIST,1.90,41.98963,-72.12877
PIST,312.00,41.98963,-72.12872
PIST,2.00,41.98963,-72.12868
PIST,1.10,41.98963,-72.12867
TSCA,2.40,41.98963,-72.12862
PIST,1.10,41.98963,-72.12853
TSCA,28.80,41.98963,-72.12995
PIST,3.50,41.98963,-72.12891
PIST,1.20,41.98963,-72.12891
PIST,2.00,41.98963,-72.12866
PIST,1.30,41.98963,-72.12866
PIST,1.60,41.98963,-72.12864
PIST,1.70,41.98963,-72.12862
PIST,1.30,41.98963,-72.12862
TSCA,37.60,41.98964,-72.13053
TSCA,4.90,41.98964,-72.13000
TSCA,4.90,41.98964,-72.13000
PIST,2.60,41.98964,-72.12872
PIST,2.00,41.98964,-72.12870
PIST,5.30,41.98964,-72.12866
PIST,1.50,41.98964,-72.12863
PIST,4.10,41.98964,-72.12862
PIST,1.70,41.98964,-72.12854
PIST,1.40,41.98964,-72.12842
PIST,1.20,41.98964,-72.12841
PIST,1.40,41.98964,-72.12840
PIST,2.10,41.98964,-72.12881
PIST,1.90,41.98964,-72.12878
PIST,2.50,41.98964,-72.12877
PIST,3.60,41.98964,-72.12875
PIST,1.60,41.98964,-72.12865
PIST,1.60,41.98964,-72.12859
QURU,30.80,41.98964,-72.12858
PIST,1.40,41.98964,-72.12841
PIST,1.60,41.98964,-72.12840
PIST,1.80,41.98964,-72.12890
PIST,1.40,41.98964,-72.12887
PIST,3.00,41.98964,-72.12870
PIST,1.20,41.98964,-72.12865
PIST,2.10,41.98964,-72.12859
PIST,1.90,41.98964,-72.12859
PIST,1.30,41.98964,-72.12856
PIST,1.30,41.98964,-72.12838
QURU,49.40,41.98964,-72.12981
TSCA,12.50,41.98964,-72.12979
TSCA,38.80,41.98964,-72.12903
PIST,1.10,41.98964,-72.12891
PIST,1.40,41.98964,-72.12891
PIST,4.00,41.98964,-72.12882
PIST,4.30,41.98964,-72.12880
PIST,1.40,41.98964,-72.12880
PIST,1.40,41.98964,-72.12860
PIST,1.90,41.98964,-72.12860
PIST,1.00,41.98964,-72.12853
PIST,1.60,41.98964,-72.12840
PIST,29.90,41.98964,-72.12929
PIST,2.00,41.98964,-72.12881
PIST,1.10,41.98964,-72.12879
PIST,1.60,41.98964,-72.12869
PIST,2.50,41.98964,-72.12866
PIST,1.90,41.98964,-72.12865
PIST,2.70,41.98964,-72.12862
PIST,1.20,41.98964,-72.12860
PIST,1.60,41.98964,-72.12860
PIST,1.50,41.98964,-72.12856
PIST,1.90,41.98964,-72.12855
PIST,1.20,41.98964,-72.12853
PIST,2.10,41.98964,-72.12853
PIST,1.60,41.98964,-72.12851
TSCA,18.10,41.98964,-72.13038
ACRU,17.00,41.98964,-72.13033
ACRU,20.20,41.98964,-72.12900
PIST,17.80,41.98964,-72.12893
PIST,1.60,41.98964,-72.12880
PIST,1.50,41.98964,-72.12870
PIST,2.20,41.98964,-72.12863
PIST,2.60,41.98964,-72.12861
PIST,1.80,41.98964,-72.12859
PIST,2.60,41.98964,-72.12853
PIST,1.00,41.98964,-72.12840
BELE,16.20,41.98964,-72.12924
PIST,42.20,41.98964,-72.12923
PIST,1.20,41.98964,-72.12892
PIST,1.70,41.98964,-72.12880
PIST,2.10,41.98964,-72.12873
PIST,2.20,41.98964,-72.12873
PIST,2.00,41.98964,-72.12870
PIST,1.80,41.98964,-72.12864
PIST,1.10,41.98964,-72.12859
QURU,61.50,41.98964,-72.12952
PIST,1.60,41.98964,-72.12879
PIST,1.40,41.98964,-72.12876
PIST,1.80,41.98964,-72.12876
PIST,1.70,41.98964,-72.12861
PIST,1.40,41.98964,-72.12857
PIST,1.10,41.98964,-72.12854
PIST,1.20,41.98964,-72.12841
PIST,2.40,41.98964,-72.12840
PIST,1.30,41.98964,-72.12838
PIST,2.80,41.98964,-72.12890
PIST,2.10,41.98964,-72.12883
PIST,1.40,41.98964,-72.12881
PIST,1.50,41.98964,-72.12872
PIST,1.70,41.98964,-72.12871
PIST,1.70,41.98964,-72.12870
PIST,3.10,41.98964,-72.12865
PIST,1.20,41.98964,-72.12862
PIST,2.60,41.98964,-72.12860
PIST,1.10,41.98964,-72.12842
PIST,1.30,41.98964,-72.12890
PIST,1.70,41.98964,-72.12890
PIST,1.50,41.98964,-72.12881
PIST,1.00,41.98964,-72.12880
PIST,1.40,41.98964,-72.12878
PIST,1.30,41.98964,-72.12876
PIST,2.30,41.98964,-72.12864
PIST,2.10,41.98964,-72.12860
PIST,1.60,41.98965,-72.12891
PIST,2.30,41.98965,-72.12888
PIST,2.00,41.98965,-72.12888
PIST,1.00,41.98965,-72.12882
PIST,1.10,41.98965,-72.12881
PIST,2.10,41.98965,-72.12881
PIST,2.20,41.98965,-72.12878
PIST,2.30,41.98965,-72.12877
PIST,3.30,41.98965,-72.12873
PIST,3.00,41.98965,-72.12870
PIST,2.50,41.98965,-72.12862
PIST,1.00,41.98965,-72.12853
PIST,1.70,41.98965,-72.12851
PIST,1.20,41.98965,-72.12842
TSCA,10.50,41.98965,-72.13068
TSCA,17.60,41.98965,-72.13055
PIST,1.60,41.98965,-72.12889
PIST,1.80,41.98965,-72.12883
ACRU,23.00,41.98965,-72.12883
PIST,1.60,41.98965,-72.12866
ACRU,11.60,41.98965,-72.12864
PIST,3.60,41.98965,-72.12859
PIST,1.20,41.98965,-72.12853
PIST,1.40,41.98965,-72.12852
TSCA,8.50,41.98965,-72.13017
QURU,39.50,41.98965,-72.12999
PIST,1.30,41.98965,-72.12891
PIST,2.20,41.98965,-72.12888
PIST,1.10,41.98965,-72.12886
PIST,1.30,41.98965,-72.12886
PIST,1.20,41.98965,-72.12881
PIST,1.20,41.98965,-72.12872
PIST,1.20,41.98965,-72.12872
PIST,1.50,41.98965,-72.12838
TSCA,18.20,41.98965,-72.13044
TSCA,30.50,41.98965,-72.13041
TSCA,12.90,41.98965,-72.13005
PIST,19.80,41.98965,-72.12940
PIST,1.00,41.98965,-72.12891
PIST,1.20,41.98965,-72.12891
PIST,1.00,41.98965,-72.12891
PIST,1.10,41.98965,-72.12890
PIST,1.10,41.98965,-72.12886
ACRU,26.10,41.98965,-72.12883
PIST,1.00,41.98965,-72.12882
PIST,2.40,41.98965,-72.12877
PIST,2.30,41.98965,-72.12876
PIST,4.20,41.98965,-72.12857
PIST,1.50,41.98965,-72.12854
PIST,2.60,41.98965,-72.12852
PIST,1.50,41.98965,-72.12839
PIST,1.10,41.98965,-72.12838
PIST,1.10,41.98965,-72.12837
TSCA,20.20,41.98965,-72.13074
TSCA,25.50,41.98965,-72.13009
PIST,39.90,41.98965,-72.12968
PIST,3.50,41.98965,-72.12885
PIST,2.40,41.98965,-72.12883
PIST,1.90,41.98965,-72.12883
PIST,1.90,41.98965,-72.12881
PIST,1.30,41.98965,-72.12872
PIST,1.80,41.98965,-72.12867
PIST,1.70,41.98965,-72.12863
PIST,3.90,41.98965,-72.12855
QURU,39.90,41.98965,-72.13031
PIST,2.40,41.98965,-72.12888
PIST,1.20,41.98965,-72.12887
PIST,2.40,41.98965,-72.12886
PIST,1.10,41.98965,-72.12869
PIST,1.40,41.98965,-72.12861
PIST,1.70,41.98965,-72.12893
PIST,2.10,41.98965,-72.12889
PIST,1.10,41.98965,-72.12885
PIST,3.00,41.98965,-72.12885
PIST,3.00,41.98965,-72.12885
PIST,1.50,41.98965,-72.12881
PIST,1.60,41.98965,-72.12879
PIST,2.00,41.98965,-72.12872
PIST,1.50,41.98965,-72.12868
PIST,1.30,41.98965,-72.12857
PIST,1.10,41.98965,-72.12856
PIST,2.10,41.98965,-72.12853
PIST,1.00,41.98965,-72.12851
QURU,39.20,41.98965,-72.12843
ACRU,26.10,41.98965,-72.13036
TSCA,25.60,41.98965,-72.13033
TSCA,6.90,41.98965,-72.12960
PIST,1.90,41.98965,-72.12890
PIST,1.70,41.98965,-72.12889
PIST,2.40,41.98965,-72.12888
PIST,1.60,41.98965,-72.12883
PIST,1.90,41.98965,-72.12877
PIST,1.80,41.98965,-72.12873
PIST,1.30,41.98965,-72.12869
PIST,2.30,41.98965,-72.12866
PIST,1.50,41.98965,-72.12891
PIST,1.70,41.98965,-72.12891
PIST,2.10,41.98965,-72.12891
PIST,2.50,41.98965,-72.12873
PIST,2.70,41.98965,-72.12867
PIST,1.50,41.98965,-72.12861
PIST,3.90,41.98965,-72.12858
PIST,2.40,41.98965,-72.12855
PIST,1.50,41.98965,-72.12852
PIST,2.60,41.98965,-72.12881
PIST,1.70,41.98965,-72.12874
PIST,1.10,41.98965,-72.12867
PIST,2.30,41.98965,-72.12860
PIST,1.00,41.98965,-72.12840
PIST,1.10,41.98966,-72.12896
PIST,1.60,41.98966,-72.12886
PIST,2.00,41.98966,-72.12885
PIST,2.60,41.98966,-72.12879
PIST,2.00,41.98966,-72.12871
PIST,2.00,41.98966,-72.12866
ACRU,12.40,41.98966,-72.12857
PIST,3.00,41.98966,-72.12856
PIST,1.80,41.98966,-72.12855
PIST,2.10,41.98966,-72.12854
PIST,2.10,41.98966,-72.12852
PIST,1.30,41.98966,-72.12852
PIST,1.60,41.98966,-72.12887
PIST,1.00,41.98966,-72.12877
PIST,2.20,41.98966,-72.12868
PIST,1.90,41.98966,-72.12867
PIST,1.60,41.98966,-72.12860
PIST,1.60,41.98966,-72.12856
PIST,2.10,41.98966,-72.12853
PIST,1.00,41.98966,-72.12839
PIST,1.20,41.98966,-72.12881
PIST,1.60,41.98966,-72.12876
PIST,1.90,41.98966,-72.12862
PIST,1.90,41.98966,-72.12861
PIST,1.50,41.98966,-72.12861
PIST,2.40,41.98966,-72.12854
BELE,17.50,41.98966,-72.12844
PIST,1.40,41.98966,-72.12838
PIST,1.20,41.98966,-72.12838
TSCA,21.30,41.98966,-72.13029
PIST,1.80,41.98966,-72.12889
ACRU,11.10,41.98966,-72.12879
PIST,1.30,41.98966,-72.12871
PIST,2.40,41.98966,-72.12869
PIST,2.20,41.98966,-72.12862
PIST,1.40,41.98966,-72.12858
PIST,1.40,41.98966,-72.12853
PIST,20.00,41.98966,-72.12950
PIST,1.70,41.98966,-72.12893
PIST,1.40,41.98966,-72.12890
PIST,1.10,41.98966,-72.12857
PIST,1.90,41.98966,-72.12855
PIST,1.80,41.98966,-72.12851
PIST,1.50,41.98966,-72.12841
PIST,1.10,41.98966,-72.12837
PIST,12.90,41.98966,-72.12881
PIST,2.30,41.98966,-72.12876
PIST,1.70,41.98966,-72.12875
PIST,1.70,41.98966,-72.12875
QURU,42.90,41.98966,-72.12869
PIST,1.60,41.98966,-72.12867
PIST,1.00,41.98966,-72.12867
PIST,2.20,41.98966,-72.12863
PIST,1.30,41.98966,-72.12862
PIST,1.30,41.98966,-72.12855
PIST,1.40,41.98966,-72.12853
PIST,1.00,41.98966,-72.12849
PIST,1.30,41.98966,-72.12836
TSCA,6.40,41.98966,-72.13079
QURU,34.70,41.98966,-72.12984
ACRU,35.90,41.98966,-72.12891
PIST,1.40,41.98966,-72.12877
PIST,2.40,41.98966,-72.12871
PIST,1.50,41.98966,-72.12867
PIST,1.00,41.98966,-72.12858
PIST,1.50,41.98966,-72.12855
PIST,1.70,41.98966,-72.12853
PIST,1.90,41.98966,-72.12851
PIST,1.40,41.98966,-72.12847
QURU,48.50,41.98966,-72.12915
PIST,2.00,41.98966,-72.12889
PIST,3.50,41.98966,-72.12881
PIST,1.40,41.98966,-72.12864
PIST,2.40,41.98966,-72.12860
PIST,2.30,41.98966,-72.12855
PIST,1.90,41.98966,-72.12852
PIST,1.10,41.98966,-72.12851
PIST,1.50,41.98966,-72.12841
PIST,1.20,41.98966,-72.12840
PIST,1.40,41.98966,-72.12837
PIST,1.90,41.98966,-72.12885
PIST,2.30,41.98966,-72.12876
PIST,2.60,41.98966,-72.12861
PIST,1.20,41.98966,-72.12857
PIST,1.00,41.98966,-72.12843
PIST,1.20,41.98966,-72.12838
PIST,1.20,41.98966,-72.12836
TSCA,31.60,41.98966,-72.12965
PIST,1.70,41.98966,-72.12903
PIST,2.20,41.98966,-72.12867
PIST,1.90,41.98966,-72.12858
PIST,1.50,41.98966,-72.12850
PIST,2.00,41.98966,-72.12849
PIST,1.50,41.98966,-72.12840
TSCA,42.10,41.98967,-72.12997
BELE,7.20,41.98967,-72.12955
PIST,1.00,41.98967,-72.12890
PIST,1.20,41.98967,-72.12881
PIST,1.00,41.98967,-72.12863
PIST,3.60,41.98967,-72.12858
PIST,1.80,41.98967,-72.12857
PIST,3.70,41.98967,-72.12856
PIST,1.10,41.98967,-72.12852
PIST,1.00,41.98967,-72.12843
PIST,1.00,41.98967,-72.12836
TSCA,22.80,41.98967,-72.13080
TSCA,20.20,41.98967,-72.13019
PIST,2.40,41.98967,-72.12867
PIST,3.50,41.98967,-72.12852
PIST,1.20,41.98967,-72.12844
TSCA,29.60,41.98967,-72.13008
QURU,52.10,41.98967,-72.12987
PIST,1.60,41.98967,-72.12886
ACRU,17.80,41.98967,-72.12869
PIST,1.90,41.98967,-72.12858
PIST,1.10,41.98967,-72.12852
PIST,1.20,41.98967,-72.12850
PIST,37.70,41.98967,-72.12946
PIST,1.20,41.98967,-72.12866
PIST,1.20,41.98967,-72.12865
PIST,2.40,41.98967,-72.12864
PIST,2.20,41.98967,-72.12862
PIST,1.50,41.98967,-72.12862
PIST,2.70,41.98967,-72.12861
PIST,2.50,41.98967,-72.12856
PIST,1.50,41.98967,-72.12849
PIST,1.20,41.98967,-72.12848
PIST,1.50,41.98967,-72.12848
PIST,1.70,41.98967,-72.12886
PIST,1.40,41.98967,-72.12879
PIST,1.10,41.98967,-72.12867
PIST,1.40,41.98967,-72.12867
PIST,2.60,41.98967,-72.12862
PIST,2.30,41.98967,-72.12862
PIST,1.50,41.98967,-72.12860
PIST,1.10,41.98967,-72.12852
PIST,1.10,41.98967,-72.12850
PIST,1.30,41.98967,-72.12885
PIST,1.40,41.98967,-72.12880
PIST,1.10,41.98967,-72.12867
PIST,1.00,41.98967,-72.12858
PIST,1.50,41.98967,-72.12856
PIST,1.20,41.98967,-72.12851
PIST,1.10,41.98967,-72.12851
PIST,1.90,41.98967,-72.12850
PIST,1.50,41.98967,-72.12849
PIST,1.70,41.98967,-72.12848
PIST,1.60,41.98967,-72.12847
TSCA,17.90,41.98967,-72.13021
PIST,2.00,41.98967,-72.12887
PIST,3.40,41.98967,-72.12856
PIST,1.10,41.98967,-72.12850
PIST,1.00,41.98967,-72.12846
PIST,1.20,41.98967,-72.12844
PIST,1.50,41.98967,-72.12843
TSCA,48.80,41.98967,-72.12934
PIST,1.30,41.98967,-72.12865
PIST,2.20,41.98967,-72.12863
PIST,1.20,41.98967,-72.12856
PIST,2.60,41.98967,-72.12855
PIST,1.30,41.98967,-72.12844
TSCA,17.10,41.98967,-72.13006
ACRU,6.60,41.98967,-72.12909
PIST,1.50,41.98967,-72.12889
PIST,1.70,41.98967,-72.12889
TSCA,2.50,41.98967,-72.12886
PIST,1.80,41.98967,-72.12864
PIST,1.70,41.98967,-72.12856
PIST,1.10,41.98967,-72.12856
PIST,2.90,41.98967,-72.12856
PIST,1.40,41.98967,-72.12855
PIST,1.60,41.98967,-72.12854
PIST,3.40,41.98967,-72.12852
PIST,1.70,41.98967,-72.12851
TSCA,18.40,41.98967,-72.13033
PIST,2.10,41.98967,-72.12874
PIST,1.10,41.98967,-72.12861
PIST,1.60,41.98967,-72.12860
PIST,3.00,41.98967,-72.12856
PIST,1.10,41.98967,-72.12848
ACRU,7.00,41.98967,-72.12844
QURU,41.50,41.98968,-72.12906
PIST,1.30,41.98968,-72.12896
PIST,1.00,41.98968,-72.12879
PIST,2.50,41.98968,-72.12856
PIST,2.00,41.98968,-72.12852
PIST,1.40,41.98968,-72.12894
PIST,1.50,41.98968,-72.12881
PIST,1.30,41.98968,-72.12874
PIST,1.20,41.98968,-72.12860
PIST,2.80,41.98968,-72.12854
PIST,1.10,41.98968,-72.12849
PIST,1.70,41.98968,-72.12848
ACRU,6.10,41.98968,-72.12876
PIST,1.60,41.98968,-72.12873
PIST,1.90,41.98968,-72.12861
PIST,1.50,41.98968,-72.12860
PIST,19.00,41.98968,-72.12849
PIST,1.10,41.98968,-72.12845
PIST,1.00,41.98968,-72.12837
ACRU,48.50,41.98968,-72.13065
PIST,1.50,41.98968,-72.12888
PIST,1.30,41.98968,-72.12887
PIST,2.10,41.98968,-72.12885
PIST,1.00,41.98968,-72.12873
PIST,2.40,41.98968,-72.12859
PIST,1.60,41.98968,-72.12856
PIST,1.90,41.98968,-72.12852
PIST,1.50,41.98968,-72.12849
PIST,1.50,41.98968,-72.12896
PIST,1.10,41.98968,-72.12891
PIST,1.80,41.98968,-72.12873
PIST,1.50,41.98968,-72.12864
PIST,1.60,41.98968,-72.12855
PIST,2.80,41.98968,-72.12852
PIST,1.50,41.98968,-72.12849
BELE,32.50,41.98968,-72.13031
PIST,16.00,41.98968,-72.12962
ACRU,22.50,41.98968,-72.12936
PIST,1.70,41.98968,-72.12886
PIST,1.60,41.98968,-72.12874
PIST,1.00,41.98968,-72.12865
PIST,1.90,41.98968,-72.12855
PIST,2.50,41.98968,-72.12855
PIST,1.30,41.98968,-72.12852
PIST,1.10,41.98968,-72.12851
PIST,2.00,41.98968,-72.12851
PIST,2.00,41.98968,-72.12874
PIST,1.10,41.98968,-72.12874
PIST,1.70,41.98968,-72.12861
PIST,2.00,41.98968,-72.12853
PIST,2.10,41.98968,-72.12848
PIST,1.60,41.98968,-72.12894
PIST,2.00,41.98968,-72.12890
PIST,1.90,41.98968,-72.12884
PIST,1.70,41.98968,-72.12872
PIST,1.60,41.98968,-72.12864
PIST,2.20,41.98968,-72.12858
PIST,1.60,41.98968,-72.12857
PIST,2.90,41.98968,-72.12856
PIST,1.50,41.98968,-72.12854
PIST,2.30,41.98968,-72.12852
PIST,1.80,41.98968,-72.12850
PIST,1.00,41.98968,-72.12848
PIST,1.60,41.98968,-72.12847
TSCA,7.90,41.98968,-72.13074
PIST,1.00,41.98968,-72.12892
PIST,1.20,41.98968,-72.12875
PIST,1.10,41.98968,-72.12887
PIST,1.70,41.98968,-72.12884
PIST,1.00,41.98968,-72.12880
PIST,2.40,41.98968,-72.12854
PIST,1.00,41.98968,-72.12848
TSCA,16.50,41.98969,-72.13041
PIST,1.40,41.98969,-72.12894
PIST,1.00,41.98969,-72.12877
PIST,1.40,41.98969,-72.12848
PIST,1.60,41.98969,-72.12891
PIST,2.10,41.98969,-72.12853
PIST,1.50,41.98969,-72.12852
QURU,40.20,41.98969,-72.12952
PIST,1.20,41.98969,-72.12896
PIST,1.20,41.98969,-72.12893
PIST,1.40,41.98969,-72.12885
PIST,1.90,41.98969,-72.12878
PIST,2.50,41.98969,-72.12862
PIST,2.30,41.98969,-72.12853
PIST,2.30,41.98969,-72.12853
PIST,2.00,41.98969,-72.12851
PIST,4.50,41.98969,-72.12850
PIST,1.50,41.98969,-72.12850
TSCA,44.20,41.98969,-72.13017
PIST,3.50,41.98969,-72.12854
PIST,1.50,41.98969,-72.12847
PIST,2.50,41.98969,-72.12844
PIST,1.50,41.98969,-72.12838
PIST,1.10,41.98969,-72.12887
PIST,2.80,41.98969,-72.12855
PIST,1.30,41.98969,-72.12849
PIST,1.70,41.98969,-72.12849
PIST,1.70,41.98969,-72.12840
PIST,1.30,41.98969,-72.12839
ACRU,19.80,41.98969,-72.12896
PIST,1.10,41.98969,-72.12884
PIST,11.40,41.98969,-72.12873
PIST,1.00,41.98969,-72.12850
PIST,2.00,41.98969,-72.12846
PIST,2.00,41.98969,-72.12845
PIST,1.50,41.98969,-72.12841
PIST,2.00,41.98969,-72.12838
TSCA,8.00,41.98969,-72.13075
PIST,1.30,41.98969,-72.12890
PIST,1.60,41.98969,-72.12887
PIST,1.50,41.98969,-72.12842
TSCA,50.90,41.98969,-72.13008
TSCA,6.40,41.98969,-72.13001
PIST,1.30,41.98969,-72.12887
PIST,1.20,41.98969,-72.12874
PIST,2.60,41.98969,-72.12857
PIST,1.50,41.98969,-72.12844
PIST,1.30,41.98969,-72.12839
TSCA,45.80,41.98969,-72.13070
ACRU,7.10,41.98969,-72.12950
PIST,1.10,41.98969,-72.12892
PIST,1.30,41.98969,-72.12885
PIST,1.60,41.98969,-72.12876
PIST,1.00,41.98969,-72.12876
PIST,3.50,41.98969,-72.12851
PIST,1.10,41.98969,-72.12843
PIST,1.00,41.98970,-72.12880
PIST,12.70,41.98970,-72.12844
PIST,2.00,41.98970,-72.12839
PIST,1.50,41.98970,-72.12894
PIST,1.20,41.98970,-72.12881
PIST,2.30,41.98970,-72.12877
PIST,3.00,41.98970,-72.12856
PIST,1.00,41.98970,-72.12851
PIST,3.00,41.98970,-72.12849
PIST,2.90,41.98970,-72.12848
TSCA,8.80,41.98970,-72.13046
ACRU,24.20,41.98970,-72.12944
PIST,2.50,41.98970,-72.12861
PIST,4.00,41.98970,-72.12856
PIST,3.80,41.98970,-72.12853
PIST,1.40,41.98970,-72.12848
PIST,3.10,41.98970,-72.12846
PIST,1.90,41.98970,-72.12845
PIST,1.60,41.98970,-72.12842
BELE,22.50,41.98970,-72.12837
PIST,1.10,41.98970,-72.12889
PIST,1.30,41.98970,-72.12875
PIST,1.00,41.98970,-72.12875
PIST,1.00,41.98970,-72.12849
PIST,1.20,41.98970,-72.12837
PIST,1.00,41.98970,-72.12875
PIST,1.40,41.98970,-72.12846
PIST,1.50,41.98970,-72.12843
PIST,1.10,41.98970,-72.12837
PIST,3.80,41.98970,-72.12857
PIST,1.40,41.98970,-72.12857
PIST,2.90,41.98970,-72.12855
PIST,2.20,41.98970,-72.12850
PIST,1.60,41.98970,-72.12836
TSCA,44.60,41.98970,-72.13072
ACRU,19.40,41.98970,-72.13040
PIST,1.50,41.98970,-72.12891
PIST,1.20,41.98970,-72.12846
PIST,1.60,41.98970,-72.12877
PIST,1.40,41.98970,-72.12874
PIST,3.10,41.98970,-72.12860
PIST,2.20,41.98970,-72.12855
PIST,1.70,41.98970,-72.12852
PIST,1.30,41.98970,-72.12839
PIST,1.40,41.98970,-72.12839
TSCA,26.50,41.98970,-72.13071
PIST,2.00,41.98970,-72.12853
PIST,2.10,41.98970,-72.12852
PIST,3.60,41.98970,-72.12850
PIST,2.00,41.98970,-72.12848
PIST,2.10,41.98970,-72.12848
PIST,1.80,41.98970,-72.12857
PIST,2.70,41.98970,-72.12850
PIST,1.60,41.98970,-72.12850
PIST,1.50,41.98970,-72.12837
PIST,1.70,41.98971,-72.12885
PIST,2.00,41.98971,-72.12856
PIST,3.10,41.98971,-72.12855
TSCA,2.00,41.98971,-72.12851
PIST,2.70,41.98971,-72.12848
PIST,1.80,41.98971,-72.12848
PIST,1.60,41.98971,-72.12844
PIST,1.00,41.98971,-72.12835
TSCA,14.50,41.98971,-72.13077
TSCA,45.30,41.98971,-72.13072
QURU,54.20,41.98971,-72.12927
PIST,1.00,41.98971,-72.12881
PIST,2.10,41.98971,-72.12860
PIST,1.40,41.98971,-72.12856
PIST,3.50,41.98971,-72.12851
PIST,2.20,41.98971,-72.12850
PIST,2.10,41.98971,-72.12850
PIST,2.00,41.98971,-72.12844
PIST,1.50,41.98971,-72.12841
PIST,1.30,41.98971,-72.12854
PIST,2.00,41.98971,-72.12852
PIST,2.00,41.98971,-72.12847
PIST,1.20,41.98971,-72.12842
PIST,1.40,41.98971,-72.12861
TSCA,4.10,41.98971,-72.12853
PIST,3.20,41.98971,-72.12853
PIST,1.20,41.98971,-72.12844
TSCA,26.00,41.98971,-72.13015
PIST,2.50,41.98971,-72.12853
PIST,2.20,41.98971,-72.12853
PIST,2.40,41.98971,-72.12847
PIST,1.00,41.98971,-72.12841
TSCA,19.50,41.98971,-72.13041
PIST,1.70,41.98971,-72.12847
PIST,1.50,41.98971,-72.12844
PIST,1.40,41.98971,-72.12840
PIST,1.10,41.98971,-72.12839
PIST,3.70,41.98971,-72.12859
TSCA,4.80,41.98971,-72.12859
PIST,3.20,41.98971,-72.12856
PIST,1.30,41.98971,-72.12855
PIST,3.40,41.98971,-72.12854
PIST,1.20,41.98971,-72.12847
PIST,1.00,41.98971,-72.12841
PIST,1.60,41.98971,-72.12838
PIST,3.50,41.98971,-72.12850
PIST,1.40,41.98971,-72.12849
PIST,1.30,41.98971,-72.12841
PIST,1.10,41.98971,-72.12840
PIST,1.40,41.98971,-72.12837
TSCA,33.90,41.98971,-72.13068
TSCA,12.80,41.98971,-72.13051
PIST,3.50,41.98971,-72.12855
PIST,1.60,41.98971,-72.12849
BELE,2.10,41.98971,-72.12951
PIST,39.10,41.98971,-72.12944
BELE,32.20,41.98971,-72.12887
PIST,2.60,41.98971,-72.12857
PIST,4.60,41.98971,-72.12852
PIST,1.80,41.98971,-72.12850
PIST,1.20,41.98971,-72.12845
PIST,1.20,41.98971,-72.12841
PIST,2.30,41.98971,-72.12835
PIST,3.20,41.98972,-72.12854
PIST,2.80,41.98972,-72.12851
PIST,1.80,41.98972,-72.12843
PIST,1.60,41.98972,-72.12836
TSCA,27.10,41.98972,-72.13047
BELE,1.70,41.98972,-72.12906
PIST,1.10,41.98972,-72.12875
PIST,2.00,41.98972,-72.12859
PIST,2.00,41.98972,-72.12842
ACRU,77.90,41.98972,-72.12879
PIST,1.50,41.98972,-72.12850
PIST,2.00,41.98972,-72.12838
PIST,1.00,41.98972,-72.12838
PIST,1.20,41.98972,-72.12837
PIST,21.10,41.98972,-72.12983
PIST,2.80,41.98972,-72.12857
PIST,2.40,41.98972,-72.12853
PIST,3.40,41.98972,-72.12859
PIST,1.60,41.98972,-72.12853
TSCA,53.10,41.98972,-72.13025
TSCA,27.50,41.98972,-72.13019
PIST,1.20,41.98972,-72.12859
PIST,2.50,41.98972,-72.12854
