"","plate_identifier","Inner.Core.Sample.ID","Sample.Mass.Added.to.Tube..mg.","Date.Weighed","Name.of.Weigher","Notes","Sample.Archived","Sample.Notes","Extraction.Plate.ID","Plate.Well.No.","Plate.Position","Blank.Well.","Sample.Added.to.Extraction.Plate","Name.of.Person.Adding.to.Plate","Date.Plate.Extracted","species","core_type","material","lab_id","seq_id","mcra_probe_loose","mcra_probe_strict","mcra_eva_loose","mcra_eva_strict","bact_loose","bact_strict","arc_loose","arc_strict","mmox_loose","mmox_strict","pmoa_loose","pmoa_strict","Raw"
"1","3A1","ACRU_RM1
Wood_Outer
Lab ID: 1a",102.7,"7/25/2022","Qespi","","x","","Plate 3",1,"A1","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","1a","RM1",0,0,25.4559688568115,2.31304121017456,NA,NA,NA,NA,26.5794010162354,0,354.529998779297,19.7394409179688,"RM1Outer"
"2","3A10","FAGR_AB1
Wood_Outer
Lab ID: 73a",104.6,"7/20/2022","Qespi","","x","","Plate 3",73,"A10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","73a","AB1",1.24708688259125,0,9.13282203674316,2.60901594161987,NA,NA,NA,NA,13.8042907714844,1.72509336471558,12.0109310150146,3.00215768814087,"AB1Outer"
"3","3A11","FAGR_AB5
Wood_Outer
Lab ID: 81a",105.2,"7/20/2022","Qespi","","x","","Plate 3",81,"A11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","81a","AB5",1.30955398082733,0,5.78936147689819,0,NA,NA,NA,NA,49.5374221801758,0,6.01121807098389,0,"AB5Outer"
"4","3A12","FRAM_WA101
Wood_Outer
Lab ID: 89a",100.3,"7/21/2022","cade","","x","","Plate 3",89,"A12","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","89a","WA101",6.60521078109741,1.6511287689209,3.64693427085876,1.2155818939209,NA,NA,NA,NA,18.8521862030029,1.88453900814056,272.019378662109,42.0769271850586,"WA101Outer"
"5","3A2","ACRU_RM303
Wood_Outer
Lab ID: 9a",100.2,"7/25/2022","Qespi","","x","","Plate 3",9,"A2","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","9a","RM303",1.36739277839661,0,11.6952657699585,2.92327165603638,NA,NA,NA,NA,19.0470142364502,0,52.6446189880371,1.81337225437164,"RM303Outer"
"6","3A3","ACSA_SM1
Wood_Outer
Lab ID: 17a",100.9,"7/22/2022","Qespi","","x","","Plate 3",17,"A3","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","17a","SM1",0,0,12.7110433578491,2.54165935516357,NA,NA,NA,NA,16.7067794799805,0,61.7592086791992,5.00146913528442,"SM1Outer"
"7","3A4","ACSA_SM3
Wood_Outer
Lab ID: 25a",101.1,"7/22/2022","Qespi","","x","","Plate 3",25,"A4","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","25a","SM3",1.33209228515625,0,3.83142375946045,1.27707195281982,NA,NA,NA,NA,21.6316509246826,4.99015474319458,29.9948921203613,12.6247692108154,"SM3Outer"
"8","3A5","BEAL_YB10
Wood_Outer
Lab ID: 33a",108,"7/21/2022","Qespi","","x","","Plate 3",33,"A5","","8/8/2022","Cade","8/8/2022","BEAL","Outer","Wood","33a","YB10",17.3624172210693,2.67030715942383,5.16420555114746,1.29094505310059,NA,NA,NA,NA,25.9525127410889,1.72927737236023,10.00754737854,3.33537626266479,"YB10Outer"
"9","3A8","BELE_BB5
Wood_Outer
Lab ID: 57a",101.6,"7/25/2022","Qespi","","x","","Plate 3",57,"A8","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","57a","BB5",0,0,33.3314170837402,1.28110480308533,NA,NA,NA,NA,35.957706451416,1.63324964046478,56.6813354492188,4.99580574035645,"BB5Outer"
"10","3A9","BELE_BBX7
Wood_Outer
Lab ID: 65a",100.4,"7/27/2022","Qespi + Jon","","x","","Plate 3",65,"A9","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","65a","BBX7",1.23303604125977,0,5.29673290252686,2.64821743965149,NA,NA,NA,NA,13.220362663269,0,189.817657470703,12.7966108322144,"BBX7Outer"
"11","3B1","ACRU_RM10
Wood_Outer
Lab ID: 2a",100.5,"7/25/2022","Qespi","","x","2 samples labelled RM2Outer-- why?","Plate 3",2,"B1","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","2a","RM10",19.0797443389893,4.08721399307251,6.97271060943604,0,NA,NA,NA,NA,30.9964637756348,1.54885387420654,101.001960754395,12.8016376495361,"RM10Outer"
"12","3B10","FAGR_AB10
Wood_Outer
Lab ID: 74a",108,"7/20/2022","Qespi","","x","","Plate 3",74,"B10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","74a","AB10",0,0,14.0264749526978,2.54964637756348,NA,NA,NA,NA,53.6665382385254,0,50.3303108215332,3.35200691223145,"AB10Outer"
"13","3B11","FAGR_AB501
Wood_Outer
Lab ID: 82a",103.6,"7/20/2022","Qespi","","x","","Plate 3",82,"B11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","82a","AB501",2.45507216453552,0,4.44664287567139,0,NA,NA,NA,NA,31.4464778900146,0,11.6122932434082,1.45122349262238,"AB501Outer"
"14","3B12","FRAM_WA102
Wood_Outer
Lab ID: 90a",100,"7/20/2022","Qespi","","x","","Plate 3",90,"B12","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","90a","WA102",7.55722236633301,1.25936853885651,2.45956325531006,2.45956325531006,NA,NA,NA,NA,28.5659484863281,1.78435623645782,99.8985900878906,3.32312846183777,"WA102Outer"
"15","3B2","ACRU_RM304
Wood_Outer
Lab ID: 10a",101.5,"7/25/2022","Qespi","","x","","Plate 3",10,"B2","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","10a","RM304",0,0,2.71388816833496,1.3569051027298,NA,NA,NA,NA,25.1343154907227,1.47774600982666,69.9458923339844,14.7081813812256,"RM304Outer"
"16","3B3","ACSA_SM10
Wood_Outer
Lab ID: 18a",110.8,"7/22/2022","Qespi","","x","","Plate 3",18,"B3","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","18a","SM10",8.44927215576172,1.20685315132141,10.6927576065063,1.3363288640976,NA,NA,NA,NA,31.6441650390625,0,32.0149879455566,7.99966430664063,"SM10Outer"
"17","3B4","ACSA_SM5
Wood_Outer
Lab ID: 26a",101.1,"7/22/2022","Qespi","","x","","Plate 3",26,"B4","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","26a","SM5",2.55782270431519,0,9.02275466918945,1.28875315189362,NA,NA,NA,NA,6.27409172058105,0,9.73563766479492,4.86731481552124,"SM5Outer"
"18","3B5","BEAL_YB11
Wood_Outer
Lab ID: 34a",100.3,"7/25/2022","Qespi","","x","","Plate 3",34,"B5","","8/8/2022","Cade","8/8/2022","BEAL","Outer","Wood","34a","YB11",7.00718021392822,2.80262184143066,51.3262557983398,2.44157028198242,NA,NA,NA,NA,43.572998046875,0,82.841194152832,8.43983364105225,"YB11Outer"
"19","3B8","BELE_BB6
Wood_Outer
Lab ID: 58a",106.3,"7/25/2022","Qespi","","x","","Plate 3",58,"B8","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","58a","BB6",4.85593032836914,0,12.9090976715088,2.58125305175781,NA,NA,NA,NA,34.6518287658691,0,43.7204666137695,0,"BB6Outer"
"20","3B9","BEPA_PB1
Wood_Outer
Lab ID: 66a",100.8,"7/26/2022","Qespi","","x","","Plate 3",66,"B9","","8/8/2022","Cade","8/8/2022","BEPA","Outer","Wood","66a","PB1",0,0,6.79981803894043,1.35980653762817,NA,NA,NA,NA,24.2679691314697,0,159.223266601563,25.5168952941895,"PB1Outer"
"21","3C1","ACRU_RM14
Wood_Outer
Lab ID: 3a",100.8,"7/25/2022","Qespi","","x","","Plate 3",3,"C1","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","3a","RM14",15.3369340896606,2.55546140670776,4.59274768829346,0,NA,NA,NA,NA,4.24808073043823,1.41594171524048,361.160614013672,8.57579612731934,"RM14Outer"
"22","3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","75a","AB11",0,0,22.0182304382324,0,NA,NA,NA,NA,11.7777462005615,0,9.97220230102539,1.66174042224884,"AB11Outer"
"23","3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","83a","AB6",10.8183965682983,0,5.93165969848633,1.48277473449707,NA,NA,NA,NA,16.9648056030273,1.54174947738647,53.2694320678711,0,"AB6Outer"
"24","3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","91a","WA102",3.85086250305176,0,6.85249519348145,4.11125755310059,NA,NA,NA,NA,24.3036613464355,0,216.353637695313,31.2110500335693,"WA102Outer"
"25","3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","11a","RM4",2.52882051467896,0,8.58059120178223,1.42988133430481,NA,NA,NA,NA,18.3212451934814,1.408820271492,271.540802001953,36.2447242736816,"RM4Outer"
"26","3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","19a","SM11",13.3019933700562,0,16.7052993774414,6.95909976959229,NA,NA,NA,NA,88.5675201416016,0,22.9312896728516,1.91008746623993,"SM11Outer"
"27","3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","27a","SM6",3.72546434402466,0,6.8306131362915,0,NA,NA,NA,NA,53.3831787109375,1.56836605072021,35.2953834533691,6.71885013580322,"SM6Outer"
"28","3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Outer","Wood","35a","YB11'",5.18783187866211,0,9.74043464660645,0,NA,NA,NA,NA,14.3263339996338,0,40.8820877075195,8.88136959075928,"YB11'Outer"
"29","3C8","BELE_BB7
Wood_Outer
Lab ID: 59a",102.6,"7/25/2022","Qespi","","x","","Plate 3",59,"C8","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","59a","BB7",1.36201047897339,0,10.542441368103,0,NA,NA,NA,NA,28.5128211975098,0,8.91231918334961,0,"BB7Outer"
"30","3C9","BEPA_PB2
Wood_Outer
Lab ID: 67a",104.8,"7/26/2022","Qespi","","x","","Plate 3",67,"C9","","8/8/2022","Cade","8/8/2022","BEPA","Outer","Wood","67a","PB2",8.5759744644165,1.22494792938232,7.11180639266968,2.84446477890015,NA,NA,NA,NA,15.5074234008789,0,60.5219612121582,9.06837558746338,"PB2Outer"
"31","3D1","ACRU_RM2
Wood_Outer
Lab ID: 4a",100.9,"7/25/2022","Qespi","","x","","Plate 3",4,"D1","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","4a","RM2",19.4195823669434,5.17698812484741,5.10427045822144,0,NA,NA,NA,NA,13.3829250335693,0,590.905639648438,14.5527753829956,"RM2Outer"
"32","3D10","FAGR_AB2
Wood_Outer
Lab ID: 76a",102.3,"7/20/2022","Qespi","","x","","Plate 3",76,"D10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","76a","AB2",0,0,10.2978992462158,0,NA,NA,NA,NA,19.229923248291,0,18.2688217163086,4.98099994659424,"AB2Outer"
"33","3D11","FAGR_AB6'
Wood_Outer
Lab ID: 84a",101,"7/20/2022","Qespi","","x","","Plate 3",84,"D11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","84a","AB6'",1.17579448223114,1.17579448223114,5.66734790802002,0,NA,NA,NA,NA,60.652042388916,0,10.0402870178223,0,"AB6'Outer"
"34","3D12","FRAM_WA103
Wood_Outer
Lab ID: 92a",102.2,"7/20/2022","Qespi","","x","","Plate 3",92,"D12","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","92a","WA103",2.46911311149597,1.23452401161194,0,0,NA,NA,NA,NA,24.1965465545654,0,44.3370361328125,44.3370361328125,"WA103Outer"
"35","3D2","ACRU_RM5
Wood_Outer
Lab ID: 12a",100.1,"7/25/2022","Qespi","","x","","Plate 3",12,"D2","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","12a","RM5",7.40733909606934,0,1.41034018993378,0,NA,NA,NA,NA,9.69799423217773,1.38518309593201,356.087097167969,0,"RM5Outer"
"36","3D3","ACSA_SM12
Wood_Outer
Lab ID: 20a",102.8,"7/22/2022","Qespi","","x","","Plate 3",20,"D3","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","20a","SM12",2.45187425613403,1.22590517997742,10.1332521438599,2.53290390968323,NA,NA,NA,NA,17.2538166046143,0,29.4936962127686,11.4653778076172,"SM12Outer"
"37","3D4","ACSA_SM7
Wood_Outer
Lab ID: 28a",107.8,"7/30/2022","Qespi","","x","","Plate 3",28,"D4","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","28a","SM7",2.74651718139648,0,48.8123321533203,1.25033402442932,NA,NA,NA,NA,26.9129734039307,2.98881053924561,23.3774585723877,11.6858253479004,"SM7Outer"
"38","3D5","BEAL_YB12
Wood_Outer
Lab ID: 36a",1001.7,"7/22/2022","Qespi","","x","","Plate 3",36,"D5","","8/8/2022","Cade","8/8/2022","BEAL","Outer","Wood","36a","YB12",2.62517166137695,0,6.64428663253784,1.32870721817017,NA,NA,NA,NA,15.962474822998,0,16.8669624328613,0,"YB12Outer"
"39","3D8","BELE_BB8
Wood_Outer
Lab ID: 60a",100.7,"7/25/2022","Qespi","","x","","Plate 3",60,"D8","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","60a","BB8",110.880317687988,70.3810577392578,32.2830276489258,16.8377914428711,NA,NA,NA,NA,24.7612857818604,0,525.314819335938,1.74920344352722,"BB8Outer"
"40","3D9","BEPA_PB3
Wood_Outer
Lab ID: 68a",100.4,"7/26/2022","Qespi ","","x","","Plate 3",68,"D9","","8/8/2022","Cade","8/8/2022","BEPA","Outer","Wood","68a","PB3",3.58143210411072,0,2.72757315635681,0,NA,NA,NA,NA,22.6259899139404,0,143.270248413086,19.8465538024902,"PB3Outer"
"41","3E1","ACRU_RM3
Wood_Outer
Lab ID: 5a",103.7,"7/25/2022","Qespi","","x","","Plate 3",5,"E1","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","5a","RM3",0,0,18.1591835021973,1.39636278152466,NA,NA,NA,NA,22.961124420166,0,74.8508148193359,9.54217433929443,"RM3Outer"
"42","3E10","FAGR_AB3
Wood_Outer
Lab ID: 77a",106.8,"7/20/2022","Qespi","","x","","Plate 3",77,"E10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","77a","AB3",0,0,6.35603666305542,0,NA,NA,NA,NA,20.3034992218018,1.5611857175827,33.9681549072266,0,"AB3Outer"
"43","3E11","FAGR_AB9
Wood_Outer
Lab ID: 85a",103.9,"7/20/2022","Qespi","","x","","Plate 3",85,"E11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","85a","AB9",3.83371257781982,0,4.47994375228882,1.49321973323822,NA,NA,NA,NA,21.1617393493652,0,7.63421440124512,0,"AB9Outer"
"44","3E12","FRAM_WA103*
Wood_Outer
Lab ID: 93a",101.3,"7/20/2022","Qespi","","x","","Plate 3",93,"E12","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","93a","WA103*",3.83746433258057,1.27908515930176,60.5485687255859,7.56005525588989,NA,NA,NA,NA,27.9488220214844,0,184.772476196289,24.7359809875488,"WA103*Outer"
"45","3E2","ACRU_RM501
Wood_Outer
Lab ID: 13a",105,"7/22/2022","Qespi","","x","","Plate 3",13,"E2","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","13a","RM501",0,0,5.27417469024658,0,NA,NA,NA,NA,8.40736484527588,1.40101885795593,222.809631347656,5.32279443740845,"RM501Outer"
"46","3E3","ACSA_SM13
Wood_Outer
Lab ID: 21a",100.7,"7/22/2022","Qespi","","x","","Plate 3",21,"E3","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","21a","SM13",13.3033609390259,0,10.4026136398315,1.30007517337799,NA,NA,NA,NA,28.2854042053223,14.1384515762329,34.1203842163086,3.40981268882751,"SM13Outer"
"47","3E4","ACSA_SM8
Wood_Outer
Lab ID: 29a",100.7,"7/22/2022","Qespi","","x","","Plate 3",29,"E4","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","29a","SM8",68.4270095825195,52.3943328857422,38.8677673339844,28.831226348877,NA,NA,NA,NA,7.61346435546875,0,46.6754341125488,6.66225337982178,"SM8Outer"
"48","3E5","BEAL_YB13
Wood_Outer
Lab ID: 37a",104.7,"7/22/2022","Qespi","","x","","Plate 3",37,"E5","","8/8/2022","Cade","8/8/2022","BEAL","Outer","Wood","37a","YB13",0,0,8.69320869445801,1.24169039726257,NA,NA,NA,NA,14.7751407623291,1.47709679603577,34.4776306152344,9.39798069000244,"YB13Outer"
"49","3E8","BELE_BB9
Wood_Outer
Lab ID: 61a",101,"7/27/2022","Qespi + Jon","","x","","Plate 3",61,"E8","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","61a","BB9",5.23195552825928,1.30787980556488,9.90868473052979,2.47678017616272,NA,NA,NA,NA,17.5734710693359,0,89.3218612670898,1.71453428268433,"BB9Outer"
"50","3E9","BEPA_PB4
Wood_Outer
Lab ID: 69a",102.2,"7/26/2022","Qespi ","","x","","Plate 3",69,"E9","","8/8/2022","Cade","8/8/2022","BEPA","Outer","Wood","69a","PB4",3.64166617393494,1.2138260602951,5.63484239578247,0,NA,NA,NA,NA,23.3249320983887,1.55427634716034,151.0283203125,37.3072853088379,"PB4Outer"
"51","3F1","ACRU_RM301A
Wood_Outer
Lab ID: 6a",101.5,"7/25/2022","Qespi","","x","","Plate 3",6,"F1","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","6a","RM301A",1.22763216495514,0,2.83316230773926,1.41653847694397,NA,NA,NA,NA,20.1167488098145,1.43634057044983,352.944030761719,9.02258968353271,"RM301AOuter"
"52","3F10","FAGR_AB3/5
Wood_Outer
Lab ID: 78a",114,"7/20/2022","Qespi","","x","","Plate 3",78,"F10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","78a","AB3/5",2.51611113548279,0,2.6662220954895,0,NA,NA,NA,NA,43.5565643310547,0,3.14060473442078,0,"AB3/5Outer"
"53","3F11","FAGR_ABT14P
Wood_Outer
Lab ID: 86a",122.9,"7/20/2022","Qespi","","x","","Plate 3",86,"F11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","86a","ABT14P",2.41067695617676,0,6.13344097137451,1.53321027755737,NA,NA,NA,NA,19.7823123931885,0,4.5128812789917,0,"ABT14POuter"
"54","3F12","FRAM_WA104
Wood_Outer
Lab ID: 94a",100.3,"7/20/2022","Qespi","","x","","Plate 3",94,"F12","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","94a","WA104",18.8945732116699,1.25916624069214,7.6179838180542,6.34814786911011,NA,NA,NA,NA,56.3459930419922,34.7859992980957,382.099060058594,126.678169250488,"WA104Outer"
"55","3F2","ACRU_RM502
Wood_Outer
Lab ID: 14a",101,"7/25/2022","Qespi","","x","","Plate 3",14,"F2","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","14a","RM502",436.650024414063,15.1403799057007,59.239372253418,36.4373474121094,NA,NA,NA,NA,28.3316230773926,4.47114706039429,294.750549316406,21.4423561096191,"RM502Outer"
"56","3F3","ACSA_SM14
Wood_Outer
Lab ID: 22a",101.7,"7/22/2022","Qespi","","x","","Plate 3",22,"F3","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","22a","SM14",0,0,28.7087287902832,0,NA,NA,NA,NA,22.2921962738037,0,0,0,"SM14Outer"
"57","3F4","ACSA_SM9
Wood_Outer
Lab ID: 30a",101.7,"7/23/2022","Qespi","","x","","Plate 3",30,"F4","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","30a","SM9",4.22090101242065,1.40688288211823,5.11258888244629,2.55615568161011,NA,NA,NA,NA,32.9049835205078,0,24.4874858856201,6.11948299407959,"SM9Outer"
"58","3F5","BEAL_YB14
Wood_Outer
Lab ID: 38a",100.2,"7/22/2022","Qespi","","x","","Plate 3",38,"F5","","8/8/2022","Cade","8/8/2022","BEAL","Outer","Wood","38a","YB14",1.30802524089813,0,1.2935711145401,0,NA,NA,NA,NA,21.219518661499,0,4.73889636993408,0,"YB14Outer"
"59","3F8","BELE_BBGT1
Wood_Outer
Lab ID: 62a",100,"7/25/2022","Qespi","","x","","Plate 3",62,"F8","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","62a","BBGT1",1.29456746578217,0,4.02935409545898,0,NA,NA,NA,NA,47.9311904907227,1.59613418579102,19.4757919311523,0,"BBGT1Outer"
"60","3F9","BEPA_PB5
Wood_Outer
Lab ID: 70a",107.2,"7/26/2022","Qespi","","x","","Plate 3",70,"F9","","8/8/2022","Cade","8/8/2022","BEPA","Outer","Wood","70a","PB5",0,0,44.6346206665039,0,NA,NA,NA,NA,56.2702903747559,0,33.9346160888672,8.4790678024292,"PB5Outer"
"61","3G1","ACRU_RM301B
Wood_Outer
Lab ID: 7a",105.2,"7/27/2022","Qespi + Jon","","x","","Plate 3",7,"G1","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","7a","RM301B",1.25386536121368,0,2.99508810043335,1.49749636650085,NA,NA,NA,NA,19.2602939605713,2.96209621429443,346.050994873047,8.10325145721436,"RM301BOuter"
"62","3G10","FAGR_AB4
Wood_Outer
Lab ID: 79a",106.3,"7/20/2022","Qespi","","x","","Plate 3",79,"G10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","79a","AB4",1.25882959365845,0,41.0182189941406,0,NA,NA,NA,NA,12.9763746261597,0,7.88545608520508,0,"AB4Outer"
"63","3G11","FRAM_WA1
Wood_Outer
Lab ID: 87a",119.9,"7/21/2022","Cade","","x","","Plate 3",87,"G11","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","87a","WA1",1.21351301670074,0,12.6621341705322,3.16489481925964,NA,NA,NA,NA,13.2345695495605,0,455.942199707031,70.0416564941406,"WA1Outer"
"64","3G12","FRAM_WA12
Wood_Outer
Lab ID: 95a",101.3,"7/20/2022","Qespi","","x","","Plate 3",95,"G12","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","95a","WA12",1.22885036468506,1.22885036468506,0,0,NA,NA,NA,NA,20.8488464355469,0,39.5547332763672,12.7067718505859,"WA12Outer"
"65","3G2","ACRU_RM503
Wood_Outer
Lab ID: 15a",101.5,"7/25/2022","Qespi","","x","","Plate 3",15,"G2","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","15a","RM503",1.23764097690582,0,23.1307945251465,3.08279228210449,NA,NA,NA,NA,26.4035148620605,0,954.183044433594,9.50491333007813,"RM503Outer"
"66","3G3","ACSA_SM15
Wood_Outer
Lab ID: 23a",107.1,"7/26/2022","Qespi"," ","x","","Plate 3",23,"G3","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","23a","SM15",2.36678671836853,0,5.53568124771118,4.15163850784302,NA,NA,NA,NA,69.0670852661133,1.72420847415924,28.2157135009766,8.29522705078125,"SM15Outer"
"67","3G4","ACSA _SM4
Wood_Outer
Lab ID: 31a",110.2,"7/22/2022","Qespi","","x","","Plate 3",31,"G4","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","31a","SM4",5.35124254226685,1.33769643306732,4.53171348571777,1.51047420501709,NA,NA,NA,NA,20.5715217590332,0,20.8486270904541,5.21042537689209,"SM4Outer"
"68","3G5","BEAL_YB15
Wood_Outer
Lab ID: 39a",101.3,"7/21/2022","Qespi","","x","","Plate 3",39,"G5","","8/8/2022","Cade","8/8/2022","BEAL","Outer","Wood","39a","YB15",8.72821998596191,2.49344682693481,8.04012012481689,2.67973470687866,NA,NA,NA,NA,21.8471794128418,0,33.2571258544922,12.0880613327026,"YB15Outer"
"69","3G8","BELE_BBX1
Wood_Outer
Lab ID: 63a",101.8,"7/25/2022","Qespi","","x","","Plate 3",63,"G8","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","63a","BBX1",2.54056167602539,0,11.4917764663696,1.43616509437561,NA,NA,NA,NA,26.9095516204834,2.98843097686768,1179.62316894531,216.60432434082,"BBX1Outer"
"70","3G9","BEPA_PB501
Wood_Outer
Lab ID: 71a",104.6,"7/25/2022","Qespi","","x","","Plate 3",71,"G9","","8/8/2022","Cade","8/8/2022","BEPA","Outer","Wood","71a","PB501",6.1983118057251,0,17.2218933105469,2.86944031715393,NA,NA,NA,NA,27.2787246704102,0,158.139282226563,42.7552947998047,"PB501Outer"
"71","3H1","ACRU_RM302
Wood_Outer
Lab ID: 8a",100,"7/25/2022","Qespi","","x","","Plate 3",8,"H1","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","8a","RM302",0,0,7.27721261978149,1.45526266098022,NA,NA,NA,NA,19.2687873840332,1.48165416717529,913.125732421875,76.1363143920898,"RM302Outer"
"72","3H10","FAGR_AB4/6
Wood_Outer
Lab ID: 80a",118.9,"7/20/2022","Qespi","","x","","Plate 3",80,"H10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","80a","AB4/6",1.3389904499054,0,18.9295349121094,1.57687973976135,NA,NA,NA,NA,28.0180759429932,0,50.2362823486328,0,"AB4/6Outer"
"73","3H11","FRAM_WA10
Wood_Outer
Lab ID: 88a",104.9,"7/20/2022","Qespi","","x","","Plate 3",88,"H11","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","88a","WA10",151.197708129883,0,108.568809509277,24.2629623413086,NA,NA,NA,NA,24.7097129821777,0,160.096664428711,36.0052261352539,"WA10Outer"
"74","3H12","FRAM_WA14
Wood_Outer
Lab ID: 96a",105.1,"7/21/2022","Cade","100.5","x","Sample duplicated-- what's going on here?","Plate 3",96,"H12","","8/8/2022","Cade","8/8/2022","FRAM","Outer","Wood","96a","WA14",1.27402949333191,0,3.89828705787659,1.29935729503632,NA,NA,NA,NA,26.5507297515869,0,111.244049072266,25.4191246032715,"WA14Outer"
"75","3H2","ACRU_RMS1
Wood_Outer
Lab ID: 16a",100.7,"7/25/2022","Qespi","","x","","Plate 3",16,"H2","","8/8/2022","Cade","8/8/2022","ACRU","Outer","Wood","16a","RMS1",6.49212551116943,0,1.56523609161377,1.56523609161377,NA,NA,NA,NA,0,0,15.4354486465454,0,"RMS1Outer"
"76","3H3","ACSA_SM2
Wood_Outer
Lab ID: 24a",102.1,"7/22/2022","Qespi","","x","","Plate 3",24,"H3","","8/8/2022","Cade","8/8/2022","ACSA","Outer","Wood","24a","SM2",4.76087045669556,0,13.1339178085327,3.93940544128418,NA,NA,NA,NA,15.9335403442383,0,19.5170364379883,8.13013076782227,"SM2Outer"
