"","plate_identifier","Inner.Core.Sample.ID","Sample.Mass.Added.to.Tube..mg.","Date.Weighed","Name.of.Weigher","Notes","Sample.Archived","Sample.Notes","Extraction.Plate.ID","Plate.Well.No.","Plate.Position","Blank.Well.","Sample.Added.to.Extraction.Plate","Name.of.Person.Adding.to.Plate","Date.Plate.Extracted","species","core_type","material","lab_id","seq_id","mcra_probe_loose","mcra_probe_strict","mcra_eva_loose","mcra_eva_strict","bact_loose","bact_strict","arc_loose","arc_strict","mmox_loose","mmox_strict","pmoa_loose","pmoa_strict","Raw"
"293","6F1","QURU_RO2
Wood_Inner
Lab ID: 136c",103.2,"7/22/2022","Qespi"," ","x","","Plate 6",6,"F1","","8/11/2022","Cade","8/11/2022","QURU","Inner","Wood","136c","RO2",26.9093742370605,1.4155158996582,7.098075867,2.838973522,NA,NA,NA,NA,19.59268379,0,24.0157318115234,0,"RO2Inner"
"294","6F2","TSCA_H102
Wood_Inner
Lab ID: 144c",108.1,"7/21/2022","Qespi","","x","","Plate 6",14,"F2","","8/11/2022","Cade","8/11/2022","TSCA","Inner","Wood","144c","H102",12.5967197418213,1.25936853885651,15.73730278,0,NA,NA,NA,NA,25.65994453,0,19.9538383483887,1.53431010246277,"HM102Inner"
"295","6F3","TSCA_H8
Wood_Inner
Lab ID: 152c",100.9,"7/21/2022","Cade","","x","","Plate 6",22,"F3","","8/11/2022","Cade","8/11/2022","TSCA","Inner","Wood","152c","H8",7.58744049072266,3.0346827507019,24.74518204,1.30172956,NA,NA,NA,NA,52.52532196,0,12.3108282089233,0,"HM8Inner"
"296","6F6","BEAL_YBYB
Wood_Outer
Lab ID: 46a",102.7,"8/10/2022","Qespi","","x","","Plate 6",46,"F6","","8/8/2022","Cade","8/8/2022","BEAL","Outer","Wood","46a","YBYB",19.9114952087402,5.30808448791504,59.19035339,2.515707254,NA,NA,NA,NA,30.55948448,2.776495457,357.297515869141,97.1721801757813,"YBYBOuter"
"297","6F7","BELE_BB16
Wood_Outer
Lab ID: 54a",100.5,"8/10/2022","Qespi","","x","","Plate 6",54,"F7","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","54a","BB16",16.6634349822998,2.56283760070801,17.84849358,0,NA,NA,NA,NA,20.03889084,0,109.350158691406,7.08525133132935,"BB16Outer"
"298","6G1","QURU_RO3
Wood_Inner
Lab ID: 137c",102,"7/22/2022","Qespi","","x","","Plate 6",7,"G1","","8/11/2022","Cade","8/11/2022","QURU","Inner","Wood","137c","RO3",28279.455078125,23.110034942627,3511.894531,1.470910072,NA,NA,NA,NA,22.66002464,0,530.861755371094,42.093376159668,"RO3Inner"
"299","6G2","TSCA_H103
Wood_Inner
Lab ID: 145c",100.3,"7/21/2022","Cade","","x","","Plate 6",15,"G2","","8/11/2022","Cade","8/11/2022","TSCA","Inner","Wood","145c","H103",257.208923339844,0,41.34011841,4.130744934,NA,NA,NA,NA,27.47479439,1.372978091,63.8801231384277,16.3249244689941,"HM103Inner"
"300","6G3","TSCA_H9
Wood_Inner
Lab ID: 153c",100.3,"7/21/2022","Qespi","","x","","Plate 6",23,"G3","","8/11/2022","Cade","8/11/2022","TSCA","Inner","Wood","153c","H9",12.6226997375488,2.80445909500122,24.15612984,4.024300098,NA,NA,NA,NA,25.14063263,0,19.6841831207275,4.54104232788086,"HM9Inner"
"301","6G6","BELE_BB1
Wood_Outer
Lab ID: 47a",101,"8/10/2022","Qespi","","x","","Plate 6",47,"G6","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","47a","BB1",20.9231719970703,2.61437916755676,12.65294266,1.264988184,NA,NA,NA,NA,25.8856945,2.723469257,123.843528747559,9.62676239013672,"BB1Outer"
"302","6G7","BELE_BB16'
Wood_Outer
Lab ID: 55a",99.5,"8/10/2022","Qespi","","x","","Plate 6",55,"G7","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","55a","BB16'",22.0894584655762,6.90072774887085,122.7635193,0,NA,NA,NA,NA,17.43565369,0,146.194366455078,12.738109588623,"BB16'Outer"
"303","6H1","QURU_RO7
Wood_Inner
Lab ID: 138c",100.5,"7/22/2022","Qespi","","x","","Plate 6",8,"H1","","8/11/2022","Cade","8/11/2022","QURU","Inner","Wood","138c","RO7",16.2365112304688,2.7053074836731,5.826275349,0,NA,NA,NA,NA,14.95355129,1.494927526,28.5398330688477,5.03392648696899,"RO7Inner"
"304","6H2","TSCA_H104
Wood_Inner
Lab ID: 146c",102,"7/21/2022","Qespi","","x","","Plate 6",16,"H2","","8/11/2022","Cade","8/11/2022","TSCA","Inner","Wood","146c","H104",12.3969507217407,2.47886753082275,11.08244324,0,NA,NA,NA,NA,61.07006836,0,7.81318664550781,1.56242978572845,"HM104Inner"
"305","6H3","TSCA_HX2
Wood_Inner
Lab ID: 154c",102.5,"7/21/2022","Cade","","x","","Plate 6",24,"H3","","8/11/2022","Cade","8/11/2022","TSCA","Inner","Wood","154c","HX2",14.5951747894287,0,7.570189953,0,NA,NA,NA,NA,33.16337967,2.881917,18.8507919311523,2.89913892745972,"HMX2Inner"
"306","6H6","BELE_BB10
Wood_Outer
Lab ID: 48a",99.9,"8/10/2022","Qespi","","x","","Plate 6",48,"H6","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","48a","BB10",21.3315505981445,5.6865234375,13.1861763,0,NA,NA,NA,NA,34.56446838,0,224.253997802734,11.827540397644,"BB10Outer"
"307","6H7","BELE_BB3
Wood_Outer
Lab ID: 56a",100,"8/10/2022","Qespi","","x","","Plate 6",56,"H7","","8/8/2022","Cade","8/8/2022","BELE","Outer","Wood","56a","BB3",24.8300704956055,5.84001302719116,16.50607681,0,NA,NA,NA,NA,28.00060272,0,26.6749534606934,2.8064661026001,"BB3Outer"
