Date,Name,species,tree_id,Pith Visible,Sapwood Depth (cm),Heartwood Depth (cm),Tree Core Notes,outer_length_cm,Outer Section Mass Empty Tube (g),Outer Section Mass Tube + Core Segment (g),outer_fresh_mass_g,Date Placed in Freeze Dryer...13,Date Removed from Freeze Dryer...14,outer_dry_mass_g,OUTER SECTION Ground Sample ID,Percent_Change_Outer,OUTER SECTION Processing Issues/Notes,inner_length_cm,Inner Section Mass Empty Tube (g),Inner Section Mass Tube + Core Segment (g),inner_fresh_mass_g,Date Placed in Freeze Dryer...23,Date Removed from Freeze Dryer...24,inner_dry_mass_g,INNER SECTION Ground Sample ID,Percent_Change_Inner,INNER SECTION Processing Issues/Notes,middle_length_mm,Middle Section Mass Empty Tube (g),Middle Section Mass Tube + Core Segment (g),middle_fresh_mass_g,Date Placed in Freeze Dryer...33,Date Removed from Freeze Dryer...34,middle_dry_mass_g,Ground Sample ID,MIDDLE SECTION Processing Issues/Notes,Bark Length (mm),Bark Fresh Mass (g),Bark Empty Tube Mass (g),Bark Mass + Tube (g),Post-Freeze Dry Sample Mass (g),SAMPLE FLAG,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,middle_length_cm,outer_volume_cm3,inner_volume_cm3,middle_volume_cm3,outer_moisture_fresh_percent,inner_moisture_fresh_percent,middle_moisture_fresh_percent,outer_moisture_dry_percent,inner_moisture_dry_percent,middle_moisture_dry_percent,outer_density_g_cm3,inner_density_g_cm3,middle_density_g_cm3
6/9/22,Qespi,TSCA,H5,No,NA,NA,NA,5,5.361,6.1129,0.7519,6/10/22,6/13/22,0.435,H5 Outer,0.42146562,NA,5,5.3456,6.246,0.9004,6/10/22,6/13/22,0.314,H5 Inner,0.651266104,NA,118.6,5.3679,7.8524,2.4845,6/10/22,6/13/22,1.008,H5 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.86,1.0415361394354412,1.0415361394354412,2.4705237227408663,42.14656204282485,65.12661039537984,59.428456429865165,72.85057471264368,186.7515923566879,146.47817460317464,0.41765233440271143,0.30147777701712963,0.40801065406556686
6/9/22,Qespi,TSCA,H101,Yes,NA,NA,NA,5,5.514,6.3698,0.8558,6/10/22,6/13/22,0.348,H101 Outer,0.593362935,NA,5,5.3371,6.1453,0.8082,6/10/22,6/13/22,0.423,H101 Inner,0.476614699,NA,16.7,5.5305,5.753,0.2225,6/10/22,6/13/22,0.126,H101 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,1.0415361394354412,1.0415361394354412,0.3478730705714373,59.3362935265249,47.66146993318486,43.37078651685393,145.91954022988506,91.06382978723406,76.5873015873016,0.33412186752216916,0.40613089069505043,0.36220107464203766
6/9/22,Qespi,TSCA,H4,Yes,NA,NA,NA,4.712,5.3177,6.1575,0.8398,6/10/22,6/13/22,0.429,H4 Outer,0.489164087,NA,5,5.3484,6.0783,0.7299,6/10/22,6/13/22,0.422,H4 Inner,0.421838608,NA,0,0,0,0,6/10/22,6/13/22,NA,H4 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9815436578039597,1.0415361394354412,NA,48.91640866873065,42.18386080284971,NA,95.75757575757576,72.96208530805688,NA,0.43706665168599423,0.4051707703860787,NA
6/9/22,Qespi,TSCA,H8,Yes,NA,NA,NA,5,5.3828,6.4242,1.0414,6/10/22,6/13/22,0.335,H8 Outer,0.678317649,NA,5,5.4945,6.387,0.8925,6/10/22,6/13/22,0.327,H8 Inner,0.633613445,NA,22.29,5.3421,5.8178,0.4757,6/10/22,6/13/22,0.154,H8 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.229,1.0415361394354412,1.0415361394354412,0.4643168109603197,67.83176493182256,63.361344537815114,67.62665545511877,210.86567164179107,172.9357798165137,208.89610389610388,0.3216403035055364,0.31395934103376244,0.33167009327422514
6/9/22,Qespi,TSCA,HZ1,Yes,NA,NA,NA,5,5.341,6.1406,0.7996,6/10/22,6/13/22,0.327,HZ1 Outer,0.591045523,NA,5,5.3515,6.5073,1.1558,6/10/22,6/13/22,0.477,HZ1 Inner,0.587298841,NA,181.03,5.3467,8.0665,2.7198,6/10/22,6/13/22,1.242,HZ1 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.103,1.0415361394354412,1.0415361394354412,3.7709857464399583,59.104552276138065,58.72988406298667,54.334877564526806,144.52599388379204,142.30607966457023,118.98550724637683,0.31395934103376244,0.457977387379525,0.329356853489177
6/9/22,Qespi,TSCA,H3,Yes,NA,NA,Middle section dropped on floor,5,5.3598,6.1939,0.8341,6/10/22,6/13/22,0.473,H3 Outer,0.432921712,NA,5,5.3196,6.3907,1.0711,6/10/22,6/13/22,0.42,H3 Inner,0.60787975,NA,34.9,5.358,6.099,0.741,6/10/22,6/13/22,0.347,H3 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4899999999999998,1.0415361394354412,1.0415361394354412,0.7269922253259379,43.292171202493705,60.78797497899357,53.17139001349528,76.34249471458774,155.02380952380955,113.54466858789627,0.45413690614363794,0.4032505297681352,0.47730909342864963
6/9/22,Qespi,TSCA,HX5,Yes,NA,NA,NA,5,5.3634,6.1601,0.7967,6/10/22,6/13/22,0.364,HX5 Outer,0.543115351,NA,5,5.5172,6.0932,0.576,6/10/22,6/13/22,0.313,HX5 Inner,0.456597222,NA,88.54,5.3209,6.4606,1.1397,6/10/22,6/13/22,0.626,HX5 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.854000000000001,1.0415361394354412,1.0415361394354412,1.8443521957122793,54.311535082214135,45.659722222222214,45.07326489427042,118.87362637362638,84.02555910543128,82.06070287539934,0.34948379246571715,0.3005176567081579,0.33941456596810243
6/10/22,Qespi,ACRU,RM303,Yes,NA,NA,NA,5,5.3242,6.1913,0.8671,6/10/22,6/13/22,0.58,RM303 Outer,0.331103679,NA,5,5.3033,6.1492000000000004,0.8459,6/10/22,6/13/22,0.578,RM303 Inner,0.316704102,NA,15.7,5.3468,5.623,0.2762,6/10/22,6/13/22,0.181,RM303 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5699999999999998,1.0415361394354412,1.0415361394354412,0.32704234778272845,33.1103678929766,31.670410213973287,34.467776973207826,49.50000000000001,46.349480968858146,52.59668508287293,0.5568697792036152,0.5549495385856718,0.5534451462544168
6/10/22,Qespi,ACRU,RM2,Yes,NA,NA,NA,5,5.3653,6.2711,0.9058,6/10/22,6/13/22,0.585,RM2 Outer,0.354162067,NA,5,5.3265,6.3129,0.9864,6/10/22,6/13/22,0.556,RM2 Inner,0.436334144,NA,63.4,5.335,6.6078,1.2728,6/10/22,6/13/22,0.77,RM2 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34,1.0415361394354412,1.0415361394354412,1.3206678248041392,35.41620666813866,43.63341443633414,39.5034569453174,54.837606837606856,77.41007194244604,65.29870129870129,0.561670380748474,0.5338268917882933,0.5830383579718044
6/10/22,Qespi,ACRU,RM304,Yes,NA,NA,NA,5,5.5303,6.3965,0.8662,6/10/22,6/13/22,0.55,RM304 Outer,0.365042715,NA,5,5.3472,6.1901,0.8429,6/10/22,6/13/22,0.57,RM304 Inner,0.323763198,NA,24.2,5.338,5.7839,0.4459,6/10/22,6/13/22,0.283,RM304 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,1.0415361394354412,1.0415361394354412,0.5041034914867535,36.50427153082428,32.37631984814332,36.53285490020185,57.49090909090907,47.87719298245615,57.561837455830414,0.5280661699344628,0.5472685761138977,0.5613926599979451
6/10/22,Qespi,ACRU,RM3,Yes,NA,NA,NA,5,5.5267,6.3541,0.8274,6/10/22,6/13/22,0.517,RM3 Outer,0.375151076,NA,5,5.3713,6.2464,0.8751,6/10/22,6/13/22,0.513,RM3 Inner,0.413781282,NA,13.3,5.3616,5.5773,0.2157,6/10/22,6/13/22,0.136,RM3 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,1.0415361394354412,1.0415361394354412,0.27704861308982737,37.51510756586899,41.37812821391841,36.94946685210941,60.03868471953579,70.58479532163742,58.60294117647058,0.49638219973839504,0.492541718502508,0.49088857902315064
6/10/22,Qespi,ACRU,RM10,No,NA,NA,Very broken sample. Spongy fractured pieces for the inner piece,5,5.5084,6.36,0.8516,6/10/22,6/13/22,0.5,RM10 Outer,0.412869892,NA,5,5.3418,6.0005,0.6587,6/10/22,6/13/22,0.402,RM10 Inner,0.389706999,NA,61.4,5.3629,6.3372,0.9743,6/10/22,6/13/22,0.585,RM10 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,1.0415361394354412,1.0415361394354412,1.2790063792267217,41.28698919680601,38.97069986336723,39.95689212768142,70.32000000000001,63.855721393034806,66.54700854700857,0.48006015448587525,0.3859683642066437,0.45738630354110266
6/10/22,Jon,ACRU,RM301a,Yes,NA,NA,Sample contains the whole trunk.Sectioning: a and b,5,5.5413,6.2779,0.7366,6/10/22,6/13/22,0.474,RM301a Outer,0.356502851,NA,5,5.3308,6.0161,0.6853,6/10/22,6/13/22,0.465,RM301a Inner,0.321465052,NA,16.84,5.3521,5.6004,0.2483,6/10/22,6/13/22,0.17,RM301a Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.684,1.0415361394354412,1.0415361394354412,0.35078937176185654,35.65028509367364,32.14650518021304,31.534434152235193,55.40084388185655,47.376344086021504,46.058823529411754,0.4550970264526097,0.446455943671864,0.4846212960961925
6/10/22,Jon,ACRU,RM301b,Yes,NA,NA,NA,5,5.3899,6.2028,0.8129,6/10/22,6/13/22,0.485,RM301b Outer,0.403370648,NA,3.273,5.3249,6.0541,0.7292,6/10/22,6/13/22,0.315,RM301b Inner,0.568019748,NA,8.52,5.4181,5.7345,0.3164,6/10/22,6/13/22,NA,RM301b Middle,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852,1.0415361394354412,0.6817895568744398,0.17747775815979916,40.337064829622335,56.8019747668678,NA,67.6082474226804,131.4920634920635,NA,0.46565834985129895,0.46201939707623196,NA
6/10/22,Jon,ACRU,RM502,Yes,NA,NA,Inner section (eating away),5,5.3641,6.0951,0.731,6/10/22,6/13/22,0.482,RM502 Outer,0.340629275,NA,5,5.3275,6.0488,0.7213,6/10/22,6/13/22,0.374,RM502 Inner,0.481491751,NA,41.27,5.3515,5.9777,0.6262,6/10/22,6/13/22,0.316,RM502 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.127000000000001,1.0415361394354412,1.0415361394354412,0.8596839294900133,34.06292749658002,48.14917510051296,49.53688917278824,51.65975103734441,92.86096256684493,98.1645569620253,0.4627779889243837,0.35908499555543466,0.367576953761901
6/10/22,Jon,ACRU,RM5,No,NA,NA,NA,5,5.5166,6.4019,0.8853,6/10/22,6/13/22,0.588,RM5 Outer,0.335818367,NA,5,5.3494,6.3354,0.986,6/10/22,6/13/22,0.559,RM5 Inner,0.43306288,NA,16.03,5.3846,5.6597,0.2751,6/10/22,6/13/22,0.176,RM5 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6030000000000002,1.0415361394354412,1.0415361394354412,0.33391648630300247,33.581836665537104,43.306288032454354,36.02326426753908,50.56122448979592,76.38640429338102,56.306818181818194,0.5645507416753892,0.5367072527152086,0.5270778988740739
6/10/22,Jon,ACRU,RM1,Yes,NA,NA,NA,5,5.3654,6.3053,0.9399,6/10/22,6/13/22,0.602,RM1 Outer,0.35950633,NA,5,5.3048,6.3555,1.0507,6/10/22,6/13/22,0.555,RM1 Inner,0.471780718,NA,105.93,5.3403,6.4097,1.0694,6/10/22,6/13/22,1.27,RM1 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.593,1.0415361394354412,1.0415361394354412,2.2065984650079256,35.95063304606873,47.17807176168268,-18.758182158219576,56.12956810631229,89.31531531531529,-15.795275590551189,0.5779924260009938,0.5328667714793216,0.5755464893770053
6/10/22,Jon,ACRU,RM501,No,NA,NA,Sample not long enough for sectioning,5.28,5.5095,6.486,0.9765,6/10/22,6/13/22,0.539,RM501 Outer,0.448028674,NA,0,0,0,0,6/10/22,6/13/22,NA,RM501 Inner,#DIV/0!,NA,0,0,0,0,6/10/22,6/13/22,NA,RM501 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.099862163243826,0,NA,44.80286738351255,NA,NA,81.16883116883116,NA,NA,0.490061407704331,NA,NA
6/10/22,Jon,ACRU,RM4,Yes,NA,NA,NA,5,5.3498,6.2891,0.9393,6/10/22,6/13/22,0.613,RM4 Outer,0.347386352,NA,4.015,5.3611,6.0916,0.7305,6/10/22,6/13/22,0.47,RM4 Inner,0.356605065,NA,0,0,0,0,6/10/22,6/13/22,NA,RM4 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0415361394354412,0.8363535199666592,NA,34.73863515383797,35.66050650239563,NA,53.23001631321371,55.42553191489363,NA,0.5885537493996831,0.5619633190743746,NA
6/10/22,Jon,ACRU,RM14,No,NA,NA,Sample rotten(inner secction),5,5.3489,6.2594,0.9105,6/10/22,6/13/22,0.608,RM14 Outer,0.332235036,NA,3.849,5.3795,6.2613,0.8818,6/10/22,6/13/22,0.511,RM14 Inner,0.420503516,NA,0,0,0,0,6/10/22,6/13/22,NA,RM14 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0415361394354412,0.8017745201374026,NA,33.223503569467326,42.05035155364028,NA,49.75328947368421,72.56360078277886,NA,0.5837531478548242,0.6373362923935627,NA
6/10/22,Jon,ACRU,RM302,Yes,NA,NA,NA,5,5.5168,6.3568,0.84,6/10/22,6/13/22,0.532,RM302 Outer,0.366666667,NA,5,5.3271,6.059,0.7319,6/10/22,6/13/22,0.443,RM302 Inner,0.394726055,NA,36.52,5.3618,5.9666,0.6048,6/10/22,6/13/22,0.39,RM302 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.652,1.0415361394354412,1.0415361394354412,0.7607379962436462,36.66666666666666,39.4726055472059,35.51587301587301,57.89473684210525,65.21444695259594,55.076923076923066,0.5107840043729713,0.42533329687448546,0.5126600773534813
6/15/22,Jon,PIST,WPX7,Yes,NA,NA,NA,5,NA,NA,0.8847,6/17/22,6/21/22,0.3616,WPX7 Outer,0.591273878,NA,5,NA,NA,1.0668,6/17/22,6/21/22,0.2942,WPX7 Inner,0.724221972,POSSIBLY SWITCHED/MISLABELED,65.06,NA,NA,1.3407,6/17/22,6/21/22,NA,WPX7 Middle,POSSIBLY SWITCHED/MISLABELED,NA,NA,NA,NA,NA,POSSIBLY SWITCHED/MISLABELEDPOSSIBLY SWITCHED/MISLABELED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.506,1.0415361394354412,1.0415361394354412,1.355246824633396,59.12738781507857,72.42219722534684,NA,144.6626106194691,262.61046906866073,NA,0.34717950372418493,0.282467394899489,NA
6/15/22,Jon,PIST,WPX22,YES,NA,NA,NA,5,NA,NA,0.9206,6/17/22,6/21/22,0.2889,WPX22 Outer,0.686182924,POSSIBLY SWITCHED/MISLABELED,5,NA,NA,0.9724,6/17/22,6/21/22,0.2893,WPX22 Inner,0.702488688,NA,19.93,NA,NA,0.3745,6/17/22,6/21/22,NA,WPX22 Middle,POSSIBLY SWITCHED/MISLABELED,NA,NA,NA,NA,NA,POSSIBLY SWITCHED/MISLABELEDPOSSIBLY SWITCHED/MISLABELED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9929999999999999,1.0415361394354412,1.0415361394354412,0.4151563051789668,68.61829241798826,70.24886877828055,NA,218.65697473174106,236.1216730038023,NA,0.2773787572619387,0.2777628053855274,NA
6/15/22,Jon,PIST,wp7,yes,NA,NA,NA,5,NA,NA,0.9185,6/17/22,6/21/22,0.3561,wp7 Outer,0.612302667,POSSIBLY SWITCHED/MISLABELED. definitely incorrect.,5,NA,NA,1.1266,6/17/22,6/21/22,0.5751,wp7 Inner,0.489526007,POSSIBLY SWITCHED/MISLABELED,127.63,NA,NA,2.5907,6/17/22,6/21/22,NA,wp7 Middle,POSSIBLY SWITCHED/MISLABELED,NA,NA,NA,NA,NA,POSSIBLY SWITCHED/MISLABELED. definitely incorrect.POSSIBLY SWITCHED/MISLABELEDPOSSIBLY SWITCHED/MISLABELED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.763,1.0415361394354412,1.0415361394354412,2.6586251495229067,61.230266739248776,48.952600745606254,NA,157.9331648413367,95.89636584941752,NA,0.3418988420248404,0.5521651896896537,NA
6/15/22,Jon,PIST,wp403,?,NA,NA,NA,5,NA,NA,0.89895,6/17/22,6/21/22,0.4142,wp403 Outer,0.539240225,POSSIBLY SWITCHED/MISLABELED,5,NA,NA,0.9707,6/17/22,6/21/22,NA,wp403 Inner,1,NA,123.44,NA,NA,2.1608,6/17/22,6/21/22,1.0338,wp403 Middle,NA,NA,NA,NA,NA,NA,POSSIBLY SWITCHED/MISLABELED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.344,1.0415361394354412,1.0415361394354412,2.571344421038217,53.92402247066022,NA,52.15660866345798,117.0328343795268,NA,109.0152834203908,0.3976818319760991,NA,0.402046490365763
6/15/22,Jon,PIST,wp401,No,NA,NA,chewed up/fragmented,5,NA,NA,0.7484,6/17/22,6/21/22,0.3665,wp401 Outer,0.510288616,POSSIBLY SWITCHED/MISLABELED,5,NA,NA,0.9415,6/17/22,6/21/22,NA,wp401 Inner,1,POSSIBLY SWITCHED/MISLABELED,128.57,NA,NA,2.4651,6/17/22,6/21/22,NA,wp401 Middle,NA,NA,NA,NA,NA,NA,POSSIBLY SWITCHED/MISLABELEDPOSSIBLY SWITCHED/MISLABELED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.857,1.0415361394354412,1.0415361394354412,2.678206028944293,51.028861571352216,NA,NA,104.20190995907231,NA,NA,0.35188409323814657,NA,NA
