Date,Name,species,tree_id,Pith Visible,Sapwood Depth (cm),Heartwood Depth (cm),Tree Core Notes,outer_length_cm,Outer Section Mass Empty Tube (g),Outer Section Mass Tube + Core Segment (g),outer_fresh_mass_g,Date Placed in Freeze Dryer...13,Date Removed from Freeze Dryer...14,outer_dry_mass_g,OUTER SECTION Ground Sample ID,Percent_Change_Outer,OUTER SECTION Processing Issues/Notes,inner_length_cm,Inner Section Mass Empty Tube (g),Inner Section Mass Tube + Core Segment (g),inner_fresh_mass_g,Date Placed in Freeze Dryer...23,Date Removed from Freeze Dryer...24,inner_dry_mass_g,INNER SECTION Ground Sample ID,Percent_Change_Inner,INNER SECTION Processing Issues/Notes,middle_length_mm,Middle Section Mass Empty Tube (g),Middle Section Mass Tube + Core Segment (g),middle_fresh_mass_g,Date Placed in Freeze Dryer...33,Date Removed from Freeze Dryer...34,middle_dry_mass_g,Ground Sample ID,MIDDLE SECTION Processing Issues/Notes,Bark Length (mm),Bark Fresh Mass (g),Bark Empty Tube Mass (g),Bark Mass + Tube (g),Post-Freeze Dry Sample Mass (g),SAMPLE FLAG,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,middle_length_cm,outer_volume_cm3,inner_volume_cm3,middle_volume_cm3,outer_moisture_fresh_percent,inner_moisture_fresh_percent,middle_moisture_fresh_percent,outer_moisture_dry_percent,inner_moisture_dry_percent,middle_moisture_dry_percent,outer_density_g_cm3,inner_density_g_cm3,middle_density_g_cm3
6/28/22,Qespi,ACSA,SM7,Yes,NA,NA,NA,5,NA,NA,0.9702,7/1/22,7/5/22,0.6527,SM7 Outer,0.327252113,NA,5,NA,NA,0.9698,7/5/22,7/8/22,0.6887,SM7 Inner,0.289853578,NA,91.6,NA,NA,1.8479,7/5/22,7/8/22,1.2514,SM7 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.16,1.0415361394354412,1.0415361394354412,1.908094207445728,32.72521129663987,28.98535780573314,32.27988527517723,48.64409376436342,40.81603020182954,47.66661339299984,0.6266705256658615,0.6612348567888445,0.6558376389995899
6/28/22,Qespi,ACSA,SM5,Yes,NA,NA,NA,5,NA,NA,0.9324,7/5/22,7/8/22,0.6123,SM5 Outer,0.343307593,NA,5,NA,NA,0.9432,7/1/22,7/5/22,0.5952,SM5 Inner,0.368956743,NA,17.47,NA,NA,0.3402,7/1/22,7/5/22,0.2296,SM5 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7469999999999999,1.0415361394354412,1.0415361394354412,0.3639127271187431,34.330759330759335,36.89567430025446,32.510288065843625,52.27829495345419,58.467741935483886,48.170731707317074,0.5878816651834028,0.5714636078999858,0.6309205006866455
6/28/22,Qespi,ACSA,SM4,Yes,NA,NA,NA,5,NA,NA,0.9494,7/5/22,7/8/22,0.6466,SM4 Outer,0.318938277,NA,5,NA,NA,1.0607,7/5/22,7/8/22,0.6659,SM4 Inner,0.372207033,NA,5,NA,NA,0.9888,7/1/22,7/5/22,0.6772,SM4 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.0415361394354412,1.0415361394354412,0.10415361394354411,31.893827680640413,37.22070330913547,31.51294498381877,46.82957005876896,59.2881814086199,46.01299468399291,0.6208137917811338,0.6393441137442887,6.501934732356695
6/28/22,Qespi,ACSA,SM6,Yes,NA,NA,NA,5,NA,NA,0.8755,7/1/22,7/5/22,0.5923,SM6 Outer,0.323472302,NA,5,NA,NA,0.8953,7/5/22,7/8/22,0.5836,SM6 Inner,0.348151458,NA,20.16,NA,NA,0.3531,7/1/22,7/5/22,0.235,SM6 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.016,1.0415361394354412,1.0415361394354412,0.41994737142036986,32.34723015419759,34.815145761197364,33.446615689606354,47.81360796893464,53.409869773817675,50.25531914893618,0.5686792590039679,0.5603262123159136,0.5595939300802614
6/28/22,Qespi,ACSA,SM14,Yes,NA,NA,NA,5,NA,NA,0.8664,7/1/22,7/5/22,0.5849,SM14 Outer,0.324907664,NA,5,NA,NA,0.9374,7/1/22,7/5/22,0.5969,SM14 Inner,0.363238745,NA,24.44,NA,NA,0.464,7/5/22,7/8/22,0.3052,SM14 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.444,1.0415361394354412,1.0415361394354412,0.5091028649560436,32.490766389658354,36.323874546618306,34.224137931034484,48.127885108565565,57.04473111073882,52.03145478374835,0.5615743687175768,0.5730958124252379,0.5994859212319523
6/28/22,Qespi,ACSA,SM11,Yes,NA,NA,NA,5,NA,NA,0.9688,7/1/22,7/5/22,0.6723,SM11 Outer,0.30604872,NA,5,NA,NA,0.9387,7/5/22,7/8/22,0.6269,SM11 Inner,0.3321615,NA,43.62,NA,NA,0.8486,7/1/22,7/5/22,0.5908,SM11 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.362,1.0415361394354412,1.0415361394354412,0.9086361280434788,30.604872006606108,33.216149994673486,30.379448503417393,44.1023352669939,49.73680012761205,43.63574813811781,0.6454888837217079,0.6018994216943904,0.6502052711376779
6/28/22,Qespi,ACSA,SM3,Yes,NA,NA,NA,5,NA,NA,0.9176,7/1/22,7/5/22,0.6438,SM3 Outer,0.298387097,NA,5,NA,NA,0.9997,7/1/22,7/5/22,0.6448,SM3 Inner,0.355006502,NA,28.84,NA,NA,0.5311,7/5/22,7/8/22,0.3911,SM3 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.884,1.0415361394354412,1.0415361394354412,0.6007580452263624,29.838709677419352,35.50065019505851,26.360384108454156,42.528735632183896,55.04032258064516,35.79647149066735,0.618125454916013,0.6190855752249848,0.6510108405666637
6/28/22,Qespi,ACSA,SM8,Yes,NA,NA,NA,5,NA,NA,0.9446,7/1/22,7/5/22,0.6348,SM8 Outer,0.327969511,NA,5,NA,NA,1.0041,7/1/22,7/5/22,0.6259,SM8 Inner,0.376655712,NA,31.78,NA,NA,0.6502,7/5/22,7/8/22,0.416,SM8 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.178,1.0415361394354412,1.0415361394354412,0.6620003702251663,32.79695109040863,37.66557115825117,36.0196862503845,48.80277252678008,60.424988017255146,56.298076923076934,0.6094843721352672,0.6009393013854186,0.6283984401073761
6/28/22,Qespi,ACSA,SM10,Yes,NA,NA,NA,5,NA,NA,0.8948,7/1/22,7/5/22,0.6072,SM10 Outer,0.321412606,NA,5,NA,NA,0.9197,7/1/22,7/5/22,0.6282,SM10 Inner,0.31695118,NA,50,NA,NA,0.8838,7/5/22,7/8/22,0.6054,SM10 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.0415361394354412,1.0415361394354412,1.0415361394354412,32.14126061689764,31.695117973252145,31.500339443312964,47.36495388669304,46.40241961158866,45.98612487611496,0.5829850516076468,0.6031475780960537,0.5812568350514978
6/28/22,Qespi,ACSA,SM12,Yes,NA,NA,NA,5,NA,NA,0.9632,7/1/22,7/5/22,0.6463,SM12 Outer,0.329007475,NA,5,NA,NA,0.993,7/5/22,7/8/22,0.6244,SM12 Inner,0.371198389,NA,50,NA,NA,0.886,7/1/22,7/5/22,0.6138,SM12 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.0415361394354412,1.0415361394354412,1.0415361394354412,32.90074750830564,37.11983887210474,30.722347629796836,49.03295683119294,59.03267136450994,44.3466927337895,0.6205257556884424,0.599499120921961,0.5893218456468604
6/28/22,Qespi,ACSA,SM13,Yes,NA,NA,NA,5,NA,NA,0.9315,7/1/22,7/5/22,0.6382,SM13 Outer,0.314868492,NA,5,NA,NA,1.0543,7/1/22,7/5/22,0.6579,SM13 Inner,0.375984065,NA,60.71,NA,NA,1.2606,7/5/22,7/8/22,0.8372,SM13 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.071,1.0415361394354412,1.0415361394354412,1.2646331805025126,31.48684916800859,37.59840652565683,33.58718070759955,45.957380131620184,60.25231798145614,50.573339703774465,0.6127487811857711,0.6316631512725147,0.662010148798509
6/29/22,Qespi,ACSA,SM15,NA,NA,NA,"Core may have had orientation switched at initial storage, so pith is difficult to find",NA,NA,NA,0.9478,7/1/22,7/5/22,0.6623,SM15 Outer,0.301223887,NA,5,NA,NA,0.9165,7/5/22,7/8/22,0.6243,SM15 Inner,0.318821604,NA,19.16,NA,NA,0.3936,7/1/22,7/5/22,0.2688,SM15 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916,NA,1.0415361394354412,0.399116648631661,30.122388689596956,31.882160392798692,31.70731707317074,43.10735316321908,46.804420951465644,46.428571428571445,NA,0.5994031088910637,0.6734873148528354
6/29/22,Qespi,ACSA,SM9,Yes,NA,NA,NA,5,NA,NA,0.9913,7/5/22,7/8/22,0.674,SM9 Outer,0.320084737,NA,5,NA,NA,0.9998,7/5/22,7/8/22,0.6604,SM9 Inner,0.339467894,NA,37.9,NA,NA,0.7596,7/1/22,7/5/22,0.5065,SM9 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79,1.0415361394354412,1.0415361394354412,0.7894843936920644,32.008473721375964,33.94678935787157,33.32016850974198,47.077151335311555,51.3930950938825,49.970384995064194,0.6471210882469599,0.634063452044944,0.6415579637126538
6/29/22,Qespi,ACSA,SM1,NA,NA,NA,"Hard to determine pith location. Possible that orientation is switched, so just making a judgement call on where we believe the sapwood/heartwood is",5,NA,NA,0.8686,7/5/22,7/8/22,0.6501,SM1 Outer,0.251554225,NA,5,NA,NA,0.7663,7/5/22,7/8/22,0.627,SM1 Inner,0.181782592,NA,26.81,NA,NA,0.51,7/5/22,7/8/22,0.3778,SM1 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.681,1.0415361394354412,1.0415361394354412,0.5584716779652835,25.15542251899609,18.1782591674279,25.921568627450974,33.610213813259506,22.216905901116423,34.99205929062995,0.624174212862535,0.6019954337252875,0.6764890949823338
6/29/22,Qespi,ACSA,SM2,Yes,NA,NA,NA,5,NA,NA,0.9124,7/1/22,7/5/22,0.6178,SM2 Outer,0.3228847,NA,5,NA,NA,1.0364,7/1/22,7/5/22,0.6602,SM2 Inner,0.362987264,NA,83.39,NA,NA,1.162,7/5/22,7/8/22,1.0784,SM2 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.339,1.0415361394354412,1.0415361394354412,1.7370739733504288,32.2884699693117,36.298726360478575,7.194492254733211,47.68533505988993,56.982732505301414,7.7522255192878236,0.5931623268827475,0.6338714279831497,0.6208140911351095
6/29/22,Qespi,BEPA,PB4,Yes,NA,NA,Pith in the middle at the split point,5,NA,NA,0.8692,7/5/22,7/8/22,0.5761,PB4 Outer,0.337206627,NA,5,NA,NA,1.0457,7/5/22,7/8/22,0.5414,PB4 Inner,0.482260687,NA,13.91,NA,NA,0.2562,7/5/22,7/8/22,0.1205,PB4 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.391,1.0415361394354412,1.0415361394354412,0.2897553539909397,33.720662678324906,48.2260686621402,52.9664324746292,50.87658392640167,93.14739564093094,112.61410788381743,0.5531253099986254,0.5198091352773057,0.41586807056468705
6/29/22,Qespi,BEPA,PB2,No,NA,NA,NA,5,NA,NA,0.8952,7/5/22,7/8/22,0.5638,PB2 Outer,0.370196604,NA,3.454,NA,NA,0.7607,7/1/22,7/5/22,0.3709,PB2 Inner,0.512422769,NA,0,NA,NA,0,NA,NA,NA,PB2 Middle,NA,12.25,0.2603,NA,NA,0.1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0415361394354412,0.7194931651220028,NA,37.019660411081325,51.242276850269484,NA,58.779709116708055,105.09571313022379,NA,0.5413158301982729,0.5155017698286367,NA
6/29/22,Qespi,BEPA,PB5,No,NA,NA,"Assuming the pith is in the broken section as there is a clear distinction between heartwood and sapwood, but it is not explicitly visible",5,NA,NA,0.8294,7/5/22,7/8/22,0.5104,PB5 Outer,0.384615385,NA,5,NA,NA,0.9383,7/5/22,7/8/22,0.4027,PB5 Inner,0.570819567,NA,70.25,NA,NA,1.2445,7/1/22,7/5/22,0.6895,PB5 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.025,1.0415361394354412,1.0415361394354412,1.463358275906795,38.46153846153847,57.081956730256856,44.596223382884695,62.500000000000014,133.0022349143283,80.49311094996374,0.4900454056991814,0.38664044842292394,0.4711764790291971
6/29/22,Qespi,BEPA,PB3,No,NA,NA,"Presumed location of pith is highly fractured. Pith is not explicitly visible but after consulting the width of the tree, it should be in the broken part.",5,NA,NA,0.8087,7/1/22,7/5/22,0.5334,PB3 Outer,0.340422901,NA,5,NA,NA,0.7855,7/5/22,7/8/22,0.3768,PB3 Inner,0.520305538,NA,87.23,NA,NA,1.6352,7/1/22,7/5/22,0.8812,PB3 Middle,NA,10.71,0.2314,NA,NA,0.1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.723,1.0415361394354412,1.0415361394354412,1.8170639488590707,34.04229009521454,52.03055378739656,46.1105675146771,51.612298462692166,108.46602972399148,85.5651384475715,0.5121281728055317,0.3617733324205556,0.48495816592107444
6/29/22,Qespi,BEPA,PB1,Yes,NA,NA,NA,5,NA,NA,1.0673,7/5/22,7/8/22,0.5677,PB1 Outer,0.468097067,NA,5,NA,NA,0.9496,7/5/22,7/8/22,0.5227,PB1 Inner,0.449557709,NA,55.9,NA,NA,1.1256,7/5/22,7/8/22,0.6395,PB1 Middle,NA,16.08,0.2848,NA,NA,0.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,1.0415361394354412,1.0415361394354412,1.1644374038888232,46.80970673662513,44.955770850884576,43.18585643212509,88.00422758499207,81.67208723933422,76.01250977326036,0.5450602994032627,0.501854885499534,0.5491922518671148
6/29/22,Qespi,BEPA,PB501,Yes,NA,NA,NA,5,NA,NA,0.9299,7/5/22,7/8/22,0.5758,PB501 Outer,0.380793634,NA,5,NA,NA,0.9555,7/1/22,7/5/22,0.5011,PB501 Inner,0.475562533,NA,50,NA,NA,1.0297,7/5/22,7/8/22,0.5894,PB501 Middle,NA,8.4,0.2528,NA,NA,0.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.0415361394354412,1.0415361394354412,1.0415361394354412,38.07936337240563,47.55625327053898,42.76002719238613,61.497047585967344,90.68050289363401,74.70308788598575,0.552837273905934,0.48111628682574414,0.5658949101079498
6/29/22,Qespi,PRSE,BC2,Yes,NA,NA,"No 4-letter code was associated with this sample,",5,NA,NA,1.0001,7/5/22,7/8/22,0.5726,BC2 Outer,0.427457254,NA,5,NA,NA,1.0258,7/5/22,7/8/22,0.6155,BC2 Inner,0.399980503,NA,0,NA,NA,0,NA,NA,NA,BC2 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0415361394354412,1.0415361394354412,NA,42.74572542745725,39.99805030220316,NA,74.65944813133078,66.6612510154346,NA,0.5497648889172243,0.5909540501721124,NA
6/29/22,Qespi,QUVE,BO1,Yes,NA,NA,NA,5,NA,NA,1.1618,7/5/22,7/8/22,0.5713,BO1 Outer,0.50826304,NA,5,NA,NA,1.1851,7/1/22,7/5/22,0.6037,BO1 Inner,0.490591511,NA,38.12,NA,NA,0.8879,7/1/22,7/5/22,0.4513,BO1 Middle,NA,11.03,0.1975,NA,NA,0.0991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.812,1.0415361394354412,1.0415361394354412,0.7940671527055803,50.826304011017385,49.059151126487215,49.17220407703571,103.36075617013827,96.30611230743747,96.74274318635055,0.5485167325155611,0.5796246305262458,0.5683398418664101
6/29/22,Qespi,PRSE,BC4,Yes,NA,NA,NA,5,NA,NA,0.897,7/5/22,7/8/22,0.523,BC4 Outer,0.416945373,NA,5.116,NA,NA,0.9805,7/5/22,7/8/22,0.5586,BC4 Inner,0.430290668,NA,0,NA,NA,0,NA,NA,NA,BC4 Middle,NA,25.09,0.4072,NA,NA,0.2254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0415361394354412,1.0656997778703432,NA,41.69453734671126,43.02906680265171,NA,71.51051625239006,75.5281059792338,NA,0.5021429215922255,0.5241626315398944,NA
6/29/22,Qespi,PRSE,BC1,Yes,NA,NA,"After cutting at the pith, whole sample was less than 7.5 cm so it will be counted as one sample",5,NA,NA,0.8904,7/5/22,7/8/22,0.5099,BC1 Outer,0.427336029,NA,0,NA,NA,0,NA,NA,NA,BC1 Inner,#DIV/0!,NA,0,NA,NA,0,NA,NA,NA,BC1 Middle,NA,21.11,0.441,NA,NA,0.2639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0415361394354412,0,NA,42.733602875112304,NA,NA,74.62247499509706,NA,NA,0.4895653455446956,NA,NA
6/29/22,Qespi,CAOV,SH1,Yes,NA,NA,NA,5,NA,NA,1.1059,7/5/22,7/8/22,0.7089,SH1 Outer,0.358983633,NA,5,NA,NA,1.0428,7/5/22,7/8/22,0.6447,SH1 Inner,0.381760644,NA,31.76,NA,NA,0.6848,7/1/22,7/5/22,0.4377,SH1 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.176,1.0415361394354412,1.0415361394354412,0.6615837557693922,35.89836332398952,38.17606444188722,36.083528037383175,56.0022570179151,61.74965100046531,56.45419236920265,0.6806292870300739,0.6189895631940876,0.661594236833966
6/29/22,Qespi,QURU,BOWSER,Yes,NA,NA,NA,5,NA,NA,1.0774,7/5/22,7/8/22,0.5292,BOWSER Outer,0.508817524,NA,5,NA,NA,1.2547,7/1/22,7/5/22,0.627,BOWSER Inner,0.500278951,NA,87.19,NA,NA,2.1106,7/5/22,7/8/22,1.0951,BOWSER Middle,NA,27.98,0.5797,NA,NA,0.2583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.719,1.0415361394354412,1.0415361394354412,1.816230719947522,50.88175236680898,50.02789511436997,48.114280299440914,103.59032501889642,100.11164274322168,92.73125741941374,0.5080956675078504,0.6019954337252875,0.6029520302528754
6/29/22,Jon,KALA,ML2,NA,NA,NA,"Entire core considered single sample. Labeled ""outer"" but core goes all the way through stem.",5.7,NA,NA,1.1775,7/5/22,7/8/22,0.6628,ML2 Outer,0.437112527,NA,NA,NA,NA,NA,NA,NA,NA,ML2 Inner,#DIV/0!,NA,NA,NA,NA,NA,NA,NA,NA,ML2 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.187351198956403,NA,NA,43.711252653927815,NA,NA,77.65540132770067,NA,NA,0.5582173164793651,NA,NA
6/29/22,Jon,KALA,MLGP,NA,NA,NA,"Entire core considered single sample. Labeled ""outer"" but core goes all the way through stem.",5.04,NA,NA,1.1196,7/5/22,7/8/22,0.6449,MLGP Outer,0.423990711,NA,NA,NA,NA,NA,NA,NA,NA,MLGP Inner,#DIV/0!,NA,NA,NA,NA,NA,NA,NA,NA,MLGP Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0498684285509245,NA,NA,42.399071096820286,NA,NA,73.60831136610325,NA,NA,0.6142674476744862,NA,NA
6/29/22,Qespi,SAAL,SASSAFRASS,Yes,NA,NA,NA,5,NA,NA,0.6327,7/1/22,7/5/22,0.338,SASSAFRASS Outer,0.465781571,NA,5,NA,NA,0.9531,7/1/22,7/5/22,0.4071,SASSAFRASS Inner,0.572867485,NA,13.71,NA,NA,0.2333,7/5/22,7/8/22,0.1063,SASSAFRASS Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.371,1.0415361394354412,1.0415361394354412,0.28558920943319793,46.57815710447289,57.286748504878815,54.43634804972138,87.18934911242604,134.11938098747234,119.47318908748824,0.3245206644324517,0.39086497778239965,0.37221294253718856
7/1/22,Jon,QUAL,WO1,yes,NA,NA,NA,5,NA,NA,1.031,7/5/22,7/8/22,0.9704,WO1 Outer,0.058777886,NA,5,NA,NA,1.262,7/1/22,7/5/22,0.6737,WO1 Inner,0.466164818,NA,99.65,NA,NA,2.4776,7/5/22,7/8/22,1.333,WO1 Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.965,1.0415361394354412,1.0415361394354412,2.075781525894834,5.877788554801152,46.616481774960384,46.19793348401679,6.244847485572946,87.32373459997032,85.86646661665415,0.9317007478261867,0.6468330521542682,0.6421677731356465
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
