tree_id,species,outer_moisture_fresh_percent,outer_moisture_dry_percent,outer_density_g_cm3,inner_moisture_fresh_percent,inner_moisture_dry_percent,inner_density_g_cm3,middle_moisture_fresh_percent,middle_moisture_dry_percent,middle_density_g_cm3
WPX2,PIST,NA,NA,NA,52.72929818046788,111.54752553024352,0.24444663066420766,72.38436593275303,262.11372064276884,0.26701180129190316
wp6,PIST,58.140355001763254,138.8935692221286,0.3418988420248404,72.12228539472459,258.70946171848885,0.28717198441345054,60.56450131635339,153.5786368576308,0.34699444002283947
wp5,PIST,55.575242145050794,125.09970752459454,0.36110124820427536,74.06488549618321,285.5776306107432,0.2609606999785218,52.004215133952094,108.35162979226483,0.3972101976957612
wp9,PIST,53.77868557010693,116.35040291135952,0.3693582828614324,48.09715547473698,92.66766766766767,0.3836640754651115,55.613448143476106,125.29346348696401,0.35545533671127066
wp101,PIST,57.73328072598146,136.59276546091016,0.4114115523943951,70.72397741903535,241.57645466847094,0.28381156333204943,63.051775041405634,170.64899629701813,0.37738450324299466
wp2,PIST,49.46611217264247,97.88701067615659,0.431670090913699,51.987932334877705,108.28096947935369,0.42782960967781203,58.08807885965535,138.59560067681895,0.37853976157592034
wp402,PIST,58.32509066930432,139.95253164556965,0.36407762116208775,50.25886490182672,101.04084838963081,0.24444663066420766,62.29413129204361,165.21070439864658,0.38348977694329933
wp3,PIST,62.02006226219301,163.2969034608379,0.4216848397003928,74.16998132965338,287.14644877435575,0.305510282314811,56.02799418988511,127.41741741741741,0.4279672446291178
ro9,QURU,50.39529163738581,101.59376660173545,0.5421799384763475,49.3984375,97.62235602902577,0.6218699241210028,51.4460511679644,105.95647193585336,0.578790445205896
ro3,QURU,49.422039558181346,97.71457592686642,0.567143066509613,58.48487536591856,140.87606837606836,0.44933630459877927,55.2552986512524,123.49014963935838,0.5548436947890126
ro11,QURU,51.053824838357556,104.30605592726027,0.5596541280996333,50.81994096425058,103.33444481493832,0.575880161321256,51.07271691665084,104.3849437330229,0.534564121469202
ro105,QURU,46.86184812442818,88.18870523415978,0.5576378754507927,47.659754549301745,91.0575679172057,0.5937383990681304,47.880742670470994,91.86766105998096,0.5728181565028849
ro101,QURU,44.86226893802102,81.36400986031221,0.5842332080093102,47.30276745146633,89.76328578147043,0.6124607450930797,47.97764227642276,92.22504395389723,0.567142379601476
ro102,QURU,50.635259204303075,102.57373661469099,0.5110720404656628,47.81687155574396,91.63281884646626,0.5909540501721124,50.585590120473846,102.37011884550087,0.5411794346045409
ro13,QURU,50.22239046086874,100.893536121673,0.5050232825191407,47.96954314720812,92.19512195121952,0.5707915236837057,50.14063461369429,100.56412516527102,0.5356823500189097
ro7,QURU,48.893660722621604,95.67044208987942,0.5255698571311362,50.105815626851765,100.4241601628775,0.5658949101079498,46.896421311397916,88.31122585239918,0.6061730795121221
ro2,QURU,51.20464441219159,104.93753718024988,0.48418867181445374,48.779621904677384,95.23479466297005,0.5540854303075972,50.0039366978978,100.01574803149606,0.5235071236450813
ro8,QURU,49.940699743032226,99.76307996051335,0.4863009364941916,48.14631326892908,92.85031847133759,0.6029555540342593,46.30965005302228,86.25320955954969,0.6061712267425354
ro104,QURU,53.424088122207216,114.70325747434183,0.43032592248113855,NA,NA,NA,NA,NA,NA
ro1,QURU,53.339200156448605,114.31265716680635,0.45816941144131934,48.83741648106904,95.45533693191712,0.5513970934424763,50.33007657776605,101.32908027644869,0.6047166586893898
ro10,QURU,50.89484462648027,103.64460562103355,0.5295063503979204,49.089688732276194,96.42386288727751,0.5826010034840582,48.26043020066407,93.27566964285714,0.6005359838315453
ro103,QURU,45.968548313789654,85.07738896366084,0.5706955116528085,45.96617932006341,85.06927465362672,0.589033809554169,48.374076364701665,93.70113493064311,0.5120211197139195
rms1,ACRU,32.533364551627244,48.22141245878881,0.5533173340604198,36.101617680565056,56.49848457835623,0.5385314813022548,87.77348777348777,717.8947368421053,0.4071938810371263
RM503,ACRU,36.396065290238894,57.22297756628144,0.564934789798978,62.6014427412083,167.38999397227246,0.35794148147958066,NA,NA,NA
WA14,FRAM,35.086227835802774,54.050514499532284,0.5131843051454006,NA,NA,NA,88.19457096010203,747.067901234568,0.10087684802816284
WAX1,FRAM,-68.6772170797253,-40.715170826694994,0.5423719625381418,36.04887983706721,56.36942675159236,0.6029555540342593,31.164874551971316,45.27466805519394,0.5930881484014948
WA5,FRAM,37.05658979346115,58.872866391995316,0.6524977619772016,42.095077829196455,72.6968904388259,0.6607547966343588,93.41169379144063,1417.840805123513,0.06542465696422216
WA12,FRAM,31.77437020810515,46.57248354471023,0.5980589404585034,28.012728392527197,38.91344645658062,0.6733323726818886,28.82475779672042,40.49829253042182,0.6641556209685808
WA1,FRAM,33.16570881226053,49.62379075600143,0.5359391564680311,33.4006161691278,50.15153932046579,0.6018994216943904,30.82609875203472,44.56319246984998,0.5850320845502979
WA10,FRAM,30.908184876043354,44.73494410385864,0.5324827233557328,32.0817843866171,47.23590585659551,0.5262419413474164,29.388646288209607,41.62028447742733,0.5507323659479677
WA101,FRAM,30.767524401064772,44.440884331944886,0.5993070968601666,32.62707441811919,48.4275755228505,0.6197576594412649,38.51992409867172,62.65432098765431,0.6120075904213406
WA103*,FRAM,32.87234042553192,48.969889064976236,0.545252323465057,44.94851099359867,81.64812942366027,0.5697353913438368,35.806312148724615,55.77855603448278,0.6087047970799553
WA14,FRAM,31.09273903666428,45.12258737610852,0.5521651896896537,30.933304460805537,44.78758426085592,0.6124607450930797,-272.2308088614116,-73.13494809688581,3.249119078370444
WA103,FRAM,30.301914580265098,43.475964078182784,0.545252323465057,40.451112877583455,67.92925079259133,0.5754001011667701,36.98143421908622,58.6833955372032,0.5818476925351903
WA102,FRAM,36.10133708655877,56.497797356828215,0.5230735443278096,45.25577557755775,82.66767143933683,4.246932166685044,NA,NA,NA
WA15,FRAM,31.89348386305067,46.828828828828804,0.5328667714793216,30.822831727205337,44.55636519502785,0.513399193406164,NA,NA,NA
WA104,FRAM,37.163066335308734,59.1420748402799,0.4799141507892555,NA,NA,NA,NA,NA,NA
YB4,BEAL,41.27218934911242,70.2770780856423,0.5717516439926774,43.21920853712761,76.11589663273296,0.4904294538227702,39.30911256700416,64.76938174681058,0.5546273213391235
YB12,BEAL,34.95626151012891,53.742700407007604,0.5425639865999362,42.73829087921118,74.63677130044843,0.5352670722517509,NA,NA,NA
YB13,BEAL,35.08012633056497,54.036036036036016,0.5328667714793216,42.51226953176814,73.9501615136133,0.5373400592824854,NA,NA,NA
YB3,BEAL,39.69777189499228,65.83135174684472,0.524897772914856,34.260166585007354,52.11477547978388,0.5152965698251384,NA,NA,NA
YB15,BEAL,45.22543988269794,82.56650493558641,0.5738639086724152,52.07079328002875,108.64104967197751,0.5122241848364288,71.1276332094176,246.35193133047207,3.0312741462116244
YB11,BEAL,35.3151542244077,54.59571527297859,0.5557176348328492,43.22172537899445,76.1237034191318,0.6807935614964497,NA,NA,NA
YB5,BEAL,37.951388888888886,61.16396194739786,0.5147204976397555,48.06909560210464,92.56356337220419,0.5022389336231227,43.4925546315993,76.9678302532512,0.5484792850079091
YB10,BEAL,40.32560434139123,67.5760582010582,0.5806807628661147,46.02448004776594,85.26917404129793,0.5207692555862774,50.472813238770684,101.90930787589498,0.455079648709461
YB11',BEAL,39.02021606588939,63.98877389931589,0.547364588144795,35.49469727480199,55.026014568158175,0.5151159094025526,NA,NA,NA
YBYB,BEAL,32.67075491647282,48.523869346733655,0.6114046127532108,50.102306547619044,100.41006523765144,0.5151045457633441,38.534866853175835,62.693863789615655,0.615323430512146
YB2,BEAL,44.99999999999999,81.81818181818178,0.5048312584573464,NA,NA,NA,NA,NA,NA
YB14,BEAL,45.09375,82.12862834376777,0.5060794148590096,NA,NA,NA,NA,NA,NA
CUL8R,BEAL,35.571514063435075,55.210848968976414,0.5168327623194933,47.42004700112395,90.18655266226197,0.49407791099686277,42.58266309204647,74.16342412451361,0.5250019561824253
AB4/6,FAGR,38.813964610234336,63.43598561825856,0.6141889616492289,37.28373702422146,59.44827586206897,0.6264785016040672,40.607734806629836,68.37209302325581,0.5954592300834415
AB4,FAGR,42.86570144782826,75.02621461027613,0.5493808407936357,34.96897264996553,53.772751369499915,0.5433320828471135,39.169562505568926,64.39138713929987,0.5594692172541944
AB5,FAGR,49.65966690803765,98.64787111622555,0.667475638797161,40.239083185141276,67.3334435443875,0.5807767748970118,41.79910044977511,71.81865018031942,0.600229811812087
AB6',FAGR,89.22436887390084,828.0198888563907,0.656530267274883,36.975296244225746,58.667941363926055,0.6025715059106707,36.41073951954781,57.25925925925927,0.6295717977034502
AB1,FAGR,38.61810980305865,62.91450080659619,0.5356511203753396,46.02986255314942,85.287651154269,0.5240336646367814,37.5701390583069,60.17975771785853,0.5016226767371805
AB3/5,FAGR,37.296758104738146,59.48138720967226,0.6035316262196424,38.175344904316866,61.74776849985603,0.6668995666117778,36.83703917605159,58.32063395306308,0.6300309467472627
AB10,FAGR,38.55716707477869,62.75291232372779,0.62638248957317,37.55946454253789,60.152374202693125,0.541891902383656,39.79988882712618,66.11265004616807,0.5789589613677092
AB11,FAGR,40.804918949133594,68.93295561850803,0.5083837036005419,38.64674138646742,62.990527740189464,0.5676231266640989,39.18648992191756,64.43714541654225,0.5609635231588262
AB2,FAGR,38.98734177215189,63.90041493775932,0.5553335867092605,46.329113924050624,86.32075471698111,0.5292183143052289,36.947240012198854,58.59733978234585,0.5189669905357109
AB501,FAGR,43.68941545089593,77.58650669448795,0.5521651896896537,40.42861579873693,67.8658324643726,0.5524532257823452,38.838454376163874,63.50142721217888,0.5666478238596753
AB6,FAGR,36.78593848085374,58.19265143992056,0.5801046906807316,43.57268274651142,77.21912872584343,0.5862494606581509,41.005203144027455,69.50647401013322,0.5992599117487069
AB3,FAGR,37.94303109371602,61.14225648213034,0.5480366723610751,35.13195098963243,54.159099164547776,0.5286422421198458,35.0503018108652,53.96530359355639,0.5191404283686449
AB9,FAGR,40.05089058524174,66.80814940577251,0.565510861984361,35.85651314789482,55.90047393364931,0.5851686458493337,NA,NA,NA
ABT14P,FAGR,37.18629594918255,59.20092838196288,0.5791445703717598,38.17552961521834,61.74825174825177,0.5491888167318413,42.34527687296416,73.4463276836158,0.5221659892648042
BB16,BELE,33.30510268896887,49.93650793650794,0.6048757946522028,52.93378790597524,112.46664125047658,0.5036791140865803,34.655658477648004,53.03543913713404,0.6049690102161807
BB11,BELE,37.38767650834403,59.712967708867225,0.5619584168411655,44.870370370370374,81.39066174000672,0.5716556319617803,35.80342210214846,55.77154308617235,0.5501837783381989
BBX7,BELE,28.43662331038,39.73627940128296,0.5388195173949464,38.38171710932674,62.28949478748997,0.47890801011510914,92.87404680515382,1303.3210332103322,0.4580855699495501
BB14,BELE,35.65076798706548,55.40201005025125,0.6114046127532108,44.40973208368834,79.8876021798365,0.5637826454282119,36.16628175519631,56.65701881331405,0.5769070726082431
BB3,BELE,38.58632676709154,62.8301886792453,0.5597501401305305,45.21712723959915,82.53880266075387,0.5196171112155114,36.428927680798004,57.30425231445159,0.5258548237432938
BB7,BELE,36.61055458019209,57.754969045291624,0.5893218456468604,39.20631391729656,64.49076613640517,0.5250897969766504,39.545750923712234,65.41434477799748,0.5814445110831535
BB10',BELE,38.332308953083384,62.1594684385382,0.5779924260009938,37.15080690038954,59.11103240658757,0.5421799384763475,43.04101221640488,75.56491765607046,0.5821816364898377
BB1,BELE,34.17693417693418,51.92242833052278,0.569351343220248,30.664521717609205,44.22630733535606,0.5379554091168718,35.75645134086692,55.65765292727749,0.5509337536717984
BB12,BELE,36.91121300541892,58.506772381896255,0.5812568350514978,46.349931475559615,86.39305177111716,0.5637826454282119,37.54789272030652,60.122699386503086,0.5902129013270169
BB10,BELE,32.99372112308968,49.23974540311173,0.5430440467544221,44.36337478162573,79.73771702992242,0.5198091352773057,40.10309278350515,66.95352839931151,0.5213363546846609
BBX1,BELE,32.95277009974763,49.148592937802476,0.5356511203753396,39.78468610136688,66.07071112896745,0.4779478898061374,29.241342137178272,41.325461816796796,0.5233124083880696
BBGT1,BELE,39.048140043763674,64.06390235146293,0.5348830241281622,47.246254484068366,89.56,0.48006015448587525,31.22834469654634,45.40874370225908,0.5773671091774024
BB6,BELE,32.013237727523446,47.08745740710694,0.5917221464192898,38.47918715175352,62.546616941928605,0.5406437459819927,35.07088331515813,54.014108162579774,0.5298995476101042
BB13,BELE,36.77672441974501,58.169596690796254,0.5570618032654097,39.64733881436608,65.69277648324073,0.5356511203753396,43.38552687261954,76.63327851696813,0.5316427770456986
BB5,BELE,31.20121169754165,45.351397121083814,0.5669510424478187,43.31459067950061,76.41223940820441,0.5710795597763971,40.48201187565491,68.01643192488264,0.578516621813247
BB8,BELE,36.105822226676025,56.50878293601005,0.612172709000388,44.24247548190735,79.34799090219865,0.6331993437668694,NA,NA,NA
BBX6,BELE,35.755642207255114,55.65569247746921,0.5220174119879407,47.417683436403145,90.17800381436747,0.4724020162691785,NA,NA,NA
BB9,BELE,33.383985973115145,50.114055097385524,0.5471725640830005,39.1555354312882,64.35348837209303,0.5160646660723158,35.08114856429463,54.038461538461526,0.6274770347699754
SM7,ACSA,32.72521129663987,48.64409376436342,0.6266705256658615,28.98535780573314,40.81603020182954,0.6612348567888445,32.27988527517723,47.66661339299984,0.6558376389995899
SM5,ACSA,34.330759330759335,52.27829495345419,0.5878816651834028,36.89567430025446,58.467741935483886,0.5714636078999858,32.510288065843625,48.170731707317074,0.6309205006866455
SM4,ACSA,31.893827680640413,46.82957005876896,0.6208137917811338,37.22070330913547,59.2881814086199,0.6393441137442887,31.51294498381877,46.01299468399291,6.501934732356695
SM6,ACSA,32.34723015419759,47.81360796893464,0.5686792590039679,34.815145761197364,53.409869773817675,0.5603262123159136,33.446615689606354,50.25531914893618,0.5595939300802614
SM14,ACSA,32.490766389658354,48.127885108565565,0.5615743687175768,36.323874546618306,57.04473111073882,0.5730958124252379,34.224137931034484,52.03145478374835,0.5994859212319523
SM11,ACSA,30.604872006606108,44.1023352669939,0.6454888837217079,33.216149994673486,49.73680012761205,0.6018994216943904,30.379448503417393,43.63574813811781,0.6502052711376779
SM3,ACSA,29.838709677419352,42.528735632183896,0.618125454916013,35.50065019505851,55.04032258064516,0.6190855752249848,26.360384108454156,35.79647149066735,0.6510108405666637
SM8,ACSA,32.79695109040863,48.80277252678008,0.6094843721352672,37.66557115825117,60.424988017255146,0.6009393013854186,36.0196862503845,56.298076923076934,0.6283984401073761
SM10,ACSA,32.14126061689764,47.36495388669304,0.5829850516076468,31.695117973252145,46.40241961158866,0.6031475780960537,31.500339443312964,45.98612487611496,0.5812568350514978
SM12,ACSA,32.90074750830564,49.03295683119294,0.6205257556884424,37.11983887210474,59.03267136450994,0.599499120921961,30.722347629796836,44.3466927337895,0.5893218456468604
SM13,ACSA,31.48684916800859,45.957380131620184,0.6127487811857711,37.59840652565683,60.25231798145614,0.6316631512725147,33.58718070759955,50.573339703774465,0.662010148798509
SM15,ACSA,30.122388689596956,43.10735316321908,NA,31.882160392798692,46.804420951465644,0.5994031088910637,31.70731707317074,46.428571428571445,0.6734873148528354
SM9,ACSA,32.008473721375964,47.077151335311555,0.6471210882469599,33.94678935787157,51.3930950938825,0.634063452044944,33.32016850974198,49.970384995064194,0.6415579637126538
SM1,ACSA,25.15542251899609,33.610213813259506,0.624174212862535,18.1782591674279,22.216905901116423,0.6019954337252875,25.921568627450974,34.99205929062995,0.6764890949823338
SM2,ACSA,32.2884699693117,47.68533505988993,0.5931623268827475,36.298726360478575,56.982732505301414,0.6338714279831497,7.194492254733211,7.7522255192878236,0.6208140911351095
PB4,BEPA,33.720662678324906,50.87658392640167,0.5531253099986254,48.2260686621402,93.14739564093094,0.5198091352773057,52.9664324746292,112.61410788381743,0.41586807056468705
PB2,BEPA,37.019660411081325,58.779709116708055,0.5413158301982729,51.242276850269484,105.09571313022379,0.5155017698286367,NA,NA,NA
PB5,BEPA,38.46153846153847,62.500000000000014,0.4900454056991814,57.081956730256856,133.0022349143283,0.38664044842292394,44.596223382884695,80.49311094996374,0.4711764790291971
PB3,BEPA,34.04229009521454,51.612298462692166,0.5121281728055317,52.03055378739656,108.46602972399148,0.3617733324205556,46.1105675146771,85.5651384475715,0.48495816592107444
PB1,BEPA,46.80970673662513,88.00422758499207,0.5450602994032627,44.955770850884576,81.67208723933422,0.501854885499534,43.18585643212509,76.01250977326036,0.5491922518671148
PB501,BEPA,38.07936337240563,61.497047585967344,0.552837273905934,47.55625327053898,90.68050289363401,0.48111628682574414,42.76002719238613,74.70308788598575,0.5658949101079498
BC2,PRSE,42.74572542745725,74.65944813133078,0.5497648889172243,39.99805030220316,66.6612510154346,0.5909540501721124,NA,NA,NA
BO1,QUVE,50.826304011017385,103.36075617013827,0.5485167325155611,49.059151126487215,96.30611230743747,0.5796246305262458,49.17220407703571,96.74274318635055,0.5683398418664101
BC4,PRSE,41.69453734671126,71.51051625239006,0.5021429215922255,43.02906680265171,75.5281059792338,0.5241626315398944,NA,NA,NA
BC1,PRSE,42.733602875112304,74.62247499509706,0.4895653455446956,NA,NA,NA,NA,NA,NA
SH1,CAOV,35.89836332398952,56.0022570179151,0.6806292870300739,38.17606444188722,61.74965100046531,0.6189895631940876,36.083528037383175,56.45419236920265,0.661594236833966
BOWSER,QURU,50.88175236680898,103.59032501889642,0.5080956675078504,50.02789511436997,100.11164274322168,0.6019954337252875,48.114280299440914,92.73125741941374,0.6029520302528754
ML2,KALA,43.711252653927815,77.65540132770067,0.5582173164793651,NA,NA,NA,NA,NA,NA
MLGP,KALA,42.399071096820286,73.60831136610325,0.6142674476744862,NA,NA,NA,NA,NA,NA
SASSAFRASS,SAAL,46.57815710447289,87.18934911242604,0.3245206644324517,57.286748504878815,134.11938098747234,0.39086497778239965,54.43634804972138,119.47318908748824,0.37221294253718856
WO1,QUAL,5.877788554801152,6.244847485572946,0.9317007478261867,46.616481774960384,87.32373459997032,0.6468330521542682,46.19793348401679,85.86646661665415,0.6421677731356465
