UniqueID,nb.obs,start.time,end.time
20210722_Ridge_BB16prime_200_6_150100,543,2021-07-22T15:01:55.000000Z,2021-07-22T15:22:39.000000Z
20210722_Ridge_BB16prime_50_6_143200,543,2021-07-22T14:32:20.000000Z,2021-07-22T14:42:22.000000Z
20210722_Ridge_WP101_125_6_155400,544,2021-07-22T15:54:13.000000Z,2021-07-22T16:03:35.000000Z
20210722_Ridge_WP101_200_6_160800,543,2021-07-22T16:07:44.000000Z,2021-07-22T16:27:23.000000Z
20210722_Ridge_WP101_50_6_154000,543,2021-07-22T15:40:18.000000Z,2021-07-22T15:50:34.000000Z
20210722_Ridge_WP102_125_6_164400,543,2021-07-22T16:44:42.000000Z,2021-07-22T16:53:04.000000Z
20210722_Ridge_WP102_200_6_170300,543,2021-07-22T17:03:01.000000Z,2021-07-22T17:13:08.000000Z
20210722_Ridge_WP102_50_6_163300,543,2021-07-22T16:32:36.000000Z,2021-07-22T16:42:13.000000Z
20210722_Ridge_WP103_125_6_173800,543,2021-07-22T17:38:15.000000Z,2021-07-22T17:46:47.000000Z
20210722_Ridge_WP103_200_6_175100,469,2021-07-22T17:50:55.000000Z,2021-07-22T18:03:31.000000Z
20210722_Ridge_WP103_50_6_172300,543,2021-07-22T17:20:00.000000Z,2021-07-22T17:33:11.000000Z
20210723_Ridge_Bowser dead red oak_125_6_111800,543,2021-07-23T11:18:46.000000Z,2021-07-23T11:27:43.000000Z
20210723_Ridge_Bowser dead red oak_200_6_113000,543,2021-07-23T11:30:02.000000Z,2021-07-23T11:41:54.000000Z
20210723_Ridge_Bowser dead red oak_50_6_110200,543,2021-07-23T10:58:53.000000Z,2021-07-23T11:12:13.000000Z
20210723_Ridge_H101_125_3_103300,543,2021-07-23T10:33:56.000000Z,2021-07-23T10:41:38.000000Z
20210723_Ridge_H101_200_3_104300,543,2021-07-23T10:43:28.000000Z,2021-07-23T10:51:10.000000Z
20210723_Ridge_H101_50_3_102300,543,2021-07-23T10:23:14.000000Z,2021-07-23T10:31:46.000000Z
20210723_Ridge_H102_125_3_151600,543,2021-07-23T15:16:42.000000Z,2021-07-23T15:23:55.000000Z
20210723_Ridge_H102_200_3_152500,543,2021-07-23T15:25:54.000000Z,2021-07-23T15:45:43.000000Z
20210723_Ridge_H102_50_3_150730,543,2021-07-23T15:08:05.000000Z,2021-07-23T15:14:48.000000Z
20210723_Ridge_H103_125_6_93400,543,2021-07-23T09:36:39.000000Z,2021-07-23T09:42:52.000000Z
20210723_Ridge_H103_200_6_95300,543,2021-07-23T09:48:25.000000Z,2021-07-23T10:06:29.000000Z
20210723_Ridge_H103_50_6_92800,543,2021-07-23T09:27:12.000000Z,2021-07-23T09:34:10.000000Z
20210723_Ridge_H104_125_3_143100,543,2021-07-23T14:30:57.000000Z,2021-07-23T14:36:10.000000Z
20210723_Ridge_H104_200_3_145300,543,2021-07-23T14:53:05.000000Z,2021-07-23T15:01:22.000000Z
20210723_Ridge_H104_50_3_143700,543,2021-07-23T14:37:50.000000Z,2021-07-23T14:50:26.000000Z
20210723_Ridge_RM105_125_6_135000,531,2021-07-23T13:51:40.000000Z,2021-07-23T13:59:32.000000Z
20210723_Ridge_RM105_200_6_140200,543,2021-07-23T14:01:46.000000Z,2021-07-23T14:11:18.000000Z
20210723_Ridge_RM105_50_6_133700,374,2021-07-23T13:34:05.000000Z,2021-07-23T13:47:41.000000Z
20210723_Ridge_RO101_125_6_90630,466,2021-07-23T09:06:54.000000Z,2021-07-23T09:11:37.000000Z
20210723_Ridge_RO101_200_6_91300,543,2021-07-23T09:13:12.000000Z,2021-07-23T09:22:34.000000Z
20210723_Ridge_RO101_50_6_90000,441,2021-07-23T08:57:02.000000Z,2021-07-23T09:05:09.000000Z
20210723_Ridge_RO102_125_6_120900,543,2021-07-23T12:09:30.000000Z,2021-07-23T12:18:27.000000Z
20210723_Ridge_RO102_200_6_122100,423,2021-07-23T12:21:16.000000Z,2021-07-23T12:35:16.000000Z
20210723_Ridge_RO102_50_6_115600,543,2021-07-23T11:56:09.000000Z,2021-07-23T12:06:31.000000Z
20210723_Ridge_RO103_125_6_170500,543,2021-07-23T17:05:02.000000Z,2021-07-23T17:15:19.000000Z
20210723_Ridge_RO103_200_6_171700,471,2021-07-23T17:17:58.000000Z,2021-07-23T17:30:54.000000Z
20210723_Ridge_RO103_50_6_164945,543,2021-07-23T16:50:17.000000Z,2021-07-23T17:02:33.000000Z
20210723_Ridge_RO104_125_3_161000,543,2021-07-23T16:09:50.000000Z,2021-07-23T16:20:41.000000Z
20210723_Ridge_RO104_200_3_162200,543,2021-07-23T16:22:31.000000Z,2021-07-23T16:33:32.000000Z
20210723_Ridge_RO104_50_3_155300,543,2021-07-23T15:54:35.000000Z,2021-07-23T16:06:56.000000Z
20210726_Lowland_AB5_125_6_154500,543,2021-07-26T15:45:22.000000Z,2021-07-26T15:55:04.000000Z
20210726_Lowland_AB5_200_6_155700,544,2021-07-26T15:57:18.000000Z,2021-07-26T16:07:15.000000Z
20210726_Lowland_AB5_50_6_153306,543,2021-07-26T15:34:26.000000Z,2021-07-26T15:43:13.000000Z
20210726_Lowland_AB6_125_6_150400,543,2021-07-26T15:03:31.000000Z,2021-07-26T15:08:49.000000Z
20210726_Lowland_AB6_200_6_151700,543,2021-07-26T15:17:56.000000Z,2021-07-26T15:31:12.000000Z
20210726_Lowland_AB6_50_6_145000,543,2021-07-26T14:50:35.000000Z,2021-07-26T14:59:52.000000Z
20210726_Lowland_BC2_125_6_111200,543,2021-07-26T11:12:51.000000Z,2021-07-26T11:21:38.000000Z
20210726_Lowland_BC2_200_6_112400,543,2021-07-26T11:24:42.000000Z,2021-07-26T11:40:32.000000Z
20210726_Lowland_BC2_50_6_110000,543,2021-07-26T11:00:44.000000Z,2021-07-26T11:10:06.000000Z
20210726_Lowland_BC4_125_6_101500,543,2021-07-26T10:14:59.000000Z,2021-07-26T10:27:30.000000Z
20210726_Lowland_BC4_200_6_103200,543,2021-07-26T10:32:39.000000Z,2021-07-26T10:49:43.000000Z
20210726_Lowland_BC4_50_6_94800,544,2021-07-26T09:44:34.000000Z,2021-07-26T09:58:10.000000Z
20210726_Lowland_PB4?_125_6_170300,543,2021-07-26T17:03:07.000000Z,2021-07-26T17:13:04.000000Z
20210726_Lowland_PB4?_200_6_171500,544,2021-07-26T17:15:03.000000Z,2021-07-26T17:28:54.000000Z
20210726_Lowland_PB4?_50_6_165100,543,2021-07-26T16:52:00.000000Z,2021-07-26T17:00:43.000000Z
20210726_Lowland_PB4_125_6_162500,543,2021-07-26T16:25:49.000000Z,2021-07-26T16:35:41.000000Z
20210726_Lowland_PB4_200_6_163700,543,2021-07-26T16:37:55.000000Z,2021-07-26T16:48:07.000000Z
20210726_Lowland_PB4_50_6_161000,543,2021-07-26T16:10:24.000000Z,2021-07-26T16:23:05.000000Z
20210726_Lowland_RMS1 (STEM)_125_6_121300,543,2021-07-26T12:13:31.000000Z,2021-07-26T12:18:24.000000Z
20210726_Lowland_RMS1 (STEM)_200_6_122000,543,2021-07-26T12:20:44.000000Z,2021-07-26T12:31:00.000000Z
20210726_Lowland_RMS1 (STEM)_50_6_120000,543,2021-07-26T11:47:44.000000Z,2021-07-26T12:09:57.000000Z
20210726_Lowland_YB3_125_6_124130,543,2021-07-26T12:35:19.000000Z,2021-07-26T12:45:11.000000Z
20210726_Lowland_YB3_200_6_175400,407,2021-07-26T17:54:00.000000Z,2021-07-26T18:06:56.000000Z
20210726_Lowland_YB3_50_6_173500,543,2021-07-26T17:36:31.000000Z,2021-07-26T17:40:00.000000Z
20210726_Lowland_YB4_125_6_92000,508,2021-07-26T09:20:12.000000Z,2021-07-26T09:24:56.000000Z
20210726_Lowland_YB4_200_6_92600,508,2021-07-26T09:26:25.000000Z,2021-07-26T09:39:06.000000Z
20210726_Lowland_YB4_50_6_91300,423,2021-07-26T09:14:34.000000Z,2021-07-26T09:18:57.000000Z
20210726_Lowland_YB5_125_6_130400,543,2021-07-26T13:03:50.000000Z,2021-07-26T13:14:31.000000Z
20210726_Lowland_YB5_200_6_131800,379,2021-07-26T13:18:00.000000Z,2021-07-26T13:28:51.000000Z
20210726_Lowland_YB5_50_6_125200,544,2021-07-26T12:48:00.000000Z,2021-07-26T13:02:00.000000Z
20210727_Lab_BBGT1_125_6_161800,543,2021-07-27T16:19:02.000000Z,2021-07-27T16:36:26.000000Z
20210727_Lab_BBGT1_200_6_163900,543,2021-07-27T16:39:15.000000Z,2021-07-27T16:49:17.000000Z
20210727_Lab_BBGT1_50_6_160500,543,2021-07-27T16:07:50.000000Z,2021-07-27T16:16:08.000000Z
20210727_Lab_BBX1_125_6_153000,543,2021-07-27T15:30:32.000000Z,2021-07-27T15:44:58.000000Z
20210727_Lab_BBX1_200_6_154700,543,2021-07-27T15:47:17.000000Z,2021-07-27T16:04:26.000000Z
20210727_Lab_BBX1_50_6_151500,543,2021-07-27T15:15:02.000000Z,2021-07-27T15:27:58.000000Z
20210727_Lab_BBX6_125_3_144300,543,2021-07-27T14:43:13.000000Z,2021-07-27T14:53:09.000000Z
20210727_Lab_BBX6_200_3_145500,543,2021-07-27T14:55:04.000000Z,2021-07-27T15:06:25.000000Z
20210727_Lab_BBX6_50_3_142300,543,2021-07-27T14:23:14.000000Z,2021-07-27T14:40:53.000000Z
20210727_Lab_BBX7_125_3_135500,544,2021-07-27T13:54:53.000000Z,2021-07-27T14:05:15.000000Z
20210727_Lab_BBX7_200_3_141030,544,2021-07-27T14:11:08.000000Z,2021-07-27T14:15:17.000000Z
20210727_Lab_BBX7_50_3_134300,463,2021-07-27T13:31:11.000000Z,2021-07-27T13:50:54.000000Z
20210727_Lab_SM11_125_6_100200,543,2021-07-27T10:03:02.000000Z,2021-07-27T10:11:39.000000Z
20210727_Lab_SM11_200_6_101300,544,2021-07-27T10:13:38.000000Z,2021-07-27T10:26:59.000000Z
20210727_Lab_SM11_50_6_94730,472,2021-07-27T09:47:32.000000Z,2021-07-27T09:59:53.000000Z
20210727_Lab_SM12_125_3_104830,543,2021-07-27T10:48:17.000000Z,2021-07-27T11:00:58.000000Z
20210727_Lab_SM12_200_3_110500,543,2021-07-27T11:02:52.000000Z,2021-07-27T11:15:13.000000Z
20210727_Lab_SM12_50_3_103300,543,2021-07-27T10:33:47.000000Z,2021-07-27T10:46:08.000000Z
20210727_Lab_SM13_125_3_113000,543,2021-07-27T11:30:29.000000Z,2021-07-27T11:36:02.000000Z
20210727_Lab_SM13_200_3_114000,543,2021-07-27T11:41:20.000000Z,2021-07-27T11:49:42.000000Z
20210727_Lab_SM13_50_3_111800,543,2021-07-27T11:17:58.000000Z,2021-07-27T11:28:44.000000Z
20210727_Lab_SM14_125_3_121300,492,2021-07-27T11:53:01.000000Z,2021-07-27T11:53:01.000000Z
20210727_Lab_SM14_200_3_122400,359,2021-07-27T12:24:41.000000Z,2021-07-27T12:33:13.000000Z
20210727_Lab_SM14_50_3_115400,543,2021-07-27T11:53:46.000000Z,2021-07-27T12:10:01.000000Z
20210727_Lab_WPX5_125_6_180400,543,2021-07-27T18:04:58.000000Z,2021-07-27T18:11:35.000000Z
20210727_Lab_WPX5_200_6_181300,543,2021-07-27T18:13:35.000000Z,2021-07-27T18:36:12.000000Z
20210727_Lab_WPX5_50_6_175200,543,2021-07-27T17:51:22.000000Z,2021-07-27T18:02:43.000000Z
20210727_Lab_WPX7_125_6_170700,543,2021-07-27T17:07:16.000000Z,2021-07-27T17:16:43.000000Z
20210727_Lab_WPX7_200_6_171900,543,2021-07-27T17:19:17.000000Z,2021-07-27T17:42:50.000000Z
20210727_Lab_WPX7_50_6_165200,543,2021-07-27T16:51:41.000000Z,2021-07-27T17:04:37.000000Z
20210728_Lowland_H2_125_6_93700,543,2021-07-28T09:38:16.000000Z,2021-07-28T09:48:13.000000Z
20210728_Lowland_H2_200_6_95400,503,2021-07-28T09:53:31.000000Z,2021-07-28T10:03:53.000000Z
20210728_Lowland_H2_50_6_92000,398,2021-07-28T09:21:31.000000Z,2021-07-28T09:34:57.000000Z
20210728_Lowland_H3_125_3_151200,543,2021-07-28T15:11:31.000000Z,2021-07-28T15:19:38.000000Z
20210728_Lowland_H3_200_3_152200,543,2021-07-28T15:21:42.000000Z,2021-07-28T15:29:50.000000Z
20210728_Lowland_H3_50_3_150000,543,2021-07-28T14:45:49.000000Z,2021-07-28T15:08:12.000000Z
20210728_Lowland_H4_125_6_164600,543,2021-07-28T16:46:35.000000Z,2021-07-28T16:56:52.000000Z
20210728_Lowland_H4_200_6_165900,543,2021-07-28T16:59:16.000000Z,2021-07-28T17:08:58.000000Z
20210728_Lowland_H4_50_6_162900,543,2021-07-28T16:28:56.000000Z,2021-07-28T16:43:01.000000Z
20210728_Lowland_H5_125_6_154900,544,2021-07-28T15:48:59.000000Z,2021-07-28T16:01:10.000000Z
20210728_Lowland_H5_200_6_160600,544,2021-07-28T16:09:37.000000Z,2021-07-28T16:24:37.000000Z
20210728_Lowland_H5_50_6_153600,543,2021-07-28T15:36:23.000000Z,2021-07-28T15:45:15.000000Z
20210728_Lowland_RM3_125_6_183600,543,2021-07-28T18:36:14.000000Z,2021-07-28T18:45:46.000000Z
20210728_Lowland_RM3_200_6_185100,543,2021-07-28T18:51:24.000000Z,2021-07-28T19:13:52.000000Z
20210728_Lowland_RM3_50_6_182300,543,2021-07-28T18:22:49.000000Z,2021-07-28T18:33:45.000000Z
20210728_Lowland_RO1_125_6_180500,543,2021-07-28T18:05:19.000000Z,2021-07-28T18:10:57.000000Z
20210728_Lowland_RO1_200_6_181300,543,2021-07-28T18:12:57.000000Z,2021-07-28T18:20:59.000000Z
20210728_Lowland_RO1_50_6_175400,543,2021-07-28T17:47:25.000000Z,2021-07-28T18:03:00.000000Z
20210728_Lowland_WP2_125_6_115300,543,2021-07-28T11:55:50.000000Z,2021-07-28T12:06:37.000000Z
20210728_Lowland_WP2_200_6_120900,543,2021-07-28T12:09:16.000000Z,2021-07-28T12:19:32.000000Z
20210728_Lowland_WP2_50_6_113100,330,2021-07-28T11:31:58.000000Z,2021-07-28T11:49:57.000000Z
20210728_Lowland_WP3_125_6_141700,493,2021-07-28T14:16:33.000000Z,2021-07-28T14:26:55.000000Z
20210728_Lowland_WP3_200_6_143200,544,2021-07-28T14:31:29.000000Z,2021-07-28T14:41:15.000000Z
20210728_Lowland_WP3_50_6_140800,384,2021-07-28T14:05:12.000000Z,2021-07-28T14:13:14.000000Z
20210728_Lowland_WP4_125_6_124100,543,2021-07-28T12:41:35.000000Z,2021-07-28T12:52:12.000000Z
20210728_Lowland_WP4_200_6_125800,532,2021-07-28T12:59:44.000000Z,2021-07-28T13:19:08.000000Z
20210728_Lowland_WP4_50_5_122600,543,2021-07-28T12:26:20.000000Z,2021-07-28T12:35:37.000000Z
20210728_Lowland_WP5_125_6_172100,543,2021-07-28T17:21:24.000000Z,2021-07-28T17:29:51.000000Z
20210728_Lowland_WP5_200_6_173200,543,2021-07-28T17:32:10.000000Z,2021-07-28T17:40:42.000000Z
20210728_Lowland_WP5_50_6_171400,543,2021-07-28T17:15:16.000000Z,2021-07-28T17:19:04.000000Z
20210729_Lowland_H8_125_6_114100,543,2021-07-29T11:41:16.000000Z,2021-07-29T11:53:52.000000Z
20210729_Lowland_H8_200_6_115600,543,2021-07-29T11:56:21.000000Z,2021-07-29T12:08:57.000000Z
20210729_Lowland_H8_50_6_113500,544,2021-07-29T11:26:31.000000Z,2021-07-29T11:37:42.000000Z
20210729_Lowland_H9_125_6_122500,543,2021-07-29T12:25:42.000000Z,2021-07-29T12:35:19.000000Z
20210729_Lowland_H9_200_6_123700,506,2021-07-29T12:37:53.000000Z,2021-07-29T12:53:38.000000Z
20210729_Lowland_H9_50_6_121300,543,2021-07-29T12:13:36.000000Z,2021-07-29T12:23:08.000000Z
20210729_Lowland_ML1_75_2_102500,543,2021-07-29T10:25:11.000000Z,2021-07-29T10:36:57.000000Z
20210729_Lowland_ML2_75_1_153000,543,2021-07-29T15:25:41.000000Z,2021-07-29T15:41:45.000000Z
20210729_Lowland_ML3_75_1_154600,543,2021-07-29T15:46:24.000000Z,2021-07-29T16:04:23.000000Z
20210729_Lowland_RO7_125_6_150200,544,2021-07-29T15:02:03.000000Z,2021-07-29T15:07:36.000000Z
20210729_Lowland_RO7_200_6_151000,543,2021-07-29T15:10:11.000000Z,2021-07-29T15:20:07.000000Z
20210729_Lowland_RO7_50_6_145500,543,2021-07-29T14:54:31.000000Z,2021-07-29T15:00:09.000000Z
20210729_Lowland_RO8_125_6_142800,523,2021-07-29T14:28:44.000000Z,2021-07-29T14:37:51.000000Z
20210729_Lowland_RO8_200_6_144300,543,2021-07-29T14:43:14.000000Z,2021-07-29T14:52:26.000000Z
20210729_Lowland_RO8_50_6_141600,379,2021-07-29T14:16:38.000000Z,2021-07-29T14:26:05.000000Z
20210729_Lowland_RO9_125_6_90700,533,2021-07-29T09:07:01.000000Z,2021-07-29T09:12:39.000000Z
20210729_Lowland_RO9_200_6_91600,544,2021-07-29T09:15:33.000000Z,2021-07-29T09:21:21.000000Z
20210729_Lowland_RO9_50_6_85500,388,2021-07-29T08:56:34.000000Z,2021-07-29T09:05:07.000000Z
20210729_Lowland_WP6_125_6_95400,543,2021-07-29T09:49:32.000000Z,2021-07-29T10:03:23.000000Z
20210729_Lowland_WP6_200_6_100600,543,2021-07-29T10:07:51.000000Z,2021-07-29T10:21:52.000000Z
20210729_Lowland_WP6_50_6_92900,543,2021-07-29T09:29:09.000000Z,2021-07-29T09:40:40.000000Z
20210729_Lowland_WP7_125_6_164400,543,2021-07-29T16:43:30.000000Z,2021-07-29T16:52:08.000000Z
20210729_Lowland_WP7_200_6_170100,387,2021-07-29T17:01:05.000000Z,2021-07-29T17:09:47.000000Z
20210729_Lowland_WP7_50_6_163400,544,2021-07-29T16:32:34.000000Z,2021-07-29T16:51:58.000000Z
20210729_Lowland_WP8_125_6_105300,543,2021-07-29T10:52:57.000000Z,2021-07-29T11:02:39.000000Z
20210729_Lowland_WP8_200_6_110500,543,2021-07-29T11:06:13.000000Z,2021-07-29T11:18:29.000000Z
20210729_Lowland_WP8_50_6_104000,543,2021-07-29T10:39:51.000000Z,2021-07-29T10:49:23.000000Z
20210730_Lowland_BB3_125_6_113800,543,2021-07-30T11:39:09.000000Z,2021-07-30T11:47:56.000000Z
20210730_Lowland_BB3_200_6_115000,543,2021-07-30T11:50:51.000000Z,2021-07-30T11:57:43.000000Z
20210730_Lowland_BB3_50_6_112600,544,2021-07-30T11:25:59.000000Z,2021-07-30T11:36:50.000000Z
20210730_Lowland_PB1_125_6_142600,543,2021-07-30T14:26:50.000000Z,2021-07-30T14:31:04.000000Z
20210730_Lowland_PB1_200_6_143300,543,2021-07-30T14:32:53.000000Z,2021-07-30T14:41:40.000000Z
20210730_Lowland_PB1_50_6_140300,543,2021-07-30T14:03:47.000000Z,2021-07-30T14:23:41.000000Z
20210730_Lowland_PB2_125_6_150000,459,2021-07-30T15:00:14.000000Z,2021-07-30T15:05:08.000000Z
20210730_Lowland_PB2_200_6_150800,362,2021-07-30T15:08:37.000000Z,2021-07-30T15:17:29.000000Z
20210730_Lowland_PB2_50_6_144700,544,2021-07-30T14:47:08.000000Z,2021-07-30T14:56:30.000000Z
20210730_Lowland_PB3_125_6_124300,544,2021-07-30T12:42:59.000000Z,2021-07-30T12:54:25.000000Z
20210730_Lowland_PB3_200_6_125600,543,2021-07-30T12:56:54.000000Z,2021-07-30T13:07:41.000000Z
20210730_Lowland_PB3_50_6_123000,543,2021-07-30T12:22:15.000000Z,2021-07-30T12:39:30.000000Z
20210730_Lowland_RM14_125_3_133700,543,2021-07-30T13:37:11.000000Z,2021-07-30T13:42:14.000000Z
20210730_Lowland_RM14_200_3_134500,544,2021-07-30T13:44:34.000000Z,2021-07-30T13:55:05.000000Z
20210730_Lowland_RM14_50_3_131700,543,2021-07-30T13:16:23.000000Z,2021-07-30T13:21:21.000000Z
20210730_Lowland_RO10_125_6_105700,543,2021-07-30T10:57:33.000000Z,2021-07-30T11:06:55.000000Z
20210730_Lowland_RO10_200_6_110900,543,2021-07-30T11:09:49.000000Z,2021-07-30T11:20:35.000000Z
20210730_Lowland_RO10_50_6_104600,543,2021-07-30T10:46:21.000000Z,2021-07-30T10:54:44.000000Z
20210730_Lowland_RO11_125_6_1e+05,543,2021-07-30T09:55:33.000000Z,2021-07-30T10:07:29.000000Z
20210730_Lowland_RO11_200_6_102300,543,2021-07-30T10:22:54.000000Z,2021-07-30T10:38:34.000000Z
20210730_Lowland_RO11_50_6_95400,544,2021-07-30T09:54:58.000000Z,2021-07-30T10:07:59.000000Z
20210730_Lowland_RO13_125_6_92000,543,2021-07-30T09:20:19.000000Z,2021-07-30T09:29:36.000000Z
20210730_Lowland_RO13_200_6_93100,543,2021-07-30T09:31:56.000000Z,2021-07-30T09:51:29.000000Z
20210730_Lowland_RO13_50_6_90600,543,2021-07-30T09:05:34.000000Z,2021-07-30T09:18:25.000000Z
20210730_Lowland_WP9_125_6_84000,543,2021-07-30T08:40:07.000000Z,2021-07-30T08:50:04.000000Z
20210730_Lowland_WP9_200_6_85200,544,2021-07-30T08:52:48.000000Z,2021-07-30T09:01:45.000000Z
20210730_Lowland_WP9_50_6_82700,437,2021-07-30T08:27:31.000000Z,2021-07-30T08:36:34.000000Z
20210802_Lab_HX2_125_6_103700,543,2021-08-02T10:37:21.000000Z,2021-08-02T10:50:01.000000Z
20210802_Lab_HX2_200_6_110400,543,2021-08-02T10:55:35.000000Z,2021-08-02T11:08:16.000000Z
20210802_Lab_HX2_50_6_102400,543,2021-08-02T10:24:05.000000Z,2021-08-02T10:34:46.000000Z
20210802_Lab_HX3_125_6_95900,544,2021-08-02T09:58:53.000000Z,2021-08-02T10:08:45.000000Z
20210802_Lab_HX3_200_6_101200,543,2021-08-02T10:11:19.000000Z,2021-08-02T10:20:26.000000Z
20210802_Lab_HX3_50_6_94500,480,2021-08-02T09:45:03.000000Z,2021-08-02T09:55:54.000000Z
20210802_Lab_HX4_125_3_114600,544,2021-08-02T11:46:38.000000Z,2021-08-02T11:55:45.000000Z
20210802_Lab_HX4_200_3_115700,514,2021-08-02T11:58:24.000000Z,2021-08-02T12:17:48.000000Z
20210802_Lab_HX4_50_6_113200,543,2021-08-02T11:32:13.000000Z,2021-08-02T11:42:10.000000Z
20210802_Lab_HX5_125_6_112500,543,2021-08-02T11:24:55.000000Z,2021-08-02T11:30:13.000000Z
20210802_Lab_HX5_200_6_113200,543,2021-08-02T11:32:08.000000Z,2021-08-02T11:42:05.000000Z
