UniqueID	start.time	Area	Vtot	Tcham	Pcham	Date	Plot Tag	Plot Letter	Chamber_ID	File name	Notes
2020-09-23_5091_I_6	2020-09-23 11:42:00	3590.56051864223	6.12275141234114	23.92	101.325	2020-09-23	5091	I	6	4.0	NA
2020-09-23_5092_I_6	2020-09-23 12:12:00	4166.37030215898	6.99159383018701	23.92	101.325	2020-09-23	5092	I	6	6.0	NA
2020-09-23_5099_I_5	2020-09-23 12:27:00	4059.01343014872	6.84908648030862	23.92	101.325	2020-09-23	5099	I	5	7.0	NA
2020-09-23_4246_I_6	2020-09-23 12:47:00	4850.09275050839	7.88078277637947	24.01	101.325	2020-09-23	4246	I	6	9.0	NA
2020-09-23_5086_I_6	2020-09-23 13:02:00	4254.12116611519	7.08269791269253	24.01	101.325	2020-09-23	5086	I	6	10.0	NA
2020-09-23_4261_I_6	2020-09-23 13:53:00	4232.02316610925	7.04790302535315	23.82	101.325	2020-09-23	4261	I	6	11.0	NA
2020-09-23_1885_I_5	2020-09-23 14:10:00	4085.3756222677	6.88154678826359	23.82	101.325	2020-09-23	1885	I	5	12.0	NA
2020-09-23_6393_I_6	2020-09-23 14:30:00	4188.39064372457	7.01368283498882	23.82	101.325	2020-09-23	6393	I	6	14.0	NA
2020-09-23_6371_I_5	2020-09-23 14:45:00	4246.10343077858	7.05918811576562	22.01	101.325	2020-09-23	6371	I	5	15.0	check start
2020-09-23_970_U_5	2020-09-23 15:31:00	3313.3539347247	5.58533347640233	20.08	101.325	2020-09-23	970	U	5	19.0	NA
2020-09-23_853_U_6	2020-09-23 15:51:00	4837.58308304556	7.89194385418751	20.08	101.325	2020-09-23	853	U	6	21.0	NA
2020-09-23_7447_U_6	2020-09-23 16:35:00	4256.57328514494	6.99891390317099	17.96	101.325	2020-09-23	7447	U	6	24.0	NA
2020-09-23_8833_U_5	2020-09-23 16:54:00	4666.25459314021	7.62920839698857	17.96	101.325	2020-09-23	8833	U	5	25.0	NA
2020-09-24_7361_U_5	2020-09-24 11:06:00	4047.83880541663	6.83082877252336	23.4	101.325	2020-09-24	7361	U	5	3.0	NA
2020-09-24_8835_U_6	2020-09-24 11:15:00	4463.0698773568	7.35836621251408	23.4	101.325	2020-09-24	8835	U	6	4.0	NA
2020-09-24_7397_U_5	2020-09-24 11:31:00	4225.43086188993	7.05748910614513	23.61	101.325	2020-09-24	7397	U	5	5.0	NA
2020-09-24_6326_U_6	2020-09-24 11:41:00	4190.8357560448	7.03217404662826	23.61	101.325	2020-09-24	6326	U	6	6.0	NA
2020-09-24_4774_U_6	2020-09-24 12:18:00	4215.56376326618	7.17158390687384	23.61	101.325	2020-09-24	4774	U	6	10.0	NA
2020-09-24_4783_U_5	2020-09-24 12:32:00	4470.36624722967	7.3485164865918	23.12	101.325	2020-09-24	4783	U	5	11.0	NA
2020-09-24_4156_U_6	2020-09-24 12:46:00	4178.05570649419	7.01095773833349	23.12	101.325	2020-09-24	4156	U	6	12.0	dead
2020-09-24_3564_U_5	2020-09-24 13:05:00	4676.96723518851	7.65347706433607	23.12	101.325	2020-09-24	3564	U	5	13.0	redo
2020-10-27_4103_WD_5.0	2020-10-27 10:52:00	4034.2831198022	6.81252970324067	11.65	101.325	2020-10-27	4103	WD	5.0	0.0	NA
2020-10-27_4181_WD_6.0	2020-10-27 11:01:00	3152.89765131061	5.42371128151215	11.65	101.325	2020-10-27	4181	WD	6.0	1.0	NA
2020-10-27_4295_WD_5.0	2020-10-27 11:14:00	4059.01343014872	6.84908648030862	11.65	101.325	2020-10-27	4295	WD	5.0	2.0	NA
2020-10-27_1926_WS_5.0	2020-10-27 11:58:00	4207.57064776829	7.01270387390806	12.15	101.325	2020-10-27	1926	WS	5.0	6.0	NA
2020-10-27_4190_WS_6.0	2020-10-27 12:09:00	3019.1975158446	5.20900059299199	12.15	101.325	2020-10-27	4190	WS	6.0	7.0	NA
2020-10-27_4797_WD_5.0	2020-10-27 12:20:00	3901.49139160813	6.61772902457174	12.15	101.325	2020-10-27	4797	WD	5.0	8.0	NA
2020-10-27_1637_WS_6.0	2020-10-27 12:32:00	4188.24405285124	7.02390266889982	11.26	101.325	2020-10-27	1637	WS	6.0	9.0	NA
2020-10-27_1640_WD_5.0	2020-10-27 12:43:00	4224.73024125615	7.05767086708563	11.26	101.325	2020-10-27	1640	WD	5.0	10.0	NA
2020-10-27_1830_WD_6.0	2020-10-27 12:52:00	4148.44755794463	6.97118856352775	11.26	101.325	2020-10-27	1830	WD	6.0	11.0	NA
2020-10-27_1641_WD_5.0	2020-10-27 13:05:00	4219.11608041385	7.03830052239338	11.26	101.325	2020-10-27	1641	WD	5.0	12.0	Check flux
2020-10-27_1885_I_6.0	2020-10-27 13:48:00	4085.3756222677	6.88154678826359	10.55	101.325	2020-10-27	1885	I	6.0	13.0	NA
2020-10-27_4261_I_5.0	2020-10-27 13:59:00	4232.02316610925	7.04790302535315	10.55	101.325	2020-10-27	4261	I	5.0	14.0	NA
2020-10-27_4246_I_6.0	2020-10-27 14:11:00	4850.09275050839	7.88078277637947	10.55	101.325	2020-10-27	4246	I	6.0	15.0	NA
2020-10-27_5099_I_5.0	2020-10-27 14:21:00	4059.01343014872	6.84908648030862	10.55	101.325	2020-10-27	5099	I	5.0	16.0	NA
2020-10-27_5086_I_6.0	2020-10-27 14:32:00	4254.12116611519	7.08269791269253	9.53	101.325	2020-10-27	5086	I	6.0	17.0	NA
