UniqueID,start.time,Area,Vtot,Tcham,Pcham,obs.length,plot,tree_id,species,chamber_id,measurement_height,temp_source,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_HM.diagnose,CH4_LM.diagnose,CH4_best.flux,CH4_model,CH4_quality.check,CH4_HM.score,CH4_LM.score,CH4_RMSE.lim,CH4_MAE.lim,CH4_SE.lim,CH4_g.limit,CH4_g.reverse,CH4_k.ratio.lim,CH4_p.val.lim,CH4_MDF.lim,CH4_warn.nb.obs
20210722_Ridge_BB11_125_6_95300,2021-07-22T09:53:00.000000Z,462.19,2.388644,19.3,101.325,-59120,Ridge,BB11,BELE,6,125,field_air,1.493412949049199,560.8534456078276,1391.7964044219643,0.7053845151223573,12.553420185946294,14.706069153881604,1961.129197374097,0.005932199894591699,0.39722435099873166,0.9962743190272898,7.969006279131065e-289,1.8768058585245346,527.1077244879433,2757.965773729837,0.8864726875021324,1.5402221240464908,1.955839724872409,1002.8965585560514,0.003736319382002832,0.19907862952538777,0.9999341009761236,3.97368486893812e-4,522.151,1364.75,6.2850426668893e-4,0.35,2.1171615155035672,238,2.0153843289210207,1,1.2567226363742379,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.8768058585245346,HM,,0,4,0.35,0.35,0.022687130324325754,2,0.5,1,0.05,6.3e-4,60,0.009022787048147962,1824.372495255949,1829.3928222668478,0.0042617377002537715,0.8157714968676751,0.9858326783228811,674.7254350667736,3.9766959132573156e-4,4.407391964408138,0.68433586501377075,3.0762705812841712e-61,0.009062219268032665,1824.3686862646741,2313.0291088541403,0.004280362741185202,0.8159928478607923,0.986037783456691,676.8935675604865,0.0015933308292211447,17.582126210978824,0.6842055778206214,8.759380836498036e-6,1825.8799999999999,1830.0700000000002,0.0016161538286286773,0.9,2.1171615155035672,238,0.004735264111393079,1,1.0043702926461948,Noise (HM.RMSE),Noise (LM.RMSE),0.009062219268032665,HM,AICc | Intercept,1,3,0.9,0.9,0.0583383351196948,2,0.5,1,0.05,0.0016,60
20210722_Ridge_BB11_200_6_101700,2021-07-22T10:17:00.000000Z,462.19,2.388644,19.3,101.325,-64080,Ridge,BB11,BELE,6,200,field_air,1.4294385047514797,415.358522320138,794.5565540312837,0.6747295937920743,2.930913168064504,3.5640877195706433,619.503219200246,0.004360639716260513,0.3050596231853044,0.9989495010392679,7.220303424894834e-169,1.5871536395092143,408.59045462516025,2398.5429764580963,0.7491749570981716,1.5278592343927666,1.8873069144911176,476.69936323633044,0.009960279468213977,0.6275560991873436,0.9997054331162195,3.764788098603026e-4,406.535,789.112,0.0013170290887516568,0.35,2.1185353627633794,114,1.9277988394059264,1,1.110333626968552,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.5871536395092143,HM,,0,4,0.35,0.35,0.03278050340535928,2,0.5,1,0.05,0.0013,60,-0.013139520235910591,1827.5427314172755,1824.0571108784945,-0.006202171777190274,0.8347998649215924,1.0421571170538368,339.1509066562612,0.001275072914242397,-9.704105563592766,0.48210577589668857,6.458347390034577e-18,-0.020925060939571805,1827.8544445175748,1822.157173570193,-0.009877135547210094,0.8248520829035777,1.032056585061992,339.0791551454563,0.007122693729472152,-34.03905847653845,0.4920959352899087,0.001733660841906957,1827.51,1825.08,0.003386646228218546,0.9,2.1185353627633794,114,0.00689130197465586,1,1.5925285371061846,Noise (HM.RMSE) | Intercept (HM),Noise (LM.RMSE),-0.020925060939571805,HM,Intercept (HM),0,4,0.9,0.9,0.08429272304235245,2,0.5,1,0.05,0.0034,60
20210722_Ridge_BB12_50_6_105000,2021-07-22T10:50:00.000000Z,462.19,2.388644,19.3,101.325,-65400,Ridge,BB12,BELE,6,50,field_air,1.3553274220853677,477.78933463182227,1028.4266106533303,0.6402759023505907,5.882275816545019,7.244512939548442,1189.0568185720872,0.004681377593523066,0.34540565749935825,0.9979402498884734,3.593487979317613e-233,1.3554146769361468,477.7831204880078,4358407.091459545,0.6403171227799915,5.880136665699086,7.241976234762936,1191.0304530998974,0.004923412358398769,0.36324030144987945,0.997941692101646,1.469315074833181e-7,462.906,1011.04,8.604823397477955e-4,0.35,2.116786555779577,174,1.8293597210016879,1,1.0000643791672457,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.3554146769361468,HM,AICc,1,3,0.35,0.35,0.026533431525261615,2,0.5,1,0.05,8.6e-4,60,0.0038712133572250938,1818.7299807743107,1820.3027626299604,0.0018288161112207134,0.7700077009739349,0.9341482770462961,476.2259917527008,6.036431779035918e-4,15.593126035716265,0.1882798547958825,1.3284393288299407e-9,0.008639499126006419,1818.4583375821885,1820.466893684862,0.004081421956511169,0.768471657376071,0.9273336565100162,475.7735333060521,0.0043604623587180005,50.471240231881474,0.20007966966018842,0.0020320179013563486,1817.8799999999999,1819.27,0.0022126688736371883,0.9,2.116786555779577,174,0.0020320179013563486,1,2.2317290029705976,Exaggerated curvature (g-fact),,0.0038712133572250938,LM,g-fact. > 2 | Intercept,0,4,0.9,0.9,0.0682288239221013,2,0.5,1,0.05,0.0022,60
20210722_Ridge_BB12_125_6_110800,2021-07-22T11:08:00.000000Z,462.19,2.388644,20.5,101.325,-70120,Ridge,BB12,BELE,6,125,field_air,1.1150462260102314,445.2467611548159,790.2815978286515,0.5291945347758213,4.053697086451161,5.531708616223691,832.3584121272254,0.005394471214883632,0.48378902049520356,0.9969432219727692,1.4812224200158416e-165,1.1277138780152491,444.60394910064775,15586.796669549924,0.5352065296627811,4.086790578738052,5.612046703107661,838.2924212282836,0.022022464277474313,1.9528414704121007,0.9968538567002109,3.534537827800816e-5,468.754,781.158,0.0011293599560655192,0.35,2.1070630037450973,132,1.511984385073775,1,1.0113606518810832,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.1150462260102314,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.03046358979224712,2,0.5,1,0.05,0.0011,60,-0.0016721717729535194,1821.518362277996,1821.0009330440205,-7.936031195941453e-4,0.8817678443279792,1.0825002606059455,401.7154560787271,0.0010556442685387105,-63.130133256235375,0.011389023179362301,0.11561669172135168,-0.002268627053581008,1821.5518622627533,1820.3308367788602,-0.001076677370134992,0.880818977861619,1.0818832814221955,403.6924050218277,0.005184572578365897,-228.5334899000739,0.012515634584935542,8.817812439934946e-4,1821.63,1822.4199999999998,0.0029040684584541927,0.9,2.1070630037450973,132,8.817812439934946e-4,1,1.3566949821034135,Noise (HM.RMSE) | MDF (HM),Noise (LM.RMSE) | No detect. flux (p-val.) | MDF (LM) | Intercept (LM),-0.002268627053581008,HM,AICc | p-value | MDF | Intercept (LM),1,3,0.9,0.9,0.07833494518006404,2,0.5,1,0.05,0.0029,60
20210722_Ridge_BB12_200_6_112200,2021-07-22T11:22:00.000000Z,462.19,2.388644,20.4,101.325,-70680,Ridge,BB12,BELE,6,200,field_air,1.2164117905456877,462.987019878921,566.2523565471752,0.5769013221690177,0.8697789617057028,1.1600521272619595,122.71512984827106,0.007787339742106378,0.6401894327753057,0.9985266809069772,2.281340420371336e-51,1.2525456219981548,462.4929142757098,2273.275161095209,0.5940383273361652,0.8736643110110918,1.1344816250988687,123.58846277586791,0.030898219324054482,2.4668338447236215,0.9985909164670088,3.280561913943812e-4,463.777,562.173,0.00409991285752388,0.35,2.1085266124408526,37,1.6482894919114792,1,1.0297052624228982,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.2525456219981548,HM,AICc | nb.obs,1,3,0.35,0.35,0.05753964555687505,2,0.5,1,0.05,0.0041,60,4.922439090822501e-4,1819.5018748228154,1819.5436630834927,2.3345397026429908e-4,0.8585847062332579,1.020837566878035,113.25485832557456,0.006852803221479037,1392.1560216469813,-0.02841981896087531,0.9431452754134011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1820.6,1820.4199999999998,0.010542633062204263,0.9,2.1085266124408526,37,2.593933002936656e-4,1,NA,HM.flux is NA,NA,4.922439090822501e-4,LM,HM.flux is NA,NA,NA,0.9,0.9,0.14795908857482157,2,0.5,1,0.05,0.011,60
20210722_Ridge_BB13_50_6_113800,2021-07-22T11:38:00.000000Z,462.19,2.388644,20.8,101.325,-71320,Ridge,BB13,BELE,6,50,field_air,1.3342482927032868,507.7677123431152,930.0439528790475,0.6340484092131116,6.701792508936892,7.7303409226857225,941.4879107482518,0.007278940969651247,0.5455462082625991,0.9960276076061986,9.134304271481878e-162,1.6726054874535328,490.8393354856982,1635.6139475110774,0.794839202239004,1.7178133387475318,2.1160991068941173,593.8061707204987,0.009411952770920436,0.5627120586128003,0.9997023356293065,6.943193829506264e-4,491.384,915.847,0.0011042221356471228,0.35,2.10433189850466,135,1.8115668834660335,1,1.2535938749936182,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.6726054874535328,HM,,0,4,0.35,0.35,0.030123203803835465,2,0.5,1,0.05,0.0011,60,0.024781055027650035,1816.2631988885762,1824.1061549641568,0.011776210323694409,0.7887009654081137,0.9641763101333772,379.44671124544834,9.078748940038573e-4,3.663584512406251,0.8473897550531104,2.324195298267058e-56,0.03251057416599537,1815.880130937852,1834.315317460138,0.015449356724144804,0.7772284802205612,0.9494747526646758,377.42258468339844,0.00436911388531241,13.43905482260695,0.8520082117181366,8.380363662428045e-4,1817.43,1823.6000000000001,0.0028394283488068876,0.9,2.10433189850466,135,0.013084678137438233,1,1.3119124318847986,,Noise (LM.RMSE),0.03251057416599537,HM,Intercept,0,4,0.9,0.9,0.07745966692414834,2,0.5,1,0.05,0.0028,60
20210722_Ridge_BB13_125_6_115100,2021-07-22T11:51:00.000000Z,462.19,2.388644,20.8,101.325,-71840,Ridge,BB13,BELE,6,125,field_air,0.7390732537631753,458.42829925606253,642.135224672515,0.35125607154197425,6.891881549348414,8.469587166565022,759.9843977209298,0.011479025343724558,1.5531647621228672,0.975290551194218,1.2895149918733822e-85,1.0719706984334343,445.7628543866507,790.3466156645285,0.5094707654790736,5.373238479612421,6.3590237269901495,701.3844797103991,0.0453070636250508,4.226520714723081,0.9860710151972631,0.001478510663386219,453.425,629.562,0.0014054014699367433,0.35,2.104086772133867,106,1.0035887758342121,1,1.4504255065045701,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.0719706984334343,HM,SE,1,3,0.35,0.35,0.03399500518250424,2,0.5,1,0.05,0.0014,60,0.013870881352017425,1816.9276071942922,1820.3754074671622,0.0065923523381833824,0.7337750949538021,0.9093814161394947,286.9122404601382,0.0012325054477491189,8.88555973099618,0.5447793679131191,1.0731884272344882e-19,0.01704255161996727,1816.8023001191189,1826.8871558948556,0.008099738017307864,0.7332851474629204,0.9072941730594865,288.58583707925806,0.0057101219736819826,33.505088328392866,0.5468666454457515,8.031585376555515e-4,1817.21,1820.7,0.0036138894941230544,0.9,2.104086772133867,106,0.007324835931314869,1,1.2286567224863867,Intercept (HM),,0.01704255161996727,HM,AICc | Intercept (HM),1,3,0.9,0.9,0.08741572761215377,2,0.5,1,0.05,0.0036,60
20210722_Ridge_BB13_200_6_120500,2021-07-22T12:05:00.000000Z,462.19,2.388644,21.8,101.325,-76400,Ridge,BB13,BELE,6,200,field_air,0.6550402314842328,475.67941518948663,614.0569283295781,0.3123645894810192,5.067176061151966,6.31146852944255,593.3143141395324,0.010921427219709005,1.6672910601174107,0.9758500163961964,3.681402789847466e-73,0.656739242628598,475.6156714800886,19847.25850995002,0.3131747853943767,5.097953753175212,6.344299615126402,596.439732250958,0.04385917531793718,6.678324130958109,0.9756003896993988,1.616666113482365e-5,485.059,621.001,0.001653070034905626,0.35,2.0970374157088516,90,0.8924702556600549,1,1.0025937508304115,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.6550402314842328,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.03689323936863109,2,0.5,1,0.05,0.0017,60,0.026709783940378286,1820.5496731023932,1826.1921257343545,0.012736913390431665,0.6899853518913132,0.8702353737943425,236.66952506436297,0.0015058638500017524,5.637873572332705,0.7789410642573684,8.377496058609182e-31,0.026761748505165044,1820.5476588270706,2740.4786774679437,0.012761693379762086,0.6904763957290697,0.8706924339959032,238.95555731710806,0.00601409138989767,22.47271469850688,0.7787111509209508,1.3872445999936495e-5,1822.17,1825.46,0.004250751518328754,0.9,2.0970374157088516,90,0.014152125989368516,1,1.0019455254637308,,,0.026761748505165044,HM,AICc | Intercept,1,3,0.9,0.9,0.09486832980505139,2,0.5,1,0.05,0.0043,60
20210722_Ridge_BB16prime_50_6_143200,2021-07-22T14:32:00.000000Z,462.19,2.388644,21.4,101.325,-90280,Ridge,BB16prime,BELE,6,50,field_air,1.3032662018128156,462.9992725546392,836.4188560400729,0.6202983114375975,5.181909937350775,6.277624167986427,800.6503403073681,0.006874357185204876,0.5274714540776697,0.996644665136301,1.5490351717729751e-150,1.6151583087117667,448.88528352992483,1502.5817527420108,0.7687454567644898,0.9724681753814519,1.152409805197765,389.17555922117873,0.005903862265976523,0.36552839645083346,0.9998869269424545,7.295701174165729e-4,445.49,824.462,0.0012195041032608436,0.35,2.101031355046539,122,1.7722808898217073,1,1.2393157333974563,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.6151583087117667,HM,,0,4,0.35,0.35,0.03168751111488148,2,0.5,1,0.05,0.0012,60,-0.002394542132384897,1808.257249144445,1807.5711506908292,-0.0011396984279331977,0.6800072136751042,0.8846289831540496,322.51317614479603,9.687192867641901e-4,-40.455303486323416,0.040521006714585694,0.014843388149545084,-0.003617783420982111,1808.3221257150212,1806.9623646839464,-0.001721908343867612,0.6760054038599279,0.8821908422114998,323.9782456779061,0.005063290831784457,-139.95560934960386,0.04580259098835482,0.0012663315865924418,1809.31,1807.4699999999998,0.0031358676940993124,0.9,2.101031355046539,122,0.0012663315865924418,1,1.5108455900831865,,MDF (LM),-0.003617783420982111,HM,AICc | Intercept,1,3,0.9,0.9,0.08148217143826668,2,0.5,1,0.05,0.0031,60
20210722_Ridge_BB16prime_125_6_144500,2021-07-22T14:45:00.000000Z,462.19,2.388644,22.3,101.325,-90800,Ridge,BB16prime,BELE,6,125,field_air,1.223551878397357,442.75512361400223,787.8764853238449,0.5839616949405122,2.8045365816671466,3.2738131822532894,631.3814444354642,0.0036650058081337004,0.29953824376733656,0.9989334241210742,1.997957815357132e-177,1.356183818177609,436.70220906954717,2276.7446964527185,0.647262625391269,1.371377152286154,1.7854963290958648,488.02021775941137,0.008595367688408607,0.6337907570640943,0.999682749807122,0.00035176504337776344,440.741,782.441,0.0012387519903407703,0.35,2.0952605093763887,120,1.6684619855443206,1,1.1083991141871132,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.356183818177609,HM,,0,4,0.35,0.35,0.031950482521134686,2,0.5,1,0.05,0.0012,60,1.7369375055023594e-4,1816.6668271837038,1816.7158201400048,8.289840321666365e-5,0.6799666001188314,0.831166378393963,302.37007504249425,9.304836393390887e-4,535.7035796575611,-0.00817685777058963,0.8522395909451037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817.57,1817.7700000000002,0.003185362260876267,0.9,2.0952605093763887,120,9.210933690740404e-5,1,NA,HM.flux is NA,NA,1.7369375055023594e-4,LM,HM.flux is NA,NA,NA,0.9,0.9,0.08215838362577492,2,0.5,1,0.05,0.0032,60
20210722_Ridge_BB16prime_200_6_150100,2021-07-22T15:01:00.000000Z,462.19,2.388644,22.3,101.325,-95440,Ridge,BB16prime,BELE,6,200,field_air,1.4647345789313524,491.37223702546123,1361.3908621790226,0.6993718851716731,8.975015796999736,10.497172502268471,1898.6594892321452,0.0038662157032773505,0.2639533304455802,0.9982612320107758,0,1.69916116230797,468.9418410481288,3816.1652102496164,0.8113043566984094,3.109954830525025,3.6615014700010566,1372.0021423937508,0.006019867265676514,0.35428465522950925,0.9997884488484731,2.423813015179665e-4,474.531,1343.43,5.887751308339711e-4,0.35,2.0943572511094115,251,1.9982053862047806,1,1.1600471421570806,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.69916116230797,HM,,0,4,0.35,0.35,0.02209180410842311,2,0.5,1,0.05,5.9e-4,60,0.011951505865676589,1818.1956052635035,1825.2945246522688,0.005706526839843442,0.8611277110045906,1.0764202096949935,755.372048970131,3.964565426688511e-4,3.3172099576793137,0.7840676446561158,4.585215121806404e-85,0.034372357556786984,1816.4731010403332,1824.9591042290192,0.016411888439080508,0.7101036088184407,0.8929597035345777,663.6364056743244,0.0029302254779340277,8.524947621334867,0.851400359783958,0.0019339950827453936,1815.9099999999999,1825.89,0.0015139931935730685,0.9,2.0943572511094115,251,0.006340585377603825,1,2.8759854986559157,Exaggerated curvature (g-fact),Noise (LM.RMSE) | Intercept (LM),0.011951505865676589,LM,g-fact. > 2 | Intercept (LM),0,4,0.9,0.9,0.056807496278802286,2,0.5,1,0.05,0.0015,60
20210722_Ridge_WP101_50_6_154000,2021-07-22T15:40:00.000000Z,462.19,2.388644,22.3,101.325,-97000,Ridge,WP101,PIST,6,50,field_air,0.8925605100315656,500.27277579655686,763.030198840823,0.4265542581887438,6.099592184747444,6.572386242722692,831.6522227596199,0.006910035139138774,0.7741811408275725,0.992622368836949,3.298349212121184e-133,1.1933179280711925,486.4953406587031,1073.3814463374636,0.5702860902660088,2.2761241157115997,2.7935060341947433,619.8923291341929,0.014544527860820555,1.2188309182892658,0.9986671845724446,9.717150989738409e-4,489.794,758.157,0.0011869878315275918,0.35,2.092489977292926,125,1.2187264519678396,1,1.3369602560939993,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.1933179280711925,HM,,0,4,0.35,0.35,0.03130495168499705,2,0.5,1,0.05,0.0012,60,0.010903183056515617,1817.118053436454,1820.3277991631708,0.005210626179735,1.1854133872251824,1.47338554631825,457.8236917763823,0.0015490790593494699,14.207585540112142,0.28132770766008675,1.200080840862173e-10,0.017547655141688084,1816.8246895720902,1821.9932632272548,0.00838601634039349,1.1812988086499463,1.467726860087099,458.9966792018916,0.008776083295380576,50.012854848800714,0.2868373743598339,0.0016225010805473998,1815.46,1818.99,0.0030522544239280935,0.9,2.092489977292926,125,0.005789584644149999,1,1.6094066338913577,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.017547655141688084,HM,AICc | Intercept,1,3,0.9,0.9,0.08049844718999243,2,0.5,1,0.05,0.0031,60
20210722_Ridge_WP101_125_6_155400,2021-07-22T15:54:00.000000Z,462.19,2.388644,22.4,101.325,-97560,Ridge,WP101,PIST,6,125,field_air,0.9630288615215842,509.2697969292303,768.0896730857023,0.460533587467032,1.1050921407826377,1.4404782279936554,412.9505041486856,0.0017391110574569177,0.1805876362530947,0.9996316200165083,2.3595726140520312e-194,1.0231043312024477,506.6302815637725,2766.612949231669,0.4892624996277553,0.5915236021261058,0.808114750990168,283.309281713432,0.004070939984143564,0.3979007673009277,0.9998840612281545,2.1648949198917137e-4,504.183,765.624,0.0012999829098751785,0.35,2.091115366456359,114,1.315810249905806,1,1.0623817956877681,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.0231043312024477,HM,,0,4,0.35,0.35,0.03278050340535928,2,0.5,1,0.05,0.0013,60,0.012129341211540284,1817.7980756615316,1821.0579100399846,0.005800417043510555,0.9952476888368421,1.2801002403982056,386.0381197790531,0.0015454842978297318,12.741700236442382,0.349059391210644,2.7341064990900488e-12,0.02955292208001592,1817.1731800230193,1821.163446914589,0.014132611980226048,1.0090769875674264,1.2615606815637914,384.8606647155224,0.011913386349210322,40.312041959689374,0.36777786409646773,0.0035417711056080427,1817.99,1819.76,0.0033428131968218882,0.9,2.091115366456359,114,0.006444907826122838,1,2.4364820450345834,Noise (HM.RMSE) | Noise (HM.MAE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE),0.012129341211540284,LM,g-fact. > 2 | Intercept,0,4,0.9,0.9,0.08429272304235245,2,0.5,1,0.05,0.0033,60
20210722_Ridge_WP101_200_6_160800,2021-07-22T16:08:00.000000Z,462.19,2.388644,22,101.325,-102120,Ridge,WP101,PIST,6,200,field_air,0.5528790784202718,680.5190698466422,991.767935760055,0.2639939490359736,12.646208608175753,18.32169822733588,2065.7662671114617,0.007310259138041993,1.3222166335050012,0.9602080847928289,1.9179224262871195e-167,0.9537063364974947,647.3568997108242,1110.0651253392991,0.4553847519641887,10.487267111100454,13.04795987702023,1906.2551478007688,0.031327291704813486,3.284794334057125,0.9798187242627199,9.841725881264828e-4,616.554,960.137,6.211868027937598e-4,0.35,2.094286935133247,238,0.7542684258170674,1,1.724981779420008,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),0.9537063364974947,HM,SE | Intercept (LM),1,3,0.35,0.35,0.022687130324325754,2,0.5,1,0.05,6.2e-4,60,0.010059639351173037,1820.2547322772452,1825.9179079367345,0.004803372060635522,1.174045794785189,1.4926896407238341,872.1932053490018,5.955751454350142e-4,5.920442320485029,0.5453615910284305,1.707405225462444e-42,0.04879265342180685,1817.801043262158,1824.8805974486204,0.023297979184835272,1.010911656318076,1.2679882076132027,796.6038362726945,0.0067568320267172265,13.84805201780111,0.6719368015373759,0.0032908822464253014,1818.76,1826.22,0.0015973374928982395,0.9,2.094286935133247,238,0.005337080067372802,1,4.850338239622599,Noise (HM.RMSE) | Noise (HM.MAE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE),0.010059639351173037,LM,g-fact. > 2 | Intercept,0,4,0.9,0.9,0.0583383351196948,2,0.5,1,0.05,0.0016,60
20210722_Ridge_WP102_50_6_163300,2021-07-22T16:33:00.000000Z,462.19,2.388644,21.8,101.325,-103120,Ridge,WP102,PIST,6,50,field_air,0.2569841094103316,476.53596719830546,547.2911325528739,0.12262593648972006,7.226689279308539,8.311589084170585,833.7742971220468,0.009671104572706101,3.7633083986777005,0.8587244680599632,6.538091443662713e-51,0.2575632117333334,476.5073251057165,11291.801371339734,0.12290226861330705,7.227048787011565,8.318416827387491,836.1111962913333,0.03867618650075101,15.016192040963592,0.8584943990996414,1.1363747308941889e-5,467.16,565.652,0.001269007352730012,0.35,2.095674999651277,117,0.35035981854205733,1,1.0022534557655358,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.2569841094103316,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.03235751144647169,2,0.5,1,0.05,0.0013,60,0.008156243739126923,1813.1880754314352,1815.433725466989,0.003891941136141879,1.053875881156409,1.299194213697273,399.4921575317876,0.0015117016702438184,18.534287578875578,0.19506157610690145,3.7111125998701754e-7,0.02382699554989241,1812.6523490166242,1815.2815367506826,0.011369604329801735,1.0572646129904943,1.289719629367102,399.9241752701238,0.013649326735685538,57.28513570712096,0.2067590549149022,0.004324379040157643,1811.46,1815.1999999999998,0.0032631617641628884,0.9,2.095674999651277,117,0.004324379040157643,1,2.921319704509339,Noise (HM.RMSE) | Noise (HM.MAE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE),0.008156243739126923,LM,AICc | g-fact. > 2 | Intercept,1,3,0.9,0.9,0.08320502943378437,2,0.5,1,0.05,0.0033,60
20210722_Ridge_WP102_125_6_164400,2021-07-22T16:44:00.000000Z,462.19,2.388644,21.7,101.325,-103560,Ridge,WP102,PIST,6,125,field_air,0.4339710624617123,409.88702981177556,513.7544357281308,0.20690718310030942,3.150603183325017,4.070916735753095,582.0974748563143,0.0058326404072319695,1.3440159752003193,0.9820792882086764,2.2717421705267853e-89,0.6029430702210701,403.67249747186486,615.3087495596632,0.2874690573183096,2.570316310887817,3.17051240712102,533.2700482678504,0.023165397437285587,3.8420538490958953,0.9891299953428198,0.0013583167084203118,397.293,510.655,0.0014594366980491148,0.35,2.0974190260534424,102,0.5911633802865985,1,1.389362384673438,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),0.6029430702210701,HM,Intercept (LM),0,4,0.35,0.35,0.0346551640041836,2,0.5,1,0.05,0.0015,60,0.009217188076655265,1816.192214472013,1818.3982726592446,0.004394538221577289,0.9325728799751731,1.1089707323150944,316.80855139289025,0.001588887202464996,17.238307271707225,0.24430605299419883,7.757265083349956e-8,0.009221126283751694,1816.192000036807,2483.3835575208705,0.004396415865980963,0.9327711041172975,1.1090353134613806,318.9879042051794,0.006339822681935853,68.7532356335591,0.24421889022164167,6.5894356975372495e-6,1817.3,1817.84,0.003752837223554867,0.9,2.0974190260534424,102,0.004882820246196988,1,1.0004272677375872,Noise (HM.RMSE),Noise (LM.RMSE),0.009221126283751694,HM,AICc | Intercept,1,3,0.9,0.9,0.0891132788679007,2,0.5,1,0.05,0.0038,60
