UniqueID,start.time,Area,Vtot,Tcham,Pcham,obs.length,plot,tree_id,species,chamber_id,measurement_height,temp_source,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_HM.diagnose,CH4_LM.diagnose,CH4_best.flux,CH4_model,CH4_quality.check,CH4_HM.score,CH4_LM.score,CH4_RMSE.lim,CH4_MAE.lim,CH4_SE.lim,CH4_g.limit,CH4_g.reverse,CH4_k.ratio.lim,CH4_p.val.lim,CH4_MDF.lim,CH4_warn.nb.obs
20210802_Lab_HX5_125_6_112500,2021-08-02T11:25:00.000000Z,462.19,2.388644,20.3,101.325,-65100,Lab,HX5,TSCA,6,125,field_air,1.0424779201158378,431.17112023722274,587.6936126270448,0.4922090955654782,1.8236002675867562,2.153711990756878,290.59052383937615,0.0061592564543403484,0.5908284804397532,0.9977708004196812,1.7875530325195033e-85,1.2198300417258927,426.92686058625486,1001.515306481776,0.5759464349276432,0.7758341006609717,0.9370681372862415,184.67876947506727,0.011983929293434422,0.9824261481934647,0.9995779965099639,0.0010023634116589407,429.298,583,0.0023237777646859343,0.35,2.1179574483851806,65,1.4063117016156523,1,1.1701255424099035,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.2198300417258927,HM,,0,4,0.35,0.35,0.04341215710622296,2,0.5,1,0.05,0.0023,60,0.03330369286764983,1854.7157451283656,1859.7161167552779,0.015724439078340292,0.7029613285780845,0.8505008197926296,169.80456451682872,0.0024322902441048103,7.303364986492117,0.7444900765528855,1.5105695484959003e-20,0.044054382244383156,1854.4653314788015,1865.9590540723593,0.02080040950679725,0.6895327772039274,0.843427284428427,170.99206958576963,0.011813493464119746,26.815705639876363,0.7487225067226719,0.0018097191173254749,1855.38,1859.1899999999998,0.005975428537763833,0.9,2.1179574483851806,65,0.017471598975933658,1,1.3228077264421392,,,0.044054382244383156,HM,AICc | Intercept,1,3,0.9,0.9,0.11163126113028762,2,0.5,1,0.05,0.006,60
20210802_Lab_HX5_200_6_113200,2021-08-02T11:32:00.000000Z,462.19,2.388644,20.3,101.325,-71200,Lab,HX5,TSCA,6,200,field_air,1.1056472062473544,406.36587262573744,718.1249541314767,0.5222095167600324,2.392668556485968,2.805164832963329,599.2021301378159,0.0031340445578970904,0.2834579186008403,0.999036740053958,1.5134104625993704e-181,1.2153287926728664,401.35665366867477,2194.259716126743,0.5740133542961863,1.3413271191528535,1.641504026334331,471.6662770341183,0.007842889716897209,0.6453306927459836,0.999670154445549,3.2015861109033666e-4,405.19,712.27,0.0012391921428257864,0.35,2.117248289742344,121,1.4920271907429499,1,1.0992012513627916,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.2153287926728664,HM,,0,4,0.35,0.35,0.031818181818181815,2,0.5,1,0.05,0.0012,60,0.03572793299556595,1854.8892264015446,1864.963423226589,0.016874701549488003,0.8034624062440779,0.964042182584387,340.7261581950233,0.0010770672441092045,3.014636318991292,0.9015867432324189,5.696593134441142e-62,0.0636259042330389,1853.7446515391282,1868.305712094065,0.03005122476248725,0.6883473087481686,0.8455099444652,311.11663814574524,0.005802903523169029,9.120347432572542,0.9242994614256903,0.0020638074163010457,1852.12,1863.8799999999999,0.0031864940815520223,0.9,2.117248289742344,121,0.018749668388320005,1,1.7808448152020229,,Noise (LM.RMSE),0.0636259042330389,HM,Intercept,0,4,0.9,0.9,0.08181818181818182,2,0.5,1,0.05,0.0032,60
20210802_Lab_HX4_50_6_113200,2021-08-02T11:32:00.000000Z,462.19,2.388644,20.3,101.325,-71200,Lab,HX4,TSCA,6,50,field_air,1.104285927743957,409.1145850803052,720.5161552414381,0.5216106702866548,2.4360179106296163,2.855726394501044,603.5252032343783,0.003190112136935308,0.28888461373882296,0.9989995414536693,1.4423564822868088e-180,1.2184270314569787,403.9063352830405,2131.6774550044634,0.5755253459328814,1.3126131483412395,1.6031826109033087,465.94972267816496,0.007679071228486976,0.6302446539867427,0.9996846942472709,3.331027700160171e-4,407.238,714.61,0.0012390873729877447,0.35,2.1170692829904896,121,1.4903162008190138,1,1.1033619109375148,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.2184270314569787,HM,,0,4,0.35,0.35,0.031818181818181815,2,0.5,1,0.05,0.0012,60,0.03519872141455745,1855.068719719261,1864.994534076554,0.016626154702333175,0.7793848761818541,0.9295824648523152,331.91747224677505,0.0010384301203077097,2.950192730234334,0.9053586447330337,5.557256811701987e-63,0.05929354018720497,1854.0670068514974,1869.1879295473645,0.02800736880157707,0.6806955532688804,0.833304462096356,307.59775152514163,0.005482004179133584,9.245533597463544,0.9239476707288211,0.0018522261746124766,1854.83,1864.82,0.003186224673397058,0.9,2.1170692829904896,121,0.01847350522481464,1,1.6845367616870994,,,0.05929354018720497,HM,,0,4,0.9,0.9,0.08181818181818182,2,0.5,1,0.05,0.0032,60
20210802_Lab_HX4_125_3_114600,2021-08-02T11:46:00.000000Z,213.35,1.2626016666666666,20.4,101.325,-71640,Lab,HX4,TSCA,3,125,field_air,1.1577776822436034,490.8958542194024,752.177825324971,0.4776635669206007,7.231785098491355,8.383696250649486,793.2647886322546,0.012217035665633912,1.0552143000337584,0.9878986235870051,1.5245464064060317e-106,1.7372031266463406,471.07503281491444,933.4971480187745,0.7167167364389707,0.8552593889393647,1.0191540854359413,327.59370891850796,0.008023787187551307,0.46187961928442856,0.9998211687552994,0.0015499188141618273,470.935,737.673,0.001548069813331879,0.35,2.4238350220167706,111,1.3647530483445736,1,1.5004634769603569,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.7372031266463406,HM,,0,4,0.35,0.35,0.033220529851337464,2,0.5,1,0.05,0.0015,60,0.03878436937147852,1856.0943990345395,1864.8470780962302,0.0160012414290506,0.799656349850736,1.0080560682673019,323.00993512395166,0.0014689769966351235,3.7875490060575503,0.8635373483451145,3.5914015516713365e-49,0.07679637310192504,1854.881936900456,1866.5887321460705,0.031683828480218106,0.704706208927701,0.8981198762352117,299.52742944082263,0.008724764086969122,11.3609064263875,0.891678904147005,0.0027064476498883908,1853.14,1864.08,0.003980750948567689,0.9,2.4238350220167706,111,0.017779157143389557,1,1.980085646523365,,Noise (LM.RMSE),0.07679637310192504,HM,Intercept,0,4,0.9,0.9,0.08542421961772492,2,0.5,1,0.05,0.004,60
20210802_Lab_HX4_200_3_115700,2021-08-02T11:57:00.000000Z,213.35,1.2626016666666666,20.5,101.325,-72080,Lab,HX4,TSCA,3,200,field_air,0.8321838546504587,465.5502516700473,865.4230606678136,0.3435333410633731,11.64643490795885,13.87196896814628,1909.0439927304362,0.006525596360067658,0.7841532040787546,0.985814658921413,1.5613876730331234e-217,1.2910666182103931,432.22691648016604,1105.6928180770387,0.5329644722265127,2.305555798225346,2.735594417917287,1148.0589360117242,0.007146861328727907,0.5535625526926333,0.9994483457312413,7.913755855534579e-4,423.961,841.252,7.277672556436274e-4,0.35,2.422425293785217,235,0.9815238316096375,1,1.5514199308188674,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.2910666182103931,HM,,0,4,0.35,0.35,0.022831482556870477,2,0.5,1,0.05,7.3e-4,60,0.018019405346393968,1855.8202776682876,1864.4787852709837,0.007438580414687351,0.9030517868519721,1.0816191254109495,709.8807877839331,5.088109585574161e-4,2.8236834056193705,0.8426576772530077,9.338550761981469e-96,0.04441682809959149,1854.106015858959,1864.745839839668,0.018335685403196456,0.7068585359501296,0.8775424573342409,613.6789516681982,0.0032597286650813528,7.338949683152482,0.8964302049978933,0.001723307212265986,1855.41,1865.1599999999999,0.0018714015145121848,0.9,2.422425293785217,235,0.008265089349652612,1,2.464944166899501,Exaggerated curvature (g-fact) | Intercept (HM),Noise (LM.RMSE),0.018019405346393968,LM,g-fact. > 2 | Intercept (HM),0,4,0.9,0.9,0.0587095265748098,2,0.5,1,0.05,0.0019,60
20210802_Ridge_RM301_50_3_133500,2021-08-02T13:35:00.000000Z,213.35,1.2626016666666666,21.6,101.325,-84000,Ridge,RM301,ACRU,3,50,field_air,1.2503615123717,507.82526685658763,810.8495338813229,0.5206602526198202,6.127125828533192,7.2145293627751235,807.4389026445116,0.00949773684656055,0.7595992640996391,0.9932940872579962,3.877399005930657e-128,1.6943237205479789,491.1494169334358,1145.0986582963626,0.705529566954568,0.5798222413668843,0.7607173111099014,278.67901947763033,0.005012103495032397,0.29581734790394015,0.9999254429894706,0.0010788751210784192,489.571,796.914,0.0014417191328327708,0.35,2.4014921555471584,118,1.4876007217709148,1,1.3550670776279463,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.6943237205479789,HM,,0,4,0.35,0.35,0.03222011162644132,2,0.5,1,0.05,0.0014,60,0.02508077163239643,1859.8287799908157,1865.9070880362272,0.010443828256720664,1.1899503119789707,1.4697231836979232,431.95750129712354,0.001934851649239473,7.714482144322292,0.5880714356750436,2.6528492910356753e-24,0.06018092355513922,1858.683847335704,1866.1731370339105,0.02505980434544769,1.134008628164843,1.4091427697005996,424.1671230589476,0.014326196934501843,23.805212828573218,0.6213300766527426,0.003346085590927143,1857.92,1864.69,0.003707277770141411,0.9,2.4014921555471584,118,0.011604253618578517,1,2.399484530906716,Noise (HM.RMSE) | Noise (HM.MAE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE),0.02508077163239643,LM,g-fact. > 2 | Intercept,0,4,0.9,0.9,0.0828517156108491,2,0.5,1,0.05,0.0037,60
20210802_Ridge_RM301_125_3_134700,2021-08-02T13:47:00.000000Z,213.35,1.2626016666666666,21.6,101.325,-84480,Ridge,RM301,ACRU,3,125,field_air,1.6373453404229539,467.11803214673137,829.4292837631118,0.6810361872488354,4.944427987919073,6.213145463056972,707.2816256389219,0.009358630200005906,0.5715733858312635,0.9965164141609792,2.5134811425424076e-132,2.0199745033754724,453.71251836966184,1495.6224978095229,0.8401866729979708,1.5936024236444768,1.9243061019141394,456.26520690985154,0.013522186926668154,0.6694236439158981,0.9996658420580797,8.063908490920316e-4,450.559,810.074,0.0015787411699998773,0.35,2.404197267456956,108,1.9458176778538154,1,1.2336887359716546,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.0199745033754724,HM,,0,4,0.35,0.35,0.03367876570272817,2,0.5,1,0.05,0.0016,60,0.04589308792250214,1853.6025228999124,1863.757730671443,0.019088736412651214,1.1284356043255626,1.3769727148498527,381.81717180226684,0.0020740828474724625,4.519379587128426,0.8203495183601924,1.5795309451260738e-41,0.05547824907924748,1853.2651785270718,1885.0216249228622,0.023075581122313518,1.1032839245026649,1.3687317712941207,382.6781455778618,0.009473174796544812,17.075475440857783,0.8224934377367981,7.266424219736507e-4,1852.83,1862.98,0.004059620151428256,0.9,2.404197267456956,108,0.021209707125168013,1,1.2088584924364083,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.05547824907924748,HM,AICc,1,3,0.9,0.9,0.08660254037844387,2,0.5,1,0.05,0.0041,60
20210802_Ridge_RM301_200_3_135800,2021-08-02T13:58:00.000000Z,213.35,1.2626016666666666,21.6,101.325,-84920,Ridge,RM301,ACRU,3,200,field_air,1.9605914816515437,472.0558552577531,1060.065225863831,0.8144174108117425,13.456505513435205,15.61986190741743,1223.0737104367668,0.014945924415389179,0.7623171147718738,0.9916435843195299,9.836380963705824e-152,2.754636087199498,435.33597612573124,1606.7098606744244,1.1442585622048154,0.7956485281670165,1.0037882815818762,423.7178278802697,0.004941137112070492,0.1793753133138505,0.9999654896075616,9.768516929551277e-4,435.857,1028.52,0.0011653860332122947,0.35,2.4073545771785403,146,2.32690688803355,1,1.4050025785479159,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.754636087199498,HM,,0,4,0.35,0.35,0.028966206101082876,2,0.5,1,0.05,0.0012,60,0.053544920091255846,1853.7911440412329,1869.8500298706715,0.022242224140496737,1.1335308781456548,1.4187739085168163,522.6386375259646,0.0013575592233084361,2.5353651121241145,0.9146896197763347,4.5361966629073166e-79,0.10300263529018842,1851.6703086128407,1873.562859681347,0.04278664899082263,0.9133307917155365,1.1605411684165965,466.08857452039985,0.007243850271673356,7.032684407797257,0.942918340142386,0.0019543930196592677,1852.88,1868.6000000000001,0.002996706942545901,0.9,2.4073545771785403,146,0.024713582378329706,1,1.9236677375676814,Noise (HM.RMSE),Noise (LM.RMSE) | Noise (LM.MAE),0.10300263529018842,HM,,0,4,0.9,0.9,0.07448452997421312,2,0.5,1,0.05,0.003,60
20210802_Ridge_RM302_50_6_141700,2021-08-02T14:17:00.000000Z,462.19,2.388644,22.2,101.325,-89680,Ridge,RM302,ACRU,6,50,field_air,1.179313037958082,447.2041591056212,744.583464698625,0.5632183818049316,3.7785279311237585,4.3893229156436595,626.4293019311488,0.005836552518575269,0.4949112178629814,0.9974103259170735,7.414933831360721e-138,1.4147050135734711,437.75468120173645,1399.410295579787,0.6756372929241671,0.981932485374166,1.2784898296866454,364.62042898788377,0.007756793567213053,0.5482975951021618,0.9997802926424212,7.025771833725887e-4,440.034,736.191,0.0013853664048312478,0.35,2.093882366159229,107,1.6091953765855187,1,1.1996009270133718,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.4147050135734711,HM,,0,4,0.35,0.35,0.03383577711659822,2,0.5,1,0.05,0.0014,60,0.014868839649929529,1860.7406253734355,1864.4899990068566,0.007101086426933895,1.1192477402566285,1.4034313230177058,382.4147749694426,0.0018661649599332863,12.550844611079864,0.3708544968503592,2.0610960230673126e-12,0.08636377178862485,1858.6350209885845,1863.8625569927226,0.04124576107254792,0.9161294765696796,1.1606149068754714,343.9202937244078,0.02188425770905464,25.339627086478245,0.569726048566956,0.00789009602992655,1859.0800000000002,1865.93,0.0035623707552803517,0.9,2.093882366159229,107,0.00789009602992655,1,5.808373337931194,Noise (HM.RMSE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),0.014868839649929529,LM,g-fact. > 2 | Intercept (LM),0,4,0.9,0.9,0.08700628401410972,2,0.5,1,0.05,0.0036,60
20210802_Ridge_RM302_125_6_142900,2021-08-02T14:29:00.000000Z,462.19,2.388644,22.2,101.325,-90460,Ridge,RM302,ACRU,6,125,field_air,1.2920682251111695,443.3245073763721,648.6667386054314,0.6166433370242023,3.2887774403038255,3.6647974590694865,375.98377807066987,0.00968839160482027,0.749835915513415,0.9962468262849811,5.381967683153415e-82,1.5274726912781191,437.40528430198935,1149.1337701424336,0.7289908065667638,2.1082436487853355,2.504486481496019,326.4699465424245,0.029842813624078188,1.953737948604966,0.9982471849460544,0.0010242540815349485,438.141,643.625,0.002195699892717221,0.35,2.09532504047872,68,1.7618381057834351,1,1.1821919784047745,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.5274726912781191,HM,,0,4,0.35,0.35,0.04244373438135827,2,0.5,1,0.05,0.0022,60,0.0668929366786479,1854.251939359158,1864.8829142597876,0.03192484955143993,0.9726812143450061,1.2379208341300953,228.37755920214357,0.003272612456968742,4.892313926491665,0.8615138243736261,2.9666180212348973e-30,0.08340521473119349,1853.8416327933505,1883.1463082265122,0.039805382515801874,0.9699804782244428,1.2246235918416404,229.16872052532125,0.015184795547565048,18.206050540729496,0.8644729699715623,0.001358328728348834,1854.62,1864.6100000000001,0.005646085438415712,0.9,2.09532504047872,68,0.03547205505715547,1,1.246846361849386,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.08340521473119349,HM,AICc,1,3,0.9,0.9,0.10914103126634984,2,0.5,1,0.05,0.0056,60
20210802_Ridge_RM302_200_6_143600,2021-08-02T14:36:00.000000Z,462.19,2.388644,22.2,101.325,-90620,Ridge,RM302,ACRU,6,200,field_air,0.8569192202064329,430.5686843729351,830.8744443345593,0.40847526526696337,2.888384282020009,3.5820552145290887,1073.2943108018592,0.001888357796144989,0.22036590516549287,0.9990442549224886,4.0962858449263635e-298,0.9544554998441743,423.1712909362718,2469.054340399472,0.4549687465178348,1.1894834485010402,1.4201601037437024,709.0116803266694,0.0032409357888948456,0.3395586058673207,0.9998497715681047,2.2238257784931047e-4,420.192,821.946,7.484678623968296e-4,0.35,2.097848494317971,198,1.1670721864770381,1,1.1138220235207759,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.9544554998441743,HM,,0,4,0.35,0.35,0.02487341690815455,2,0.5,1,0.05,7.5e-4,60,0.05052149160147812,1858.7860142406075,1882.3868900443415,0.024082526330340696,1.0729422362774108,1.3565631791755113,688.7853236489184,7.151415882616647e-4,1.4155195454299327,0.9620187935097928,2.2114627346601152e-141,0.06837285147961136,1857.4870537521751,1908.6163423856342,0.03259189196207421,0.9690308144756532,1.2387379494907202,654.8877721827133,0.003271003636602314,4.784067895102664,0.9683300344011995,6.374407474299583e-4,1857.07,1882.04,0.001924631646163276,0.9,2.097848494317971,198,0.02675836258926744,1,1.353341900887403,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.06837285147961136,HM,,0,4,0.9,0.9,0.06396021490668313,2,0.5,1,0.05,0.0019,60
20210802_Ridge_RM303_50_3_154300,2021-08-02T15:43:00.000000Z,213.35,1.2626016666666666,23,101.325,-97120,Ridge,RM303,ACRU,3,50,field_air,1.5575052996756096,586.7457337247627,1062.0928066882757,0.6502695936573365,15.635887075771743,18.191725762907573,1284.8586637349395,0.016973300499185384,1.0897748150661515,0.9828396956623164,5.328671924223915e-131,2.5172749793544202,542.9519648557556,1302.6950402523246,1.0509802941213149,1.0350127272547471,1.2627115309991332,497.3309056701895,0.006736838640090852,0.2676242641484714,0.9999173228537623,0.001383336456963068,542.349,1024.95,0.0011452308787227947,0.35,2.3951685806431025,148,1.8579131247352474,1,1.6162224166291488,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.5172749793544202,HM,,0,4,0.35,0.35,0.028769822778437527,2,0.5,1,0.05,0.0011,60,0.03775013796175257,1857.797886869858,1869.319143065792,0.0157609523884188,1.1291046424426476,1.4433445418969817,534.7935261383769,0.0013466738094429645,3.567334802345301,0.8422409424826066,1.2378240538527527e-60,0.10925751192267022,1854.9652181336007,1868.7958687739897,0.0456157920597533,0.8006938128206853,1.0011734377278594,428.6326600455296,0.008312091439766026,7.607798579240136,0.9240945582510146,0.0032981667490424313,1856.3400000000001,1865.71,0.0029448794024300442,0.9,2.3951685806431025,148,0.01751216932046533,1,2.8942281491359583,Noise (HM.RMSE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE),0.03775013796175257,LM,g-fact. > 2 | Intercept,0,4,0.9,0.9,0.07397954428741078,2,0.5,1,0.05,0.0029,60
20210802_Ridge_RM303_125_3_155600,2021-08-02T15:56:00.000000Z,213.35,1.2626016666666666,23,101.325,-97640,Ridge,RM303,ACRU,3,125,field_air,2.044713612797621,503.0649046304994,1248.9187513695774,0.8524043962732321,13.184585762792164,15.487243697853188,1478.408880117057,0.011051035556585875,0.5404686254064506,0.9948850750716037,1.224057165434408e-202,2.6712986025607277,467.1990312892617,2240.6026135928487,1.1136164293765467,1.65442609620589,1.9102049847717348,739.6493364861609,0.006645798962872406,0.24878532697549016,0.9999221872171118,6.279543136650256e-4,465.306,1220.83,9.584086960448459e-4,0.35,2.398760050672243,177,2.4354411322092346,1,1.3064414428707205,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.6712986025607277,HM,,0,4,0.35,0.35,0.026307610980099008,2,0.5,1,0.05,9.6e-4,60,0.05408604490638466,1860.196364386685,1879.925427858383,0.022547501110512184,1.1054214765561645,1.3481342552609727,614.1904166894404,9.619710182519923e-4,1.7785937572566617,0.9472447337533662,5.9305516770030434e-114,0.09255463987023527,1858.1254995136355,1887.7508650223538,0.03858436772127216,0.8591107510678225,1.0622589246876626,531.9175852817677,0.0045283758347434335,4.892651347455264,0.9672463044181204,0.0013024098457086529,1857.2900000000002,1877.8799999999999,0.0024644795041153184,0.9,2.398760050672243,177,0.025052779011680203,1,1.711248068340629,Noise (HM.RMSE),Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),0.09255463987023527,HM,Intercept (LM),0,4,0.9,0.9,0.0676481425202546,2,0.5,1,0.05,0.0025,60
20210802_Ridge_RM303_200_3_161300,2021-08-02T16:13:00.000000Z,213.35,1.2626016666666666,23,101.325,-102320,Ridge,RM303,ACRU,3,200,field_air,1.5716998191215963,599.9201103942452,1176.486452500224,0.6551890251204303,9.697392321558882,11.581684320552894,1383.2753176672013,0.008194774277363127,0.5213956366008292,0.9952111059687627,2.6531326371641806e-206,2.018650172032692,574.1810443758415,2013.9033767433218,0.8415076608028573,2.5174652836440625,2.952731570068527,898.8254601369817,0.010038108528588533,0.4972683562343344,0.9996887282441883,5.844930247203165e-4,568.66,1148,9.530048811842061e-4,0.35,2.398849429495102,178,1.8719686432012297,1,1.2843738654629935,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.018650172032692,HM,,0,4,0.35,0.35,0.026233609114855148,2,0.5,1,0.05,9.5e-4,60,0.051117040287393764,1860.691203780044,1879.4431082971917,0.02130898240584972,0.8435603240193027,1.0847791103761875,540.250040619316,7.675498402729118e-4,1.5015537596808028,0.9616156113066798,9.462262339290325e-127,0.07050478471988643,1859.5922860222583,1898.4130703439923,0.02939108384752849,0.7840207095040993,0.9790173038246807,505.82400936119313,0.003510919663764676,4.979689928440266,0.968735410021066,7.570966007266826e-4,1858.26,1879.8,0.002450583980187959,0.9,2.398849429495102,178,0.023676647117610798,1,1.3792814357695506,Noise (HM.RMSE),Noise (LM.RMSE) | Intercept (LM),0.07050478471988643,HM,Intercept (LM),0,4,0.9,0.9,0.06745785200962753,2,0.5,1,0.05,0.0025,60
20210802_Ridge_RM304_50_3_163400,2021-08-02T16:34:00.000000Z,213.35,1.2626016666666666,22.9,101.325,-103460,Ridge,RM304,ACRU,3,50,field_air,1.7096002924245037,580.4156724413817,796.3402679875543,0.7126224275451238,5.6563224317402865,6.629881754804641,416.91895539761424,0.023085023559694787,1.350317010472448,0.9889978947117178,1.102192476952608e-60,2.4888424324879983,565.5041109539868,967.5646896732505,1.037438367246437,1.522732465079582,1.8093758490250869,258.17989442930053,0.03318173666679477,1.3332196620267474,0.9991805512263074,0.00258030362128793,564.374,786.672,0.0027620374188020136,0.35,2.399026786616606,62,2.036064078700354,1,1.4558037007342792,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.4888424324879983,HM,,0,4,0.35,0.35,0.04445004445006667,2,0.5,1,0.05,0.0028,60,0.0693634431796951,1846.419687931811,1855.180375140764,0.0289131591054553,0.7849762263096137,1.0494954875762001,188.35255674457807,0.0036543077165640727,5.268348209152635,0.8548618111895447,4.8021732467602954e-27,0.1193902852130227,1845.494656347047,1858.5988333642085,0.049766132616385295,0.7597101458982618,0.9697610718102322,180.84264361547775,0.020128370813303233,16.859303734293867,0.8760775356646491,0.0037977304909122375,1846.9199999999998,1853.93,0.007102381934062321,0.9,2.399026786616606,62,0.03212573233939478,1,1.721227778496037,Noise (HM.RMSE) | Intercept (HM),Noise (LM.RMSE),0.1193902852130227,HM,Intercept (HM),0,4,0.9,0.9,0.11430011430017145,2,0.5,1,0.05,0.0071,60
20210802_Ridge_RM304_125_3_164300,2021-08-02T16:43:00.000000Z,213.35,1.2626016666666666,22.9,101.325,-103820,Ridge,RM304,ACRU,3,125,field_air,1.5803344580857102,630.2569884085177,846.9229804679696,0.6585592463813128,3.3666505260967425,3.9256633571274153,379.76845207906166,0.012137560010900193,0.7680374207370416,0.9961216541119645,2.5712122672005675e-80,1.9851527617307414,621.5584045834219,1203.9485399751416,0.8272557116173915,0.5715026315121319,0.6990478960989294,150.80609829956512,0.010165734693338988,0.5120882830435711,0.9998770200544831,0.001420449388382881,621.65,839.873,0.0025451199922258954,0.35,2.3996845640987017,67,1.881597846803751,1,1.2561598917076044,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.9851527617307414,HM,,0,4,0.35,0.35,0.042759305524706824,2,0.5,1,0.05,0.0025,60,0.10592792122754904,1877.5478902243933,1892.0707515226045,0.04414243555687268,2.6734514750715457,4.832861640045826,407.62751024408374,0.014942480504328658,14.106271822544286,0.42735465169983056,1.2073204408956871e-9,3.9383844640566665,1853.6416666909172,1887.1035337470712,1.6412092334876878,1.5690715925137255,1.891881971866236,284.2175842569489,0.4344873952476767,11.032122414989935,0.9122463699102098,0.04904715061874742,1852.11,1888.99,0.006544594265723732,0.9,2.3996845640987017,67,0.04904715061874742,1,37.17985228461556,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),0.10592792122754904,LM,SE | g-fact. > 2 | Intercept (LM),1,3,0.9,0.9,0.1099524999206747,2,0.5,1,0.05,0.0065,60
