UniqueID,start.time,Area,Vtot,Tcham,Pcham,Date,Site,Plot Tag,Plot letter,Person sampling,File name,Notes,start.time_formatted,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_HM.diagnose,CH4_LM.diagnose,CH4_best.flux,CH4_model,CH4_quality.check,CH4_HM.score,CH4_LM.score,CH4_RMSE.lim,CH4_MAE.lim,CH4_SE.lim,CH4_g.limit,CH4_g.reverse,CH4_k.ratio.lim,CH4_p.val.lim,CH4_MDF.lim,CH4_warn.nb.obs,month
20200826_1-5-U_12,2020-08-26T13:38:00.000000Z,507.7,17.848958219333085,23.33,101.325,2020-08-26,YM,1-5,U,MT & DW,12,NA,2020-08-26 13:38:00 UTC,2.528653182608863,580.9792446891369,624.3346333019606,0.1769607698482599,0.8457697216507729,1.0498706521095995,731.0958830835535,0.01351676966131113,0.5345442290890048,0.9930197223641316,2.3233598389414487e-266,2.5462990112345656,580.9275769860408,3416.5866103780168,0.17819566415471955,0.8567150915525595,1.0624911514041255,739.0653737429182,0.05487009977092709,2.154896166115365,0.9928522481338072,6.284100523241132e-5,581.76,625.298,0.02033036641632275,0.35,14.28934325261542,247,0.5056021995664568,1,1.0069783506678829,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),2.528653182608863,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.02226996670415222,2,0.5,1,0.05,0.02,60,-8.839449446005155,1967.907729666497,1816.3496716098489,-0.6186043185985642,2.157437160809396,2.691061606901582,1196.0826688271848,0.03464661081038508,-0.39195439740925325,0.9962349162944024,3.3374183001217696e-291,-9.198967215533932,1968.9231111792028,0,-0.6437641711665244,2.1490165440664777,2.653663115869174,1191.2357753817523,0.14064005079101055,-1.5288678337011272,0.9963388381606756,3.269625753851654e-4,1967.47,1815.4,0.05227808507054422,0.9,14.28934325261542,247,0.6873381317761825,1,1.0406719639865418,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),-9.198967215533932,HM,NA,0,4,0.9,0.9,0.05726562866782,2,0.5,1,0.05,0.052,60,NA
20200826_1-6-U_13,2020-08-26T13:46:00.000000Z,507.7,17.848958219333085,23.33,101.325,2020-08-26,YM,1-6,U,MT & DW,13,NA,2020-08-26 13:46:00 UTC,2.98057011234173,409.740638555622,462.7609842609275,0.20874151852482495,0.5526686058822321,0.6779010549448253,533.5497506602767,0.00826490422886914,0.27729272982529163,0.998043094742524,0,3.025688933867767,409.6061063577567,2161.3200209818665,0.21190137417807647,0.5566252246613801,0.6828272568915446,539.3210463317168,0.0335663780001638,1.1093796729875858,0.998014845411954,1.2096802589111543e-4,409.043,462.258,0.01959829848167245,0.35,14.278760322361364,256,0.5964043386423571,1,1.0151376481094043,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),2.98057011234173,LM,MAE | SE | AICc,3,1,0.35,0.35,0.021875,2,0.5,1,0.05,0.02,60,-6.349036242455379,1947.2681194467048,1834.327278002777,-0.44464898206270903,1.999785257801272,2.497348868798458,1201.1893820546102,0.03044743635687936,-0.4795599709020459,0.994169624472726,5.334439039426585e-286,-6.538921167176084,1947.8152240037527,0,-0.4579474001630069,2.060203747838872,2.545237579912808,1212.9785781585545,0.1263686160896388,-1.932560629786774,0.9939438974477792,2.351082353806085e-4,1945.63,1834.46,0.05039562466715775,0.9,14.278760322361364,256,0.4940544245141211,1,1.0299076769244069,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),-6.538921167176084,HM,MAE | AICc,2,2,0.9,0.9,0.05625,2,0.5,1,0.05,0.05,60,NA
20200827_2-3-I_0,2020-08-27T10:39:00.000000Z,507.7,17.848958219333085,19.54,101.325,2020-08-27,YM,2-3,I,MT & DW,0,NA,2020-08-27 10:39:00 UTC,4.141386946641336,436.9622574617959,515.0396478726707,0.2870492294517453,1.0861753472254358,1.350221068079069,948.2142516659018,0.01500826992646141,0.36239719011605814,0.9964274060934112,0,4.503476486976494,435.8472513855374,937.8007347575872,0.31214650359803997,1.0198235750015086,1.2564560494791617,910.8327292569788,0.05932975823077043,1.3174212944676156,0.996906369105628,6.218634075434355e-4,433.378,514.345,0.01849672425372081,0.35,14.427444917902235,274,0.8201406555764152,1,1.087431950938275,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),4.503476486976494,HM,SE,1,3,0.35,0.35,0.02114427326655619,2,0.5,1,0.05,0.018,60,-7.044670123287744,1984.7046117242828,1851.8917481550295,-0.4882825866516665,2.679581633620177,3.3217151030904635,1441.5309283612307,0.03692224781895185,-0.5241160646670601,0.9925563713864752,1.0760457613761396e-291,-8.369806091604625,1988.7109077840316,1539.218700091144,-0.5801308644206976,2.208112094524765,2.823174702727606,1354.4754090787444,0.14247008669630964,-1.7021910082148135,0.99462305688314,0.00129063608777188,1990.89,1859.19,0.04756300522385352,0.9,14.427444917902235,274,0.5425362073907406,1,1.1881047579412334,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),-8.369806091604625,HM,NA,0,4,0.9,0.9,0.05437098839971593,2,0.5,1,0.05,0.048,60,NA
20200827_2-2-I_1,2020-08-27T10:48:00.000000Z,507.7,17.848958219333085,19.54,101.325,2020-08-27,YM,2-2,I,MT & DW,1,NA,2020-08-27 10:48:00 UTC,5.582482024075481,439.9062363170943,602.1311664275481,0.3871716709080043,1.633473778888875,2.157088533607835,1856.8497403318652,0.01247731442228798,0.2235083672186899,0.9978962816029832,0,5.630226133789591,439.6695283014084,9310.26651265702,0.39048295192141497,1.7010874506483304,2.2347506516923468,1888.8113823574868,0.05198187584583235,0.923264441082838,0.9977433807788856,4.401991800665498e-5,439.935,605.265,0.01201551844556728,0.35,14.418622134680746,423,1.1062047740228698,1,1.0085524878554386,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),5.582482024075481,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.01701758234142103,2,0.5,1,0.05,0.012,60,-2.8369090833482944,2021.855924760132,1939.416361893451,-0.19675313333336816,2.740475558458624,3.4975819174657063,2265.7320625841517,0.02023117207384054,-0.7131413619347461,0.9789882001133524,0,-2.894853577957321,2022.119408699328,0,-0.2007718595381179,2.77298778363263,3.5414762302961367,2278.3216245166145,0.08317047580638419,-2.8730460303650767,0.9784575789435382,9.928783566112884e-5,2016.63,1935.8,0.03089704743145874,0.9,14.418622134680746,423,0.2186145925926313,1,1.0204252208677187,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-2.8369090833482944,LM,MAE | SE | AICc,3,1,0.9,0.9,0.04375949744936836,2,0.5,1,0.05,0.031,60,NA
20200827_2-1-I_3,2020-08-27T11:07:00.000000Z,507.7,17.848958219333085,19.54,101.325,2020-08-27,YM,2-1,I,MT & DW,3,NA,2020-08-27 11:07:00 UTC,4.888028932787968,396.9341393779144,506.1223667942402,0.3390938739637446,1.008407758421941,1.2899777951702929,1093.8910663046258,0.01109753376463224,0.2270349442940506,0.998332722264703,0,4.934566307286884,396.7585066305584,5876.633230539693,0.34232227928211045,1.0459239307515875,1.335292208508262,1118.3826445241252,0.0463346080935146,0.9389803522366736,0.99821436472969,6.246899729085608e-5,401.976,508.835,0.015619939448181,0.35,14.414972690749904,325,0.9688396398964132,1,1.009520683109454,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),4.888028932787968,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.01941450686788301,2,0.5,1,0.05,0.016,60,-4.008596848015091,2045.363928757556,1955.8203539792876,-0.2780856359573549,2.0223806299925804,2.49217157802316,1521.935205496172,0.02143987155276401,-0.5348472886062425,0.9908164578416676,0,-4.097163357605091,2045.6773420922625,0,-0.28422969959799116,2.06509602348414,2.5484163014775696,1538.491916776333,0.08862991185757274,-2.1632018087113676,0.9903973135571058,1.3894160811660008e-4,2038.01,1958.22,0.04016555858103689,0.9,14.414972690749904,325,0.30898403995261653,1,1.0220941424014378,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-4.008596848015091,LM,MAE | SE | AICc,3,1,0.9,0.9,0.04992301766027062,2,0.5,1,0.05,0.04,60,NA
20200827_1-1-I_6,2020-08-27T11:31:00.000000Z,507.7,17.848958219333085,18.42,101.325,2020-08-27,YM,1-1,I,MT & DW,6,NA,2020-08-27 11:31:00 UTC,5.328088711558973,437.4556997122464,505.6333931930377,0.36852807286914246,1.0984359092536602,1.3874373074344664,659.2835937477263,0.02740384484337192,0.5143278636468815,0.9951036452494048,7.336595818364405e-216,5.384386713473373,437.3341221146531,3533.444538037271,0.37242203846826755,1.112947098473006,1.4059130468611891,666.3197098680631,0.11219841313098187,2.083773307928038,0.994973378708403,1.2028706616953404e-4,438.246,505.851,0.02720545358704829,0.35,14.45775533483138,187,1.0529373510546929,1,1.010566265871712,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),5.328088711558973,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.02559453484444957,2,0.5,1,0.05,0.027,60,-3.3142095638344413,2014.2015742652832,1971.7932781563964,-0.22923403302101145,1.9786448807888743,2.3970116777457964,863.7734963538611,0.04734436341931725,-1.428526546297852,0.963424042023256,4.51613912082062e-135,-3.3670776184034445,2014.3144249546965,670.9049265281881,-0.23289075934848183,1.9779575878146256,2.3973499361024166,865.9149029515963,0.19202254294822177,-5.70294376044923,0.963413856713028,1.7335798177790107e-4,2015.63,1971.6,0.06995688065240992,0.9,14.45775533483138,187,0.25470448113445715,1,1.0159519347074228,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-3.3670776184034445,HM,SE | AICc,2,2,0.9,0.9,0.06581451817144175,2,0.5,1,0.05,0.07,60,NA
20200827_1-2-I_9,2020-08-27T12:03:00.000000Z,507.7,17.848958219333085,18.42,101.325,2020-08-27,YM,1-2,I,MT & DW,9,NA,2020-08-27 12:03:00 UTC,6.21368995315943,461.3180920643736,580.4851948487022,0.43020614723584344,2.079466075955869,2.5568355567551064,1321.6888481000574,0.02768874470917768,0.4456087271476909,0.994510029839177,2.484147156e-298,6.7855560151699175,459.5255267975051,1192.1717861827694,0.4697994158293904,2.012777266735886,2.4349279497591834,1296.4874659345949,0.11240176014632931,1.6564856276337827,0.9950210631355976,6.412363535761191e-4,461.229,581.029,0.01818428443778991,0.35,14.44351735344456,279,1.2291604206738385,1,1.0920332469629763,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),6.7855560151699175,HM,SE,1,3,0.35,0.35,0.02095395190312373,2,0.5,1,0.05,0.018,60,-1.8653534285364717,2024.133598629456,1988.3595633262496,-0.12914814188883245,2.156295937992328,2.670433841852126,1345.945422568511,0.02891893485853702,-1.5503193344559043,0.9373537526476532,7.037370265798543e-169,-1.8811797014819611,2024.178586767394,0,-0.13024387726673298,2.164337785497449,2.6794799398751294,1349.8911665906533,0.10978996329946313,-5.83622942629949,0.93692865497295,6.434406436179724e-5,2019.6,1985.87,0.04675958855431691,0.9,14.44351735344456,279,0.14349793543203607,1,1.0084843294055574,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),-1.8811797014819611,HM,AICc | Intercept,1,3,0.9,0.9,0.05388159060803246,2,0.5,1,0.05,0.047,60,NA
20200827_1-3-I_11,2020-08-27T12:25:00.000000Z,507.7,17.848958219333085,18.42,101.325,2020-08-27,YM,1-3,I,MT & DW,11,NA,2020-08-27 12:25:00 UTC,3.843203552488331,398.388784205926,498.5797382222181,0.26575849871695517,1.3847975145808646,1.8622426666563847,1557.011052113672,0.01269321483276441,0.3302769332773443,0.9958827367098866,0,3.89477542432328,398.1635338818606,4095.200979552102,0.26932470671184666,1.3780196613197575,1.873634558984028,1563.6888726827794,0.05148588378263773,1.3219217585975047,0.9958325958826704,7.284879059779725e-5,396.576,497.324,0.0133900583614056,0.35,14.461263030318053,380,0.7593099963341577,1,1.0134189800593725,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),3.843203552488331,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.01795462116149019,2,0.5,1,0.05,0.013,60,-6.064681396398174,2056.8481902198273,1898.7440964315667,-0.419374254080267,2.243140893105784,2.823162419688217,1873.228953375917,0.01924293097914598,-0.3172950023487532,0.9961988406220672,0,-6.30772287150639,2057.8666870784923,0,-0.4361806336197774,2.3877424377687055,2.947225680052043,1907.9568050165517,0.082536455484251,-1.3084984417608043,0.9958574694350978,2.1195767265128984e-4,2053.7999999999997,1897.06,0.03443157864361441,0.9,14.461263030318053,380,0.4659713934225188,1,1.0400748958144048,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-6.064681396398174,LM,RMSE | MAE | SE | AICc,4,0,0.9,0.9,0.04616902584383194,2,0.5,1,0.05,0.034,60,NA
20200921_2-1-U_2,2020-09-21T12:36:00.000000Z,507.7,17.848958219333085,17.06,101.325,2020-09-21,YM,2-1,U,MT & DW,2,NA,2020-09-21 12:36:00 UTC,1.1192935799457766,381.7530360940519,408.3735930512541,0.0762766674991467,0.9653516333432838,1.2224274540442146,1143.1527105890937,0.0095171395092365,0.8502808985733268,0.9753185443533928,7.717180595787648e-283,1.1236691022434504,381.7348287258895,3161.6078009321573,0.07657484687354367,0.9695839336565848,1.2279360014245466,1148.3554252547715,0.03826703779223658,3.405543297028894,0.9750975258129956,2.754616762677809e-5,383.205,409.509,0.01467412796918924,0.35,14.67412796918924,351,0.2179333357118477,1,1.0039091819841277,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.1192935799457766,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.01868161794392683,2,0.5,1,0.05,0.015,60,-3.394191322222214,2034.8140623495844,1954.0888039940107,-0.23130446520221712,3.4365307223726833,4.194360789557473,2008.6501642466312,0.03265495768622198,-0.9620835888780254,0.9686175959119184,1.2359103116837315e-264,-3.457968320680582,2035.0239164964512,0,-0.23565068588342403,3.522582484400728,4.291830746073453,2026.8232564965413,0.13319244089917645,-3.8517542252371513,0.9671426840748796,1.1579750192279128e-4,2029.73,1948.03,0.03773347192077233,0.9,14.67412796918924,351,0.2570049613357968,1,1.018790042282181,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-3.394191322222214,LM,RMSE | MAE | SE | AICc,4,0,0.9,0.9,0.04803844614152614,2,0.5,1,0.05,0.038,60,NA
20200921_2-2-U_4,2020-09-21T12:58:00.000000Z,507.7,17.848958219333085,17.06,101.325,2020-09-21,YM,2-2,U,MT & DW,4,NA,2020-09-21 12:58:00 UTC,1.3123435229144482,400.3748208110323,424.7390609903187,0.08957441242384717,0.7075957283153491,0.8712710747800856,708.151638903074,0.00983636558112028,0.7495267366638668,0.9848939548413268,6.843560951560361e-250,1.3234160088814992,400.3394892699307,1750.0390129628208,0.09033016837284388,0.7120888067943657,0.8749252679649756,712.5050063179293,0.03968018614499918,2.9983154109292784,0.984768294499494,6.692613191837916e-5,399.369,424.848,0.01878317312407219,0.35,14.65087503677631,274,0.25592689263956336,1,1.0084371856710668,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.3234160088814992,HM,SE | AICc,2,2,0.35,0.35,0.02114427326655619,2,0.5,1,0.05,0.019,60,-3.757764795313274,1986.2689607139496,1916.5043888532568,-0.2564873965466645,1.9740210263803644,2.5097710604117287,1287.9321679048703,0.0283344947281268,-0.7540252323260335,0.9847148540719252,3.400004103251096e-249,-4.285612849736248,1987.8565129559163,1689.161998734239,-0.2925158285070752,1.9198396143774268,2.412411624569653,1268.310567929914,0.11988301027325642,-2.7973364481729712,0.9858777400980784,9.793143649433865e-4,1987.2,1916.96,0.04829958803332849,0.9,14.65087503677631,274,0.2849859961629606,1,1.1404686251468723,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),-4.285612849736248,HM,NA,0,4,0.9,0.9,0.05437098839971593,2,0.5,1,0.05,0.048,60,NA
20200921_2-3-U_5,2020-09-21T13:20:00.000000Z,507.7,17.848958219333085,17.06,101.325,2020-09-21,YM,2-3,U,MT & DW,5,NA,2020-09-21 13:20:00 UTC,0.8222443581629657,387.4204527499378,403.45298705335045,0.05605781224969466,0.8059367262145288,0.9595721185576566,802.3778921718188,0.01001522993955933,1.21803571409539,0.9590170452469208,2.362709923029374e-201,0.8297863988308556,387.3951867568743,1209.9835933329653,0.05657200282521252,0.8070832768940663,0.9609990202026766,805.2933850897984,0.04050388275824891,4.881242066068771,0.9588964329552871,6.877315845075615e-5,385.973,404.45,0.01788755183101923,0.35,14.667792501435772,289,0.16016517785627046,1,1.009172505220638,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.8297863988308556,HM,SE | AICc,2,2,0.35,0.35,0.02058823529411764,2,0.5,1,0.05,0.018,60,-6.923395267728165,1971.8099734366965,1836.8141281943783,-0.4720134449032096,5.396684963638818,6.760097709165152,1930.8102675326568,0.07055637784989399,-1.0191008186225698,0.9709550267835484,8.182194193936188e-223,-9.096893710285524,1978.454379683639,1662.754991631046,-0.6201951458881808,5.409926136632921,6.249641749906171,1887.4862713909993,0.3207362089307925,-3.5257772504052447,0.975175798964475,0.00196451171386135,1986.01,1834.76,0.04599656185119231,0.9,14.667792501435772,289,0.5244593832257884,1,1.3139353393108475,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-9.096893710285524,HM,SE,1,3,0.9,0.9,0.05294117647058823,2,0.5,1,0.05,0.046,60,NA
20200921_2-6-U_9,2020-09-21T14:32:00.000000Z,507.7,17.848958219333085,14.54,101.325,2020-09-21,YM,2-6,U,MT & DW,9,NA,2020-09-21 14:32:00 UTC,1.2570874326122898,429.65839829056114,458.91837743412754,0.0850580789057162,0.9581816607548216,1.197209825816149,1115.7289436690671,0.0095644538801276,0.7608423751601904,0.9803628948083546,9.46269083237914e-292,1.266524398092027,429.62105627494384,2233.9943720446354,0.08569661058902005,0.9617775425646692,1.201717194679777,1120.383862555002,0.03858225140247014,3.0463093692149075,0.9802158872759028,4.749383613693292e-5,429.945,460.023,0.01499335639204333,0.35,14.779165586442714,347,0.24302308258776065,1,1.0075070080528346,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.266524398092027,HM,SE | AICc,2,2,0.35,0.35,0.01878898444832566,2,0.5,1,0.05,0.015,60,-4.1810499498313725,1992.2810700717623,1894.9629113212195,-0.28290162427483395,2.935785432292794,3.65737453281166,1890.7547240616964,0.02921859584436974,-0.698833933939205,0.9833824231222728,2.9337116366398303e-293,-4.822036655620501,1994.683782568108,1607.3924773913875,-0.32627259146780735,2.7974128925235457,3.499537657617892,1862.1861192990484,0.12431190320334544,-2.5779958154911404,0.9847857633889278,8.424474990961386e-4,1995.02,1901.53,0.03855434500811143,0.9,14.779165586442714,347,0.3143351380831488,1,1.153307593422791,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-4.822036655620501,HM,SE,1,3,0.9,0.9,0.04831453143855171,2,0.5,1,0.05,0.039,60,NA
20200921_2-4-U_10,2020-09-21T14:42:00.000000Z,507.7,17.848958219333085,14.54,101.325,2020-09-21,YM,2-4,U,MT & DW,10,NA,2020-09-21 14:42:00 UTC,1.3139113048833122,393.8416888739231,427.3179907485373,0.08879655669658935,0.8676564581443418,1.088027073483576,1148.575299221701,0.0075862788273195,0.5773813498007185,0.9875225389743504,0,1.3207224479439208,393.81172001291935,3184.6027505748207,0.08925686634511897,0.8745705559336957,1.096666830314655,1156.629275154727,0.03062091682673615,2.3184974916119807,0.9873253447634216,3.1982640537277305e-5,394.42,429.575,0.01370080763058857,0.35,14.79687224103566,380,0.25370444770454104,1,1.005183868222531,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.3139113048833122,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.01795462116149019,2,0.5,1,0.05,0.014,60,-6.20997082884766,2015.7651220859289,1857.545265596061,-0.419681316949251,3.2980930881828856,3.99480857030733,2137.0538171930502,0.02785383968349794,-0.44853414695776567,0.992432715589436,0,-6.457349648116921,2016.722331803159,0,-0.436399635201889,3.622538905864928,4.3411235060663635,2202.281174004104,0.12429063914870708,-1.9247933892654,0.9910643751946716,2.1639054039318463e-4,2013.96,1855.17,0.03523064819294205,0.9,14.79687224103566,380,0.4663125743880566,1,1.0398357457848422,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-6.20997082884766,LM,RMSE | MAE | SE | AICc,4,0,0.9,0.9,0.04616902584383194,2,0.5,1,0.05,0.035,60,NA
20200921_2-5-U_15,2020-09-21T15:44:00.000000Z,507.7,17.848958219333085,12.03,101.325,2020-09-21,YM,2-5,U,MT & DW,15,NA,2020-09-21 15:44:00 UTC,2.301370463919938,382.2112579138127,420.08969889378005,0.15397740235759091,1.3176841607729295,1.649707719533712,958.1885468675084,0.02206096258256596,0.9586011000153968,0.9778045089613416,1.2153565345967078e-205,2.3094611505381253,382.1877835480634,4721.990865454276,0.15451872455160043,1.3214291235437912,1.6574710640606831,962.5834422542414,0.08894306328955724,3.851247433576993,0.97759692786533825,3.56050082539067e-5,381.361,425.062,0.02117876529109476,0.35,14.946157219715449,248,0.4399354353074027,1,1.003515595053048,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),2.301370463919938,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.02222502222503333,2,0.5,1,0.05,0.021,60,-4.771033178087,2032.4348891130016,1953.908071513277,-0.3192147056899375,1.6204320227411295,2.00272774903522,1054.3688955446294,0.02678177559053949,-0.5613412145936479,0.9922767988179008,4.8984766125874337e-262,-5.111436068207659,2033.3530265512727,1427.097184036929,-0.3419899839849921,1.5971017516534238,1.9612291310860752,1046.0495281802268,0.1104185854252696,-2.1602262838041955,0.9925935484159076,5.641017537524201e-4,2035.43,1953.94,0.05445968217710081,0.9,14.946157219715449,248,0.35468300632215277,1,1.071347835450842,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),-5.111436068207659,HM,NA,0,4,0.9,0.9,0.05715005715008572,2,0.5,1,0.05,0.054,60,NA
20200922_1-1-WS_0,2020-09-22T11:17:00.000000Z,507.7,17.848958219333085,17.26,101.325,2020-09-22,YM,1-1,WS,MT & DW,0,NA,2020-09-22 11:17:00 UTC,0.9701826928187752,397.32016375155627,413.8420603435257,0.06635299836132301,1.2525633388738175,1.5782864237361884,951.2370120742256,0.02016902336430001,2.07888921474169,0.9021007844802243,2.2662912893279823e-128,0.9773175714986306,397.2995569527866,1422.5111460078867,0.06684096892280274,1.2531838191532594,1.579626427204246,953.7299078796946,0.08135719685860279,8.324540480107062,0.9019358249429188,6.519724282907063e-5,397.031,414.564,0.0204701491038875,0.35,14.62153507420536,252,0.18957999531806577,1,1.0073541599254114,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.9773175714986306,HM,SE | AICc,2,2,0.35,0.35,0.02204792759220492,2,0.5,1,0.05,0.02,60,-0.43622307721481,2038.1183449057585,2030.68960738434,-0.02983428723461291,2.4246479714370865,3.08495497514983,1289.0164744215474,0.03942283734806477,-9.037311276553972,0.32606502133281423,2.0007259490465542e-23,-0.5550054307801773,2038.4367053154465,2019.3082721245055,-0.037958082237158,2.4168408152712906,3.081731155058212,1290.5546812734838,0.1889675399882599,-34.04787223840786,0.32747282787910714,0.00198438010360069,2040.39,2030.97,0.05263752626713929,0.9,14.62153507420536,252,0.0331492080384588,1,1.2722972712121672,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),-0.5550054307801773,HM,SE | AICc | Intercept,2,2,0.9,0.9,0.05669467095138408,2,0.5,1,0.05,0.053,60,NA
