UniqueID	start.time	Area	Vtot	Tcham	Pcham	Date	Site	Plot Tag	Plot letter	Person sampling	File name	Notes
20200617_1-3-WD_14	2020-06-17 14:34:00	507.7	17.8489582193331	27.51	101.325	2020-06-17	YM	1-3	WD	MT & DW	14	NA
20200617_1-1-WD_16	2020-06-17 14:53:00	507.7	17.8489582193331	27.51	101.325	2020-06-17	YM	1-1	WD	MT & DW	16	NA
20200617_2-2-WS_17	2020-06-17 15:02:00	507.7	17.8489582193331	27.51	101.325	2020-06-17	YM	2-2	WS	MT & DW	17	NA
20200617_2-1-WS_18	2020-06-17 15:11:00	507.7	17.8489582193331	27.51	101.325	2020-06-17	YM	2-1	WS	MT & DW	18	NA
20200617_2-3-WS_19	2020-06-17 15:24:00	507.7	17.8489582193331	27.51	101.325	2020-06-17	YM	2-3	WS	MT & DW	19	NA
20200618_2-1-I_1	2020-06-18 10:26:00	507.7	17.8489582193331	27.6	101.325	2020-06-18	YM	2-1	I	MT & DW	1	NA
20200618_2-2-I_2	2020-06-18 10:36:00	507.7	17.8489582193331	27.41	101.325	2020-06-18	YM	2-2	I	MT & DW	2	NA
20200618_2-3-I_3	2020-06-18 10:44:00	507.7	17.8489582193331	27.41	101.325	2020-06-18	YM	2-3	I	MT & DW	3	NA
20200618_1-1-I_4	2020-06-18 11:01:00	507.7	17.8489582193331	27.41	101.325	2020-06-18	YM	1-1	I	MT & DW	4	NA
20200618_1-3-I_5	2020-06-18 11:11:00	507.7	17.8489582193331	27.41	101.325	2020-06-18	YM	1-3	I	MT & DW	5	NA
20200618_1-2-I_6	2020-06-18 11:19:00	507.7	17.8489582193331	27.41	101.325	2020-06-18	YM	1-2	I	MT & DW	6	ST
20200718_2-3-I_24	2020-07-18 14:50:00	507.7	17.8489582193331	31.32	101.325	2020-07-18	YM	2-3	I	MT & DW	24	NA
20200718_2-2-I_25	2020-07-18 15:00:00	507.7	17.8489582193331	31.32	101.325	2020-07-18	YM	2-2	I	MT & DW	25	NA
20200718_2-1-I_27	2020-07-18 15:35:00	507.7	17.8489582193331	28.52	101.325	2020-07-18	YM	2-1	I	MT & DW	27	NA
20200718_1-1-I_30	2020-07-18 15:50:00	507.7	17.8489582193331	28.52	101.325	2020-07-18	YM	1-1	I	MT & DW	30	NA
20200718_1-3-I_32	2020-07-18 16:05:00	507.7	17.8489582193331	28.52	101.325	2020-07-18	YM	1-3	I	MT & DW	32	NA
20200718_1-2-I_34	2020-07-18 16:19:00	507.7	17.8489582193331	28.52	101.325	2020-07-18	YM	1-2	I	MT & DW	34	NA
20200720_2-5-U_0	2020-07-20 11:51:00	507.7	17.8489582193331	32.15	101.325	2020-07-20	YM	2-5	U	MT & DW	0	NA
20200720_2-4-U_1	2020-07-20 12:00:00	507.7	17.8489582193331	32.15	101.325	2020-07-20	YM	2-4	U	MT & DW	1	NA
20200720_2-6-U_3	2020-07-20 12:22:00	507.7	17.8489582193331	32.15	101.325	2020-07-20	YM	2-6	U	MT & DW	3	NA
20200720_2-3-U_8	2020-07-20 13:26:00	507.7	17.8489582193331	31.21	101.325	2020-07-20	YM	2-3	U	MT & DW	8	NA
20200720_2-2-U_9	2020-07-20 13:38:00	507.7	17.8489582193331	31.43	101.325	2020-07-20	YM	2-2	U	MT & DW	9	NA
20200720_2-1-U_15	2020-07-20 14:56:00	507.7	17.8489582193331	31.54	101.325	2020-07-20	YM	2-1	U	MT & DW	15	NA
20200721_1-1-WS_0	2020-07-21 11:08:00	507.7	17.8489582193331	29.43	101.325	2020-07-21	YM	1-1	WS	MT & DW	0	, just below tags
20200721_1-3-WS_1	2020-07-21 11:19:00	507.7	17.8489582193331	29.43	101.325	2020-07-21	YM	1-3	WS	MT & DW	1	NA
20200721_1-2-WS_2	2020-07-21 11:27:00	507.7	17.8489582193331	29.43	101.325	2020-07-21	YM	1-2	WS	MT & DW	2	NA
20200721_1-1-WD_9	2020-07-21 12:49:00	507.7	17.8489582193331	30.34	101.325	2020-07-21	YM	1-1	WD	MT & DW	9	NA
20200721_2-3-WD_14	2020-07-21 13:43:00	507.7	17.8489582193331	30.06	101.325	2020-07-21	YM	2-3	WD	MT & DW	14	NA
20200721_2-2-WD_15	2020-07-21 13:50:00	507.7	17.8489582193331	30.06	101.325	2020-07-21	YM	2-2	WD	MT & DW	15	NA
20200721_2-1-WD_16	2020-07-21 13:58:00	507.7	17.8489582193331	30.06	101.325	2020-07-21	YM	2-1	WD	MT & DW	16	NA
20200721_2-2-WS_19	2020-07-21 14:02:00	507.7	17.8489582193331	30.06	101.325	2020-07-21	YM	2-2	WS	MT & DW	19	NA
20200721_1-2-WD_17	2020-07-21 14:05:00	507.7	17.8489582193331	30.06	101.325	2020-07-21	YM	1-2	WD	MT & DW	17	NA
20200721_2-1-WS_20	2020-07-21 14:12:00	507.7	17.8489582193331	30.06	101.325	2020-07-21	YM	2-1	WS	MT & DW	20	NA
20200721_1-3-WD_18	2020-07-21 14:13:00	507.7	17.8489582193331	30.06	101.325	2020-07-21	YM	1-3	WD	MT & DW	18	NA
20200721_2-3-WS_21	2020-07-21 14:21:00	507.7	17.8489582193331	30.06	101.325	2020-07-21	YM	2-3	WS	MT & DW	21	NA
20200722_1-3-U_0	2020-07-22 11:06:00	507.7	17.8489582193331	27.87	101.325	2020-07-22	YM	1-3	U	MT & DW	0	NA
20200722_1-2-U_1	2020-07-22 11:15:00	507.7	17.8489582193331	27.87	101.325	2020-07-22	YM	1-2	U	MT & DW	1	NA
20200722_1-1-U_2	2020-07-22 11:24:00	507.7	17.8489582193331	27.87	101.325	2020-07-22	YM	1-1	U	MT & DW	2	NA
20200722_1-6-U_10	2020-07-22 13:10:00	507.7	17.8489582193331	29.61	101.325	2020-07-22	YM	1-6	U	MT & DW	10	NA
20200722_1-5-U_11	2020-07-22 13:18:00	507.7	17.8489582193331	29.61	101.325	2020-07-22	YM	1-5	U	MT & DW	11	NA
20200722_1-4-U_12	2020-07-22 13:25:00	507.7	17.8489582193331	29.61	101.325	2020-07-22	YM	1-4	U	MT & DW	12	NA
20200824_2-1-U_0	2020-08-24 12:05:00	507.7	17.8489582193331	28.12	101.325	2020-08-24	YM	2-1	U	MT & DW	0	NA
20200824_2-3-U_1	2020-08-24 12:13:00	507.7	17.8489582193331	28.12	101.325	2020-08-24	YM	2-3	U	MT & DW	1	NA
20200824_2-2-U_2	2020-08-24 12:20:00	507.7	17.8489582193331	28.12	101.325	2020-08-24	YM	2-2	U	MT & DW	2	NA
20200824_2-5-U_9	2020-08-24 14:14:00	507.7	17.8489582193331	28.21	101.325	2020-08-24	YM	2-5	U	MT & DW	9	NA
20200824_2-4-U_11	2020-08-24 14:35:00	507.7	17.8489582193331	27.78	101.325	2020-08-24	YM	2-4	U	MT & DW	11	NA
20200824_2-6-U_12	2020-08-24 14:46:00	507.7	17.8489582193331	27.78	101.325	2020-08-24	YM	2-6	U	MT & DW	12	NA
20200825_1-1-WS_0	2020-08-25 11:00:00	507.7	17.8489582193331	30.19	101.325	2020-08-25	YM	1-1	WS	MT & DW	0	NA
20200825_1-2-WS_1	2020-08-25 11:09:00	507.7	17.8489582193331	30.19	101.325	2020-08-25	YM	1-2	WS	MT & DW	1	NA
20200825_1-3-WS_9	2020-08-25 12:58:00	507.7	17.8489582193331	30.47	101.325	2020-08-25	YM	1-3	WS	MT & DW	9	NA
20200825_1-2-WD_11	2020-08-25 14:04:00	507.7	17.8489582193331	28.81	101.325	2020-08-25	YM	1-2	WD	MT & DW	11	NA
20200825_1-3-WD_19	2020-08-25 15:35:00	507.7	17.8489582193331	25.87	101.325	2020-08-25	YM	1-3	WD	MT & DW	19	NA
20200825_1-1-WD_20	2020-08-25 15:41:00	507.7	17.8489582193331	25.87	101.325	2020-08-25	YM	1-1	WD	MT & DW	20	NA
20200825_2-2-WS_21	2020-08-25 15:48:00	507.7	17.8489582193331	25.87	101.325	2020-08-25	YM	2-2	WS	MT & DW	21	NA
20200825_2-1-WS_22	2020-08-25 15:55:00	507.7	17.8489582193331	25.87	101.325	2020-08-25	YM	2-1	WS	MT & DW	22	NA
20200825_2-3-WS_23	2020-08-25 16:03:00	507.7	17.8489582193331	25.87	101.325	2020-08-25	YM	2-3	WS	MT & DW	23	NA
20200825_2-2-WD_25	2020-08-25 16:19:00	507.7	17.8489582193331	25.87	101.325	2020-08-25	YM	2-2	WD	MT & DW	25	NA
20200825_2-1-WD_26	2020-08-25 16:25:00	507.7	17.8489582193331	25.87	101.325	2020-08-25	YM	2-1	WD	MT & DW	26	NA
20200826_1-3-U_0	2020-08-26 10:54:00	507.7	17.8489582193331	22.25	101.325	2020-08-26	YM	1-3	U	MT & DW	0	NA
20200826_1-2-U_1	2020-08-26 11:01:00	507.7	17.8489582193331	22.25	101.325	2020-08-26	YM	1-2	U	MT & DW	1	NA
20200826_1-1-U_3	2020-08-26 11:20:00	507.7	17.8489582193331	22.25	101.325	2020-08-26	YM	1-1	U	MT & DW	3	NA
20200826_1-4-U_11	2020-08-26 13:29:00	507.7	17.8489582193331	23.44	101.325	2020-08-26	YM	1-4	U	MT & DW	11	NA
20200826_1-5-U_12	2020-08-26 13:38:00	507.7	17.8489582193331	23.33	101.325	2020-08-26	YM	1-5	U	MT & DW	12	NA
20200826_1-6-U_13	2020-08-26 13:46:00	507.7	17.8489582193331	23.33	101.325	2020-08-26	YM	1-6	U	MT & DW	13	NA
20200827_2-3-I_0	2020-08-27 10:39:00	507.7	17.8489582193331	19.54	101.325	2020-08-27	YM	2-3	I	MT & DW	0	NA
20200827_2-2-I_1	2020-08-27 10:48:00	507.7	17.8489582193331	19.54	101.325	2020-08-27	YM	2-2	I	MT & DW	1	NA
20200827_2-1-I_3	2020-08-27 11:07:00	507.7	17.8489582193331	19.54	101.325	2020-08-27	YM	2-1	I	MT & DW	3	NA
20200827_1-1-I_6	2020-08-27 11:31:00	507.7	17.8489582193331	18.42	101.325	2020-08-27	YM	1-1	I	MT & DW	6	NA
20200827_1-2-I_9	2020-08-27 12:03:00	507.7	17.8489582193331	18.42	101.325	2020-08-27	YM	1-2	I	MT & DW	9	NA
20200827_1-3-I_11	2020-08-27 12:25:00	507.7	17.8489582193331	18.42	101.325	2020-08-27	YM	1-3	I	MT & DW	11	NA
20200921_2-1-U_2	2020-09-21 12:36:00	507.7	17.8489582193331	17.06	101.325	2020-09-21	YM	2-1	U	MT & DW	2	NA
20200921_2-2-U_4	2020-09-21 12:58:00	507.7	17.8489582193331	17.06	101.325	2020-09-21	YM	2-2	U	MT & DW	4	NA
20200921_2-3-U_5	2020-09-21 13:20:00	507.7	17.8489582193331	17.06	101.325	2020-09-21	YM	2-3	U	MT & DW	5	NA
20200921_2-6-U_9	2020-09-21 14:32:00	507.7	17.8489582193331	14.54	101.325	2020-09-21	YM	2-6	U	MT & DW	9	NA
20200921_2-4-U_10	2020-09-21 14:42:00	507.7	17.8489582193331	14.54	101.325	2020-09-21	YM	2-4	U	MT & DW	10	NA
20200921_2-5-U_15	2020-09-21 15:44:00	507.7	17.8489582193331	12.03	101.325	2020-09-21	YM	2-5	U	MT & DW	15	NA
20200922_1-1-WS_0	2020-09-22 11:17:00	507.7	17.8489582193331	17.26	101.325	2020-09-22	YM	1-1	WS	MT & DW	0	NA
20200922_1-3-WS_1	2020-09-22 11:25:00	507.7	17.8489582193331	17.26	101.325	2020-09-22	YM	1-3	WS	MT & DW	1	NA
20200922_1-2-WS_2	2020-09-22 11:33:00	507.7	17.8489582193331	16.95	101.325	2020-09-22	YM	1-2	WS	MT & DW	2	NA
20200922_1-2-WD_3	2020-09-22 11:41:00	507.7	17.8489582193331	16.95	101.325	2020-09-22	YM	1-2	WD	MT & DW	3	NA
20200922_1-3-WD_4	2020-09-22 11:48:00	507.7	17.8489582193331	16.95	101.325	2020-09-22	YM	1-3	WD	MT & DW	4	NA
20200922_1-1-WD_5	2020-09-22 11:56:00	507.7	17.8489582193331	16.95	101.325	2020-09-22	YM	1-1	WD	MT & DW	5	NA
20200922_2-1-WS_6	2020-09-22 12:05:00	507.7	17.8489582193331	16.95	101.325	2020-09-22	YM	2-1	WS	MT & DW	6	NA
20200922_2-2-WS_7	2020-09-22 12:13:00	507.7	17.8489582193331	16.95	101.325	2020-09-22	YM	2-2	WS	MT & DW	7	NA
20200922_2-3-WS_9	2020-09-22 12:29:00	507.7	17.8489582193331	16.95	101.325	2020-09-22	YM	2-3	WS	MT & DW	9	NA
20200922_2-3-WD_19	2020-09-22 15:45:00	507.7	17.8489582193331	14.8	101.325	2020-09-22	YM	2-3	WD	MT & DW	19	NA
20200922_2-2-WD_24	2020-09-22 16:53:00	507.7	17.8489582193331	14.09	101.325	2020-09-22	YM	2-2	WD	MT & DW	24	NA
20200922_2-1-WD_25	2020-09-22 17:00:00	507.7	17.8489582193331	14.09	101.325	2020-09-22	YM	2-1	WD	MT & DW	25	NA
20200923_1-3-I_0	2020-09-23 11:05:00	507.7	17.8489582193331	23.14	101.325	2020-09-23	YM	1-3	I	MT & DW	0	NA
20200923_1-2-I_1	2020-09-23 11:15:00	507.7	17.8489582193331	23.14	101.325	2020-09-23	YM	1-2	I	MT & DW	1	NA
20200923_1-1-I_8	2020-09-23 12:38:00	507.7	17.8489582193331	24.01	101.325	2020-09-23	YM	1-1	I	MT & DW	8	NA
20200923_2-3-I_13	2020-09-23 14:20:00	507.7	17.8489582193331	23.82	101.325	2020-09-23	YM	2-3	I	MT & DW	13	NA
20200923_2-2-I_16	2020-09-23 14:55:00	507.7	17.8489582193331	22.01	101.325	2020-09-23	YM	2-2	I	MT & DW	16	NA
20200923_2-1-I_17	2020-09-23 15:02:00	507.7	17.8489582193331	22.01	101.325	2020-09-23	YM	2-1	I	MT & DW	17	NA
20200923_1-1-U_18	2020-09-23 15:18:00	507.7	17.8489582193331	22.01	101.325	2020-09-23	YM	1-1	U	MT & DW	18	NA
20200923_1-2-U_20	2020-09-23 15:40:00	507.7	17.8489582193331	20.08	101.325	2020-09-23	YM	1-2	U	MT & DW	20	NA
20200923_1-3-U_22	2020-09-23 16:08:00	507.7	17.8489582193331	20.08	101.325	2020-09-23	YM	1-3	U	MT & DW	22	NA
20200924_1-5-U_1	2020-09-24 10:48:00	507.7	17.8489582193331	23.4	101.325	2020-09-24	YM	1-5	U	MT & DW	1	NA
20200924_1-6-U_2	2020-09-24 10:56:00	507.7	17.8489582193331	23.4	101.325	2020-09-24	YM	1-6	U	MT & DW	2	NA
20200924_1-4-U_7	2020-09-24 11:52:00	507.7	17.8489582193331	23.61	101.325	2020-09-24	YM	1-4	U	MT & DW	7	NA
20201028_1-1-U_0	2020-10-28 14:31:00	507.7	17.8489582193331	9.17	101.325	2020-10-28	YM	1-1	U	MT & DW	0	NA
20201028_1-2-U_1	2020-10-28 14:38:00	507.7	17.8489582193331	9.17	101.325	2020-10-28	YM	1-2	U	MT & DW	1	NA
20201028_1-3-U_2	2020-10-28 14:45:00	507.7	17.8489582193331	9.17	101.325	2020-10-28	YM	1-3	U	MT & DW	2	NA
20201028_1-4-U_3	2020-10-28 14:52:00	507.7	17.8489582193331	9.17	101.325	2020-10-28	YM	1-4	U	MT & DW	3	NA
20201028_1-5-U_4	2020-10-28 14:59:00	507.7	17.8489582193331	9.17	101.325	2020-10-28	YM	1-5	U	MT & DW	4	NA
20201028_1-6-U_5	2020-10-28 15:06:00	507.7	17.8489582193331	9.17	101.325	2020-10-28	YM	1-6	U	MT & DW	5	NA
20201028_1-3-WS_6	2020-10-28 15:20:00	507.7	17.8489582193331	9.17	101.325	2020-10-28	YM	1-3	WS	MT & DW	6	NA
20201028_1-2-WS_7	2020-10-28 15:27:00	507.7	17.8489582193331	9.17	101.325	2020-10-28	YM	1-2	WS	MT & DW	7	NA
20201028_1-1-WS_8	2020-10-28 15:34:00	507.7	17.8489582193331	8.81	101.325	2020-10-28	YM	1-1	WS	MT & DW	8	NA
20201028_1-2-WD_9	2020-10-28 15:40:00	507.7	17.8489582193331	8.81	101.325	2020-10-28	YM	1-2	WD	MT & DW	9	NA
20201028_1-3-WD_10	2020-10-28 15:47:00	507.7	17.8489582193331	8.81	101.325	2020-10-28	YM	1-3	WD	MT & DW	10	NA
20201028_1-1-WD_11	2020-10-28 15:55:00	507.7	17.8489582193331	8.81	101.325	2020-10-28	YM	1-1	WD	MT & DW	11	NA
20201028_2-2-WS_13	2020-10-28 16:05:00	507.7	17.8489582193331	8.81	101.325	2020-10-28	YM	2-2	WS	MT & DW	13	NA
20201028_2-1-WS_14	2020-10-28 16:12:00	507.7	17.8489582193331	8.81	101.325	2020-10-28	YM	2-1	WS	MT & DW	14	NA
20201028_2-3-WS_15	2020-10-28 16:20:00	507.7	17.8489582193331	8.81	101.325	2020-10-28	YM	2-3	WS	MT & DW	15	NA
20201028_2-3-WD_16	2020-10-28 16:25:00	507.7	17.8489582193331	8.81	101.325	2020-10-28	YM	2-3	WD	MT & DW	16	NA
20201028_2-2-WD_17	2020-10-28 16:32:00	507.7	17.8489582193331	8.49	101.325	2020-10-28	YM	2-2	WD	MT & DW	17	NA
20201028_2-1-WD_18	2020-10-28 16:39:00	507.7	17.8489582193331	8.49	101.325	2020-10-28	YM	2-1	WD	MT & DW	18	NA
20201028_2-3-I_19	2020-10-28 16:46:00	507.7	17.8489582193331	8.49	101.325	2020-10-28	YM	2-3	I	MT & DW	19	NA
20201028_2-2-I_20	2020-10-28 16:54:00	507.7	17.8489582193331	8.49	101.325	2020-10-28	YM	2-2	I	MT & DW	20	NA
20201028_2-1-I_21	2020-10-28 17:00:00	507.7	17.8489582193331	8.49	101.325	2020-10-28	YM	2-1	I	MT & DW	21	NA
20201028_1-1-I_22	2020-10-28 17:07:00	507.7	17.8489582193331	8.49	101.325	2020-10-28	YM	1-1	I	MT & DW	22	NA
20201028_1-3-I_23	2020-10-28 17:13:00	507.7	17.8489582193331	8.49	101.325	2020-10-28	YM	1-3	I	MT & DW	23	NA
20201028_1-2-I_24	2020-10-28 17:20:00	507.7	17.8489582193331	8.49	101.325	2020-10-28	YM	1-2	I	MT & DW	24	NA
20201106_1-3-U_0	2020-11-06 09:26:00	507.7	17.8489582193331	17.32	101.325	2020-11-06	YM	1-3	U	MT & DW	0	NA
20201106_2-2-U_1	2020-11-06 09:33:00	507.7	17.8489582193331	20.16	101.325	2020-11-06	YM	2-2	U	MT & DW	1	NA
20201106_2-1-U_6	2020-11-06 10:27:00	507.7	17.8489582193331	20.16	101.325	2020-11-06	YM	2-1	U	MT & DW	6	NA
20201106_2-5-U_7	2020-11-06 10:37:00	507.7	17.8489582193331	21.37	101.325	2020-11-06	YM	2-5	U	MT & DW	7	NA
20201106_2-3-U_11	2020-11-06 11:15:00	507.7	17.8489582193331	21.37	101.325	2020-11-06	YM	2-3	U	MT & DW	11	NA
20201106_2-4-U_15	2020-11-06 11:50:00	507.7	17.8489582193331	21.47	101.325	2020-11-06	YM	2-4	U	MT & DW	15	NA
20201214_1-2-I_1	2020-12-14 10:28:00	507.7	17.8489582193331	0.817	101.325	2020-12-14	YM	1-2	I	MT & DW	1	NA
20201214_1-3-I_2	2020-12-14 10:35:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	1-3	I	MT & DW	2	NA
20201214_1-1-I_3	2020-12-14 10:41:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	1-1	I	MT & DW	3	NA
20201214_2-1-I_4	2020-12-14 10:48:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	2-1	I	MT & DW	4	NA
20201214_2-2-I_5	2020-12-14 10:54:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	2-2	I	MT & DW	5	NA
20201214_2-3-I_6	2020-12-14 11:00:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	2-3	I	MT & DW	6	NA
20201214_1-3-WS_7	2020-12-14 11:08:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	1-3	WS	MT & DW	7	NA
20201214_1-2-WS_8	2020-12-14 11:16:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	1-2	WS	MT & DW	8	NA
20201214_1-1-WS_9	2020-12-14 11:23:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	1-1	WS	MT & DW	9	NA
20201214_1-2-WD_10	2020-12-14 11:29:00	507.7	17.8489582193331	0.955	101.325	2020-12-14	YM	1-2	WD	MT & DW	10	NA
20201214_1-3-WD_11	2020-12-14 11:35:00	507.7	17.8489582193331	0.979	101.325	2020-12-14	YM	1-3	WD	MT & DW	11	NA
20201214_1-1-WD_12	2020-12-14 11:41:00	507.7	17.8489582193331	0.979	101.325	2020-12-14	YM	1-1	WD	MT & DW	12	NA
20201214_2-1-WS_13	2020-12-14 11:48:00	507.7	17.8489582193331	0.979	101.325	2020-12-14	YM	2-1	WS	MT & DW	13	NA
20201214_2-2-WS_14	2020-12-14 11:55:00	507.7	17.8489582193331	0.979	101.325	2020-12-14	YM	2-2	WS	MT & DW	14	NA
20201214_2-3-WS_15	2020-12-14 12:01:00	507.7	17.8489582193331	0.979	101.325	2020-12-14	YM	2-3	WS	MT & DW	15	NA
20201214_2-3-WD_16	2020-12-14 12:07:00	507.7	17.8489582193331	0.979	101.325	2020-12-14	YM	2-3	WD	MT & DW	16	NA
20201214_2-2-WD_17	2020-12-14 12:14:00	507.7	17.8489582193331	0.979	101.325	2020-12-14	YM	2-2	WD	MT & DW	17	NA
20201214_2-1-WD_18	2020-12-14 12:20:00	507.7	17.8489582193331	0.979	101.325	2020-12-14	YM	2-1	WD	MT & DW	18	NA
20201214_1-1-U_20	2020-12-14 12:38:00	507.7	17.8489582193331	0.813	101.325	2020-12-14	YM	1-1	U	MT & DW	20	NA
20201214_1-2-U_21	2020-12-14 12:44:00	507.7	17.8489582193331	0.813	101.325	2020-12-14	YM	1-2	U	MT & DW	21	NA
20201214_1-3-U_22	2020-12-14 12:51:00	507.7	17.8489582193331	0.813	101.325	2020-12-14	YM	1-3	U	MT & DW	22	NA
20201214_1-4-U_23	2020-12-14 12:58:00	507.7	17.8489582193331	0.813	101.325	2020-12-14	YM	1-4	U	MT & DW	23	NA
20201214_1-5-U_24	2020-12-14 13:05:00	507.7	17.8489582193331	0.813	101.325	2020-12-14	YM	1-5	U	MT & DW	24	NA
20201214_1-6-U_25	2020-12-14 13:11:00	507.7	17.8489582193331	0.813	101.325	2020-12-14	YM	1-6	U	MT & DW	25	NA
20201214_2-1-U_26	2020-12-14 13:21:00	507.7	17.8489582193331	0.813	101.325	2020-12-14	YM	2-1	U	MT & DW	26	NA
20201214_2-3-U_27	2020-12-14 13:28:00	507.7	17.8489582193331	0.813	101.325	2020-12-14	YM	2-3	U	MT & DW	27	NA
20201214_2-2-U_28	2020-12-14 13:34:00	507.7	17.8489582193331	0.534	101.325	2020-12-14	YM	2-2	U	MT & DW	28	NA
20201214_2-6-U_29	2020-12-14 13:41:00	507.7	17.8489582193331	0.534	101.325	2020-12-14	YM	2-6	U	MT & DW	29	NA
20201214_2-4-U_32	2020-12-14 13:48:00	507.7	17.8489582193331	0.534	101.325	2020-12-14	YM	2-4	U	MT & DW	32	NA
20201214_2-5-U_33	2020-12-14 13:54:00	507.7	17.8489582193331	0.534	101.325	2020-12-14	YM	2-5	U	MT & DW	33	NA
20210228_1-3-U_0	2021-02-28 10:23:00	507.7	17.8489582193331	5.104	101.325	2021-02-28	YM	1-3	U	MT & DW	0	NA
20210228_1-2-U_1	2021-02-28 10:30:00	507.7	17.8489582193331	5.104	101.325	2021-02-28	YM	1-2	U	MT & DW	1	NA
20210228_1-1-U_2	2021-02-28 10:37:00	507.7	17.8489582193331	6.638	101.325	2021-02-28	YM	1-1	U	MT & DW	2	NA
20210228_1-6-U_3	2021-02-28 10:46:00	507.7	17.8489582193331	6.638	101.325	2021-02-28	YM	1-6	U	MT & DW	3	NA
20210228_1-5-U_4	2021-02-28 10:53:00	507.7	17.8489582193331	6.638	101.325	2021-02-28	YM	1-5	U	MT & DW	4	NA
20210228_1-4-U_5	2021-02-28 10:59:00	507.7	17.8489582193331	6.638	101.325	2021-02-28	YM	1-4	U	MT & DW	5	NA
20210228_2-5-U_6	2021-02-28 11:11:00	507.7	17.8489582193331	6.638	101.325	2021-02-28	YM	2-5	U	MT & DW	6	NA
20210228_2-4-U_7	2021-02-28 11:17:00	507.7	17.8489582193331	6.638	101.325	2021-02-28	YM	2-4	U	MT & DW	7	NA
20210228_2-3-U_8	2021-02-28 11:27:00	507.7	17.8489582193331	6.638	101.325	2021-02-28	YM	2-3	U	MT & DW	8	NA
20210228_2-2-U_9	2021-02-28 11:34:00	507.7	17.8489582193331	6.28	101.325	2021-02-28	YM	2-2	U	MT & DW	9	NA
20210228_1-3-I_10	2021-02-28 11:43:00	507.7	17.8489582193331	6.28	101.325	2021-02-28	YM	1-3	I	MT & DW	10	NA
