UniqueID,start.time,Area,Vtot,Tcham,Pcham,Date,Plot Tag,Plot Letter,Chamber_ID,File name,Notes,start.time_formatted
2020-09-21_3533_U_5_1,2020-09-21T13:07:00.000000Z,4353.967026062131,7.035347012576577,17.06,101.325,2020-09-21T00:00:00.000000Z,3533,U,5,5.0,NA,2020-09-21 13:07:00 UTC
2020-09-21_1134_U_6,2020-09-21T13:30:00.000000Z,4217.031593113217,7.020288916292876,17.06,101.325,2020-09-21T00:00:00.000000Z,1134,U,6,6.0,NA,2020-09-21 13:30:00 UTC
2020-09-21_3533_U_5_2,2020-09-21T13:44:00.000000Z,4353.967026062131,7.035347012576577,16.64,101.325,2020-09-21T00:00:00.000000Z,3533,U,5,7.0,NA,2020-09-21 13:44:00 UTC
2020-09-21_3359_U_6,2020-09-21T14:53:00.000000Z,3628.872241052753,6.183519239039522,14.54,101.325,2020-09-21T00:00:00.000000Z,3359,U,6,11.0,NA,2020-09-21 14:53:00 UTC
2020-09-21_3325_U_5,2020-09-21T15:04:00.000000Z,4580.845105473966,7.536358804799366,14.54,101.325,2020-09-21T00:00:00.000000Z,3325,U,5,12.0,NA,2020-09-21 15:04:00 UTC
2020-09-21_3355_U_6,2020-09-21T15:16:00.000000Z,3561.4642814021263,6.080369600833565,14.54,101.325,2020-09-21T00:00:00.000000Z,3355,U,6,13.0,NA,2020-09-21 15:16:00 UTC
2020-09-21_3354_U_5,2020-09-21T15:33:00.000000Z,4873.5898912017665,7.912986087706806,12.03,101.325,2020-09-21T00:00:00.000000Z,3354,U,5,14.0,NA,2020-09-21 15:33:00 UTC
2020-09-21_1550_U_6,2020-09-21T15:52:00.000000Z,3916.363366718173,6.520166648444829,12.03,101.325,2020-09-21T00:00:00.000000Z,1550,U,6,16.0,NA,2020-09-21 15:52:00 UTC
2020-09-22_4797_WD_5,2020-09-22T12:21:00.000000Z,3901.4913916081314,6.617729024571741,16.95,101.325,2020-09-22T00:00:00.000000Z,4797,WD,5,8.0,NA,2020-09-22 12:21:00 UTC
2020-09-22_4190_WS_6,2020-09-22T12:49:00.000000Z,3019.197515844602,5.209000592991988,16.95,101.325,2020-09-22T00:00:00.000000Z,4190,WS,6,11.0,NA,2020-09-22 12:49:00 UTC
2020-09-22_4181_WD_5,2020-09-22T13:03:00.000000Z,3152.8976513106086,5.423711281512148,16.95,101.325,2020-09-22T00:00:00.000000Z,4181,WD,5,12.0,NA,2020-09-22 13:03:00 UTC
2020-09-22_4103_WD_6,2020-09-22T13:17:00.000000Z,4034.283119802198,6.8125297032406715,16.95,101.325,2020-09-22T00:00:00.000000Z,4103,WD,6,13.0,NA,2020-09-22 13:17:00 UTC
2020-09-22_4295_WD_5,2020-09-22T14:34:00.000000Z,4059.0134301487224,6.849086480308625,17.15,101.325,2020-09-22T00:00:00.000000Z,4295,WD,5,15.0,NA,2020-09-22 14:34:00 UTC
2020-09-22_1926_WS_5,2020-09-22T15:33:00.000000Z,4207.570647768286,7.012703873908057,14.8,101.325,2020-09-22T00:00:00.000000Z,1926,WS,5,18.0,NA,2020-09-22 15:33:00 UTC
2020-09-22_1637_WS_6,2020-09-22T15:57:00.000000Z,4188.244052851242,7.023902668899825,14.8,101.325,2020-09-22T00:00:00.000000Z,1637,WS,6,20.0,NA,2020-09-22 15:57:00 UTC
2020-09-22_1640_WD_5,2020-09-22T16:10:00.000000Z,4224.7302412561485,7.057670867085629,14.8,101.325,2020-09-22T00:00:00.000000Z,1640,WD,5,21.0,NA,2020-09-22 16:10:00 UTC
2020-09-22_1641_WD_6,2020-09-22T16:24:00.000000Z,4219.116080413853,7.03830052239338,14.8,101.325,2020-09-22T00:00:00.000000Z,1641,WD,6,22.0,NA,2020-09-22 16:24:00 UTC
2020-09-22_1830_WD_5,2020-09-22T16:41:00.000000Z,4148.447557944625,6.971188563527745,14.09,101.325,2020-09-22T00:00:00.000000Z,1830,WD,5,23.0,NA,2020-09-22 16:41:00 UTC
2020-09-23_5078_I_5,2020-09-23T11:24:00.000000Z,4181.870353821653,7.007714946482789,23.14,101.325,2020-09-23T00:00:00.000000Z,5078,I,5,2.0,NA,2020-09-23 11:24:00 UTC
2020-09-23_5091_I_6,2020-09-23T11:42:00.000000Z,3590.560518642226,6.122751412341136,23.92,101.325,2020-09-23T00:00:00.000000Z,5091,I,6,4.0,NA,2020-09-23 11:42:00 UTC
2020-09-23_5092_I_6,2020-09-23T12:12:00.000000Z,4166.370302158983,6.991593830187009,23.92,101.325,2020-09-23T00:00:00.000000Z,5092,I,6,6.0,NA,2020-09-23 12:12:00 UTC
2020-09-23_5099_I_5,2020-09-23T12:27:00.000000Z,4059.0134301487224,6.849086480308625,23.92,101.325,2020-09-23T00:00:00.000000Z,5099,I,5,7.0,NA,2020-09-23 12:27:00 UTC
2020-09-23_4246_I_6,2020-09-23T12:47:00.000000Z,4850.092750508395,7.880782776379473,24.01,101.325,2020-09-23T00:00:00.000000Z,4246,I,6,9.0,NA,2020-09-23 12:47:00 UTC
2020-09-23_5086_I_6,2020-09-23T13:02:00.000000Z,4254.121166115189,7.082697912692528,24.01,101.325,2020-09-23T00:00:00.000000Z,5086,I,6,10.0,NA,2020-09-23 13:02:00 UTC
2020-09-23_4261_I_6,2020-09-23T13:53:00.000000Z,4232.023166109253,7.047903025353149,23.82,101.325,2020-09-23T00:00:00.000000Z,4261,I,6,11.0,NA,2020-09-23 13:53:00 UTC
2020-09-23_1885_I_5,2020-09-23T14:10:00.000000Z,4085.3756222676975,6.8815467882635915,23.82,101.325,2020-09-23T00:00:00.000000Z,1885,I,5,12.0,NA,2020-09-23 14:10:00 UTC
2020-09-23_6393_I_6,2020-09-23T14:30:00.000000Z,4188.390643724567,7.013682834988821,23.82,101.325,2020-09-23T00:00:00.000000Z,6393,I,6,14.0,NA,2020-09-23 14:30:00 UTC
2020-09-23_6371_I_5,2020-09-23T14:45:00.000000Z,4246.103430778584,7.059188115765624,22.01,101.325,2020-09-23T00:00:00.000000Z,6371,I,5,15.0,check start,2020-09-23 14:45:00 UTC
2020-09-23_970_U_5,2020-09-23T15:31:00.000000Z,3313.353934724702,5.58533347640233,20.08,101.325,2020-09-23T00:00:00.000000Z,970,U,5,19.0,NA,2020-09-23 15:31:00 UTC
2020-09-23_853_U_6,2020-09-23T15:51:00.000000Z,4837.583083045556,7.891943854187506,20.08,101.325,2020-09-23T00:00:00.000000Z,853,U,6,21.0,NA,2020-09-23 15:51:00 UTC
2020-09-23_7447_U_6,2020-09-23T16:35:00.000000Z,4256.573285144937,6.998913903170991,17.96,101.325,2020-09-23T00:00:00.000000Z,7447,U,6,24.0,NA,2020-09-23 16:35:00 UTC
2020-09-23_8833_U_5,2020-09-23T16:54:00.000000Z,4666.254593140207,7.629208396988566,17.96,101.325,2020-09-23T00:00:00.000000Z,8833,U,5,25.0,NA,2020-09-23 16:54:00 UTC
2020-09-24_7361_U_5,2020-09-24T11:06:00.000000Z,4047.8388054166257,6.830828772523364,23.4,101.325,2020-09-24T00:00:00.000000Z,7361,U,5,3.0,NA,2020-09-24 11:06:00 UTC
2020-09-24_8835_U_6,2020-09-24T11:15:00.000000Z,4463.069877356798,7.3583662125140785,23.4,101.325,2020-09-24T00:00:00.000000Z,8835,U,6,4.0,NA,2020-09-24 11:15:00 UTC
2020-09-24_7397_U_5,2020-09-24T11:31:00.000000Z,4225.430861889927,7.057489106145126,23.61,101.325,2020-09-24T00:00:00.000000Z,7397,U,5,5.0,NA,2020-09-24 11:31:00 UTC
2020-09-24_6326_U_6,2020-09-24T11:41:00.000000Z,4190.835756044797,7.032174046628261,23.61,101.325,2020-09-24T00:00:00.000000Z,6326,U,6,6.0,NA,2020-09-24 11:41:00 UTC
2020-09-24_4774_U_6,2020-09-24T12:18:00.000000Z,4215.5637632661765,7.171583906873841,23.61,101.325,2020-09-24T00:00:00.000000Z,4774,U,6,10.0,NA,2020-09-24 12:18:00 UTC
2020-09-24_4783_U_5,2020-09-24T12:32:00.000000Z,4470.366247229669,7.348516486591803,23.12,101.325,2020-09-24T00:00:00.000000Z,4783,U,5,11.0,NA,2020-09-24 12:32:00 UTC
2020-09-24_4156_U_6,2020-09-24T12:46:00.000000Z,4178.055706494188,7.010957738333493,23.12,101.325,2020-09-24T00:00:00.000000Z,4156,U,6,12.0,dead,2020-09-24 12:46:00 UTC
2020-09-24_3564_U_5,2020-09-24T13:05:00.000000Z,4676.96723518851,7.653477064336071,23.12,101.325,2020-09-24T00:00:00.000000Z,3564,U,5,13.0,redo,2020-09-24 13:05:00 UTC
2020-10-27_4103_WD_5.0,2020-10-27T10:52:00.000000Z,4034.283119802198,6.8125297032406715,11.65,101.325,2020-10-27T00:00:00.000000Z,4103,WD,5.0,0.0,NA,2020-10-27 10:52:00 UTC
2020-10-27_4181_WD_6.0,2020-10-27T11:01:00.000000Z,3152.8976513106086,5.423711281512148,11.65,101.325,2020-10-27T00:00:00.000000Z,4181,WD,6.0,1.0,NA,2020-10-27 11:01:00 UTC
2020-10-27_4295_WD_5.0,2020-10-27T11:14:00.000000Z,4059.0134301487224,6.849086480308625,11.65,101.325,2020-10-27T00:00:00.000000Z,4295,WD,5.0,2.0,NA,2020-10-27 11:14:00 UTC
2020-10-27_1926_WS_5.0,2020-10-27T11:58:00.000000Z,4207.570647768286,7.012703873908057,12.15,101.325,2020-10-27T00:00:00.000000Z,1926,WS,5.0,6.0,NA,2020-10-27 11:58:00 UTC
2020-10-27_4190_WS_6.0,2020-10-27T12:09:00.000000Z,3019.197515844602,5.209000592991988,12.15,101.325,2020-10-27T00:00:00.000000Z,4190,WS,6.0,7.0,NA,2020-10-27 12:09:00 UTC
2020-10-27_4797_WD_5.0,2020-10-27T12:20:00.000000Z,3901.4913916081314,6.617729024571741,12.15,101.325,2020-10-27T00:00:00.000000Z,4797,WD,5.0,8.0,NA,2020-10-27 12:20:00 UTC
2020-10-27_1637_WS_6.0,2020-10-27T12:32:00.000000Z,4188.244052851242,7.023902668899825,11.26,101.325,2020-10-27T00:00:00.000000Z,1637,WS,6.0,9.0,NA,2020-10-27 12:32:00 UTC
2020-10-27_1640_WD_5.0,2020-10-27T12:43:00.000000Z,4224.7302412561485,7.057670867085629,11.26,101.325,2020-10-27T00:00:00.000000Z,1640,WD,5.0,10.0,NA,2020-10-27 12:43:00 UTC
2020-10-27_1830_WD_6.0,2020-10-27T12:52:00.000000Z,4148.447557944625,6.971188563527745,11.26,101.325,2020-10-27T00:00:00.000000Z,1830,WD,6.0,11.0,NA,2020-10-27 12:52:00 UTC
2020-10-27_1641_WD_5.0,2020-10-27T13:05:00.000000Z,4219.116080413853,7.03830052239338,11.26,101.325,2020-10-27T00:00:00.000000Z,1641,WD,5.0,12.0,Check flux,2020-10-27 13:05:00 UTC
2020-10-27_1885_I_6.0,2020-10-27T13:48:00.000000Z,4085.3756222676975,6.8815467882635915,10.55,101.325,2020-10-27T00:00:00.000000Z,1885,I,6.0,13.0,NA,2020-10-27 13:48:00 UTC
2020-10-27_4261_I_5.0,2020-10-27T13:59:00.000000Z,4232.023166109253,7.047903025353149,10.55,101.325,2020-10-27T00:00:00.000000Z,4261,I,5.0,14.0,NA,2020-10-27 13:59:00 UTC
2020-10-27_4246_I_6.0,2020-10-27T14:11:00.000000Z,4850.092750508395,7.880782776379473,10.55,101.325,2020-10-27T00:00:00.000000Z,4246,I,6.0,15.0,NA,2020-10-27 14:11:00 UTC
2020-10-27_5099_I_5.0,2020-10-27T14:21:00.000000Z,4059.0134301487224,6.849086480308625,10.55,101.325,2020-10-27T00:00:00.000000Z,5099,I,5.0,16.0,NA,2020-10-27 14:21:00 UTC
2020-10-27_5086_I_6.0,2020-10-27T14:32:00.000000Z,4254.121166115189,7.082697912692528,9.53,101.325,2020-10-27T00:00:00.000000Z,5086,I,6.0,17.0,NA,2020-10-27 14:32:00 UTC
2020-10-27_5078_I_5.0,2020-10-27T14:43:00.000000Z,4181.870353821653,7.007714946482789,9.53,101.325,2020-10-27T00:00:00.000000Z,5078,I,5.0,18.0,NA,2020-10-27 14:43:00 UTC
2020-10-27_5092_I_6.0,2020-10-27T14:55:00.000000Z,4166.370302158983,6.991593830187009,9.53,101.325,2020-10-27T00:00:00.000000Z,5092,I,6.0,19.0,NA,2020-10-27 14:55:00 UTC
2020-10-27_5091_I_5.0,2020-10-27T15:06:00.000000Z,3590.560518642226,6.122751412341136,9.53,101.325,2020-10-27T00:00:00.000000Z,5091,I,5.0,20.0,NA,2020-10-27 15:06:00 UTC
2020-10-27_6371_I_6.0,2020-10-27T15:22:00.000000Z,4246.103430778584,7.059188115765624,9.53,101.325,2020-10-27T00:00:00.000000Z,6371,I,6.0,21.0,chamber could be wrong,2020-10-27 15:22:00 UTC
2020-10-27_6393_I_5.0,2020-10-27T15:33:00.000000Z,4188.390643724567,7.013682834988821,8.79,101.325,2020-10-27T00:00:00.000000Z,6393,I,5.0,22.0,NA,2020-10-27 15:33:00 UTC
2020-11-06_3589_U_6.0,2020-11-06T09:43:00.000000Z,4624.122833680484,7.593164439274487,20.16,101.325,2020-11-06T00:00:00.000000Z,3589,U,6.0,2.0,NA,2020-11-06 09:43:00 UTC
2020-11-06_3564_U_5.0,2020-11-06T09:53:00.000000Z,4676.96723518851,7.653477064336071,20.16,101.325,2020-11-06T00:00:00.000000Z,3564,U,5.0,3.0,NA,2020-11-06 09:53:00 UTC
2020-11-06_3533_U_6.0,2020-11-06T10:04:00.000000Z,4353.967026062131,7.035347012576577,20.16,101.325,2020-11-06T00:00:00.000000Z,3533,U,6.0,4.0,NA,2020-11-06 10:04:00 UTC
2020-11-06_1134_U_5.0,2020-11-06T10:17:00.000000Z,4217.031593113217,7.020288916292876,20.16,101.325,2020-11-06T00:00:00.000000Z,1134,U,5.0,5.0,NA,2020-11-06 10:17:00 UTC
2020-11-06_3325_U_6.0,2020-11-06T10:44:00.000000Z,4580.845105473966,7.536358804799366,21.37,101.325,2020-11-06T00:00:00.000000Z,3325,U,6.0,8.0,NA,2020-11-06 10:44:00 UTC
2020-11-06_3359_U_5.0,2020-11-06T10:52:00.000000Z,3628.872241052753,6.183519239039522,21.37,101.325,2020-11-06T00:00:00.000000Z,3359,U,5.0,9.0,NA,2020-11-06 10:52:00 UTC
2020-11-06_3355_U_6.0,2020-11-06T11:04:00.000000Z,3561.4642814021263,6.080369600833565,21.37,101.325,2020-11-06T00:00:00.000000Z,3355,U,6.0,10.0,NA,2020-11-06 11:04:00 UTC
2020-11-06_3354_U_5.0,2020-11-06T11:23:00.000000Z,4873.5898912017665,7.912986087706806,21.37,101.325,2020-11-06T00:00:00.000000Z,3354,U,5.0,12.0,NA,2020-11-06 11:23:00 UTC
2020-11-06_1550_U_6.0,2020-11-06T11:30:00.000000Z,3916.363366718173,6.520166648444829,21.37,101.325,2020-11-06T00:00:00.000000Z,1550,U,6.0,13.0,NA,2020-11-06 11:30:00 UTC
2020-11-06_1133_U_5.0,2020-11-06T11:42:00.000000Z,3713.391702129728,6.321467987440662,21.47,101.325,2020-11-06T00:00:00.000000Z,1133,U,5.0,14.0,NA,2020-11-06 11:42:00 UTC
2020-11-06_970_U_5.0,2020-11-06T12:37:00.000000Z,3313.353934724702,5.58533347640233,21.19,101.325,2020-11-06T00:00:00.000000Z,970,U,5.0,17.0,NA,2020-11-06 12:37:00 UTC
2020-11-06_853_U_6.0,2020-11-06T12:48:00.000000Z,4837.583083045556,7.891943854187506,21.19,101.325,2020-11-06T00:00:00.000000Z,853,U,6.0,18.0,NA,2020-11-06 12:48:00 UTC
2020-11-06_7447_U_6.0,2020-11-06T13:08:00.000000Z,4256.573285144937,6.998913903170991,21.19,101.325,2020-11-06T00:00:00.000000Z,7447,U,6.0,20.0,NA,2020-11-06 13:08:00 UTC
2020-11-06_8833_U_5.0,2020-11-06T13:19:00.000000Z,4666.254593140207,7.629208396988566,21.19,101.325,2020-11-06T00:00:00.000000Z,8833,U,5.0,21.0,NA,2020-11-06 13:19:00 UTC
2020-11-06_8835_U_6.0,2020-11-06T13:29:00.000000Z,4463.069877356798,7.3583662125140785,21.19,101.325,2020-11-06T00:00:00.000000Z,8835,U,6.0,22.0,NA,2020-11-06 13:29:00 UTC
2020-11-06_7361_U_5.0,2020-11-06T13:40:00.000000Z,4047.8388054166257,6.830828772523364,19.77,101.325,2020-11-06T00:00:00.000000Z,7361,U,5.0,23.0,NA,2020-11-06 13:40:00 UTC
2020-11-06_4774_U_6.0,2020-11-06T13:52:00.000000Z,4215.5637632661765,7.171583906873841,19.77,101.325,2020-11-06T00:00:00.000000Z,4774,U,6.0,24.0,NA,2020-11-06 13:52:00 UTC
2020-11-06_7397_U_5.0,2020-11-06T14:03:00.000000Z,4225.430861889927,7.057489106145126,19.77,101.325,2020-11-06T00:00:00.000000Z,7397,U,5.0,25.0,NA,2020-11-06 14:03:00 UTC
2020-11-06_6326_U_5.0,2020-11-06T14:26:00.000000Z,4190.835756044797,7.032174046628261,19.77,101.325,2020-11-06T00:00:00.000000Z,6326,U,5.0,27.0,NA,2020-11-06 14:26:00 UTC
2020-11-06_4783_U_6.0,2020-11-06T14:41:00.000000Z,4470.366247229669,7.348516486591803,17.56,101.325,2020-11-06T00:00:00.000000Z,4783,U,6.0,28.0,NA,2020-11-06 14:41:00 UTC
2020-11-06_4156_U_5.0,2020-11-06T14:55:00.000000Z,4178.055706494188,7.010957738333493,17.56,101.325,2020-11-06T00:00:00.000000Z,4156,U,5.0,29.0,dead,2020-11-06 14:55:00 UTC
2020-12-07_4295_WD_5,2020-12-07T10:14:00.000000Z,4059.0134301487224,6.849086480308625,0.783,101.325,2020-12-07T00:00:00.000000Z,4295,WD,5,0.0,NA,2020-12-07 10:14:00 UTC
2020-12-07_4103_WD_6,2020-12-07T10:38:00.000000Z,4034.283119802198,6.8125297032406715,0.853,101.325,2020-12-07T00:00:00.000000Z,4103,WD,6,1.0,NA,2020-12-07 10:38:00 UTC
2020-12-07_4181_WD_5,2020-12-07T10:48:00.000000Z,3152.8976513106086,5.423711281512148,0.853,101.325,2020-12-07T00:00:00.000000Z,4181,WD,5,2.0,NA,2020-12-07 10:48:00 UTC
2020-12-07_1926_WS_6,2020-12-07T11:37:00.000000Z,4207.570647768286,7.012703873908057,0.605,101.325,2020-12-07T00:00:00.000000Z,1926,WS,6,5.0,NA,2020-12-07 11:37:00 UTC
2020-12-07_4190_WS_6,2020-12-07T12:13:00.000000Z,3019.197515844602,5.209000592991988,0.605,101.325,2020-12-07T00:00:00.000000Z,4190,WS,6,7.0,NA,2020-12-07 12:13:00 UTC
2020-12-07_4797_WD_5,2020-12-07T12:33:00.000000Z,3901.4913916081314,6.617729024571741,0.216,101.325,2020-12-07T00:00:00.000000Z,4797,WD,5,8.0,NA,2020-12-07 12:33:00 UTC
2020-12-07_1640_WD_6,2020-12-07T12:51:00.000000Z,4224.7302412561485,7.057670867085629,0.216,101.325,2020-12-07T00:00:00.000000Z,1640,WD,6,9.0,NA,2020-12-07 12:51:00 UTC
2020-12-07_1637_WS_5,2020-12-07T13:03:00.000000Z,4188.244052851242,7.023902668899825,0.216,101.325,2020-12-07T00:00:00.000000Z,1637,WS,5,10.0,NA,2020-12-07 13:03:00 UTC
2020-12-07_1641_WD_6,2020-12-07T13:21:00.000000Z,4219.116080413853,7.03830052239338,0.216,101.325,2020-12-07T00:00:00.000000Z,1641,WD,6,11.0,NA,2020-12-07 13:21:00 UTC
2020-12-07_1830_WD_5,2020-12-07T13:42:00.000000Z,4148.447557944625,6.971188563527745,-0.69,101.325,2020-12-07T00:00:00.000000Z,1830,WD,5,12.0,NA,2020-12-07 13:42:00 UTC
2020-12-08_4156_U_5,2020-12-08T10:05:00.000000Z,4178.055706494188,7.010957738333493,-2.112,101.325,2020-12-08T00:00:00.000000Z,4156,U,5,0.0,dead,2020-12-08 10:05:00 UTC
2020-12-08_3589_U_5,2020-12-08T10:06:00.000000Z,4624.122833680484,7.593164439274487,-2.112,101.325,2020-12-08T00:00:00.000000Z,3589,U,5,0.0,NA,2020-12-08 10:06:00 UTC
2020-12-08_3564_U_6,2020-12-08T10:22:00.000000Z,4676.96723518851,7.653477064336071,-2.112,101.325,2020-12-08T00:00:00.000000Z,3564,U,6,1.0,NA,2020-12-08 10:22:00 UTC
2020-12-08_3533_U_5,2020-12-08T10:36:00.000000Z,4353.967026062131,7.035347012576577,-2.193,101.325,2020-12-08T00:00:00.000000Z,3533,U,5,2.0,bad flux,2020-12-08 10:36:00 UTC
2020-12-08_1133_U_6,2020-12-08T10:48:00.000000Z,3713.391702129728,6.321467987440662,-2.193,101.325,2020-12-08T00:00:00.000000Z,1133,U,6,3.0,bad flux,2020-12-08 10:48:00 UTC
2020-12-08_1134_U_5,2020-12-08T11:06:00.000000Z,4217.031593113217,7.020288916292876,-2.193,101.325,2020-12-08T00:00:00.000000Z,1134,U,5,5.0,NA,2020-12-08 11:06:00 UTC
2020-12-08_3355_U_5,2020-12-08T11:30:00.000000Z,3561.4642814021263,6.080369600833565,-2.193,101.325,2020-12-08T00:00:00.000000Z,3355,U,5,7.0,NA,2020-12-08 11:30:00 UTC
2020-12-08_3325_U_6,2020-12-08T11:45:00.000000Z,4580.845105473966,7.536358804799366,-2.269,101.325,2020-12-08T00:00:00.000000Z,3325,U,6,8.0,NA,2020-12-08 11:45:00 UTC
2020-12-08_3359_U_5,2020-12-08T11:48:00.000000Z,3628.872241052753,6.183519239039522,-2.269,101.325,2020-12-08T00:00:00.000000Z,3359,U,5,6.0,NA,2020-12-08 11:48:00 UTC
2020-12-08_3354_U_5,2020-12-08T11:58:00.000000Z,4873.5898912017665,7.912986087706806,-2.269,101.325,2020-12-08T00:00:00.000000Z,3354,U,5,9.0,bad flux,2020-12-08 11:58:00 UTC
2020-12-08_1550_U_6,2020-12-08T12:12:00.000000Z,3916.363366718173,6.520166648444829,-2.269,101.325,2020-12-08T00:00:00.000000Z,1550,U,6,10.0,NA,2020-12-08 12:12:00 UTC
2020-12-08_970_U_6,2020-12-08T13:01:00.000000Z,3313.353934724702,5.58533347640233,-2.335,101.325,2020-12-08T00:00:00.000000Z,970,U,6,12.0,NA,2020-12-08 13:01:00 UTC
2020-12-08_853_U_5,2020-12-08T13:18:00.000000Z,4837.583083045556,7.891943854187506,-2.335,101.325,2020-12-08T00:00:00.000000Z,853,U,5,13.0,bad flux,2020-12-08 13:18:00 UTC
2020-12-08_7447_U_5,2020-12-08T13:53:00.000000Z,4256.573285144937,6.998913903170991,-2.563,101.325,2020-12-08T00:00:00.000000Z,7447,U,5,15.0,NA,2020-12-08 13:53:00 UTC
2020-12-08_8833_U_6,2020-12-08T14:08:00.000000Z,4666.254593140207,7.629208396988566,-2.563,101.325,2020-12-08T00:00:00.000000Z,8833,U,6,16.0,NA,2020-12-08 14:08:00 UTC
2020-12-08_8835_U_5,2020-12-08T14:26:00.000000Z,4463.069877356798,7.3583662125140785,-2.563,101.325,2020-12-08T00:00:00.000000Z,8835,U,5,17.0,NA,2020-12-08 14:26:00 UTC
2020-12-08_7361_U_6,2020-12-08T14:40:00.000000Z,4047.8388054166257,6.830828772523364,-2.871,101.325,2020-12-08T00:00:00.000000Z,7361,U,6,18.0,NA,2020-12-08 14:40:00 UTC
2020-12-08_7397_U_5,2020-12-08T14:58:00.000000Z,4225.430861889927,7.057489106145126,-2.871,101.325,2020-12-08T00:00:00.000000Z,7397,U,5,19.0,NA,2020-12-08 14:58:00 UTC
2020-12-08_4774_U_5,2020-12-08T15:36:00.000000Z,4215.5637632661765,7.171583906873841,-3.399,101.325,2020-12-08T00:00:00.000000Z,4774,U,5,21.0,NA,2020-12-08 15:36:00 UTC
2020-12-08_4783_U_6,2020-12-08T16:00:00.000000Z,4470.366247229669,7.348516486591803,-3.399,101.325,2020-12-08T00:00:00.000000Z,4783,U,6,22.0,NA,2020-12-08 16:00:00 UTC
2020-12-09_6371_I_5,2020-12-09T10:40:00.000000Z,4246.103430778584,7.059188115765624,1.161,101.325,2020-12-09T00:00:00.000000Z,6371,I,5,1.0,NA,2020-12-09 10:40:00 UTC
2020-12-09_5091_I_5,2020-12-09T11:14:00.000000Z,3590.560518642226,6.122751412341136,1.161,101.325,2020-12-09T00:00:00.000000Z,5091,I,5,3.0,NA,2020-12-09 11:14:00 UTC
2020-12-09_6393_I_6,2020-12-09T11:39:00.000000Z,4188.390643724567,7.013682834988821,0.959,101.325,2020-12-09T00:00:00.000000Z,6393,I,6,4.0,NA,2020-12-09 11:39:00 UTC
2020-12-09_1885_I_5,2020-12-09T14:12:00.000000Z,4085.3756222676975,6.8815467882635915,0.489,101.325,2020-12-09T00:00:00.000000Z,1885,I,5,13.0,NA,2020-12-09 14:12:00 UTC
2020-12-09_4246_I_6,2020-12-09T14:27:00.000000Z,4850.092750508395,7.880782776379473,0.489,101.325,2020-12-09T00:00:00.000000Z,4246,I,6,14.0,NA,2020-12-09 14:27:00 UTC
2020-12-09_4261_I_5,2020-12-09T14:41:00.000000Z,4232.023166109253,7.047903025353149,-0.093,101.325,2020-12-09T00:00:00.000000Z,4261,I,5,15.0,NA,2020-12-09 14:41:00 UTC
2020-12-09_5086_I_6,2020-12-09T14:52:00.000000Z,4254.121166115189,7.082697912692528,-0.093,101.325,2020-12-09T00:00:00.000000Z,5086,I,6,16.0,NA,2020-12-09 14:52:00 UTC
2020-12-09_5099_I_5,2020-12-09T15:05:00.000000Z,4059.0134301487224,6.849086480308625,-0.093,101.325,2020-12-09T00:00:00.000000Z,5099,I,5,17,NA,2020-12-09 15:05:00 UTC
2020-12-09_5078_I_6,2020-12-09T15:30:00.000000Z,4181.870353821653,7.007714946482789,-0.093,101.325,2020-12-09T00:00:00.000000Z,5078,I,6,19.0,NA,2020-12-09 15:30:00 UTC
2021-02-25_4295_WD_6,2021-02-25T10:10:00.000000Z,4059.0134301487224,6.849086480308625,4.513,101.325,2021-02-25T00:00:00.000000Z,4295,WD,6,0.0,NA,2021-02-25 10:10:00 UTC
2021-02-25_4103_WD_5,2021-02-25T10:31:00.000000Z,4034.283119802198,6.8125297032406715,4.659,101.325,2021-02-25T00:00:00.000000Z,4103,WD,5,1.0,NA,2021-02-25 10:31:00 UTC
2021-02-25_4181_WD_6,2021-02-25T10:47:00.000000Z,3152.8976513106086,5.423711281512148,4.659,101.325,2021-02-25T00:00:00.000000Z,4181,WD,6,2.0,NA,2021-02-25 10:47:00 UTC
2021-02-25_1926_WS_5,2021-02-25T11:31:00.000000Z,4207.570647768286,7.012703873908057,4.931,101.325,2021-02-25T00:00:00.000000Z,1926,WS,5,5.0,NA,2021-02-25 11:31:00 UTC
2021-02-25_4190_WS_6,2021-02-25T11:55:00.000000Z,3019.197515844602,5.209000592991988,4.931,101.325,2021-02-25T00:00:00.000000Z,4190,WS,6,6.0,NA,2021-02-25 11:55:00 UTC
2021-02-25_4797_WD_6,2021-02-25T12:23:00.000000Z,3901.4913916081314,6.617729024571741,4.931,101.325,2021-02-25T00:00:00.000000Z,4797,WD,6,8.0,NA,2021-02-25 12:23:00 UTC
2021-02-25_1637_WS_6,2021-02-25T12:38:00.000000Z,4188.244052851242,7.023902668899825,4.946,101.325,2021-02-25T00:00:00.000000Z,1637,WS,6,9.0,NA,2021-02-25 12:38:00 UTC
2021-02-25_1640_WD_6,2021-02-25T12:54:00.000000Z,4224.7302412561485,7.057670867085629,4.946,101.325,2021-02-25T00:00:00.000000Z,1640,WD,6,10.0,NA,2021-02-25 12:54:00 UTC
2021-02-25_1830_WD_5,2021-02-25T13:08:00.000000Z,4148.447557944625,6.971188563527745,4.946,101.325,2021-02-25T00:00:00.000000Z,1830,WD,5,11.0,NA,2021-02-25 13:08:00 UTC
