"Variable","%IncMSE","IncNodePurity"
"log_tree_mcra",6.84678285669913,1.14675503918999
"log_tree_mmox",6.7699932323207,0.977395138795626
"log_tree_pmoa",4.95708574804205,0.832692017976087
"log_soil_mcra",4.82674894886999,0.74010214129736
"log_soil_mmox",4.69872371095684,0.717973935408071
"log_soil_pmoa",3.82626958801631,0.611022680170701
