"Model","Variable","%IncMSE","IncNodePurity"
"v4_roughfix","log_mmox_heart",2.72158851627453,0.373246371508325
"v4_roughfix","log_mmox_sap",2.97943692933134,0.590702842424537
"v4_roughfix","log_methanotroph_heart",3.50228240342643,0.417473251771509
"v4_roughfix","log_methanotroph_sap",4.21446753061082,0.82111288398154
"v4_roughfix","log_soil_mcra",1.28966050821597,0.299728156657279
"v4_roughfix","log_soil_pmoa",2.0352945369812,0.293576477413995
"v4_roughfix","log_soil_mmox",-1.58819831048938,0.194494957981646
"v4_missforest","species",15.7337403992766,1.76615375902254
"v4_missforest","dbh_norm",2.10633424196078,0.445473032202672
"v4_missforest","log_mcra_heart",8.56404082039991,1.35170767114062
"v4_missforest","log_mcra_sap",2.52962999898743,0.445164187331373
"v4_missforest","log_pmoa_heart",3.75933589203417,0.447608070036242
"v4_missforest","log_pmoa_sap",5.3811658296958,0.605142762732746
"v4_missforest","log_mmox_heart",1.77063190215175,0.269210734282073
"v4_missforest","log_mmox_sap",2.226786252029,0.480639624950906
"v4_missforest","log_methanotroph_heart",3.48693470137324,0.358971479325297
"v4_missforest","log_methanotroph_sap",5.12497856213336,0.749586406676781
"v4_missforest","log_soil_mcra",4.72919440777543,0.643619290312606
"v4_missforest","log_soil_pmoa",0.33536151989624,0.294343226557824
"v4_missforest","log_soil_mmox",-0.138341438082514,0.291564904975963
"v4_complete","species",14.3646437752859,0.420247363997179
"v4_complete","dbh_norm",6.75346672169821,0.223857612032976
"v4_complete","log_mcra_heart",-0.49720428864627,0.150578616195305
"v4_complete","log_mcra_sap",-0.229616967448428,0.0484750803985571
"v4_complete","log_pmoa_heart",3.17366499379183,0.0523711249785013
"v4_complete","log_pmoa_sap",2.10587220353401,0.233439256349637
"v4_complete","log_mmox_heart",-1.19051785157419,0.0636661892213777
"v4_complete","log_mmox_sap",-1.06369232686104,0.0718437908728225
"v4_complete","log_methanotroph_heart",3.91323634737654,0.049962836834709
"v4_complete","log_methanotroph_sap",5.48799836908851,0.329870690105763
"v4_complete","log_soil_mcra",5.15776101257572,0.235198075511711
"v4_complete","log_soil_pmoa",0.241305323072005,0.187842343063455
"v4_complete","log_soil_mmox",0.958867171566132,0.0670175228942843
