"Variable","%IncMSE","IncNodePurity"
"species",16.0469230903218,2.27074504941211
"log_tree_mmox",5.65427714171803,0.863462597312818
"log_tree_pmoa",4.23192863683444,0.958750100755657
"log_soil_mcra",3.34036335495251,0.396690625979114
"dbh",3.3298593455966,0.841468426425653
"log_tree_mcra",3.2100761088685,1.24437326861708
"log_soil_mmox",-0.0424376971373898,0.467407079848925
"log_soil_pmoa",-0.167688404434713,0.50515166810854
