"x","y","mean_flux_nmol","mean_flux_mg","pct_uptake","mean_moisture"
-72.1312065505541,41.9891996690361,-0.300951302581928,-0.416035080689257,80,49.5993324911907
-72.1312065505541,41.9892161716916,-0.29452159816704,-0.407146657306115,80,49.7620351593569
-72.1312065505541,41.989232674347,-0.134888329471881,-0.186469626661928,70,49.7723934484789
-72.1312065505541,41.9892491770025,-0.134888329471881,-0.186469626661928,70,49.7792341360079
-72.1312065505541,41.9892656796579,-0.134888329471881,-0.186469626661928,70,49.7860748234766
-72.1312065505541,41.9892821823134,-0.134938129935509,-0.186538470822847,70,49.7927789918898
-72.1312065505541,41.9892986849688,-0.134938129935509,-0.186538470822847,70,49.7988955056582
-72.1312065505541,41.9893151876242,-0.134938129935509,-0.186538470822847,70,49.8050120194869
-72.1311810297785,41.9891996690361,-0.29452159816704,-0.407146657306115,80,49.7386600243635
-72.1311810297785,41.9892161716916,-0.134679118629464,-0.186180413593372,70,49.8399719367745
-72.1311810297785,41.989232674347,-0.126454678339932,-0.174810947337122,70,49.923102704825
-72.1311810297785,41.9892491770025,-0.126302211699786,-0.174600177453784,70,49.9299433922936
-72.1311810297785,41.9892656796579,-0.126247917050619,-0.174525120530775,70,49.9367840798227
-72.1311810297785,41.9892821823134,-0.128974727218595,-0.178294662906986,70,49.9435189819087
-72.1311810297785,41.9892986849688,-0.128974727218595,-0.178294662906986,70,49.9496354957374
-72.1311810297785,41.9893151876242,-0.128974727218595,-0.178294662906986,70,49.9557520095058
-72.1311810297785,41.9893316902797,-0.127526581548174,-0.176292746332196,70,49.9664243089795
-72.1311810297785,41.9893481929351,-0.127094340856578,-0.175695216800134,70,49.9934407770954
-72.1311810297785,41.9893646955906,-0.126843330305474,-0.175348219814288,70,50.0204572452113
-72.1311810297785,41.989381198246,-0.131218902484756,-0.181397010794927,70,50.0474737133271
-72.1311810297785,41.9893977009015,-0.131218902484756,-0.181397010794927,70,50.074490181443
-72.1311810297785,41.9894142035569,-0.131218902484756,-0.181397010794927,70,50.1015066495588
-72.1311810297785,41.9894307062124,-0.131333436996616,-0.181555343304122,70,50.1285231176747
-72.1311810297785,41.9894472088678,-0.156075966783619,-0.215759416481675,70,50.1555395857906
-72.1311810297785,41.9894637115232,-0.165612821228091,-0.228943164065713,70,50.1825560539064
-72.1311810297785,41.9894802141787,-0.165612821228091,-0.228943164065713,70,50.2095725220223
-72.1311810297785,41.9894967168341,-0.165612821228091,-0.228943164065713,70,50.2365889901381
-72.1311810297785,41.9895132194896,-0.16532472032714,-0.228544893380238,70,50.263605458254
-72.1311555090029,41.9891996690361,-0.134679118629464,-0.186180413593372,70,49.8247245328014
-72.1311555090029,41.9892161716916,-0.127422794046279,-0.176149270489576,70,49.917908714192
-72.1311555090029,41.989232674347,-0.126843330305474,-0.175348219814288,70,50.0110928955524
