Quadrat,Subquadrat,Quadrat (x),Quadrat (y),Subquad (x),Subquad (y),Tag ID,Species (4 char),Diam (mm),Codes 1,Codes 2,Date,Names,Entered by,,X coord (m),Y coord (m),enter date,initials ,Notes,PX,PY,,PX2 (rotated 10 degrees),PY2 (rotated 10 degrees),,original bearing,second bearing,lat 1,lon 1,distance,,lat 2,lon 2,,Latitude,Longitude
0706,,2,3,3,2,221,TSCA,582,,,7/19/18,"Ben G, Ananth, Paige",LG,,12.3,7.3,06/14/2021,CL,,132.3,147.3,,155.8684514,122.0885165,,0.731801474,0.906334474,0.73285,-1.25892,197.9913634,,0.732869,-1.258889,,41.990309,-72.129034
0706,,2,3,3,2,222,ACSA,184,,,7/19/18,"Ben G, Ananth, Paige",LG,,13.6,8,06/14/2021,CL,,133.6,148,,157.2702553,122.5521391,,0.734306303,0.908839303,0.73285,-1.25892,199.3814435,,0.732869,-1.258889,,41.990313,-72.129017
0706,,2,3,4,2,223,QURU,521,,,7/19/18,"Ben G, Ananth, Paige",LG,,19.6,5.8,06/14/2021,CL,,139.6,145.8,,162.7970756,119.3436726,,0.763677684,0.938210684,0.73285,-1.25892,201.8558892,,0.732869,-1.258888,,41.990284,-72.128950
0706,,2,3,3,1,224,TSCA,338,,,7/19/18,"Ben G, Ananth, Paige",LG,,12.8,1,06/14/2021,CL,,132.8,141,,155.2668713,115.7974036,,0.755458245,0.929991245,0.73285,-1.25892,193.6926431,,0.732868,-1.258889,,41.990252,-72.129041
0806,,2,4,1,1,225,TSCA,725,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,1,0.5,06/14/2021,EJ,,121,160.5,,147.0322809,137.0502039,,0.645988666,0.820521666,0.73285,-1.25892,201.0006219,,0.732871,-1.258891,,41.990444,-72.129141
0806,,2,4,1,1,226,TSCA,34,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,2.2,2.1,06/14/2021,EJ,,122.2,162.1,,148.4918874,138.4175183,,0.645964158,0.820497158,0.73285,-1.25892,203.0006158,,0.732872,-1.258891,,41.990456,-72.129123
0806,,2,4,1,1,227,TSCA,29,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,3.3,1.4,06/14/2021,EJ,,123.3,161.4,,149.4536221,137.5371399,,0.652363506,0.826896506,0.73285,-1.25892,203.1079762,,0.732872,-1.258890,,41.990448,-72.129112
0806,,2,4,1,1,228,BEAL,16,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,2.8,3.1,06/14/2021,EJ,,122.8,163.1,,149.2564203,139.2981371,,0.645362392,0.819895392,0.73285,-1.25892,204.1603536,,0.732872,-1.258891,,41.990464,-72.129114
0806,,2,4,1,1,229,TSCA,22,Q,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,3.3,3.5,06/14/2021,EJ,,123.3,163.5,,149.8182834,139.6052361,,0.646138079,0.820671079,0.73285,-1.25892,204.780712,,0.732872,-1.258890,,41.990466,-72.129107
0806,,2,4,1,1,230,TSCA,11,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,2.5,4.9,06/14/2021,EJ,,122.5,164.9,,149.2735448,141.1228855,,0.63892515,0.81345815,0.73285,-1.25892,205.4221507,,0.732872,-1.258891,,41.990480,-72.129114
0806,,2,4,1,2,231,TSCA,275,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,4.5,5.3,06/14/2021,EJ,,124.5,165.3,,151.3126196,141.1695121,,0.64553068,0.82006368,0.73285,-1.25892,206.9404262,,0.732872,-1.258890,,41.990481,-72.129089
0806,,2,4,2,1,232,TSCA,443,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,5.7,0.5,06/14/2021,EJ,,125.7,160.5,,151.6608773,136.2340571,,0.664398861,0.838931861,0.73285,-1.25892,203.8645138,,0.732871,-1.258890,,41.990436,-72.129085
0806,,2,4,2,1,233,TSCA,230,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,9.9,2.5,06/14/2021,EJ,,129.9,162.5,,156.1443663,137.4743499,,0.674365595,0.848898595,0.73285,-1.25892,208.0390829,,0.732872,-1.258889,,41.990447,-72.129031
0806,,2,4,1,3,234,ACSA,332,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,1.6,13.5,06/14/2021,EJ,,121.6,173.5,,149.8805928,149.7485155,,0.611305966,0.785838966,0.73285,-1.25892,211.8697949,,0.732873,-1.258890,,41.990558,-72.129106
0806,,2,4,1,4,235,ACRU,163,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,2.3,16.6,06/14/2021,EJ,,122.3,176.6,,151.1082678,152.6798658,,0.605691874,0.780224874,0.73285,-1.25892,214.8135238,,0.732874,-1.258890,,41.990584,-72.129092
0806,,2,4,1,4,236,TSCA,459,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,4.6,17,06/14/2021,EJ,,124.6,177,,153.4427849,152.6743979,,0.613375266,0.787908266,0.73285,-1.25892,216.4582177,,0.732874,-1.258890,,41.990584,-72.129063
0806,,2,4,2,4,237,BEAL,221,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,5.2,17.7,06/14/2021,EJ,,125.2,177.7,,154.1552233,153.2595743,,0.613778642,0.788311642,0.73285,-1.25892,217.3760106,,0.732874,-1.258889,,41.990589,-72.129055
0806,,2,4,3,3,238,TSCA,408,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,10.6,13.9,06/14/2021,EJ,,130.6,173.9,,158.8133218,148.5796044,,0.644144846,0.818677846,0.73285,-1.25892,217.4800451,,0.732873,-1.258889,,41.990547,-72.128998
0806,,2,4,3,4,239,FRAM,359,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,12.8,16.7,06/14/2021,EJ,,132.8,176.7,,161.4661139,150.9550399,,0.644496403,0.819029403,0.73285,-1.25892,221.0401095,,0.732874,-1.258888,,41.990569,-72.128966
0806,,2,4,3,4,240,TSCA,334,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,11.9,18,06/14/2021,EJ,,131.9,178,,160.8055296,152.3915734,,0.637723435,0.812256435,0.73285,-1.25892,221.5436977,,0.732874,-1.258888,,41.990581,-72.128974
0806,,2,4,3,4,241,BEAL,234,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,13.6,18.1,06/14/2021,EJ,,133.6,178.1,,162.4970676,152.1948521,,0.64359094,0.81812394,0.73285,-1.25892,222.6400009,,0.732874,-1.258888,,41.990580,-72.128954
0806,,2,4,4,3,242,ACSA,187,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,16.1,12.8,06/14/2021,EJ,,136.1,172.8,,164.0387512,146.5412505,,0.667143815,0.841676815,0.73285,-1.25892,219.9614739,,0.732873,-1.258887,,41.990529,-72.128935
0806,,2,4,3,2,243,TSCA,465,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,14.5,9.1,06/14/2021,EJ,,134.5,169.1,,161.8205603,143.175299,,0.671922012,0.846455012,0.73285,-1.25892,216.067258,,0.732872,-1.258888,,41.990499,-72.128962
0806,,2,4,4,2,244,TSCA,198,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,15.8,8.8,06/14/2021,EJ,,135.8,168.8,,163.0487159,142.654114,,0.677480266,0.852013266,0.73285,-1.25892,216.6450553,,0.732872,-1.258888,,41.990494,-72.128947
0806,,2,4,4,2,245,QUAL,304,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,18.8,9.8,06/14/2021,EJ,,138.8,169.8,,166.1767874,143.117977,,0.685280361,0.859813361,0.73285,-1.25892,219.3113768,,0.732872,-1.258887,,41.990498,-72.128909
0806,,2,4,4,2,246,QURU,431,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,19.3,5.6,06/14/2021,EJ,,139.3,165.6,,165.9398686,138.8949603,,0.699353355,0.873886355,0.73285,-1.25892,216.3974353,,0.732872,-1.258887,,41.990460,-72.128912
0806,,2,4,4,2,247,TSCA,626,I,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,19.9,5.1,06/14/2021,EJ,,139.9,165.1,,166.4439291,138.2983675,,0.702962456,0.877495456,0.73285,-1.25892,216.4024492,,0.732872,-1.258887,,41.990455,-72.128906
0806,,2,4,4,2,248,QURU,578,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,15.9,5.5,06/14/2021,EJ,,135.9,165.5,,162.5741575,139.3868836,,0.687503724,0.862036724,0.73285,-1.25892,214.1472858,,0.732872,-1.258888,,41.990465,-72.128953
0806,,2,4,4,1,249,ACSA,304,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,15.5,4,06/14/2021,EJ,,135.5,164,,161.919762,137.9791313,,0.690525241,0.865058241,0.73285,-1.25892,212.735164,,0.732872,-1.258888,,41.990452,-72.128961
0906,,2,5,1,1,250,TSCA,375,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,0.9,1.5,06/14/2021,EJ,,120.9,181.5,,150.5804134,157.7485312,,0.58762107,0.76215407,0.73285,-1.25892,218.080398,,0.732875,-1.258890,,41.990630,-72.129098
0906,,2,5,1,1,251,TSCA,205,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,0.2,4.1,06/14/2021,EJ,,120.2,184.1,,150.3425334,160.4305851,,0.578415411,0.752948411,0.73285,-1.25892,219.8655271,,0.732875,-1.258890,,41.990654,-72.129101
0906,,2,5,1,1,252,ACRU,227,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,2.2,4.7,06/14/2021,EJ,,122.2,184.7,,152.4163379,160.6741733,,0.584496043,0.759029043,0.73285,-1.25892,221.4654149,,0.732875,-1.258890,,41.990656,-72.129076
0906,,2,5,1,2,253,TSCA,,M,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,1.5,6,06/14/2021,EJ,,121.5,186,,151.9527152,162.0759771,,0.578639581,0.753172581,0.73285,-1.25892,222.1671668,,0.732875,-1.258890,,41.990669,-72.129081
0906,,2,5,1,2,254,TSCA,275,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,0.5,6.9,06/14/2021,EJ,,120.5,186.9,,151.1241908,163.1359523,,0.57266141,0.74719441,0.73285,-1.25892,222.3777417,,0.732876,-1.258890,,41.990678,-72.129091
0906,,2,5,1,2,255,ACRU,309,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,0.4,6.1,06/14/2021,EJ,,120.4,186.1,,150.8867915,162.365471,,0.574237987,0.748770987,0.73285,-1.25892,221.6514606,,0.732875,-1.258890,,41.990671,-72.129094
0906,,2,5,1,2,256,TSCA,152,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,3.2,6.5,06/14/2021,EJ,,123.2,186.5,,153.7137124,162.273179,,0.583783743,0.758316743,0.73285,-1.25892,223.5184332,,0.732875,-1.258890,,41.990670,-72.129060
0906,,2,5,2,2,257,BEAL,253,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,6.8,5.2,06/14/2021,EJ,,126.8,185.2,,157.0332776,160.3677952,,0.600359859,0.774892859,0.73285,-1.25892,224.448836,,0.732875,-1.258889,,41.990653,-72.129020
0906,,2,5,2,2,258,ACSA,162,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,9.8,7,06/14/2021,EJ,,129.8,187,,160.3002677,161.6195044,,0.606767157,0.781300157,0.73285,-1.25892,227.6335652,,0.732875,-1.258888,,41.990664,-72.128980
0906,,2,5,2,1,259,QURU,227,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,9.5,3.8,06/14/2021,EJ,,129.5,183.8,,159.4491509,158.5202141,,0.613786622,0.788319622,0.73285,-1.25892,224.8392537,,0.732875,-1.258888,,41.990637,-72.128991
0906,,2,5,1,4,260,BEAL,165,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,0.9,16.5,06/14/2021,EJ,,120.9,196.5,,153.1851372,172.5206473,,0.551569796,0.726102796,0.73285,-1.25892,230.7142388,,0.732877,-1.258890,,41.990763,-72.129066
0906,,2,5,1,3,261,BEAL,47,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,0.3,13.4,06/14/2021,EJ,,120.3,193.4,,152.0559429,169.5719323,,0.556458489,0.730991489,0.73285,-1.25892,227.7622664,,0.732877,-1.258890,,41.990736,-72.129080
0906,,2,5,2,4,262,BEAL,187,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,6.2,15.8,06/14/2021,EJ,,126.2,195.8,,158.2830644,170.9109462,,0.572523964,0.747056964,0.73285,-1.25892,232.9465175,,0.732877,-1.258889,,41.990748,-72.129005
0906,,2,5,2,4,263,TSCA,13,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,6.3,19.5,06/14/2021,EJ,,126.3,199.5,,159.0240437,174.53737,,0.564390496,0.738923496,0.73285,-1.25892,236.1184872,,0.732877,-1.258888,,41.990781,-72.128996
0906,,2,5,3,4,264,TSCA,,M,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,10.2,15.5,06/14/2021,EJ,,130.2,195.5,,162.1702009,169.9209109,,0.587530293,0.762063293,0.73285,-1.25892,234.8878243,,0.732877,-1.258888,,41.990739,-72.128958
0906,,2,5,3,4,265,TSCA,240,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,14.7,17.9,06/14/2021,EJ,,134.7,197.9,,167.0185915,171.5030323,,0.597618806,0.772151806,0.73285,-1.25892,239.391938,,0.732877,-1.258887,,41.990753,-72.128899
0906,,2,5,3,3,266,TSCA,91,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,14.8,11.5,06/14/2021,EJ,,134.8,191.5,,166.0057235,165.1828979,,0.61334962,0.78788262,0.73285,-1.25892,234.1864428,,0.732876,-1.258887,,41.990697,-72.128911
0906,,2,5,3,3,267,TSCA,279,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,12.3,12,06/14/2021,EJ,,132.3,192,,163.6305283,166.1094224,,0.60334758,0.77788058,0.73285,-1.25892,233.1679438,,0.732876,-1.258887,,41.990705,-72.128940
0906,,2,5,3,3,268,ACRU,,M,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,11.5,14,06/14/2021,EJ,Average of three stems,131.5,194,,163.1899786,168.2179565,,0.59569476,0.77022776,0.73285,-1.25892,234.3677666,,0.732876,-1.258888,,41.990724,-72.128945
0906,,2,5,3,3,269,TSCA,377,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,14.5,14.8,06/14/2021,EJ,,134.5,194.8,,166.2833204,168.484858,,0.604288953,0.778821953,0.73285,-1.25892,236.7219677,,0.732876,-1.258887,,41.990726,-72.128908
0906,,2,5,4,4,270,TSCA,260,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,15.6,15.9,06/14/2021,EJ,,135.6,195.9,,167.557622,169.3771334,,0.605465027,0.779998027,0.73285,-1.25892,238.2523242,,0.732877,-1.258887,,41.990734,-72.128893
0906,,2,5,4,4,271,TSCA,50,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,15.4,15.2,06/14/2021,EJ,,135.4,195.2,,167.2391067,168.7224976,,0.606449833,0.780982833,0.73285,-1.25892,237.5630443,,0.732876,-1.258887,,41.990728,-72.128896
0906,,2,5,4,4,272,TSCA,116,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,18.2,16.5,06/14/2021,EJ,,138.2,196.5,,170.2223111,169.5165326,,0.612942575,0.787475575,0.73285,-1.25892,240.2321585,,0.732877,-1.258886,,41.990735,-72.128860
0906,,2,5,4,4,273,TSCA,372,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,19.4,19,06/14/2021,EJ,,139.4,199,,171.838201,171.770174,,0.611063142,0.785596142,0.73285,-1.25892,242.9678168,,0.732877,-1.258886,,41.990756,-72.128841
0906,,2,5,4,3,274,TSCA,169,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,15.7,14.9,06/14/2021,EJ,,135.7,194.9,,167.4824545,168.3749608,,0.608207773,0.782740773,0.73285,-1.25892,237.4878944,,0.732876,-1.258887,,41.990725,-72.128893
0906,,2,5,4,3,275,BEAL,175,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,15.3,14.9,06/14/2021,EJ,,135.3,194.9,,167.0885314,168.4444201,,0.606824185,0.781357185,0.73285,-1.25892,237.2595625,,0.732876,-1.258887,,41.990726,-72.128898
0906,,2,5,4,3,276,TSCA,227,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,16.2,11.5,06/14/2021,EJ,,136.2,191.5,,167.3844543,164.9397904,,0.618221292,0.792754292,0.73285,-1.25892,234.9950851,,0.732876,-1.258887,,41.990694,-72.128895
0906,,2,5,3,2,277,QURU,332,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,12,5.2,06/14/2021,EJ,,132,185.2,,162.1542778,159.4648243,,0.619227201,0.793760201,0.73285,-1.25892,227.4269993,,0.732875,-1.258888,,41.990645,-72.128958
0906,,2,5,3,2,278,TSCA,416,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,13.5,8,06/14/2021,EJ,,133.5,188,,164.1177045,161.9618136,,0.617476617,0.792009617,0.73285,-1.25892,230.5780779,,0.732875,-1.258887,,41.990668,-72.128934
0906,,2,5,3,2,279,TSCA,52,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,13,9.6,06/14/2021,EJ,,133,189.6,,163.9031379,163.6243301,,0.611716413,0.786249413,0.73285,-1.25892,231.5969775,,0.732876,-1.258887,,41.990682,-72.128937
0906,,2,5,4,2,280,TSCA,278,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,19.5,9.1,06/14/2021,EJ,,139.5,189.1,,170.2175641,162.0032126,,0.635585707,0.810118707,0.73285,-1.25892,234.9873614,,0.732875,-1.258886,,41.990668,-72.128860
0906,,2,5,4,2,281,TSCA,209,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,15.7,9.8,06/14/2021,EJ,,135.7,189.8,,166.5968484,163.3524414,,0.620697894,0.795230894,0.73285,-1.25892,233.3206592,,0.732876,-1.258887,,41.990680,-72.128904
0906,,2,5,4,2,282,BEAL,331,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,17.5,7.4,06/14/2021,EJ,,137.5,187.4,,167.9527466,160.6763359,,0.633003258,0.807536258,0.73285,-1.25892,232.4328075,,0.732875,-1.258887,,41.990656,-72.128888
0906,,2,5,4,2,283,TSCA,60,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,18.1,7.8,06/14/2021,EJ,,138.1,187.8,,168.6130905,160.9660701,,0.63406338,0.80859638,0.73285,-1.25892,233.1103816,,0.732875,-1.258886,,41.990659,-72.128880
0507,,3,1,1,1,284,TSCA,273,,,7/19/18,ANDREW,LG,,1.7,2.4,06/14/2021,CL,,141.7,102.4,,157.3288377,76.23835536,,0.945027913,1.119560913,0.73285,-1.25892,174.8274864,,0.732862,-1.258889,,41.989897,-72.129016
0507,,3,1,1,1,285,BEAL,210,,,7/19/18,ANDREW,LG,,2.8,1.9,06/14/2021,CL,,142.8,101.9,,158.3253021,75.55493842,,0.951010693,1.125543693,0.73285,-1.25892,175.4293305,,0.732862,-1.258889,,41.989890,-72.129004
0507,,3,1,1,1,286,ACRU,129,,,7/19/18,ANDREW,LG,,2.5,0.9,06/14/2021,CL,,142.5,100.9,,157.8562115,74.62222515,,0.954674647,1.129207647,0.73285,-1.25892,174.6054409,,0.732862,-1.258889,,41.989882,-72.129010
0507,,3,1,1,1,287,TSCA,185,,,7/19/18,ANDREW,LG,,3.7,1.2,06/14/2021,CL,,143.7,101.2,,159.0900753,74.70928957,,0.957227077,1.131760077,0.73285,-1.25892,175.7587267,,0.732862,-1.258888,,41.989883,-72.128995
0507,,3,1,2,2,288,TSCA,178,,,7/19/18,ANDREW,LG,,6.8,7.7,06/14/2021,CL,,146.8,107.7,,163.2716929,80.57223031,,0.937840801,1.112373801,0.73285,-1.25892,182.0701239,,0.732863,-1.258888,,41.989936,-72.128944
0507,,3,1,2,2,289,TSCA,277,,,7/19/18,ANDREW,LG,,7.9,5.5,06/14/2021,CL,,147.9,105.5,,163.9729553,78.2146402,,0.951186718,1.125719718,0.73285,-1.25892,181.671847,,0.732862,-1.258887,,41.989914,-72.128936
0507,,3,1,2,1,290,TSCA,72,,,7/19/18,ANDREW,LG,,7.8,1.7,06/14/2021,CL,,147.8,101.7,,163.2146111,74.48973561,,0.968107086,1.142640086,0.73285,-1.25892,179.4093922,,0.732862,-1.258888,,41.989881,-72.128945
0507,,3,1,2,1,291,TSCA,74,A,1.65,7/19/18,ANDREW,LG,,7,1.5,06/14/2021,CL,,147,101.5,,162.3920353,74.43169267,,0.96649082,1.14102382,0.73285,-1.25892,178.6372022,,0.732862,-1.258888,,41.989880,-72.128955
0507,,3,1,2,1,292,TSCA,28,,,7/19/18,ANDREW,LG,,8.2,0.6,06/14/2021,CL,,148.2,100.6,,163.4175212,73.3369878,,0.974432196,1.148965196,0.73285,-1.25892,179.1189549,,0.732861,-1.258888,,41.989871,-72.128943
0507,,3,1,2,1,293,TSCA,215,,,7/19/18,ANDREW,LG,,9.8,1.3,06/14/2021,CL,,149.8,101.3,,165.1147673,73.74851601,,0.976198727,1.150731727,0.73285,-1.25892,180.8361966,,0.732862,-1.258887,,41.989874,-72.128922
0507,,3,1,1,3,294,TSCA,56,,,7/19/18,ANDREW,LG,,3.8,10.5,06/14/2021,CL,,143.8,110.5,,160.8034848,83.85063673,,0.915605004,1.090138004,0.73285,-1.25892,181.3523918,,0.732863,-1.258888,,41.989965,-72.128974
0507,,3,1,1,3,295,TSCA,436,,,7/19/18,ANDREW,LG,,3,11.7,06/14/2021,CL,,143,111.7,,160.2240165,85.17132462,,0.907674762,1.082207762,0.73285,-1.25892,181.4549255,,0.732863,-1.258888,,41.989977,-72.128981
0507,,3,1,1,3,296,TSCA,148,,,7/19/18,ANDREW,LG,,3.3,12.2,06/14/2021,CL,,143.3,112.2,,160.6062829,85.61163401,,0.906524409,1.081057409,0.73285,-1.25892,181.9992582,,0.732863,-1.258888,,41.989981,-72.128977
0507,,3,1,1,3,297,TSCA,270,,,7/19/18,ANDREW,LG,,4.7,14.6,06/14/2021,CL,,144.7,114.6,,162.4017696,87.73206504,,0.900962698,1.075495698,0.73285,-1.25892,184.5839917,,0.732864,-1.258888,,41.990000,-72.128955
0507,,3,1,1,4,298,BELE,147,A,1.5,7/19/18,ANDREW,LG,,4.8,17.9,06/14/2021,CL,,144.8,117.9,,163.0732896,90.96456576,,0.887440676,1.061973676,0.73285,-1.25892,186.7282785,,0.732864,-1.258888,,41.990029,-72.128947
0507,,3,1,2,4,299,TSCA,298,,,7/19/18,ANDREW,LG,,7.4,19.6,06/14/2021,CL,,147.4,119.6,,165.9289917,92.18725346,,0.88914419,1.06367719,0.73285,-1.25892,189.8181235,,0.732864,-1.258887,,41.990040,-72.128912
0507,,3,1,2,4,300,TSCA,171,,,7/19/18,ANDREW,LG,,8.8,18,06/14/2021,CL,,148.8,118,,167.0298854,90.36845352,,0.900331674,1.074864674,0.73285,-1.25892,189.9090309,,0.732864,-1.258887,,41.990024,-72.128899
0507,,3,1,2,4,301,TSCA,235,,,7/19/18,ANDREW,LG,,8.6,17,06/14/2021,CL,,148.6,117,,166.6592756,89.41837543,,0.903817409,1.078350409,0.73285,-1.25892,189.1321231,,0.732864,-1.258887,,41.990015,-72.128903
0507,,3,1,2,3,302,TSCA,255,,,7/19/18,ANDREW,LG,,8.4,12.8,06/14/2021,CL,,148.4,112.8,,165.7329914,85.31691258,,0.920857539,1.095390539,0.73285,-1.25892,186.4038626,,0.732863,-1.258887,,41.989978,-72.128915
0507,,3,1,2,3,303,TSCA,165,,,7/19/18,ANDREW,LG,,6.3,11.8,06/14/2021,CL,,146.3,111.8,,163.4912469,84.69676616,,0.918279603,1.092812603,0.73285,-1.25892,184.127483,,0.732863,-1.258888,,41.989973,-72.128942
0507,,3,1,3,3,304,BEPA,348,,,7/19/18,ANDREW,LG,,10.5,11,06/14/2021,CL,,150.5,111,,167.4885208,83.17959732,,0.935316436,1.109849436,0.73285,-1.25892,187.0060159,,0.732863,-1.258887,,41.989959,-72.128893
0507,,3,1,3,3,305,TSCA,110,,,7/19/18,ANDREW,LG,,11.7,12.5,06/14/2021,CL,,151.7,112.5,,168.9307624,84.44843103,,0.932695991,1.107228991,0.73285,-1.25892,188.8627544,,0.732863,-1.258886,,41.989970,-72.128876
0507,,3,1,3,3,306,TSCA,140,,,7/19/18,ANDREW,LG,,10.9,13.8,06/14/2021,CL,,150.9,113.8,,168.368659,85.86759969,,0.924649722,1.099182722,0.73285,-1.25892,189.0006614,,0.732863,-1.258886,,41.989983,-72.128883
0507,,3,1,3,3,307,TSCA,90,L,,7/19/18,ANDREW,LG,,12.3,13.7,06/14/2021,CL,,152.3,113.7,,169.730025,85.52601136,,0.929505043,1.104038043,0.73285,-1.25892,190.0604641,,0.732863,-1.258886,,41.989980,-72.128866
0507,,3,1,3,3,308,TSCA,188,,,7/19/18,ANDREW,LG,,11.9,10.5,06/14/2021,CL,,151.9,110.5,,168.7804275,82.4440859,,0.941882619,1.116415619,0.73285,-1.25892,187.8399851,,0.732863,-1.258886,,41.989952,-72.128878
0507,,3,1,3,4,309,TSCA,161,,,7/19/18,ANDREW,LG,,11,15.4,06/14/2021,CL,,151,115.4,,168.7449769,87.42592725,,0.918244739,1.092777739,0.73285,-1.25892,190.0477835,,0.732864,-1.258886,,41.989997,-72.128878
0507,,3,1,3,4,310,BELE,427,,,7/19/18,ANDREW,LG,,13.3,17.7,06/14/2021,CL,,153.3,117.7,,171.4094257,89.29159407,,0.916015556,1.090548556,0.73285,-1.25892,193.272295,,0.732864,-1.258886,,41.990014,-72.128846
0507,,3,1,4,4,311,FAGR,114,,,7/19/18,ANDREW,LG,,19.4,18.5,06/14/2021,CL,,159.4,118.5,,177.5556715,89.02018593,,0.931524374,1.106057374,0.73285,-1.25892,198.6217762,,0.732864,-1.258885,,41.990012,-72.128772
0507,,3,1,4,4,312,QURU,,P,,7/19/18,ANDREW,LG,,18,13.9,06/14/2021,CL,,158,113.9,,175.3781588,84.73317788,,0.94618996,1.12072296,0.73285,-1.25892,194.7747674,,0.732863,-1.258885,,41.989973,-72.128798
0507,,3,1,3,3,313,TSCA,179,,,7/19/18,ANDREW,LG,,14.7,13.4,06/14/2021,CL,,154.7,113.4,,172.0414691,84.81381324,,0.938243686,1.112776686,0.73285,-1.25892,191.811496,,0.732863,-1.258886,,41.989974,-72.128838
0507,,3,1,4,3,314,TSCA,201,,,7/19/18,ANDREW,LG,,17.4,14.4,06/14/2021,CL,,157.4,114.4,,174.8740982,85.3297707,,0.942302315,1.116835315,0.73285,-1.25892,194.5819108,,0.732863,-1.258885,,41.989978,-72.128804
0507,,3,1,4,3,315,QUAL,183,,,7/19/18,ANDREW,LG,,15.9,12.3,06/14/2021,CL,,155.9,112.3,,173.0322253,83.52214682,,0.946553638,1.121086638,0.73285,-1.25892,192.1356292,,0.732863,-1.258886,,41.989962,-72.128826
0507,,3,1,4,2,316,ACRU,71,,,7/19/18,ANDREW,LG,,18,9.8,06/14/2021,CL,,158,109.8,,174.6662009,80.69546614,,0.963476634,1.138009634,0.73285,-1.25892,192.4059251,,0.732863,-1.258885,,41.989937,-72.128807
