Quadrat,Subquadrat,Quadrat (x),Quadrat (y),Subquad (x),Subquad (y),Tag ID,Species (4 char),Diam (mm),Codes 1,Codes 2,Date,Names,Entered by,X coord,Y coord,,PX2 (rotated 10 degrees),PY2 (rotated 10 degrees),,original bearing,second bearing,lat 1,lon 1,distance,,lat 2,lon 2,,Latitude,Longitude
0706,,2,3,1,3,206,PIST,12,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,3,207,PIST,13,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,3,208,PIST,11,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,3,209,PIST,10,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,3,210,PIST,16,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,4,211,TSCA,16,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,4,212,TSCA,45,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,4,213,BEAL,17,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,4,214,TSCA,25,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,4,215,PIST,17,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,3,1,224,TSCA,338,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,3,2,221,TSCA,582,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,3,2,222,ACSA,184,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,3,4,216,TSCA,364,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,4,2,223,QURU,521,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,4,3,219,TSCA,389,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,4,3,220,ACRU,283,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,4,4,217,TSCA,248,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,4,4,218,TSCA,495,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,1,225,TSCA,725,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,1,226,TSCA,34,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,1,227,TSCA,29,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,1,228,BEAL,16,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,1,229,TSCA,22,Q,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,1,230,TSCA,11,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,2,231,TSCA,275,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,3,234,ACSA,332,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,4,235,ACRU,163,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,1,4,236,TSCA,459,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,2,1,232,TSCA,443,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,2,1,233,TSCA,230,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,2,4,237,BEAL,221,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,3,2,243,TSCA,465,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,3,3,238,TSCA,408,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,3,4,239,FRAM,359,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,3,4,240,TSCA,334,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,3,4,241,BEAL,234,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,4,1,249,ACSA,304,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,4,2,244,TSCA,198,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,4,2,245,QUAL,304,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,4,2,246,QURU,431,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,4,2,247,TSCA,626,I,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,4,2,248,QURU,578,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0806,,2,4,4,3,242,ACSA,187,,,7/19/18,"PAIGE, BEN, DANIELLE",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,1,250,TSCA,375,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,1,251,TSCA,205,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,1,252,ACRU,227,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,2,253,TSCA,,M,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,2,254,TSCA,275,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,2,255,ACRU,309,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,2,256,TSCA,152,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,3,261,BEAL,47,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,1,4,260,BEAL,165,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,2,1,259,QURU,227,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,2,2,257,BEAL,253,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,2,2,258,ACSA,162,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,2,4,262,BEAL,187,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,2,4,263,TSCA,13,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,2,277,QURU,332,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,2,278,TSCA,416,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,2,279,TSCA,52,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,3,266,TSCA,91,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,3,267,TSCA,279,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,3,268,ACRU,,M,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,3,269,TSCA,377,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,4,264,TSCA,,M,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,3,4,265,TSCA,240,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,2,280,TSCA,278,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,2,281,TSCA,209,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,2,282,BEAL,331,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,2,283,TSCA,60,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,3,274,TSCA,169,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,3,275,BEAL,175,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,3,276,TSCA,227,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,4,270,TSCA,260,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,4,271,TSCA,50,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,4,272,TSCA,116,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0906,,2,5,4,4,273,TSCA,372,,,7/19/18,"Ben G, Ananth, Paige, Danielle, Simon",LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,1,284,TSCA,273,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,1,285,BEAL,210,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,1,286,ACRU,129,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,1,287,TSCA,185,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,3,294,TSCA,56,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,3,295,TSCA,436,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,3,296,TSCA,148,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,3,297,TSCA,270,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,1,4,298,BELE,147,A,1.5,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,1,290,TSCA,72,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,1,291,TSCA,74,A,1.65,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,1,292,TSCA,28,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,1,293,TSCA,215,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,2,288,TSCA,178,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,2,289,TSCA,277,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,3,302,TSCA,255,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,3,303,TSCA,165,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,4,299,TSCA,298,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,4,300,TSCA,171,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,2,4,301,TSCA,235,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,1,322,TSCA,196,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,1,323,TSCA,353,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,2,324,BELE,120,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,2,325,QURU,303,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,2,326,TSCA,98,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,2,330,TSCA,168,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,2,327,TSCA,92,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,2,328,TSCA,202,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,2,329,TSCA,305,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,3,304,BEPA,348,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,3,305,TSCA,110,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,3,306,TSCA,140,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,3,307,TSCA,90,L,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,3,308,TSCA,188,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,3,313,TSCA,179,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,4,309,TSCA,161,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,3,4,310,BELE,427,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,1,318,PIST,415,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,1,320,QURU,298,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,1,321,QURU,90,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,2,316,ACRU,71,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,2,317,TSCA,289,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,2,319,TSCA,49,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,3,314,TSCA,201,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,3,315,QUAL,183,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,4,311,FAGR,114,,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0507,,3,1,4,4,312,QURU,,P,,7/19/18,ANDREW,LG,,,,,,,,,,,,,,,,,
0607,,3,2,1,2,331,BELE,263,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,1,2,332,BELE,51,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,1,3,343,TSCA,16,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,1,3,344,TSCA,16,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,1,3,345,TSCA,19,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,1,3,346,TSCA,14,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,1,339,TSCA,96,L,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,1,340,TSCA,122,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,1,341,BELE,323,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,1,342,TSCA,90,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,2,333,TSCA,379,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,2,334,TSCA,35,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,2,335,BELE,85,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,2,336,TSCA,88,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,2,337,TSCA,67,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,2,338,TSCA,81,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,3,348,PIST,15,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,3,349,PIST,17,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,2,4,347,TSCA,15,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,1,355,BELE,,M,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,2,350,TSCA,374,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,3,351,TSCA,532,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,3,352,BELE,270,P,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,3,353,TSCA,276,P,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,4,356,TSCA,240,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,4,357,TSCA,219,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,4,358,BELE,274,A,153cm,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,4,359,TSCA,71,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,4,360,TSCA,65,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,3,4,361,TSCA,31,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,3,354,PIST,10,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,362,PIST,10,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,363,PIST,11,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,364,PIST,13,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,365,PIST,17,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,366,PIST,12,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,367,PIST,11,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,368,PIST,15,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,369,PIST,12,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,370,PIST,17,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,371,PIST,14,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,372,PIST,14,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,373,PIST,10,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0607,,3,2,4,4,374,PIST,11,,,7/19/18,Ananth Miller-Murthy,MAB,,,,,,,,,,,,,,,,,
0707,,3,3,1,1,375,PIST,13,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,1,1,376,PIST,18,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,1,1,377,PIST,20,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,1,2,378,ACSA,232,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,1,2,379,TSCA,610,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,2,2,380,BEAL,344,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,2,4,381,TSCA,635,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,2,4,382,BEAL,46,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,3,1,412,TSCA,163,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,3,1,413,TSCA,462,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,3,2,414,PIST,11,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,400,PIST,11,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,401,PIST,13,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,402,PIST,18,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,403,PIST,24,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,404,PIST,17,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,405,PIST,12,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,406,PIST,11,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,407,PIST,14,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,408,PIST,11,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,409,PIST,26,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,410,PIST,15,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,1,411,PIST,17,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,390,BELE,382,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,391,TSCA,29,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,392,TSCA,11,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,393,TSCA,26,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,394,PIST,16,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,395,PIST,247,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,396,ACRU,231,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,397,TSCA,11,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,398,BELE,345,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,2,399,ACRU,,M,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,3,383,PIST,12,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,3,384,PIST,14,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,3,385,PIST,14,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,3,386,PIST,19,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,3,387,PIST,14,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,3,388,PIST,13,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0707,,3,3,4,3,389,PIST,26,,,7/26/18,"BG, MEB, PJ, JS",MEB,,,,,,,,,,,,,,,,,
0807,,3,4,1,3,416,TSCA,501,,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
0807,,3,4,1,4,417,TSCA,449,,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
0807,,3,4,2,2,415,QURU,550,,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
0807,,3,4,2,4,418,ACRU,497,P,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
0807,,3,4,3,2,425,QURU,480,,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
0807,,3,4,3,2,426,BELE,20,,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
0807,,3,4,3,4,419,TSCA,556,,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
0807,,3,4,4,1,424,BELE,13,,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
0807,,3,4,4,2,421,TSCA,489,,,7/26/18,Ben G.,JHS,,,,,,,,,,,,,,,,,
