"family","p","t","FDR","mean_pct"
"Methylacidiphilaceae",0.532015041636125,-0.619967985584743,0.740203818340272,0.000862044151649877
"Pseudomonadaceae",0.533336558971736,-0.617568302886676,0.740203818340272,0.00701123760670344
"Obscuribacteraceae",0.538330049702016,-0.607749585884646,0.740203818340272,0.00102697382900636
"Opitutaceae",0.550193594739914,0.593202513232246,0.74309151892142,0.000566146726561943
"Rhodanobacteraceae",0.562383206117012,0.57420886195637,0.74309151892142,0.00136296522461693
"Gemmatimonadaceae",0.584537557054716,0.548386719084749,0.74309151892142,0.0061806900386126
"Sandaracinaceae",0.585285662997001,-0.541543745182732,0.74309151892142,0.00171495362320362
"Frankiaceae",0.586458168960416,0.543669196350052,0.74309151892142,0.0114420237964651
"Fimbriimonadaceae",0.59930153701328,0.539834622670528,0.74309151892142,0.00110697262005018
"Family XI",0.60641692041894,-0.508821304796399,0.74309151892142,0.00334954145786954
"Isosphaeraceae",0.608871241069989,-0.505433036534301,0.74309151892142,0.0306974621450818
"Methanomassiliicoccaceae",0.616428191832542,0.494394383649766,0.74309151892142,0.00800245241837923
"Sphingobacteriaceae",0.672649443861376,-0.417570815798224,0.799907446754068,0.00531919917816059
"Paenibacillaceae",0.744245467521599,0.320210851261315,0.873248015225343,0.0203928965564205
"Solibacteraceae",0.758841151947637,-0.309180941130016,0.87865817593937,0.00479692678739756
"Blastocatellaceae",0.847414153998803,0.193372506232681,0.93750502058174,0.00103352328467662
"Kineosporiaceae",0.85435522333448,-0.18071393250985,0.93750502058174,0.0022801086714898
"Oligoflexaceae",0.862154561463534,-0.173922820213885,0.93750502058174,0.000774614952662298
"Micromonosporaceae",0.865040201293515,-0.168099846495102,0.93750502058174,0.0043285117696111
"Devosiaceae",0.873619564960944,-0.156884060401417,0.93750502058174,0.00164345757569404
"Nocardioidaceae",0.877342663761009,-0.151759883180854,0.93750502058174,0.00534319645362295
"LWQ8",0.884237689866868,0.144482462432475,0.93750502058174,0.00120370043533245
"Myxococcaceae",0.91662597446476,-0.102959613981899,0.960274830391653,0.00236094620682232
"Erysipelotrichaceae",0.956291960823436,0.0549519658299024,0.984403923259529,0.00258298355731468
"Clostridiaceae",0.963190442322229,0.0460067537054102,0.984403923259529,0.00673575356289675
"Enterobacteriaceae",0.98348733167885,-0.0212573944961655,0.984403923259529,0.00880989270382741
"Moraxellaceae",0.984403923259529,-0.0199758785913754,0.984403923259529,0.00156815712297388
