unique_id,date,tree_tag,species_code,species,dbh_cm,air_temp_C,soil_temp_C,stem_temp_C,vwc_mean_pct,chamber_id,chamber_area_m2,chamber_vol_L,chamber_temp_C,obs_length_s,CH4_best_flux_nmol_m2_s,CH4_model,CH4_quality,CH4_LM_r2,CH4_LM_pval,CO2_best_flux_nmol_m2_s,CO2_model,CO2_quality,bark_missing,visible_fungus,bole_damage,notes
20230623_974_091900,2023-06-23,974,PIST,white pine,51.1,19.833333333333332,14.6,20.3,7.466666666666668,6,462.19,2.388644,19.833333333333332,180,-0.3911655432016135,HM,AICc,0.9637783259547692,1.0899152080106089e-129,0.9919676876863508,HM,NA,1,1,NA,NA
20230623_967_093200,2023-06-23,967,TSCA,hemlock,25,23.055555555555557,14.3,19.1,9.5,6,462.19,2.388644,23.055555555555557,240,-0.00356481668919283,HM,AICc | p-value | MDF | Intercept,0.00109415241766275,0.25971715831798187,0.30432165430276903,HM,NA,1,1,NA,NA
20230623_968_094800,2023-06-23,968,PIST,white pine,49,20.72222222222222,14.3,18.9,7.766666666666667,6,462.19,2.388644,20.72222222222222,180,0.01017886180593141,LM,HM.flux is NA,0.02010924112261747,0.02298331393014701,0.6043872133146307,HM,NA,1,1,NA,NA
20230623_969_100515,2023-06-23,969,PIST,white pine,67.2,22.666666666666668,14.1,20.4,10.666666666666666,6,462.19,2.388644,22.666666666666668,180,0.01502595864799855,HM,AICc | Intercept,0.1197583354085131,1.7203683126126455e-9,1.350623043001836,HM,NA,1,1,NA,NA
20230623_840_101430,2023-06-23,840,PIST,white pine,52.5,22.77777777777778,14.1,19.7,4.066666666666666,6,462.19,2.388644,22.77777777777778,240,-6.159267867154322e-4,HM,AICc | p-value | MDF | Intercept,-0.00214642784316398,0.7010920150299648,1.620944107210157,HM,NA,1,1,NA,NA
20230623_773_102430,2023-06-23,773,BELE,black birch,28.6,22.38888888888889,14.1,20.2,5.233333333333333,6,462.19,2.388644,22.38888888888889,180,0.02509342851281304,LM,g-fact. > 2 | Intercept,0.2103482449784495,2.4858120196607262e-21,2.5942875737913487,HM,NA,1,1,NA,NA
20230623_789_104230,2023-06-23,789,PIST,white pine,68,24.27777777777778,14.4,19.5,4.133333333333334,6,462.19,2.388644,24.27777777777778,240,0.065376093861254,HM,Intercept (HM),0.4281420614503776,1.4936620157243456e-36,1.4727710574237327,HM,NA,1,1,NA,NA
20230623_485_105415,2023-06-23,485,BELE,black birch,32.9,24.61111111111111,13.7,19.7,8.4,6,462.19,2.388644,24.61111111111111,195,0.00836234684565336,HM,AICc,0.03135129897599997,4.183188073605697e-4,2.557883380119144,HM,NA,1,1,NA,NA
20230623_484_110430,2023-06-23,484,TSCA,hemlock,31.3,23.000000000000004,14,20,6.2,6,462.19,2.388644,23.000000000000004,195,0.05825488261396937,LM,g-fact. > 2 | Intercept,0.6546320513653823,2.3052546441775885e-94,2.298357538584209,HM,NA,1,1,NA,NA
20230623_513_112330,2023-06-23,513,PIST,white pine,66,23.166666666666668,14.1,20.1,4.166666666666667,6,462.19,2.388644,23.166666666666668,180,-0.02497978928169806,HM,AICc | Intercept,0.43784795259761855,7.924397064624375e-54,1.6987225103490624,HM,NA,1,1,NA,NA
20230623_486_113230,2023-06-23,486,PIST,white pine,42.1,26.38888888888889,14.1,20.3,8.5,6,462.19,2.388644,26.38888888888889,210,0.0422439093892636,LM,g-fact. > 2 | Intercept (HM),0.5032770702318491,1.6250087930261568e-53,2.261621918594679,HM,NA,1,1,NA,NA
20230623_855_114000,2023-06-23,855,BELE,black birch,27.7,24.055555555555557,14,20.4,10.566666666666668,6,462.19,2.388644,24.055555555555557,180,-0.03271943135974809,LM,g-fact. > 2 | Intercept (HM),0.4065928258153598,3.447714010756579e-40,1.9684268265749325,LM,RMSE | MAE | AICc,1,1,NA,NA
20230623_468_115430,2023-06-23,468,QURU,red oak,59.4,23.277777777777786,13.3,19.9,12.066666666666668,6,462.19,2.388644,23.277777777777786,180,0.0227116759268358,HM,AICc | Intercept,0.04555411384609709,4.197072243209277e-4,1.7803933759869102,HM,NA,1,1,NA,NA
20230623_618_120230,2023-06-23,618,QURU,red oak,40.6,23.5,13.6,20.6,16.400000000000002,6,462.19,2.388644,23.5,210,0.02090451851050692,LM,g-fact. > 2 | Intercept,0.1425528564343408,2.1869959740982648e-10,1.5829148301210176,HM,NA,1,1,NA,NA
20230623_606_121000,2023-06-23,606,QURU,red oak,44.5,23.61111111111111,13.9,20.1,14,6,462.19,2.388644,23.61111111111111,180,0.0693438354069663,LM,g-fact. > 2 | Intercept (LM),0.6746082508907469,8.406020304978695e-77,1.5363566440378362,HM,NA,1,1,NA,NA
20230623_594_121930,2023-06-23,594,TSCA,hemlock,43.6,23.88888888888889,14,21.3,8.200000000000001,6,462.19,2.388644,23.88888888888889,180,-0.02779806743293856,LM,SE | g-fact. > 2 | Intercept (LM),0.17792036983370185,7.897277282467068e-18,1.8413819547603347,HM,RMSE | AICc,1,1,NA,NA
20230623_609_135815,2023-06-23,609,TSCA,hemlock,36.2,23.5,15.2,22,7.233333333333334,6,462.19,2.388644,23.5,180,-0.04970662867138517,HM,NA,0.35606864930060933,3.5354187284242247e-32,2.299510133324506,HM,NA,1,1,NA,NA
20230623_610_140700,2023-06-23,610,BELE,black birch,33.1,25.666666666666668,14.1,21.8,9.133333333333333,6,462.19,2.388644,25.666666666666668,120,0.01509658650638536,LM,g-fact. > 2 | Intercept (LM),0.04737255977960464,1.8019429225154827e-4,2.1762464949505382,HM,NA,1,1,NA,NA
20230622_726_141745,2023-06-22,726,TSCA,hemlock,30.2,24.72222222222222,14.8,22.6,7.833333333333333,6,462.19,2.388644,24.72222222222222,180,0.02255914868293726,LM,g-fact. > 2 | Intercept,0.17796205070668925,4.170848899569746e-21,1.7371176739209402,HM,NA,1,1,NA,NA
20230622_732_142700,2023-06-22,732,BEPA,white birch,28,26.055555555555557,14.7,22.4,13.166666666666666,6,462.19,2.388644,26.055555555555557,180,0.01856287835951141,LM,g-fact. > 2 | Intercept,0.12476282769112168,1.8994377720037345e-14,1.7157738677735523,HM,NA,1,1,NA,NA
20230622_7466_143230,2023-06-22,7466,BELE,black birch,24.7,24.333333333333332,15.8,22.3,9,6,462.19,2.388644,24.333333333333332,180,0.04552272545589785,HM,AICc | Intercept,0.348630637672963,1.5803593483672371e-21,1.3730276717541816,LM,RMSE | MAE | AICc,1,1,NA,NA
20230622_730_144230,2023-06-22,730,BELE,black birch,26.3,27.61111111111111,15.2,22.5,9.9,6,462.19,2.388644,27.61111111111111,180,0.02691629905121213,HM,AICc | Intercept,0.17816369169670088,3.2023990164923344e-14,1.622456025848546,HM,NA,1,1,NA,NA
20230622_731_145130,2023-06-22,731,BELE,black birch,38.2,27.61111111111111,15.9,22.8,7.5,6,462.19,2.388644,27.61111111111111,180,0.05356404131387232,HM,AICc | Intercept,0.4572819701798636,1.0125469321226534e-36,1.2033200903134922,HM,NA,1,1,NA,NA
20230627_728_102300,2023-06-27,728,TSCA,hemlock,30.3,21.27777777777778,17.1,21.1,20.7,D8,462.19,2.388644,21.27777777777778,180,-0.00560979456069876,HM,AICc | Intercept,0.03675053020227448,1.947109035906377e-5,1.7502948115363357,HM,NA,1,1,NA,NA
20230627_729_103845,2023-06-27,729,BELE,black bitch,22.9,23.055555555555557,17,20.7,23.566666666666663,D8,462.19,2.388644,23.055555555555557,180,0.01771589904997227,HM,AICc,0.10374733165139816,1.7798599843545505e-8,3.4270549865165143,HM,NA,1,1,NA,NA
20230627_725_104800,2023-06-27,725,BELE,black bitch,24.2,22.555555555555554,18.1,20.6,22.6,D8,462.19,2.388644,22.555555555555554,180,0.00394113578790855,LM,HM.flux is NA,0.00453578167282842,0.10968956904837858,2.5543773409102055,HM,NA,1,1,NA,NA
20230627_713_105830,2023-06-27,713,BEPA,white birch,15,21.944444444444443,18,20.7,21.333333333333332,C4,213.35,1.2626016666666666,21.944444444444443,180,0.02807232408202912,HM,AICc | Intercept,0.1367611706929639,1.3949440854919694e-12,0.7324307041582234,HM,NA,1,1,NA,NA
20230627_727_111015,2023-06-27,727,QURU,red oak,40.2,23.61111111111111,17.1,20.8,19.933333333333337,6,462.19,2.388644,23.61111111111111,180,0.06336460230103087,HM,Intercept,0.5719598790211391,3.01990982775413e-62,1.9556995294451485,LM,RMSE | MAE | AICc,1,1,NA,NA
20230627_663_112630,2023-06-27,663,BELE,black birch,28.4,22.5,16.8,20.8,22.333333333333332,6,462.19,2.388644,22.5,180,0.02210143120323458,LM,g-fact. > 2 | Intercept,0.28152992160431367,7.716034452837376e-24,1.6470407196581722,LM,RMSE | MAE | AICc,1,2,NA,NA
20230627_665_113400,2023-06-27,665,TSCA,hemlock,28.3,21.944444444444443,16.9,20.6,24,6,462.19,2.388644,21.944444444444443,180,0.02768435307681824,HM,AICc | Intercept,0.47443894564621647,2.8520764159580535e-54,1.8339455580138588,LM,RMSE | MAE | AICc,1,1,NA,NA
20230627_664_114600,2023-06-27,664,TSCA,hemlock,20.3,22.555555555555554,17,20.4,18.633333333333333,C4,213.35,1.2626016666666666,22.555555555555554,180,0.03446182823117844,HM,AICc | Intercept,0.3249429974856489,1.2071122079363996e-22,1.0442738413595942,HM,NA,1,1,NA,NA
20230627_648_120000,2023-06-27,648,BELE,black birch,30.2,22.444444444444446,17.2,20.8,25.53333333333333,6,462.19,2.388644,22.444444444444446,180,-0.00166772049781645,HM,AICc | p-value | MDF | Intercept,1.3450567695594273e-4,0.3058381778214337,1.937406227837073,LM,RMSE | MAE | AICc,1,1,NA,NA
20230627_395_121700,2023-06-27,395,PIST,white pine,23.8,21.38888888888889,16.9,20.8,25,D8,462.19,2.388644,21.38888888888889,210,1.2565119629389464e-4,LM,HM.flux is NA,-0.00302966531479564,0.9547103821487528,0.5139239384932236,HM,NA,1,1,NA,NA
20230627_396_133115,2023-06-27,396,ACRU,red maple,23.2,22.333333333333332,17.2,20.6,20.033333333333335,C4,213.35,1.2626016666666666,22.333333333333332,180,0.01636305947006886,LM,g-fact. > 2 | Intercept,0.13635739525094315,2.1358525762696627e-15,1.1197883945738951,HM,NA,2,1,NA,NA
20230627_398_135015,2023-06-27,398,BELE,black birch,35,22.88888888888889,17.6,20.8,25.066666666666663,6,462.19,2.388644,22.88888888888889,180,-0.04719199995813432,HM,AICc | Intercept,0.36949045598178887,8.029862658773576e-23,1.9564174815286888,LM,RMSE | MAE | AICc,1,1,NA,NA
20230627_413_135815,2023-06-27,413,TSCA,hemlock,47.5,22.5,16.9,20.8,21.766666666666666,6,462.19,2.388644,22.5,285,-0.00547409903033336,HM,AICc | p-value | MDF | Intercept,0.00547317120234536,0.09790321487838488,1.3774610255487865,LM,RMSE | MAE | AICc,1,1,NA,NA
20230627_412_140915,2023-06-27,412,PIST,white pine,17.2,22.22222222222222,17.3,20.7,23.833333333333332,C4,213.35,1.2626016666666666,22.22222222222222,180,0.03166355919030528,LM,g-fact. > 2 | Intercept,0.28349470641275976,4.286242048412255e-24,1.1506583226401537,HM,NA,1,1,NA,NA
20230627_356_142330,2023-06-27,356,TSCA,hemlock,24.4,22.5,17.1,21,21.866666666666664,D8,462.19,2.388644,22.5,180,-0.03369801424636505,LM,g-fact. > 2 | Intercept,0.4044203799936994,1.2246287892495584e-36,1.2675038424964125,LM,RMSE | MAE | AICc,2,1,NA,NA
20230627_357_143245,2023-06-27,357,TSCA,hemlock,23.3,23.333333333333332,17,20.9,18.866666666666667,C4,213.35,1.2626016666666666,23.333333333333332,180,0.04184664447940179,HM,AICc | Intercept,0.468075152147433,4.045902689012954e-54,2.0528055527062565,HM,NA,1,1,NA,NA
20230627_358_144915,2023-06-27,358,BELE,black birch,31,22.944444444444443,17.2,21,19.7,6,462.19,2.388644,22.944444444444443,180,0.03446652453779646,HM,AICc,0.27003606281004744,3.2101554882048537e-18,2.5610385340472104,HM,NA,1,1,NA,NA
20230627_355_150630,2023-06-27,355,TSCA,hemlock,50,22.444444444444446,16.8,21.4,25,6,462.19,2.388644,22.444444444444446,180,-0.09841856240776647,HM,Intercept (LM),0.7166196449130855,4.877504241648943e-78,1.1752827648447208,HM,NA,1,1,NA,NA
20230627_352_151315,2023-06-27,352,BELE,black birch,64,22.5,17.5,22,26.100000000000005,6,462.19,2.388644,22.5,180,0.02193751518657853,LM,g-fact. > 2 | Intercept,0.11730220058586416,1.087698594309659e-6,6.58087439291725,HM,SE,3,1,NA,NA
20230627_351_152130,2023-06-27,351,TSCA,hemlock,53.9,22.38888888888889,17.2,21.7,24.3,6,462.19,2.388644,22.38888888888889,180,0.02967614686150021,LM,g-fact. > 2 | Intercept (LM),0.41596619203307206,1.1235007051792826e-53,1.5276086252143557,HM,NA,1,1,NA,NA
20230627_350_153015,2023-06-27,350,TSCA,hemlock,33.8,23.555555555555557,17.7,21.3,19.966666666666665,6,462.19,2.388644,23.555555555555557,180,-0.00775490727154701,HM,AICc | Intercept,0.08477509219292101,4.9187941549648664e-11,2.361251782760028,HM,NA,1,1,NA,NA
20230627_341_154845,2023-06-27,341,BELE,black birch,32.7,23.944444444444443,16.8,20.9,20.366666666666667,6,462.19,2.388644,23.944444444444443,180,-0.01470649856727901,HM,AICc | Intercept,0.06617811895142023,2.360281424826857e-5,2.371259065088221,HM,NA,1,1,NA,NA
20230627_299_155815,2023-06-27,299,TSCA,hemlock,31.4,23.333333333333332,17.4,21,20.933333333333337,6,462.19,2.388644,23.333333333333332,180,-0.015908356705737,HM,AICc | Intercept,0.19797542867707063,1.0927363762175532e-18,1.455213331556774,HM,NA,1,1,NA,NA
20230627_333_161530,2023-06-27,333,TSCA,hemlock,39,23.88888888888889,17.8,20.7,19.566666666666663,6,462.19,2.388644,23.88888888888889,180,0.02841401437564771,HM,AICc | Intercept,0.16941811920532412,4.68398461254604e-9,2.1075428790946193,LM,RMSE | MAE | AICc,1,1,NA,NA
20230627_331_162530,2023-06-27,331,BELE,black birch,27.6,22.944444444444443,16.6,20.9,20.4,6,462.19,2.388644,22.944444444444443,180,0.03017375753560625,HM,AICc | Intercept,0.3507960102615525,3.622246261799372e-34,2.1996197330827374,HM,NA,1,1,NA,NA
20230628_1244_103745,2023-06-28,1244,TSCA,hemlock,23.5,23.166666666666668,16.5,20,22.2,C4,213.35,1.2626016666666666,23.166666666666668,195,NA,NA,NA,NA,NA,NA,NA,NA,dead,2,NA,NA
20230628_1252_102600,2023-06-28,1252,ACSA,sugar maple,16.4,22.722222222222225,15.9,19.9,18.266666666666666,C4,213.35,1.2626016666666666,22.722222222222225,360,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
20230628_1265_104930,2023-06-28,1265,TSCA,hemlock,47.3,24.61111111111111,16.1,20.1,20.7,6,462.19,2.388644,24.61111111111111,120,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1264_110145,2023-06-28,1264,TSCA,hemlock,28.3,21.944444444444443,16.8,20.4,25.666666666666668,D8,462.19,2.388644,21.944444444444443,375,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1080_111445,2023-06-28,1080,ACSA,sugar maple,32.8,21.999999999999996,16.4,19.5,24.933333333333337,D8,462.19,2.388644,21.999999999999996,315,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1411_112515,2023-06-28,1411,TSCA,hemlock,33.6,21.666666666666668,16.6,19.9,24.899999999999995,D8,462.19,2.388644,21.666666666666668,285,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1409_113900,2023-06-28,1409,PIST,white pine,37.6,23.111111111111107,16.6,20,18.26666666666667,D8,462.19,2.388644,23.111111111111107,180,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1413_114500,2023-06-28,1413,TSCA,hemlock,28.1,23.111111111111107,15.7,20.2,17.666666666666668,D8,462.19,2.388644,23.111111111111107,180,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
20230628_1414_115400,2023-06-28,1414,TSCA,hemlock,50,23.111111111111107,16.3,20,17.6,D8,462.19,2.388644,23.111111111111107,300,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1412_120245,2023-06-28,1412,PIST,white pine,66.8,23.111111111111107,16.6,19.9,21.5,D8,462.19,2.388644,23.111111111111107,270,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1408_121130,2023-06-28,1408,TSCA,hemlock,33.5,22.444444444444446,15.7,20.5,27,D8,462.19,2.388644,22.444444444444446,300,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1407_121915,2023-06-28,1407,TSCA,hemlock,26.2,22.555555555555554,16.3,16.3,24.6,D8,462.19,2.388644,22.555555555555554,270,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20230628_1102_123200,2023-06-28,1102,ACRU,red maple,31.9,23.72222222222222,16.4,20.3,22,D8,462.19,2.388644,23.72222222222222,180,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
20230628_1218_124515,2023-06-28,1218,ACRU,red maple,32.8,23.72222222222222,17,20.6,15.4,D8,462.19,2.388644,23.72222222222222,180,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
20230628_1216_125530,2023-06-28,1216,TSCA,hemlock,18,23.833333333333336,17.2,20.6,18.633333333333333,C4,213.35,1.2626016666666666,23.833333333333336,180,NA,NA,NA,NA,NA,NA,NA,NA,dead,dead,NA,NA
20230628_1229_134115,2023-06-28,1229,BELE,black birch,32,22.5,16.4,20.5,22.666666666666668,D8,462.19,2.388644,22.5,195,-0.02111309342258484,HM,AICc | Intercept,0.17701430852505462,4.686519332202162e-13,2.296529438549545,HM,NA,1,1,NA,NA
20230628_1230_134900,2023-06-28,1230,TSCA,hemlock,35.7,23.055555555555557,16.9,20.5,13.966666666666669,D8,462.19,2.388644,23.055555555555557,210,0.02754614245507431,LM,g-fact. > 2 | Intercept,0.25472176794193435,2.1234475306262993e-23,1.145850792613604,HM,NA,1,1,NA,NA
20230628_1228_135800,2023-06-28,1228,BELE,black birch,19.7,23.055555555555557,16.9,21,14.366666666666667,D8,462.19,2.388644,23.055555555555557,180,0.00619250323861982,LM,HM.flux is NA,0.02448624678000888,0.00346351259453077,1.1193899490041748,HM,NA,1,1,NA,NA
20230628_1223_140630,2023-06-28,1223,BELE,black birch,23.1,24.166666666666668,16.9,21.2,21.066666666666663,D8,462.19,2.388644,24.166666666666668,210,0.01166070932708565,HM,AICc | Intercept,0.09202296265185672,5.612284839754236e-9,1.519652598969664,HM,NA,1,1,NA,NA
20230628_1227_141845,2023-06-28,1227,TSCA,hemlock,17.6,24.166666666666668,16.6,21.2,21.833333333333332,C4,213.35,1.2626016666666666,24.166666666666668,180,-0.00220088953341524,HM,AICc | p-value | MDF | Intercept,-0.00368992626573505,0.7813118602183717,1.5002638721728014,HM,NA,1,1,NA,NA
20230628_1097_143045,2023-06-28,1097,TSCA,hemlock,62.3,24,16.5,21.3,20.53333333333333,6,462.19,2.388644,24,180,0.04587864331382213,LM,g-fact. > 2 | Intercept,0.45868424079356385,2.4805483198555768e-36,2.0984682446438674,LM,RMSE | MAE | AICc,2,1,NA,NA
20230629_3380_104530,2023-06-29,3380,FRAM,white ash,14.3,21.833333333333332,15.2,18,39.733333333333334,C4,213.35,1.2626016666666666,21.833333333333332,390,0.01491336767348683,HM,AICc | Intercept,0.03852099850141854,4.22052272911138e-5,0.8960939078764664,HM,NA,3,1,NA,NA
20230629_3333_105800,2023-06-29,3333,TSCA,hemlock,13.6,23.277777777777786,16.7,18.4,27.8,C4,213.35,1.2626016666666666,23.277777777777786,180,0.01447036812937739,HM,AICc | Intercept,0.08277420337976826,1.8987268534964452e-7,0.6737541213411159,HM,NA,1,1,NA,NA
20230629_3384_111700,2023-06-29,3384,TSCA,hemlock,13.5,21.555555555555557,16.7,18.8,27.633333333333336,C4,213.35,1.2626016666666666,21.555555555555557,180,0.03039983929890945,LM,g-fact. > 2 | Intercept (LM),0.2373957113151021,1.746298711071509e-17,0.6493403651511361,HM,NA,1,1,NA,NA
20230629_3397_112345,2023-06-29,3397,TSCA,hemlock,44.8,21.666666666666668,15.4,18.8,23,D8,462.19,2.388644,21.666666666666668,255,0.24050677853546004,HM,AICc,0.9833310790456627,0,1.2678652558657757,LM,RMSE | MAE | AICc,2,1,NA,NA
20230629_3389_113600,2023-06-29,3389,TSCA,hemlock,46.3,21.555555555555557,17.1,19.2,17.466666666666665,D8,462.19,2.388644,21.555555555555557,195,0.05967614434083559,HM,Intercept,0.3760534777372334,9.78240463343723e-31,1.1590328034383908,HM,NA,1,1,NA,NA
20230629_3395_114315,2023-06-29,3395,TSCA,hemlock,26.5,21.555555555555557,16.6,19.4,22.166666666666668,D8,462.19,2.388644,21.555555555555557,180,0.02610849893318501,HM,AICc | Intercept,0.1790335440537052,6.985359237295219e-11,0.5553213972895338,HM,NA,1,1,NA,NA
20230629_3410_115100,2023-06-29,3410,TSCA,hemlock,34,21.722222222222214,16.8,19.8,26.399999999999995,D8,462.19,2.388644,21.722222222222214,180,0.02187843063463781,HM,AICc | Intercept,0.17789273073224332,1.8083533466885328e-10,1.005015508254379,LM,RMSE | MAE | AICc,1,1,NA,NA
20230629_3381_120015,2023-06-29,3381,TSCA,hemlock,50,21.055555555555557,16.9,19.5,21.26666666666667,D8,462.19,2.388644,21.055555555555557,180,0.03974581694029788,HM,AICc,0.500567974924794,5.373174601682313e-41,1.257837772752395,HM,NA,2,1,NA,NA
20230629_3503_120815,2023-06-29,3503,BEAL,yellow birch,28.8,21.944444444444443,15.5,18.9,42.43333333333333,D8,462.19,2.388644,21.944444444444443,255,0.00699542474553864,LM,HM.flux is NA,0.02671641508356503,0.00290961102988619,0.8914610192676942,LM,RMSE | MAE | AICc,1,1,NA,NA
20230629_3502_122230,2023-06-29,3502,BEAL,yellow birch,19.1,21.944444444444443,15.5,18.9,42.43333333333333,D8,462.19,2.388644,21.944444444444443,195,0.05628940230770053,HM,AICc | Intercept,0.469174133643253,2.1998344067435247e-34,0.9429547095359716,HM,NA,1,1,NA,NA
20230629_3448_123615,2023-06-29,3448,TSCA,hemlock,25.3,21.11111111111111,15,19,37.2,D8,462.19,2.388644,21.11111111111111,195,-6.318262670504647e-4,HM,AICc | p-value | MDF | Intercept,-0.00403674932222197,0.8434276829973001,0.8919952436760459,HM,NA,1,1,NA,NA
20230629_3447_124530,2023-06-29,3447,TSCA,hemlock,44.7,21.11111111111111,16.7,19.1,34.06666666666666,D8,462.19,2.388644,21.11111111111111,180,0.03711523465508289,LM,g-fact. > 2 | Intercept (HM),0.19866923272872905,7.55020660247893e-10,1.9545055567418568,HM,NA,1,1,NA,NA
20230629_3515_135000,2023-06-29,3515,TSCA,hemlock,55.7,21,15.3,19.8,30.96666666666667,D8,462.19,2.388644,21,180,-0.02598012272684804,LM,g-fact. > 2 | Intercept,0.14759783308361807,4.738259714177624e-8,1.554416874264849,LM,RMSE | MAE | AICc,1,1,NA,NA
20230629_3509_140045,2023-06-29,3509,TSCA,hemlock,48.6,21.5,16.1,19.9,28.9,D8,462.19,2.388644,21.5,180,0.03844958664741855,HM,AICc | Intercept,0.20254244675793964,5.607437927001124e-10,1.6887606139899705,HM,AICc,1,1,NA,NA
20230629_3507_141600,2023-06-29,3507,TSCA,hemlock,48.9,22.61111111111111,16.1,19.5,27.6,D8,462.19,2.388644,22.61111111111111,180,0.02388046815383404,LM,g-fact. > 2 | Intercept,0.11839726392250272,2.616805378389977e-7,1.6310231704948503,HM,NA,1,1,NA,NA
20230629_1010_142615,2023-06-29,1010,PIST,white pine,80.6,23.000000000000004,15.4,20.1,19.133333333333336,D8,462.19,2.388644,23.000000000000004,180,0.01080808326399671,LM,g-fact. > 2 | Intercept,0.04975300350186129,1.7460912604786284e-4,3.476390239622726,HM,NA,1,1,NA,NA
20230629_3445_143630,2023-06-29,3445,ACRU,red maple,26.9,22.16666666666667,16.8,20.1,24,D8,462.19,2.388644,22.16666666666667,180,-0.00814012580070644,HM,AICc | Intercept,0.02688173501379431,0.00255124221775703,2.10765103387035,HM,SE,2,1,NA,NA
20230629_3443_144245,2023-06-29,3443,ACRU,red maple,22.9,22.16666666666667,16.8,19.6,24,D8,462.19,2.388644,22.16666666666667,180,0.03683757891312358,HM,AICc | Intercept,0.26373116286069387,2.351727590366527e-16,1.2574416260879535,HM,NA,2,1,NA,NA
20230629_3440_144900,2023-06-29,3440,ACRU,red maple,23.9,23.61111111111111,16.2,19.7,25.96666666666667,D8,462.19,2.388644,23.61111111111111,180,0.03056096810154185,LM,g-fact. > 2 | Intercept,0.1910870043462388,3.385762265239845e-11,1.491882213134816,HM,NA,2,2,NA,NA
20230629_3439_145330,2023-06-29,3439,TSCA,hemlock,25.7,22.277777777777775,17.3,20.1,23.633333333333336,D8,462.19,2.388644,22.277777777777775,180,0.02387076341852062,HM,AICc | Intercept,0.20596945105401587,1.4559982366924408e-16,1.7479652503581644,HM,NA,1,1,NA,NA
20230629_1057_150540,2023-06-29,1057,PIST,white pine,55.3,23.666666666666664,16.7,20,24.76666666666667,D8,462.19,2.388644,23.666666666666664,180,-0.01008104293037863,HM,AICc | Intercept,0.02381264932434224,0.01621837197650591,2.156821588341244,HM,NA,1,1,NA,NA
20230629_3444_152130,2023-06-29,3444,CALA,shellbark hickory,50.4,23.555555555555557,16.8,19.6,27.166666666666668,D8,462.19,2.388644,23.555555555555557,180,-0.04070449466016497,HM,AICc | Intercept,0.2606210810620525,8.041402808160253e-13,2.6656424977421502,HM,NA,2,1,NA,NA
20230629_3405_152745,2023-06-29,3405,TSCA,hemlock,24.7,23.000000000000004,15.7,19.2,31.566666666666663,D8,462.19,2.388644,23.000000000000004,180,0.0039642749962546,LM,HM.flux is NA,0.00117067232244594,0.2626058003743361,1.521234434631224,HM,NA,1,1,NA,NA
20230629_3517_153630,2023-06-29,3517,TSCA,hemlock,26.5,24.11111111111111,16.5,19.8,38.9,D8,462.19,2.388644,24.11111111111111,180,0.014302457287562,HM,AICc | Intercept,0.04923822033498371,1.830143450044107e-4,1.3984067009023176,HM,NA,1,1,NA,NA
20230629_3412_154930,2023-06-29,3412,ACRU,red maple,36,24.055555555555557,15.8,19.7,38.9,D8,462.19,2.388644,24.055555555555557,180,-0.01717903037372762,HM,AICc | Intercept,0.071535510903017685,1.083057892848218e-4,2.6761493243420835,HM,NA,3,1,NA,NA
20230629_3522_160220,2023-06-29,3522,PIST,white pine,79,24.66666666666667,16.6,20.7,15.433333333333332,D8,462.19,2.388644,24.66666666666667,180,0.00869831136409818,LM,HM.flux is NA,0.01935996286144947,0.02325047343880433,1.1846321337982768,HM,NA,1,1,NA,NA
20230630_3568_104545,2023-06-30,3568,TSCA,hemlock,50.5,22.22222222222222,16.3,20.3,18.033333333333335,6,462.19,2.388644,22.22222222222222,180,0.05371714359615297,LM,g-fact. > 2 | Intercept,0.27001976416586226,1.1227031673759098e-21,1.4203884121295012,HM,NA,1,1,NA,NA
20230630_1085_105700,2023-06-30,1085,TSCA,hemlock,41.4,22.666666666666668,16.7,20.5,19.966666666666665,6,462.19,2.388644,22.666666666666668,225,-0.0165981979066048,HM,AICc,0.05369869053010778,1.18126554774967e-4,1.566044313821635,HM,NA,1,1,NA,NA
20230630_3575_111015,2023-06-30,3575,BELE,black birch,35.5,22.16666666666667,16.5,19.7,19.833333333333332,6,462.19,2.388644,22.16666666666667,180,0.01689291593743038,LM,g-fact. > 2 | Intercept,0.18709603386331763,2.4574262854463654e-17,2.6331777672640397,HM,NA,2,1,NA,NA
