"SampleName","species","core_type","material","d13CH4","ch4_ppm","d13CO2","co2_ppm","tissue","alpha_C","eps_C"
"AB11","FAGR","Organic","Soil",-74.2047319400417,3.47993585709583,-20.8766025259792,2181.26948258333,"Other",1.05760250808563,57.6025080856308
"AB11","FAGR","Mineral","Soil",-74.2047319400417,3.47993585709583,-20.8766025259792,2181.26948258333,"Other",1.05760250808563,57.6025080856308
"AB2","FAGR","Mineral","Soil",-70.6352027381127,64.0592692237927,-8.24546310812799,194.185780869636,"Other",1.06713159333536,67.1315933353604
"AB2","FAGR","Outer","Wood",-70.6352027381127,64.0592692237927,-8.24546310812799,194.185780869636,"Sapwood",1.06713159333536,67.1315933353604
"AB2","FAGR","Organic","Soil",-70.6352027381127,64.0592692237927,-8.24546310812799,194.185780869636,"Other",1.06713159333536,67.1315933353604
"AB2","FAGR","Inner","Wood",-70.6352027381127,64.0592692237927,-8.24546310812799,194.185780869636,"Heartwood",1.06713159333536,67.1315933353604
"AB3","FAGR","Outer","Wood",-67.8285388534066,212.019644093846,-21.8605657961685,8908.01164182564,"Sapwood",1.04931278737143,49.312787371431
"AB3","FAGR","Inner","Wood",-67.8285388534066,212.019644093846,-21.8605657961685,8908.01164182564,"Heartwood",1.04931278737143,49.312787371431
"AB4","FAGR","Inner","Wood",-85.2476044950986,327.24591924646,-21.609703136438,3306.00389538066,"Heartwood",1.06956844461012,69.5684446101237
"AB4","FAGR","Outer","Wood",-85.2476044950986,327.24591924646,-21.609703136438,3306.00389538066,"Sapwood",1.06956844461012,69.5684446101237
"AB4","FAGR","Mineral","Soil",-85.2476044950986,327.24591924646,-21.609703136438,3306.00389538066,"Other",1.06956844461012,69.5684446101237
"AB4","FAGR","Organic","Soil",-85.2476044950986,327.24591924646,-21.609703136438,3306.00389538066,"Other",1.06956844461012,69.5684446101237
"AB4/6","FAGR","Outer","Wood",-47.8488497013473,1.96381930225556,-20.9937901859791,978.592485007777,"Sapwood",1.02820461804509,28.2046180450917
"AB4/6","FAGR","Inner","Wood",-47.8488497013473,1.96381930225556,-20.9937901859791,978.592485007777,"Heartwood",1.02820461804509,28.2046180450917
"AB4/6","FAGR","Mineral","Soil",-47.8488497013473,1.96381930225556,-20.9937901859791,978.592485007777,"Other",1.02820461804509,28.2046180450917
"AB4/6","FAGR","Organic","Soil",-47.8488497013473,1.96381930225556,-20.9937901859791,978.592485007777,"Other",1.02820461804509,28.2046180450917
"AB5","FAGR","Outer","Wood",-67.0135401791319,5.72831171443959,-5.45896839115833,700.301916517811,"Sapwood",1.06597584685183,65.975846851831
"AB5","FAGR","Mineral","Soil",-67.0135401791319,5.72831171443959,-5.45896839115833,700.301916517811,"Other",1.06597584685183,65.975846851831
"AB5","FAGR","Organic","Soil",-67.0135401791319,5.72831171443959,-5.45896839115833,700.301916517811,"Other",1.06597584685183,65.975846851831
"AB5","FAGR","Inner","Wood",-67.0135401791319,5.72831171443959,-5.45896839115833,700.301916517811,"Heartwood",1.06597584685183,65.975846851831
"AB501","FAGR","Mineral","Soil",-69.2477977478395,1049.49320346058,-20.6076084200183,5496.98706325037,"Other",1.0522590107336,52.2590107336041
"AB501","FAGR","Outer","Wood",-69.2477977478395,1049.49320346058,-20.6076084200183,5496.98706325037,"Sapwood",1.0522590107336,52.2590107336041
"AB501","FAGR","Inner","Wood",-69.2477977478395,1049.49320346058,-20.6076084200183,5496.98706325037,"Heartwood",1.0522590107336,52.2590107336041
"AB501","FAGR","Organic","Soil",-69.2477977478395,1049.49320346058,-20.6076084200183,5496.98706325037,"Other",1.0522590107336,52.2590107336041
"AB6","FAGR","Outer","Wood",-67.0397921751237,134.463289751891,-17.5863617280327,497.494085733237,"Sapwood",1.05300700933686,53.0070093368589
"AB6","FAGR","Mineral","Soil",-67.0397921751237,134.463289751891,-17.5863617280327,497.494085733237,"Other",1.05300700933686,53.0070093368589
"AB6","FAGR","Organic","Soil",-67.0397921751237,134.463289751891,-17.5863617280327,497.494085733237,"Other",1.05300700933686,53.0070093368589
"AB6","FAGR","Inner","Wood",-67.0397921751237,134.463289751891,-17.5863617280327,497.494085733237,"Heartwood",1.05300700933686,53.0070093368589
"AB6'","FAGR","Mineral","Soil",-61.4479210045227,12.5724624419233,-21.3320358551847,4662.75721468815,"Other",1.04274231131881,42.7423113188068
"AB6'","FAGR","Inner","Wood",-61.4479210045227,12.5724624419233,-21.3320358551847,4662.75721468815,"Heartwood",1.04274231131881,42.7423113188068
"AB6'","FAGR","Organic","Soil",-61.4479210045227,12.5724624419233,-21.3320358551847,4662.75721468815,"Other",1.04274231131881,42.7423113188068
"AB6'","FAGR","Outer","Wood",-61.4479210045227,12.5724624419233,-21.3320358551847,4662.75721468815,"Sapwood",1.04274231131881,42.7423113188068
"AB9","FAGR","Inner","Wood",-60.7006771492221,2.61788717762917,-22.9267411650243,1664.69183580347,"Heartwood",1.04021501460211,40.2150146021119
"AB9","FAGR","Organic","Soil",-60.7006771492221,2.61788717762917,-22.9267411650243,1664.69183580347,"Other",1.04021501460211,40.2150146021119
"AB9","FAGR","Outer","Wood",-60.7006771492221,2.61788717762917,-22.9267411650243,1664.69183580347,"Sapwood",1.04021501460211,40.2150146021119
"AB9","FAGR","Mineral","Soil",-60.7006771492221,2.61788717762917,-22.9267411650243,1664.69183580347,"Other",1.04021501460211,40.2150146021119
"ABT14P","FAGR","Inner","Wood",-72.3484510168577,26.1865787365803,-23.9242716127153,3865.57558628796,"Heartwood",1.05220082848697,52.2008284869715
"ABT14P","FAGR","Organic","Soil",-72.3484510168577,26.1865787365803,-23.9242716127153,3865.57558628796,"Other",1.05220082848697,52.2008284869715
"ABT14P","FAGR","Outer","Wood",-72.3484510168577,26.1865787365803,-23.9242716127153,3865.57558628796,"Sapwood",1.05220082848697,52.2008284869715
"ABT14P","FAGR","Mineral","Soil",-72.3484510168577,26.1865787365803,-23.9242716127153,3865.57558628796,"Other",1.05220082848697,52.2008284869715
"WA1","FRAM","Organic","Soil",-48.660871610927,2.3240145515059,-18.7975276366111,1849.01060519653,"Other",1.03139085010083,31.3908501008302
"WA1","FRAM","Mineral","Soil",-48.660871610927,2.3240145515059,-18.7975276366111,1849.01060519653,"Other",1.03139085010083,31.3908501008302
"WA1","FRAM","Outer","Wood",-48.660871610927,2.3240145515059,-18.7975276366111,1849.01060519653,"Sapwood",1.03139085010083,31.3908501008302
"WA1","FRAM","Inner","Wood",-48.660871610927,2.3240145515059,-18.7975276366111,1849.01060519653,"Heartwood",1.03139085010083,31.3908501008302
"WA101","FRAM","Inner","Wood",-66.9098675770327,25.0140228505163,-20.4713634502691,3829.53347602327,"Heartwood",1.0497685084357,49.7685084357029
"WA101","FRAM","Mineral","Soil",-66.9098675770327,25.0140228505163,-20.4713634502691,3829.53347602327,"Other",1.0497685084357,49.7685084357029
"WA101","FRAM","Organic","Soil",-66.9098675770327,25.0140228505163,-20.4713634502691,3829.53347602327,"Other",1.0497685084357,49.7685084357029
"WA101","FRAM","Outer","Wood",-66.9098675770327,25.0140228505163,-20.4713634502691,3829.53347602327,"Sapwood",1.0497685084357,49.7685084357029
"WA102","FRAM","Outer","Wood",-184.698822928807,2.29339150773719,-21.6048578539684,14907.5349443965,"Sapwood",1.20004137079836,200.041370798361
"WA102","FRAM","Inner","Wood",-184.698822928807,2.29339150773719,-21.6048578539684,14907.5349443965,"Heartwood",1.20004137079836,200.041370798361
"WA103","FRAM","Inner","Wood",-41.2199048829445,1.74552402500694,-20.0497798056111,2209.50131273889,"Heartwood",1.02208027177989,22.08027177989
"WA103","FRAM","Outer","Wood",-41.2199048829445,1.74552402500694,-20.0497798056111,2209.50131273889,"Sapwood",1.02208027177989,22.08027177989
"WA103*","FRAM","Outer","Wood",-83.9753971837226,1059.60387834672,-15.688381441292,1676.32975137153,"Sapwood",1.0745471415642,74.5471415641952
"WA103*","FRAM","Inner","Wood",-83.9753971837226,1059.60387834672,-15.688381441292,1676.32975137153,"Heartwood",1.0745471415642,74.5471415641952
"WA104","FRAM","Outer","Wood",-66.188560850639,4.48093558527709,-17.8363354910417,496.37265287125,"Sapwood",1.05177943140603,51.7794314060265
"WA104","FRAM","Organic","Soil",-66.188560850639,4.48093558527709,-17.8363354910417,496.37265287125,"Other",1.05177943140603,51.7794314060265
"WA104","FRAM","Mineral","Soil",-66.188560850639,4.48093558527709,-17.8363354910417,496.37265287125,"Other",1.05177943140603,51.7794314060265
"WA12","FRAM","Inner","Wood",-47.7849589918055,1.71337063804236,-20.4255287819757,5499.02745887084,"Heartwood",1.02873240710508,28.7324071050821
"WA12","FRAM","Outer","Wood",-47.7849589918055,1.71337063804236,-20.4255287819757,5499.02745887084,"Sapwood",1.02873240710508,28.7324071050821
"WA12","FRAM","Mineral","Soil",-47.7849589918055,1.71337063804236,-20.4255287819757,5499.02745887084,"Other",1.02873240710508,28.7324071050821
"WA12","FRAM","Organic","Soil",-47.7849589918055,1.71337063804236,-20.4255287819757,5499.02745887084,"Other",1.02873240710508,28.7324071050821
"WA14","FRAM","Outer","Wood",-52.6124907016528,5.28472973485971,-20.5084107520313,3737.48629265416,"Sapwood",1.03388695716856,33.8869571685598
"WA14","FRAM","Inner","Wood",-52.6124907016528,5.28472973485971,-20.5084107520313,3737.48629265416,"Heartwood",1.03388695716856,33.8869571685598
"WA5","FRAM","Mineral","Soil",-90.2010633005802,1056.06586597774,-6.9891418921095,811.34834388927,"Other",1.09146188025933,91.461880259333
"WA5","FRAM","Outer","Wood",-90.2010633005802,1056.06586597774,-6.9891418921095,811.34834388927,"Sapwood",1.09146188025933,91.461880259333
"WA5","FRAM","Organic","Soil",-90.2010633005802,1056.06586597774,-6.9891418921095,811.34834388927,"Other",1.09146188025933,91.461880259333
"WA5","FRAM","Inner","Wood",-90.2010633005802,1056.06586597774,-6.9891418921095,811.34834388927,"Heartwood",1.09146188025933,91.461880259333
"WAX1","FRAM","Outer","Wood",-64.5140866532361,6.07525325093367,-19.0536450771597,875.936896017256,"Sapwood",1.04859553834802,48.5955383480212
"WAX1","FRAM","Inner","Wood",-64.5140866532361,6.07525325093367,-19.0536450771597,875.936896017256,"Heartwood",1.04859553834802,48.5955383480212
"WP3","PIST","Outer","Wood",-63.8097077833818,15.5108548759527,-18.0383450330037,734.599945087309,"Sapwood",1.04889108884264,48.8910888426382
"WP3","PIST","Inner","Wood",-63.8097077833818,15.5108548759527,-18.0383450330037,734.599945087309,"Heartwood",1.04889108884264,48.8910888426382
"WP3","PIST","Organic","Soil",-63.8097077833818,15.5108548759527,-18.0383450330037,734.599945087309,"Other",1.04889108884264,48.8910888426382
"WP4","PIST","Organic","Soil",-50.5461111004028,3.34726473132361,-20.5375750239271,2143.76716639652,"Other",1.03160610159937,31.606101599368
"WP4","PIST","Inner","Wood",-50.5461111004028,3.34726473132361,-20.5375750239271,2143.76716639652,"Heartwood",1.03160610159937,31.606101599368
"WP4","PIST","Outer","Wood",-50.5461111004028,3.34726473132361,-20.5375750239271,2143.76716639652,"Sapwood",1.03160610159937,31.606101599368
"WP402","PIST","Inner","Wood",-42.9410532494514,1.79796340538368,-20.6830997346319,3231.61448858125,"Heartwood",1.02325661715027,23.2566171502715
"WP402","PIST","Outer","Wood",-42.9410532494514,1.79796340538368,-20.6830997346319,3231.61448858125,"Sapwood",1.02325661715027,23.2566171502715
"WP402","PIST","Mineral","Soil",-42.9410532494514,1.79796340538368,-20.6830997346319,3231.61448858125,"Other",1.02325661715027,23.2566171502715
"WP402","PIST","Organic","Soil",-42.9410532494514,1.79796340538368,-20.6830997346319,3231.61448858125,"Other",1.02325661715027,23.2566171502715
"WP5","PIST","Mineral","Soil",-51.5573578127881,3.42530770160174,-23.4692231976805,2837.99237893611,"Other",1.02961500608021,29.6150060802129
"WP5","PIST","Outer","Wood",-51.5573578127881,3.42530770160174,-23.4692231976805,2837.99237893611,"Sapwood",1.02961500608021,29.6150060802129
"WP5","PIST","Organic","Soil",-51.5573578127881,3.42530770160174,-23.4692231976805,2837.99237893611,"Other",1.02961500608021,29.6150060802129
