"compartment","assumed_GWC","fresh_to_dry_factor","copies_g_fresh","copies_g_dry_est"
"Soil_Organic",0.68238004665,1.68238004665,17.7865748431071,29.9237786142902
"Soil_Mineral",0.32914139145,1.32914139145,18.7574471582083,24.9312994159108
