"SampleName","d13CH4","ch4_ppm","d13CO2","co2_ppm","alpha_C","eps_C","invCH4"
"H2",-71.7933922438611,2.06403395246667,-0.659973027117805,430.196472405833,1.07663532948629,76.63532948629,0.484488154279114
"H3",-50.5576351087639,1.68300619484167,-21.4446896825555,2492.5420009191,1.03066320453221,30.6632045322133,0.594174877706898
"H301",-42.9180561808056,1.76765702479444,-22.8357035067049,5815.24669087777,1.02098289786344,20.9828978634399,0.565720604151865
"H304",-76.9250718699999,2.07539563394305,1.05571110162993,430.648165246597,1.08447936412877,84.4793641287671,0.481835840668169
"H4",-68.5266482598322,39.204458900365,-20.808785376365,1672.95098078978,1.05122837147657,51.2283714765658,0.0255073026907837
"H5",-69.7216223064403,2473.89225775336,-25.0059788204328,20009.0273170149,1.04806694916082,48.0669491608212,0.000404221322438731
"H6",-81.461837443889,2.192080517375,2.02125960571382,439.321620081528,1.09088691189192,90.8869118919193,0.456187622705343
"H7",-50.7795907133746,45.3802817960255,-18.9659801976727,1512.92093339818,1.03351551463122,33.5155146312236,0.0220360024315138
"H8",-43.8846461370347,1.57958344094965,-19.6601559695625,1131.26346242118,1.02533636769831,25.3363676983103,0.633078300313654
"HX2",-57.0363826455,10.1038323276639,-21.3321723992048,2953.35119060278,1.03786382590928,37.8638259092794,0.0989723470828034
"HX5",-37.5411704428472,1.50437894403056,-21.3005035099201,2087.10484684236,1.01687414197281,16.8741419728051,0.664726134308144
"HZ1",-88.8655995204653,1.81488279166424,-19.7315235119306,2719.80891819201,1.07587692438366,75.8769243836575,0.550999769568043
"RM5",11.1545324764344,2.68762650953681,-21.3557872894167,1727.95561540695,0.967848317223848,-32.1516827761524,0.372075508427822
"RM502",-62.9989050566273,102.083396538635,-20.8672813370812,15354.6222547122,1.04496432709301,44.964327093014,0.00979591230216893
"RM503",-41.7188954637025,1.68328829952422,-20.2265812832872,1651.6564628647,1.02242798493957,22.4279849395708,0.594075299093238
"RMS1",-79.3326329683357,67.8471909549781,-20.861215835073,3328.38042369489,1.06350981823303,63.5098182330294,0.0147390037218133
"SM1",-65.8223636590834,2.22076829134757,-12.0252364870472,388.745273350451,1.05758768469641,57.5876846964078,0.450294613758735
"SM10",-62.919013487264,3.67804944863333,-24.2702782364861,4284.86961456806,1.04124375140147,41.2437514014725,0.271883239735011
"SM11",-48.6823976943599,1.57447652839481,-19.8288359505121,706.835103475745,1.03033010392525,30.3301039252479,0.635131729159219
"SM13",-43.9570902831111,1.5561417508184,-21.9665664783055,5139.47736874689,1.02300160754429,23.0016075442865,0.64261497994902
"SM15",-9.60763639260457,2.01419164125416,-19.8927381289965,1578.54105575069,0.989615124152483,-10.3848758475172,0.496477087640646
"SM2",-71.4649196601095,391.649243906934,-9.35070939670366,346.785831961752,1.06689484498601,66.8948449860063,0.00255330506967001
"SM3",-80.190007323469,28.9538038878278,-8.411846626437,163.076892430037,1.07803585661009,78.0358566100883,0.0345377762408759
"SM4",-67.6052770844671,45.6007932973942,-7.10144359050474,162.856991496277,1.06489079357375,64.8907935737466,0.0219294430576747
"SM5",-58.9645698838749,3.91938048344826,-23.7890511240347,4279.93194070243,1.03737959021957,37.3795902195728,0.255142363499295
"SM6",-69.4140013164479,4.69871608732743,-22.4552904642986,1601.07854713055,1.05046144141281,50.4614414128077,0.212824095224019
